CÓD. PROVINCIA;PROVINCIA;CÓD. MUNICIPIO;MUNICIPIO;DISTRITO;SECCIÓN;MESA;CENSO;TOTAL VOTOS;TOTAL ABSTENCIÓN;VOTOS EN BRANCO;VOTOS NULOS;VOTOS A CANDIDATURAS;VOTOS VÁLIDOS;AU.TO.NO.MO (PARTIDO DE LOS AUTÓNOMOS Y PROFESIONALES);BNG (BLOQUE NACIONALISTA GALEGO);CDS (CENTRO DEMOCRÁTICO Y SOCIAL);D.N. (DEMOCRACIA NACIONAL);D.O. (DEMOCRACIA OURENSANA);EU-IU (ESQUERDA UNIDA - IZQUIERDA UNIDA);FE de las JONS (FALANGE ESPAÑOLA DE LAS J.O.N.S.);FPG (FRENTE POPULAR GALEGA);IDEGA (IDENTIDADE GALEGA);IR-ERG (IZQUIERDA REPUBLICANA-ESQUERDA REPUBLICANA GALEGA);NÓS-UP (NÓS-UNIDADE POPULAR);PH (PARTIDO HUMANISTA);PP (PARTIDO POPULAR);PSdeG - PSOE (PARTIDO DOS SOCIALISTAS DE GALICIA - PARTIDO SOCIALISTA OBRERO ESPAÑOL);S.E.P. (PARTIDO SOCIAL ESPAÑOL POPULAR);SDD (PARTIDO SOCIAL Y DEMOCRÁTICO DE DERECHO)
15;A Coruña;1;Abegondo;1;1;U;769;518;251;5;5;508;513;2;88;1;0;;2;1;0;0;;0;0;288;126;;
15;A Coruña;1;Abegondo;1;2;A;342;225;117;2;0;223;225;0;59;2;0;;29;0;0;0;;0;0;133;0;;
15;A Coruña;1;Abegondo;1;2;B;406;264;142;5;1;258;263;0;49;2;0;;1;1;0;0;;1;0;154;50;;
15;A Coruña;1;Abegondo;2;1;U;707;455;252;4;1;450;454;0;93;1;0;;0;0;1;0;;0;0;220;135;;
15;A Coruña;1;Abegondo;2;2;A;462;275;187;1;2;272;273;0;22;1;0;;0;0;0;0;;0;0;190;59;;
15;A Coruña;1;Abegondo;2;2;B;357;224;133;3;1;220;223;0;48;0;0;;0;0;0;0;;0;0;122;50;;
15;A Coruña;1;Abegondo;3;1;A;862;587;275;10;0;577;587;4;75;0;0;;3;0;0;0;;0;1;324;170;;
15;A Coruña;1;Abegondo;3;1;B;450;309;141;3;1;305;308;2;87;1;0;;2;0;0;0;;0;3;127;83;;
15;A Coruña;1;Abegondo;3;2;U;783;553;230;5;3;545;550;1;112;0;0;;6;0;1;0;;2;0;278;145;;
15;A Coruña;2;Ames;1;1;A;450;336;114;2;1;333;335;0;46;1;0;;3;0;0;0;;1;0;180;102;;
15;A Coruña;2;Ames;1;1;B;479;339;140;6;3;330;336;0;61;1;1;;4;0;1;0;;0;0;169;93;;
15;A Coruña;2;Ames;1;3;A;234;183;51;2;1;180;182;0;87;0;0;;22;0;0;0;;0;0;71;0;;
15;A Coruña;2;Ames;1;3;B;332;239;93;7;2;230;237;0;26;0;0;;1;0;0;0;;0;0;146;57;;
15;A Coruña;2;Ames;2;1;U;578;400;178;7;2;391;398;0;44;0;0;;2;1;1;0;;5;1;227;110;;
15;A Coruña;2;Ames;2;2;A;393;282;111;6;1;275;281;0;42;0;0;;0;0;0;0;;1;0;156;76;;
15;A Coruña;2;Ames;2;2;B;605;415;190;3;0;412;415;0;112;0;2;;1;1;1;1;;3;1;182;108;;
15;A Coruña;2;Ames;2;2;C;329;232;97;0;2;230;230;0;43;0;0;;0;0;0;0;;0;0;129;58;;
15;A Coruña;2;Ames;3;1;A;416;306;110;3;1;302;305;2;58;1;0;;1;0;0;0;;0;0;174;66;;
15;A Coruña;2;Ames;3;1;B;467;331;136;5;1;325;330;0;56;0;0;;0;0;1;0;;3;0;162;103;;
15;A Coruña;2;Ames;3;1;C;258;189;69;0;4;185;185;0;36;0;0;;1;0;1;1;;0;0;89;57;;
15;A Coruña;2;Ames;3;2;A;685;459;226;14;3;442;456;0;124;0;0;;6;0;0;0;;0;1;180;131;;
15;A Coruña;2;Ames;3;2;B;781;551;230;10;1;540;550;2;142;0;0;;5;0;2;0;;1;0;215;173;;
15;A Coruña;2;Ames;3;3;U;637;443;194;10;3;430;440;0;73;0;1;;4;0;0;2;;1;1;226;122;;
15;A Coruña;2;Ames;3;4;A;354;265;89;2;1;262;264;1;66;1;0;;4;0;0;0;;0;1;133;56;;
15;A Coruña;2;Ames;3;4;B;475;337;138;8;0;329;337;2;49;1;0;;4;0;1;0;;1;1;147;123;;
15;A Coruña;2;Ames;3;4;C;562;412;150;5;1;406;411;2;73;2;0;;5;0;1;1;;0;0;189;133;;
15;A Coruña;2;Ames;3;5;A;576;414;162;8;0;406;414;1;113;1;0;;6;0;1;0;;0;0;155;129;;
15;A Coruña;2;Ames;3;5;B;663;451;212;5;0;446;451;6;123;0;0;;6;0;1;0;;2;2;172;134;;
15;A Coruña;2;Ames;3;6;A;827;550;277;13;1;536;549;1;128;1;0;;5;0;0;0;;1;0;219;181;;
15;A Coruña;2;Ames;3;6;B;956;642;314;12;0;630;642;2;158;0;0;;11;0;1;0;;0;1;255;202;;
15;A Coruña;2;Ames;3;7;A;722;500;222;6;2;492;498;1;122;3;0;;10;1;1;0;;1;0;201;152;;
15;A Coruña;2;Ames;3;7;B;862;597;265;12;3;582;594;0;141;2;0;;6;0;1;0;;1;2;242;187;;
15;A Coruña;2;Ames;3;8;A;819;521;298;5;3;513;518;0;152;1;0;;4;0;3;0;;5;2;159;187;;
15;A Coruña;2;Ames;3;8;B;884;609;275;10;2;597;607;2;183;1;0;;3;0;0;0;;1;0;210;197;;
15;A Coruña;2;Ames;3;9;A;639;402;237;8;2;392;400;0;91;2;0;;3;0;0;0;;0;0;158;138;;
15;A Coruña;2;Ames;3;9;B;618;409;209;8;2;399;407;1;104;3;0;;7;0;0;0;;0;0;120;164;;
15;A Coruña;2;Ames;3;10;U;620;517;103;11;3;503;514;0;110;0;0;;7;0;0;0;;0;0;180;206;;
15;A Coruña;2;Ames;3;11;U;727;494;233;10;3;481;491;0;140;0;0;;6;1;1;0;;0;0;179;154;;
15;A Coruña;3;Aranga;1;1;A;237;177;60;3;0;174;177;0;12;0;0;;0;0;0;0;;0;0;112;50;;
15;A Coruña;3;Aranga;1;1;B;267;200;67;4;1;195;199;0;35;0;0;;1;0;0;0;;0;0;119;40;;
15;A Coruña;3;Aranga;1;1;C;417;285;132;5;1;279;284;0;63;0;0;;0;0;0;0;;0;0;133;83;;
15;A Coruña;3;Aranga;1;2;A;432;312;120;4;3;305;309;0;26;0;0;;1;0;0;0;;0;0;179;99;;
15;A Coruña;3;Aranga;1;2;B;242;182;60;2;0;180;182;0;12;1;0;;0;0;0;0;;0;1;128;38;;
15;A Coruña;3;Aranga;1;2;C;457;351;106;1;1;349;350;0;53;0;1;;1;0;2;0;;0;0;183;109;;
15;A Coruña;4;Ares;1;1;U;995;779;216;5;5;769;774;3;132;1;0;;6;0;1;2;;1;1;370;252;;
15;A Coruña;4;Ares;1;2;A;633;450;183;7;3;440;447;0;85;1;0;;4;0;1;0;;2;1;220;126;;
15;A Coruña;4;Ares;1;2;B;611;433;178;8;0;425;433;0;94;1;0;;5;0;0;0;;0;2;191;132;;
15;A Coruña;4;Ares;1;3;U;1048;719;329;11;3;705;716;2;147;0;1;;5;0;0;0;;0;0;349;201;;
15;A Coruña;4;Ares;2;1;U;688;529;159;9;3;517;526;1;109;1;0;;7;0;0;0;;0;0;201;198;;
15;A Coruña;4;Ares;2;2;U;555;421;134;7;1;413;420;0;114;0;0;;11;0;0;1;;0;0;140;147;;
15;A Coruña;5;Arteixo;1;1;A;806;438;368;6;1;431;437;2;102;2;0;;2;0;1;0;;0;1;147;174;;
15;A Coruña;5;Arteixo;1;1;B;784;431;353;6;2;423;429;1;114;0;0;;1;0;0;0;;1;1;142;163;;
15;A Coruña;5;Arteixo;1;2;U;827;517;310;4;0;513;517;0;121;0;0;;3;0;1;0;;0;0;178;210;;
15;A Coruña;5;Arteixo;1;3;A;861;472;389;9;2;461;470;1;114;2;0;;2;0;0;0;;0;2;170;170;;
15;A Coruña;5;Arteixo;1;3;B;784;389;395;5;3;381;386;2;107;0;1;;2;1;0;0;;0;0;137;131;;
15;A Coruña;5;Arteixo;1;4;A;662;335;327;0;0;335;335;2;99;0;0;;2;1;0;2;;0;0;112;117;;
15;A Coruña;5;Arteixo;1;4;B;789;405;384;3;1;401;404;2;108;0;3;;3;1;1;1;;0;1;133;148;;
15;A Coruña;5;Arteixo;1;5;A;445;263;182;1;1;261;262;2;42;2;0;;1;0;0;0;;0;1;136;77;;
15;A Coruña;5;Arteixo;1;5;B;498;332;166;2;1;329;331;1;53;1;0;;1;0;0;0;;0;0;153;120;;
15;A Coruña;5;Arteixo;1;6;A;537;282;255;6;1;275;281;0;90;0;0;;1;0;3;0;;0;2;91;88;;
15;A Coruña;5;Arteixo;1;6;B;498;273;225;3;0;270;273;0;73;0;0;;3;0;0;0;;0;0;84;110;;
15;A Coruña;5;Arteixo;1;7;A;793;469;324;6;0;463;469;0;142;0;1;;2;0;1;0;;2;1;157;157;;
15;A Coruña;5;Arteixo;1;7;B;785;453;332;9;0;444;453;0;124;1;0;;2;0;0;0;;0;1;127;189;;
15;A Coruña;5;Arteixo;1;8;A;811;467;344;9;2;456;465;2;103;2;0;;2;0;2;0;;2;0;157;186;;
15;A Coruña;5;Arteixo;1;8;B;808;466;342;6;1;459;465;2;128;3;1;;4;0;0;0;;0;1;136;184;;
15;A Coruña;5;Arteixo;1;9;A;580;285;295;3;0;282;285;2;87;0;1;;1;0;0;0;;0;0;111;80;;
15;A Coruña;5;Arteixo;1;9;B;606;317;289;7;0;310;317;1;78;0;2;;2;0;0;0;;0;0;123;104;;
15;A Coruña;5;Arteixo;2;1;A;675;423;252;9;4;410;419;3;66;0;0;;5;0;2;0;;0;0;217;117;;
15;A Coruña;5;Arteixo;2;1;B;531;338;193;6;0;332;338;0;98;0;0;;1;0;0;0;;0;1;128;104;;
15;A Coruña;5;Arteixo;2;2;A;556;320;236;7;1;312;319;1;92;0;0;;3;0;0;0;;1;1;124;90;;
15;A Coruña;5;Arteixo;2;2;B;624;365;259;5;1;359;364;1;114;0;1;;0;0;1;0;;1;1;124;116;;
15;A Coruña;5;Arteixo;3;1;A;719;444;275;6;1;437;443;0;91;0;0;;2;0;1;0;;0;1;195;147;;
15;A Coruña;5;Arteixo;3;1;B;580;322;258;4;3;315;319;1;67;1;0;;0;1;1;0;;0;0;137;107;;
15;A Coruña;5;Arteixo;4;1;A;526;286;240;5;0;281;286;0;94;0;0;;2;0;0;0;;0;0;81;104;;
15;A Coruña;5;Arteixo;4;1;B;617;359;258;4;1;354;358;0;108;0;0;;2;0;0;0;;0;1;120;123;;
15;A Coruña;5;Arteixo;4;2;A;623;329;294;3;1;325;328;1;93;0;0;;2;0;0;0;;0;1;93;135;;
15;A Coruña;5;Arteixo;4;2;B;772;426;346;4;2;420;424;1;97;2;0;;3;1;2;2;;0;0;106;206;;
15;A Coruña;5;Arteixo;4;3;A;504;287;217;3;1;283;286;2;64;0;1;;0;1;0;0;;0;0;111;104;;
15;A Coruña;5;Arteixo;4;3;B;557;328;229;5;3;320;325;2;68;1;0;;3;0;0;0;;0;0;117;129;;
15;A Coruña;5;Arteixo;4;3;C;493;257;236;3;2;252;255;0;74;0;0;;1;2;0;1;;0;0;77;97;;
15;A Coruña;5;Arteixo;4;4;A;693;348;345;5;1;342;347;0;93;0;0;;1;1;1;1;;1;1;109;134;;
15;A Coruña;5;Arteixo;4;4;B;674;353;321;3;3;347;350;2;114;0;1;;0;0;1;0;;1;1;94;133;;
15;A Coruña;6;Arzúa;1;1;A;722;542;180;6;9;527;533;2;164;4;0;;3;0;0;1;;1;0;235;117;;
15;A Coruña;6;Arzúa;1;1;B;612;464;148;6;3;455;461;0;137;0;0;;4;0;0;0;;0;0;227;87;;
15;A Coruña;6;Arzúa;1;2;U;568;413;155;5;2;406;411;1;150;0;0;;1;0;0;1;;0;0;148;105;;
15;A Coruña;6;Arzúa;1;3;U;824;589;235;10;8;571;581;1;186;5;0;;0;0;0;0;;1;0;264;114;;
15;A Coruña;6;Arzúa;1;4;U;665;443;222;6;1;436;442;0;145;0;1;;1;0;1;1;;0;0;203;84;;
15;A Coruña;6;Arzúa;1;5;U;747;491;256;3;2;486;489;0;125;2;1;;3;1;0;0;;0;0;243;111;;
15;A Coruña;6;Arzúa;1;6;U;632;427;205;4;1;422;426;1;89;0;0;;2;0;0;1;;0;0;209;120;;
15;A Coruña;6;Arzúa;1;7;U;996;708;288;9;5;694;703;1;205;0;0;;6;0;1;0;;0;0;301;180;;
15;A Coruña;7;Baña (A);1;1;A;271;194;77;2;0;192;194;0;19;0;0;;0;0;0;0;;1;0;113;59;;
15;A Coruña;7;Baña (A);1;1;B;368;256;112;1;1;254;255;0;23;0;0;;0;0;0;1;;0;0;148;82;;
15;A Coruña;7;Baña (A);1;1;C;282;193;89;0;0;193;193;0;19;0;0;;0;0;0;0;;0;0;103;71;;
15;A Coruña;7;Baña (A);1;2;A;354;245;109;3;0;242;245;0;36;0;0;;0;0;0;0;;0;0;159;47;;
15;A Coruña;7;Baña (A);1;2;B;206;173;33;3;0;170;173;1;26;0;0;;0;0;2;0;;0;3;92;46;;
15;A Coruña;7;Baña (A);2;1;A;207;163;44;2;0;161;163;0;15;0;0;;1;0;1;0;;0;0;60;84;;
15;A Coruña;7;Baña (A);2;1;B;390;234;156;2;2;230;232;0;29;0;0;;1;0;2;0;;1;1;126;70;;
15;A Coruña;7;Baña (A);2;1;C;260;208;52;0;0;208;208;0;19;0;0;;1;0;2;0;;0;1;94;91;;
15;A Coruña;7;Baña (A);2;1;D;483;337;146;3;3;331;334;0;45;0;0;;1;1;1;0;;0;1;193;89;;
15;A Coruña;7;Baña (A);3;1;U;576;386;190;3;1;382;385;0;63;0;0;;0;1;0;0;;0;0;210;108;;
15;A Coruña;7;Baña (A);3;2;A;203;165;38;0;0;165;165;0;32;0;0;;0;0;0;0;;0;0;88;45;;
15;A Coruña;7;Baña (A);3;2;B;415;311;104;0;1;310;310;0;33;1;0;;0;0;0;0;;1;0;196;79;;
15;A Coruña;7;Baña (A);3;2;C;268;187;81;0;1;186;186;0;14;1;0;;0;0;1;0;;0;0;100;70;;
15;A Coruña;8;Bergondo;1;1;A;765;581;184;12;5;564;576;2;85;0;0;;7;1;0;1;;1;0;274;193;;
15;A Coruña;8;Bergondo;1;1;B;354;261;93;6;0;255;261;3;52;1;0;;2;0;1;0;;0;1;111;84;;
15;A Coruña;8;Bergondo;1;2;U;724;508;216;7;3;498;505;0;97;3;0;;2;0;0;0;;0;2;210;184;;
15;A Coruña;8;Bergondo;2;1;A;668;483;185;6;3;474;480;0;99;0;0;;2;1;0;0;;0;2;251;119;;
15;A Coruña;8;Bergondo;2;1;B;629;422;207;3;3;416;419;2;63;2;0;;1;0;0;0;;1;0;207;140;;
15;A Coruña;8;Bergondo;3;1;A;596;421;175;6;1;414;420;0;79;0;1;;5;1;0;0;;0;0;182;146;;
15;A Coruña;8;Bergondo;3;1;B;594;430;164;10;0;420;430;0;84;1;0;;0;0;1;0;;0;0;175;159;;
15;A Coruña;8;Bergondo;3;1;C;417;297;120;3;0;294;297;0;50;0;0;;0;0;0;0;;0;0;160;84;;
15;A Coruña;8;Bergondo;3;2;A;517;377;140;3;1;373;376;0;76;0;0;;4;1;0;0;;0;1;158;133;;
15;A Coruña;8;Bergondo;3;2;B;315;233;82;3;1;229;232;0;48;2;0;;2;0;0;0;;0;2;89;86;;
15;A Coruña;9;Betanzos;1;1;U;504;362;142;4;0;358;362;0;34;1;0;;4;0;2;0;;0;1;187;129;;
15;A Coruña;9;Betanzos;1;2;U;594;424;170;5;3;416;421;1;68;1;1;;12;0;0;0;;1;0;192;140;;
15;A Coruña;9;Betanzos;1;3;U;582;369;213;9;9;351;360;0;59;2;1;;0;0;0;0;;0;0;145;144;;
15;A Coruña;9;Betanzos;1;4;U;798;572;226;2;3;567;569;0;86;1;2;;4;0;0;0;;1;3;249;221;;
15;A Coruña;9;Betanzos;1;5;A;688;486;202;7;2;477;484;2;76;0;0;;0;0;1;1;;1;0;249;147;;
15;A Coruña;9;Betanzos;1;5;B;756;525;231;9;7;509;518;0;74;0;1;;3;0;0;2;;1;0;243;185;;
15;A Coruña;9;Betanzos;1;6;A;674;472;202;12;1;459;471;1;74;1;1;;1;1;0;1;;0;0;201;178;;
15;A Coruña;9;Betanzos;1;6;B;646;463;183;8;2;453;461;1;81;0;1;;3;1;0;0;;0;0;202;164;;
15;A Coruña;9;Betanzos;1;7;A;960;694;266;9;3;682;691;1;131;0;1;;5;0;0;1;;0;0;298;245;;
15;A Coruña;9;Betanzos;1;7;B;375;268;107;7;0;261;268;1;39;0;0;;3;0;2;0;;0;0;91;125;;
15;A Coruña;9;Betanzos;1;8;A;308;215;93;2;1;212;214;0;18;0;0;;1;0;0;0;;1;0;141;51;;
15;A Coruña;9;Betanzos;1;8;B;686;460;226;2;4;454;456;1;81;0;0;;2;0;0;0;;0;0;174;196;;
15;A Coruña;9;Betanzos;1;8;C;690;489;201;18;1;470;488;2;91;0;0;;7;0;1;1;;0;0;158;210;;
15;A Coruña;9;Betanzos;1;9;U;626;423;203;9;0;414;423;4;70;1;0;;3;0;0;0;;4;0;174;158;;
15;A Coruña;9;Betanzos;1;10;A;213;172;41;5;0;167;172;0;22;1;0;;0;0;0;0;;0;0;79;65;;
15;A Coruña;9;Betanzos;1;10;B;360;262;98;3;2;257;260;2;40;0;0;;0;0;0;1;;1;0;73;140;;
15;A Coruña;9;Betanzos;1;10;C;389;293;96;2;0;291;293;2;54;0;1;;4;0;0;1;;0;0;118;111;;
15;A Coruña;9;Betanzos;1;10;D;215;175;40;1;1;173;174;0;22;0;0;;0;0;0;0;;0;0;48;103;;
15;A Coruña;9;Betanzos;1;12;U;908;625;283;16;2;607;623;2;105;2;0;;3;0;0;1;;1;1;269;223;;
15;A Coruña;10;Boimorto;1;1;A;525;388;137;4;0;384;388;4;74;0;1;;1;1;1;0;;1;1;184;116;;
15;A Coruña;10;Boimorto;1;1;B;596;379;217;2;1;376;378;1;73;0;0;;0;0;0;0;;1;0;180;121;;
15;A Coruña;10;Boimorto;1;2;U;520;311;209;3;2;306;309;0;63;0;2;;0;0;0;0;;0;0;136;105;;
15;A Coruña;10;Boimorto;2;1;U;548;399;149;10;2;387;397;0;53;0;0;;0;0;0;0;;0;0;240;94;;
15;A Coruña;11;Boiro;1;1;A;697;460;237;7;4;449;456;0;106;0;0;;2;0;0;0;;0;0;210;131;;
15;A Coruña;11;Boiro;1;1;B;651;422;229;4;3;415;419;2;111;1;0;;3;0;0;0;;0;0;177;121;;
15;A Coruña;11;Boiro;1;2;A;881;580;301;12;2;566;578;0;174;3;0;;1;0;1;0;;0;0;207;180;;
15;A Coruña;11;Boiro;1;2;B;968;638;330;6;4;628;634;1;210;0;2;;2;0;1;0;;0;0;234;178;;
15;A Coruña;11;Boiro;1;3;A;662;434;228;1;4;429;430;1;142;1;2;;3;0;1;2;;0;2;152;123;;
15;A Coruña;11;Boiro;1;3;B;632;396;236;3;0;393;396;2;113;0;3;;3;0;0;2;;0;0;146;124;;
15;A Coruña;11;Boiro;1;3;C;718;480;238;8;3;469;477;1;141;0;2;;1;0;0;0;;2;1;181;140;;
15;A Coruña;11;Boiro;1;5;A;599;444;155;11;1;432;443;1;137;1;0;;4;0;0;0;;0;2;150;137;;
15;A Coruña;11;Boiro;1;5;B;672;488;184;4;1;483;487;0;141;0;0;;2;0;1;1;;0;1;151;186;;
15;A Coruña;11;Boiro;1;6;U;774;528;246;6;7;515;521;2;157;2;0;;0;0;0;0;;2;0;185;167;;
15;A Coruña;11;Boiro;1;7;A;761;517;244;5;6;506;511;0;168;1;0;;2;0;0;0;;1;0;216;118;;
15;A Coruña;11;Boiro;1;7;B;727;487;240;4;3;480;484;1;159;1;2;;4;0;0;1;;0;2;185;125;;
15;A Coruña;11;Boiro;1;8;U;746;463;283;10;9;444;454;0;99;0;0;;2;1;0;0;;1;3;230;108;;
15;A Coruña;11;Boiro;2;1;U;903;661;242;1;2;658;659;1;171;0;0;;3;0;0;1;;0;0;278;204;;
15;A Coruña;11;Boiro;2;2;U;837;535;302;7;2;526;533;0;151;1;0;;6;0;0;0;;0;0;220;148;;
15;A Coruña;11;Boiro;2;3;U;688;478;210;3;2;473;476;0;137;0;0;;2;0;1;0;;0;0;200;133;;
15;A Coruña;11;Boiro;3;1;A;489;327;162;0;0;327;327;0;65;1;0;;3;0;0;0;;1;0;216;41;;
15;A Coruña;11;Boiro;3;1;B;238;174;64;0;1;173;173;1;53;0;0;;0;0;0;0;;0;0;87;32;;
15;A Coruña;11;Boiro;3;1;C;519;319;200;3;4;312;315;0;74;0;1;;1;0;0;0;;0;0;186;50;;
15;A Coruña;11;Boiro;3;2;A;579;380;199;2;0;378;380;0;81;0;1;;1;3;0;1;;0;0;116;175;;
15;A Coruña;11;Boiro;3;2;B;620;418;202;2;3;413;415;0;101;0;0;;4;0;2;0;;0;1;149;156;;
15;A Coruña;11;Boiro;3;3;U;737;498;239;3;3;492;495;2;118;2;0;;3;0;0;0;;1;0;219;147;;
15;A Coruña;12;Boqueixón;1;1;U;676;539;137;7;1;531;538;0;91;0;0;;0;0;1;0;;0;0;321;118;;
15;A Coruña;12;Boqueixón;1;2;A;499;405;94;1;3;401;402;0;39;0;0;;0;0;0;0;;0;0;257;105;;
15;A Coruña;12;Boqueixón;1;2;B;901;689;212;15;8;666;681;0;107;0;0;;1;0;0;0;;0;0;379;179;;
15;A Coruña;12;Boqueixón;1;4;U;690;557;133;7;6;544;551;1;86;1;0;;1;0;0;0;;1;0;358;96;;
15;A Coruña;12;Boqueixón;1;5;A;596;446;150;4;2;440;444;2;56;0;1;;0;0;1;0;;2;1;235;142;;
15;A Coruña;12;Boqueixón;1;5;B;392;299;93;1;0;298;299;1;45;0;0;;2;1;0;0;;0;1;173;75;;
15;A Coruña;13;Brión;1;1;A;715;372;343;5;0;367;372;0;82;0;0;;3;0;0;0;;0;0;213;69;;
15;A Coruña;13;Brión;1;1;B;550;319;231;10;1;308;318;1;59;0;1;;8;0;0;1;;0;0;160;78;;
15;A Coruña;13;Brión;2;1;A;1111;733;378;18;1;714;732;2;203;1;1;;8;0;0;0;;0;1;271;227;;
15;A Coruña;13;Brión;2;1;B;738;466;272;5;2;459;464;0;103;0;0;;3;0;1;0;;1;0;224;127;;
15;A Coruña;13;Brión;3;1;A;917;523;394;6;3;514;520;0;98;0;0;;3;0;0;1;;1;0;283;128;;
15;A Coruña;13;Brión;3;1;B;425;269;156;0;0;269;269;0;45;0;0;;4;0;0;1;;0;1;158;60;;
15;A Coruña;13;Brión;4;1;A;446;271;175;0;2;269;269;0;66;0;0;;2;0;0;0;;0;0;107;94;;
15;A Coruña;13;Brión;4;1;B;208;122;86;1;1;120;121;0;14;1;0;;0;0;0;0;;0;0;71;34;;
15;A Coruña;13;Brión;4;2;A;364;230;134;2;0;228;230;0;50;0;0;;0;0;0;0;;0;0;109;69;;
15;A Coruña;13;Brión;4;2;B;255;167;88;1;0;166;167;1;29;0;1;;0;0;0;0;;1;0;60;74;;
15;A Coruña;14;Cabana de Bergantiños;1;1;A;811;563;248;8;2;553;561;2;84;0;0;;1;1;0;0;;0;0;321;144;;
15;A Coruña;14;Cabana de Bergantiños;1;1;B;413;284;129;7;1;276;283;0;29;0;0;;1;0;0;0;;0;1;194;51;;
15;A Coruña;14;Cabana de Bergantiños;1;2;A;458;317;141;2;1;314;316;3;65;0;1;;1;0;0;0;;0;1;157;86;;
15;A Coruña;14;Cabana de Bergantiños;1;2;B;380;279;101;0;3;276;276;0;24;1;0;;0;0;1;0;;0;1;151;98;;
15;A Coruña;14;Cabana de Bergantiños;1;2;C;475;337;138;6;1;330;336;3;53;2;0;;0;0;0;0;;0;0;204;68;;
15;A Coruña;14;Cabana de Bergantiños;2;1;A;337;235;102;0;0;235;235;0;29;1;0;;1;0;0;0;;0;1;110;93;;
15;A Coruña;14;Cabana de Bergantiños;2;1;B;310;192;118;1;0;191;192;0;8;0;0;;0;0;1;0;;0;0;101;81;;
15;A Coruña;14;Cabana de Bergantiños;2;2;A;353;241;112;1;2;238;239;0;42;2;0;;1;0;0;0;;0;0;119;74;;
15;A Coruña;14;Cabana de Bergantiños;2;2;B;336;202;134;4;1;197;201;0;20;0;0;;0;0;1;0;;0;0;108;68;;
15;A Coruña;14;Cabana de Bergantiños;2;3;A;370;272;98;4;4;264;268;0;28;1;0;;0;0;0;0;;0;0;113;122;;
15;A Coruña;14;Cabana de Bergantiños;2;3;B;287;204;83;1;0;203;204;0;22;0;0;;1;0;0;0;;0;0;112;68;;
15;A Coruña;15;Cabanas;1;1;U;968;625;343;12;2;611;623;4;142;0;1;;4;0;0;0;;0;0;252;208;;
15;A Coruña;15;Cabanas;1;2;U;913;610;303;10;8;592;602;0;139;0;0;;4;0;0;0;;0;0;259;190;;
15;A Coruña;15;Cabanas;1;3;A;614;376;238;4;0;372;376;0;77;1;0;;0;0;0;0;;0;0;156;138;;
15;A Coruña;15;Cabanas;1;3;B;435;266;169;2;4;260;262;0;57;1;0;;1;0;0;0;;0;0;90;111;;
15;A Coruña;16;Camariñas;1;1;A;445;324;121;0;0;324;324;0;22;0;0;;1;0;0;1;;1;0;131;168;;
15;A Coruña;16;Camariñas;1;1;B;527;382;145;1;0;381;382;1;33;0;1;;1;0;0;0;;0;0;172;173;;
15;A Coruña;16;Camariñas;1;2;A;532;359;173;0;2;357;357;0;24;0;0;;1;0;1;0;;1;0;153;177;;
15;A Coruña;16;Camariñas;1;2;B;729;527;202;2;3;522;524;0;50;0;0;;0;0;0;2;;0;0;219;251;;
15;A Coruña;16;Camariñas;1;3;A;433;285;148;2;1;282;284;0;21;0;1;;0;0;1;0;;0;0;115;144;;
15;A Coruña;16;Camariñas;1;3;B;355;234;121;2;0;232;234;0;16;0;0;;1;0;1;0;;0;1;88;125;;
15;A Coruña;16;Camariñas;1;4;A;535;375;160;1;0;374;375;1;41;0;0;;0;0;1;0;;2;0;157;172;;
15;A Coruña;16;Camariñas;1;4;B;475;337;138;2;1;334;336;0;39;1;0;;1;1;0;1;;1;0;134;156;;
15;A Coruña;16;Camariñas;1;5;A;399;290;109;0;1;289;289;0;42;0;0;;0;1;0;0;;1;0;144;101;;
15;A Coruña;16;Camariñas;1;5;B;446;337;109;2;1;334;336;0;33;1;0;;2;0;0;0;;0;1;180;117;;
15;A Coruña;16;Camariñas;1;5;C;353;249;104;0;2;247;247;0;34;0;0;;0;0;1;0;;1;0;91;120;;
15;A Coruña;17;Cambre;1;1;U;937;609;328;20;2;587;607;1;157;0;0;;11;0;0;0;;0;3;207;208;;
15;A Coruña;17;Cambre;1;2;A;624;418;206;6;0;412;418;1;106;0;1;;7;0;1;0;;0;0;155;141;;
15;A Coruña;17;Cambre;1;2;B;646;374;272;7;4;363;370;0;76;2;1;;3;0;1;0;;0;0;140;140;;
15;A Coruña;17;Cambre;1;3;A;705;436;269;5;0;431;436;1;112;1;0;;9;1;2;1;;1;2;125;176;;
15;A Coruña;17;Cambre;1;3;B;639;371;268;9;2;360;369;1;122;2;0;;4;0;0;0;;1;1;83;146;;
15;A Coruña;17;Cambre;1;4;A;793;479;314;17;1;461;478;2;122;2;0;;7;1;0;0;;1;1;136;189;;
15;A Coruña;17;Cambre;1;4;B;801;530;271;12;3;515;527;0;141;2;0;;4;2;1;0;;0;0;144;221;;
15;A Coruña;17;Cambre;1;5;A;903;595;308;15;2;578;593;1;148;3;0;;12;0;3;0;;0;2;213;196;;
15;A Coruña;17;Cambre;1;5;B;885;555;330;9;0;546;555;2;133;2;0;;8;0;3;1;;0;0;201;196;;
