CÓD. PROVINCIA;PROVINCIA;CÓD. MUNICIPIO;MUNICIPIO;DISTRITO;SECCIÓN;MESA;CENSO;TOTAL VOTOS;TOTAL ABSTENCIÓN;VOTOS EN BRANCO;VOTOS NULOS;VOTOS A CANDIDATURAS;VOTOS VÁLIDOS;AU.TO.NO.MO (PARTIDO DE LOS AUTÓNOMOS Y PROFESIONALES);BNG (BLOQUE NACIONALISTA GALEGO);CDS (CENTRO DEMOCRÁTICO Y SOCIAL);D.N. (DEMOCRACIA NACIONAL);D.O. (DEMOCRACIA OURENSANA);EU-IU (ESQUERDA UNIDA - IZQUIERDA UNIDA);FE de las JONS (FALANGE ESPAÑOLA DE LAS J.O.N.S.);FPG (FRENTE POPULAR GALEGA);IDEGA (IDENTIDADE GALEGA);IR-ERG (IZQUIERDA REPUBLICANA-ESQUERDA REPUBLICANA GALEGA);NÓS-UP (NÓS-UNIDADE POPULAR);PH (PARTIDO HUMANISTA);PP (PARTIDO POPULAR);PSdeG - PSOE (PARTIDO DOS SOCIALISTAS DE GALICIA - PARTIDO SOCIALISTA OBRERO ESPAÑOL);S.E.P. (PARTIDO SOCIAL ESPAÑOL POPULAR);SDD (PARTIDO SOCIAL Y DEMOCRÁTICO DE DERECHO)
15;A Coruña;32;Curtis;1;1;A;458;308;150;2;2;304;306;0;42;0;0;;0;0;0;0;;0;0;167;95;;
15;A Coruña;32;Curtis;1;1;B;445;271;174;2;2;267;269;1;37;0;0;;2;0;0;0;;0;0;167;60;;
15;A Coruña;32;Curtis;1;2;A;547;351;196;4;3;344;348;0;67;0;0;;2;0;0;0;;1;1;160;113;;
15;A Coruña;32;Curtis;1;2;B;628;425;203;5;6;414;419;0;95;0;0;;1;0;2;0;;0;0;168;148;;
15;A Coruña;32;Curtis;2;1;U;525;329;196;7;1;321;328;0;55;0;0;;1;0;0;0;;1;1;203;60;;
15;A Coruña;32;Curtis;2;2;A;558;407;151;7;1;399;406;0;76;0;1;;3;0;1;0;;0;3;224;91;;
15;A Coruña;32;Curtis;2;2;B;630;452;178;9;4;439;448;3;95;0;0;;0;0;0;0;;0;3;240;98;;
15;A Coruña;33;Dodro;1;1;U;549;417;132;2;0;415;417;1;90;0;0;;0;0;0;0;;1;1;220;102;;
15;A Coruña;33;Dodro;1;2;U;532;407;125;3;2;402;405;0;79;0;0;;4;1;1;0;;1;0;205;111;;
15;A Coruña;33;Dodro;1;3;A;655;527;128;1;0;526;527;0;191;0;1;;3;1;1;0;;1;0;184;144;;
15;A Coruña;33;Dodro;1;3;B;297;229;68;1;3;225;226;1;35;0;0;;4;0;0;0;;0;0;150;35;;
15;A Coruña;33;Dodro;1;4;U;651;510;141;2;1;507;509;0;113;0;1;;1;0;0;0;;0;0;277;115;;
15;A Coruña;34;Dumbría;1;1;A;492;308;184;5;4;299;304;2;33;0;0;;2;0;1;1;;0;0;99;161;;
15;A Coruña;34;Dumbría;1;1;B;462;283;179;1;0;282;283;0;38;1;0;;0;0;2;1;;0;0;69;171;;
15;A Coruña;34;Dumbría;1;2;A;390;182;208;1;1;180;181;0;31;0;0;;0;0;0;1;;0;0;58;90;;
15;A Coruña;34;Dumbría;1;2;B;364;190;174;1;0;189;190;0;46;0;1;;2;0;0;0;;0;0;43;97;;
15;A Coruña;34;Dumbría;2;1;A;409;267;142;2;2;263;265;0;40;0;0;;1;0;0;0;;1;0;100;121;;
15;A Coruña;34;Dumbría;2;1;B;424;265;159;0;1;264;264;0;39;0;0;;1;0;0;0;;1;0;120;103;;
15;A Coruña;34;Dumbría;2;2;A;257;172;85;1;0;171;172;1;25;0;0;;1;0;0;0;;1;0;87;56;;
15;A Coruña;34;Dumbría;2;2;B;529;334;195;1;0;333;334;0;44;0;1;;0;0;0;0;;0;0;114;174;;
15;A Coruña;35;Fene;1;1;U;620;401;219;4;0;397;401;0;106;0;0;;9;0;1;1;;0;0;154;126;;
15;A Coruña;35;Fene;1;2;A;725;458;267;8;2;448;456;0;117;0;0;;23;0;0;0;;2;0;138;168;;
15;A Coruña;35;Fene;1;2;B;705;441;264;12;1;428;440;1;134;1;0;;11;0;1;0;;1;1;131;147;;
15;A Coruña;35;Fene;1;3;A;341;246;95;13;0;233;246;0;59;0;0;;10;0;0;0;;0;1;91;72;;
15;A Coruña;35;Fene;1;3;B;534;287;247;6;2;279;285;1;74;0;0;;9;0;0;0;;0;0;97;98;;
15;A Coruña;35;Fene;1;3;C;528;292;236;1;1;290;291;0;83;2;0;;11;0;0;0;;0;0;106;88;;
15;A Coruña;35;Fene;1;4;A;666;451;215;11;1;439;450;2;122;2;0;;22;0;0;0;;0;0;140;151;;
15;A Coruña;35;Fene;1;4;B;654;437;217;4;4;429;433;1;123;1;0;;33;0;2;0;;1;0;114;154;;
15;A Coruña;35;Fene;1;5;A;539;365;174;8;1;356;364;0;90;0;1;;10;0;0;0;;0;0;144;111;;
15;A Coruña;35;Fene;1;5;B;482;314;168;9;5;300;309;0;88;1;1;;11;0;0;0;;0;0;103;96;;
15;A Coruña;35;Fene;1;6;A;704;468;236;5;2;461;466;0;149;0;0;;28;0;0;0;;2;0;112;170;;
15;A Coruña;35;Fene;1;6;B;717;508;209;13;1;494;507;2;147;0;0;;53;0;0;0;;2;0;104;186;;
15;A Coruña;35;Fene;1;7;A;639;387;252;6;0;381;387;1;125;0;0;;18;0;1;0;;0;0;109;127;;
15;A Coruña;35;Fene;1;7;B;541;313;228;6;0;307;313;0;101;0;0;;10;0;0;0;;0;0;87;109;;
15;A Coruña;35;Fene;1;8;U;657;420;237;6;0;414;420;0;113;1;1;;22;1;0;0;;0;1;120;155;;
15;A Coruña;35;Fene;2;1;A;883;521;362;5;2;514;519;1;138;2;1;;14;1;2;0;;0;0;167;188;;
15;A Coruña;35;Fene;2;1;B;775;473;302;5;3;465;470;0;147;0;0;;8;0;1;0;;1;0;170;138;;
15;A Coruña;35;Fene;2;2;A;559;347;212;4;4;339;343;0;114;2;0;;3;0;0;1;;0;0;127;92;;
15;A Coruña;35;Fene;2;2;B;565;365;200;6;1;358;364;3;124;0;1;;3;0;0;0;;0;0;139;88;;
15;A Coruña;35;Fene;2;3;A;308;187;121;3;1;183;186;1;74;0;0;;6;0;1;0;;1;0;48;52;;
15;A Coruña;35;Fene;2;3;B;466;322;144;4;1;317;321;2;86;0;0;;14;1;0;0;;1;0;123;90;;
15;A Coruña;36;Ferrol;1;1;U;855;510;345;6;1;503;509;3;77;2;1;;23;0;0;0;;0;0;210;187;;
15;A Coruña;36;Ferrol;1;2;A;544;361;183;9;0;352;361;0;69;0;1;;16;0;1;0;;0;0;136;129;;
15;A Coruña;36;Ferrol;1;2;B;647;453;194;18;0;435;453;0;84;0;0;;10;0;1;0;;2;0;176;162;;
15;A Coruña;36;Ferrol;1;3;A;879;614;265;17;0;597;614;0;121;3;0;;24;0;0;0;;0;1;268;180;;
15;A Coruña;36;Ferrol;1;3;B;997;698;299;22;1;675;697;0;118;3;0;;15;0;1;1;;1;3;294;239;;
15;A Coruña;36;Ferrol;1;4;U;941;549;392;9;2;538;547;1;99;0;1;;22;0;1;0;;0;1;244;169;;
15;A Coruña;36;Ferrol;1;5;U;618;334;284;6;2;326;332;2;61;0;0;;10;0;0;0;;0;0;155;98;;
15;A Coruña;36;Ferrol;1;6;A;776;474;302;8;1;465;473;3;90;1;1;;24;0;0;1;;0;2;153;190;;
15;A Coruña;36;Ferrol;1;6;B;911;568;343;12;0;556;568;1;121;2;1;;32;0;0;0;;3;1;171;224;;
15;A Coruña;36;Ferrol;1;7;U;589;324;265;8;0;316;324;0;75;1;0;;11;0;1;0;;1;0;123;104;;
15;A Coruña;36;Ferrol;2;1;U;555;367;188;8;3;356;364;0;44;0;0;;11;0;0;0;;2;1;201;97;;
15;A Coruña;36;Ferrol;2;2;U;709;467;242;12;1;454;466;0;58;2;0;;13;2;0;0;;1;0;269;109;;
15;A Coruña;36;Ferrol;2;3;U;832;566;266;14;5;547;561;0;60;0;0;;12;0;0;0;;0;2;340;133;;
15;A Coruña;36;Ferrol;2;4;A;453;295;158;5;1;289;294;0;34;0;1;;7;0;0;0;;0;0;163;84;;
15;A Coruña;36;Ferrol;2;4;B;652;434;218;3;5;426;429;0;62;1;0;;6;0;1;0;;0;0;248;108;;
15;A Coruña;36;Ferrol;2;5;A;462;303;159;11;0;292;303;0;38;0;0;;6;1;2;0;;1;0;146;98;;
15;A Coruña;36;Ferrol;2;5;B;549;342;207;4;3;335;339;0;51;2;0;;11;0;1;0;;0;1;154;115;;
15;A Coruña;36;Ferrol;2;5;C;677;442;235;12;0;430;442;0;77;1;0;;21;0;0;0;;3;1;183;144;;
15;A Coruña;36;Ferrol;2;6;A;392;269;123;5;1;263;268;1;28;0;0;;3;0;0;0;;0;0;156;75;;
15;A Coruña;36;Ferrol;2;6;B;485;314;171;6;1;307;313;2;34;0;0;;3;0;0;0;;0;0;184;84;;
15;A Coruña;36;Ferrol;2;8;A;560;377;183;14;0;363;377;0;61;0;0;;13;0;0;0;;0;1;157;131;;
15;A Coruña;36;Ferrol;2;8;B;633;416;217;14;1;401;415;0;61;0;2;;8;0;0;0;;0;0;216;114;;
15;A Coruña;36;Ferrol;2;9;U;889;553;336;14;2;537;551;3;88;0;0;;21;0;0;0;;1;0;228;196;;
15;A Coruña;36;Ferrol;2;10;A;570;349;221;5;0;344;349;0;77;1;0;;3;0;0;0;;2;0;143;118;;
15;A Coruña;36;Ferrol;2;10;B;731;426;305;9;0;417;426;0;82;0;1;;6;0;0;0;;1;0;178;149;;
15;A Coruña;36;Ferrol;2;11;A;539;328;211;7;1;320;327;0;71;0;1;;6;0;0;1;;0;1;122;118;;
15;A Coruña;36;Ferrol;2;11;B;632;402;230;7;2;393;400;1;78;0;0;;9;0;1;0;;3;0;161;140;;
15;A Coruña;36;Ferrol;2;12;A;494;286;208;9;1;276;285;0;61;0;0;;9;1;0;0;;0;0;105;100;;
15;A Coruña;36;Ferrol;2;12;B;625;384;241;8;1;375;383;2;54;0;0;;10;0;0;0;;1;0;156;152;;
15;A Coruña;36;Ferrol;2;13;A;508;332;176;8;3;321;329;1;62;0;0;;13;0;0;0;;0;0;137;108;;
15;A Coruña;36;Ferrol;2;13;B;634;431;203;11;2;418;429;2;86;1;1;;23;0;0;0;;2;0;182;121;;
15;A Coruña;36;Ferrol;2;14;A;578;367;211;9;0;358;367;0;67;1;3;;12;0;0;0;;0;1;157;117;;
15;A Coruña;36;Ferrol;2;14;B;669;410;259;15;0;395;410;0;91;2;0;;9;0;0;0;;1;1;153;138;;
15;A Coruña;36;Ferrol;2;15;A;585;393;192;5;1;387;392;3;73;1;0;;8;0;0;0;;0;0;150;152;;
15;A Coruña;36;Ferrol;2;15;B;785;484;301;9;0;475;484;1;111;2;0;;16;1;1;0;;1;0;190;152;;
15;A Coruña;36;Ferrol;2;16;A;513;334;179;13;0;321;334;3;72;1;0;;10;0;0;0;;0;0;141;94;;
15;A Coruña;36;Ferrol;2;16;B;618;386;232;12;2;372;384;0;51;0;0;;15;0;0;0;;0;0;171;135;;
15;A Coruña;36;Ferrol;3;1;U;631;454;177;10;3;441;451;0;57;0;0;;18;0;0;1;;1;0;262;102;;
15;A Coruña;36;Ferrol;3;2;U;680;450;230;7;2;441;448;2;56;0;1;;15;0;2;0;;0;0;250;115;;
15;A Coruña;36;Ferrol;3;3;A;391;262;129;2;2;258;260;0;43;0;0;;3;1;0;0;;0;0;129;82;;
15;A Coruña;36;Ferrol;3;3;B;541;356;185;10;3;343;353;0;52;0;0;;11;1;0;0;;0;1;174;104;;
15;A Coruña;36;Ferrol;3;4;A;414;276;138;4;1;271;275;2;49;0;0;;7;0;0;0;;0;0;156;57;;
15;A Coruña;36;Ferrol;3;4;B;590;375;215;6;1;368;374;2;56;0;0;;12;0;1;0;;0;1;202;94;;
15;A Coruña;36;Ferrol;4;1;U;741;498;243;5;1;492;497;5;70;1;0;;12;1;0;0;;0;0;297;106;;
15;A Coruña;36;Ferrol;4;2;U;867;563;304;7;3;553;560;2;48;2;0;;16;1;0;0;;0;0;331;153;;
15;A Coruña;36;Ferrol;4;3;U;858;598;260;13;6;579;592;1;87;0;0;;22;0;0;1;;0;0;312;156;;
15;A Coruña;36;Ferrol;5;1;U;830;569;261;9;3;557;566;0;99;1;0;;21;0;1;0;;0;0;289;146;;
15;A Coruña;36;Ferrol;5;2;U;751;505;246;7;1;497;504;0;58;0;0;;12;0;0;0;;0;0;309;118;;
15;A Coruña;36;Ferrol;5;3;A;478;323;155;10;2;311;321;2;60;1;0;;19;0;0;1;;0;0;124;104;;
15;A Coruña;36;Ferrol;5;3;B;628;429;199;6;5;418;424;0;99;0;1;;25;0;0;0;;2;2;139;150;;
15;A Coruña;36;Ferrol;5;4;A;420;269;151;3;1;265;268;0;35;0;0;;9;0;0;0;;0;0;133;88;;
15;A Coruña;36;Ferrol;5;4;B;507;352;155;5;0;347;352;0;56;0;1;;11;0;1;2;;0;0;173;103;;
15;A Coruña;36;Ferrol;5;5;U;614;402;212;4;0;398;402;0;68;0;0;;25;0;0;0;;0;0;163;142;;
15;A Coruña;36;Ferrol;6;1;A;738;331;407;4;2;325;329;1;80;0;0;;16;0;0;0;;0;0;98;130;;
15;A Coruña;36;Ferrol;6;1;B;852;390;462;4;0;386;390;1;76;0;0;;15;1;1;1;;3;0;116;172;;
15;A Coruña;36;Ferrol;6;2;U;716;415;301;2;2;411;413;0;77;0;1;;23;1;1;0;;0;1;106;201;;
15;A Coruña;36;Ferrol;6;3;A;417;274;143;6;0;268;274;1;29;0;1;;5;0;1;0;;1;0;137;93;;
15;A Coruña;36;Ferrol;6;3;B;557;341;216;7;0;334;341;0;35;0;1;;8;0;0;0;;0;0;180;110;;
15;A Coruña;36;Ferrol;6;4;U;658;446;212;7;1;438;445;0;64;0;0;;23;0;1;0;;0;1;115;234;;
15;A Coruña;36;Ferrol;6;5;U;762;367;395;2;2;363;365;0;84;0;0;;13;0;2;0;;0;2;95;167;;
15;A Coruña;36;Ferrol;6;6;U;758;454;304;0;0;454;454;0;94;0;1;;23;0;1;0;;0;0;126;209;;
15;A Coruña;36;Ferrol;6;7;U;536;384;152;15;2;367;382;1;41;2;0;;20;0;0;0;;0;0;219;84;;
15;A Coruña;36;Ferrol;6;8;A;370;195;175;5;1;189;194;0;42;0;0;;11;0;0;0;;0;1;70;65;;
15;A Coruña;36;Ferrol;6;8;B;474;277;197;5;0;272;277;1;43;0;0;;12;0;0;0;;0;0;105;111;;
15;A Coruña;36;Ferrol;6;9;A;546;354;192;11;0;343;354;0;38;0;0;;6;0;1;0;;0;0;197;101;;
15;A Coruña;36;Ferrol;6;9;B;457;281;176;1;1;279;280;0;45;0;0;;24;0;0;1;;3;0;102;104;;
15;A Coruña;36;Ferrol;6;11;U;725;468;257;4;4;460;464;0;94;0;1;;26;0;1;0;;0;0;144;194;;
15;A Coruña;36;Ferrol;6;12;A;441;241;200;5;2;234;239;0;31;0;1;;18;0;0;0;;0;0;68;116;;
15;A Coruña;36;Ferrol;6;12;B;614;330;284;5;0;325;330;2;69;0;0;;24;0;0;0;;0;0;94;136;;
15;A Coruña;36;Ferrol;6;13;A;480;231;249;3;0;228;231;1;66;2;0;;15;0;0;0;;1;0;48;95;;
15;A Coruña;36;Ferrol;6;13;B;561;278;283;5;0;273;278;0;64;0;2;;21;0;0;0;;0;0;77;109;;
15;A Coruña;36;Ferrol;6;14;U;998;670;328;11;0;659;670;5;141;0;0;;21;0;0;0;;0;1;283;208;;
15;A Coruña;36;Ferrol;6;15;A;479;304;175;2;0;302;304;1;66;0;0;;10;0;0;0;;0;0;110;115;;
15;A Coruña;36;Ferrol;6;15;B;584;384;200;8;0;376;384;0;66;0;0;;7;0;0;0;;5;0;157;141;;
15;A Coruña;36;Ferrol;6;16;U;675;387;288;7;0;380;387;0;75;0;2;;7;0;0;0;;0;3;99;194;;
15;A Coruña;36;Ferrol;6;17;A;519;332;187;5;1;326;331;2;66;0;0;;6;0;0;0;;0;0;139;113;;
15;A Coruña;36;Ferrol;6;17;B;650;354;296;10;2;342;352;0;61;1;0;;6;0;0;0;;0;0;167;107;;
15;A Coruña;36;Ferrol;7;1;A;626;389;237;8;2;379;387;2;88;1;1;;15;1;0;0;;2;0;140;129;;
15;A Coruña;36;Ferrol;7;1;B;806;484;322;7;1;476;483;0;88;0;0;;14;0;0;0;;0;1;221;152;;
15;A Coruña;36;Ferrol;7;2;A;473;292;181;6;1;285;291;0;51;1;0;;10;0;0;0;;0;1;122;100;;
15;A Coruña;36;Ferrol;7;2;B;590;356;234;8;0;348;356;1;59;2;1;;13;0;0;0;;0;2;127;143;;
15;A Coruña;36;Ferrol;7;3;A;735;458;277;15;3;440;455;1;86;1;0;;13;0;0;0;;2;0;172;165;;
15;A Coruña;36;Ferrol;7;3;B;810;468;342;15;4;449;464;0;98;1;0;;18;0;0;0;;0;0;183;149;;
15;A Coruña;36;Ferrol;7;4;A;420;227;193;2;2;223;225;3;40;0;0;;4;0;1;0;;0;0;93;82;;
15;A Coruña;36;Ferrol;7;4;B;557;306;251;2;1;303;305;1;58;0;0;;12;0;1;0;;1;2;143;85;;
15;A Coruña;36;Ferrol;7;5;A;416;226;190;3;0;223;226;1;34;0;0;;4;0;0;0;;1;0;126;57;;
15;A Coruña;36;Ferrol;7;5;B;455;249;206;2;2;245;247;0;41;0;0;;3;0;0;0;;0;0;140;61;;
15;A Coruña;36;Ferrol;7;6;U;617;280;337;0;0;280;280;0;55;1;1;;12;1;1;0;;4;0;91;114;;
15;A Coruña;36;Ferrol;7;7;U;928;492;436;6;0;486;492;2;93;2;2;;19;0;4;0;;1;1;184;178;;
15;A Coruña;36;Ferrol;7;8;A;438;258;180;4;0;254;258;0;46;0;0;;14;0;0;0;;0;0;106;88;;
15;A Coruña;36;Ferrol;7;8;B;637;381;256;4;2;375;379;1;75;1;0;;17;0;0;0;;0;0;142;139;;
15;A Coruña;36;Ferrol;7;9;U;622;364;258;5;1;358;363;0;72;1;0;;24;0;0;0;;3;0;129;129;;
15;A Coruña;36;Ferrol;8;1;A;575;348;227;5;1;342;347;0;58;1;0;;9;0;1;0;;1;0;147;125;;
15;A Coruña;36;Ferrol;8;1;B;693;398;295;7;4;387;394;0;84;0;1;;11;0;2;0;;0;0;161;128;;
15;A Coruña;36;Ferrol;8;2;A;467;256;211;4;3;249;253;0;48;0;0;;13;0;0;0;;0;0;96;92;;
15;A Coruña;36;Ferrol;8;2;B;646;348;298;6;0;342;348;2;62;0;1;;11;0;0;0;;0;0;130;136;;
15;A Coruña;36;Ferrol;8;3;A;460;255;205;10;0;245;255;0;54;0;0;;14;0;0;0;;0;1;91;85;;
15;A Coruña;36;Ferrol;8;3;B;584;317;267;7;0;310;317;0;52;0;1;;17;0;1;0;;0;0;123;116;;
15;A Coruña;36;Ferrol;8;4;U;802;528;274;7;0;521;528;0;101;3;2;;39;0;1;0;;0;0;177;198;;
15;A Coruña;36;Ferrol;8;5;A;314;190;124;3;0;187;190;0;64;1;0;;16;0;1;0;;0;0;57;48;;
15;A Coruña;36;Ferrol;8;5;B;446;285;161;6;2;277;283;0;62;0;2;;9;0;0;0;;0;0;89;115;;
15;A Coruña;36;Ferrol;8;6;A;373;206;167;3;0;203;206;1;47;1;0;;10;0;0;0;;1;0;70;73;;
15;A Coruña;36;Ferrol;8;6;B;385;238;147;6;0;232;238;0;43;0;0;;11;0;1;0;;0;0;109;68;;
15;A Coruña;36;Ferrol;8;7;A;393;229;164;4;0;225;229;0;39;0;0;;2;0;0;0;;0;0;149;35;;
15;A Coruña;36;Ferrol;8;7;B;396;214;182;1;0;213;214;0;35;0;0;;5;0;1;0;;0;0;75;97;;
15;A Coruña;36;Ferrol;8;8;U;867;495;372;10;0;485;495;1;107;0;0;;14;0;0;0;;0;1;220;142;;
15;A Coruña;36;Ferrol;8;9;U;775;360;415;4;3;353;357;0;72;0;0;;12;0;0;0;;0;0;148;121;;
15;A Coruña;37;Fisterra;1;1;U;976;670;306;11;3;656;667;0;175;2;1;;0;2;3;0;;0;1;320;152;;
15;A Coruña;37;Fisterra;1;2;U;682;437;245;6;4;427;433;0;104;0;0;;0;0;0;0;;1;0;171;151;;
15;A Coruña;37;Fisterra;1;3;U;887;561;326;3;5;553;556;0;126;1;0;;3;0;0;0;;1;0;258;164;;
15;A Coruña;37;Fisterra;1;4;A;605;403;202;2;1;400;402;1;113;1;0;;0;0;0;0;;0;0;203;82;;
15;A Coruña;37;Fisterra;1;4;B;321;198;123;0;0;198;198;0;48;1;0;;1;0;0;0;;0;0;104;44;;
15;A Coruña;37;Fisterra;1;5;U;696;482;214;1;1;480;481;0;92;1;1;;1;0;0;0;;0;1;289;95;;
15;A Coruña;38;Frades;1;1;A;425;271;154;4;1;266;270;1;31;0;0;;0;0;2;0;;0;0;140;92;;
15;A Coruña;38;Frades;1;1;B;303;226;77;3;2;221;224;2;34;1;1;;0;0;1;1;;0;0;119;62;;
15;A Coruña;38;Frades;1;2;U;591;448;143;6;6;436;442;1;100;3;1;;0;0;1;1;;0;1;148;180;;
15;A Coruña;38;Frades;2;1;U;687;472;215;3;3;466;469;1;77;0;0;;0;0;0;0;;0;0;264;124;;
15;A Coruña;38;Frades;2;2;U;533;379;154;3;3;373;376;1;86;1;2;;0;0;0;2;;0;0;176;105;;
15;A Coruña;39;Irixoa;1;1;A;335;255;80;1;0;254;255;0;59;0;0;;1;1;0;1;;0;1;130;61;;
15;A Coruña;39;Irixoa;1;1;B;208;141;67;1;0;140;141;0;14;0;0;;0;0;0;0;;0;0;73;53;;
15;A Coruña;39;Irixoa;1;2;A;293;204;89;1;0;203;204;0;34;2;1;;1;2;1;0;;0;0;111;51;;
15;A Coruña;39;Irixoa;1;2;B;275;191;84;1;1;189;190;0;29;1;1;;0;0;0;0;;0;0;116;42;;
15;A Coruña;39;Irixoa;1;2;C;322;239;83;3;0;236;239;0;27;0;0;;1;0;0;0;;1;0;147;60;;
15;A Coruña;40;Laxe;1;1;A;746;531;215;2;1;528;530;0;107;1;0;;0;0;1;0;;0;0;216;203;;
15;A Coruña;40;Laxe;1;1;B;822;611;211;3;4;604;607;1;110;0;0;;3;0;2;1;;0;1;224;262;;
15;A Coruña;40;Laxe;2;1;A;226;166;60;1;0;165;166;0;6;0;0;;0;0;0;0;;0;0;85;74;;
15;A Coruña;40;Laxe;2;1;B;206;150;56;1;1;148;149;0;22;0;0;;0;0;0;0;;0;0;65;61;;
15;A Coruña;40;Laxe;2;1;C;220;155;65;4;0;151;155;0;13;0;0;;0;1;0;0;;0;0;72;65;;
15;A Coruña;40;Laxe;2;1;D;244;208;36;2;3;203;205;1;26;0;0;;0;0;1;0;;0;0;98;77;;
15;A Coruña;40;Laxe;3;1;A;233;161;72;2;1;158;160;1;18;1;1;;1;0;0;0;;0;0;45;91;;
15;A Coruña;40;Laxe;3;1;B;297;205;92;2;1;202;204;0;20;0;0;;0;0;0;1;;0;0;79;102;;
15;A Coruña;41;Laracha;1;1;U;896;688;208;2;3;683;685;0;139;0;0;;1;0;0;0;;0;0;332;211;;
15;A Coruña;41;Laracha;1;2;U;804;601;203;7;3;591;598;1;103;0;0;;4;0;0;0;;0;1;332;150;;
15;A Coruña;41;Laracha;1;3;A;414;299;115;5;6;288;293;0;51;1;1;;1;0;0;0;;0;0;154;80;;
15;A Coruña;41;Laracha;1;3;B;317;243;74;0;0;243;243;0;22;0;0;;0;0;0;0;;0;0;145;76;;
15;A Coruña;41;Laracha;1;4;A;375;295;80;2;1;292;294;0;67;0;0;;0;0;1;0;;0;0;126;98;;
15;A Coruña;41;Laracha;1;4;B;210;149;61;3;0;146;149;0;43;0;0;;0;0;0;1;;0;0;82;20;;
15;A Coruña;41;Laracha;1;5;A;267;214;53;0;0;214;214;0;33;0;0;;0;0;0;0;;0;0;141;40;;
15;A Coruña;41;Laracha;1;5;B;422;337;85;0;2;335;335;1;53;0;1;;0;1;0;0;;0;0;219;60;;
15;A Coruña;41;Laracha;1;6;U;1029;779;250;6;7;766;772;2;198;1;0;;0;0;1;0;;4;0;366;194;;
15;A Coruña;41;Laracha;1;7;U;820;649;171;0;3;646;646;0;93;1;0;;1;0;0;0;;0;0;405;146;;
15;A Coruña;41;Laracha;1;8;U;857;670;187;6;11;653;659;2;93;1;2;;0;0;1;0;;0;0;401;153;;
15;A Coruña;41;Laracha;1;9;U;810;625;185;8;2;615;623;1;149;0;0;;3;0;0;0;;0;0;277;185;;
15;A Coruña;41;Laracha;1;10;U;685;526;159;4;4;518;522;0;104;1;0;;2;1;3;0;;0;0;226;181;;
15;A Coruña;41;Laracha;1;11;A;758;532;226;5;1;526;531;0;145;0;0;;3;0;1;0;;1;0;212;164;;
15;A Coruña;41;Laracha;1;11;B;696;516;180;4;2;510;514;1;152;0;0;;0;0;0;0;;1;0;213;143;;
15;A Coruña;42;Lousame;1;1;A;526;348;178;3;3;342;345;0;67;0;0;;0;0;0;1;;0;1;162;111;;
15;A Coruña;42;Lousame;1;1;B;525;343;182;1;0;342;343;0;70;0;0;;0;0;0;0;;0;0;160;112;;
15;A Coruña;42;Lousame;1;2;A;891;667;224;4;6;657;661;0;142;1;0;;1;1;0;0;;1;4;333;174;;
15;A Coruña;42;Lousame;1;2;B;209;164;45;2;0;162;164;0;23;0;0;;1;0;0;1;;0;0;102;35;;
15;A Coruña;42;Lousame;2;1;A;350;229;121;2;1;226;228;1;35;0;0;;0;0;1;1;;0;0;107;81;;
15;A Coruña;42;Lousame;2;1;B;358;244;114;2;0;242;244;0;41;0;0;;1;0;1;0;;0;1;138;60;;
15;A Coruña;42;Lousame;2;1;C;283;172;111;4;0;168;172;0;50;1;0;;2;0;0;0;;0;0;87;28;;
15;A Coruña;42;Lousame;2;1;D;215;144;71;0;0;144;144;0;29;0;0;;0;0;0;0;;0;0;83;32;;
15;A Coruña;43;Malpica de Bergantiños;1;1;A;303;229;74;4;4;221;225;1;45;1;1;;4;0;0;0;;0;1;82;86;;
15;A Coruña;43;Malpica de Bergantiños;1;1;B;358;269;89;1;2;266;267;1;63;1;0;;1;0;0;0;;0;0;103;97;;
15;A Coruña;43;Malpica de Bergantiños;1;2;A;607;405;202;6;4;395;401;1;85;1;1;;2;1;1;1;;0;0;185;117;;
15;A Coruña;43;Malpica de Bergantiños;1;2;B;691;470;221;5;1;464;469;0;97;0;0;;2;1;0;0;;1;0;214;149;;
15;A Coruña;43;Malpica de Bergantiños;1;3;A;764;476;288;8;2;466;474;0;118;2;0;;2;0;0;0;;0;0;211;133;;
15;A Coruña;43;Malpica de Bergantiños;1;3;B;451;263;188;0;1;262;262;0;33;0;0;;0;0;0;0;;0;0;143;86;;
15;A Coruña;43;Malpica de Bergantiños;1;5;A;301;208;93;2;0;206;208;1;34;0;0;;0;0;0;0;;0;0;107;64;;
15;A Coruña;43;Malpica de Bergantiños;1;5;B;404;244;160;0;4;240;240;0;44;0;0;;1;0;0;0;;1;0;148;46;;
15;A Coruña;43;Malpica de Bergantiños;2;1;A;316;252;64;2;1;249;251;1;55;1;0;;0;0;0;0;;1;1;115;75;;
15;A Coruña;43;Malpica de Bergantiños;2;1;B;294;198;96;0;0;198;198;0;46;0;1;;1;0;0;0;;0;1;81;68;;
15;A Coruña;43;Malpica de Bergantiños;2;2;A;252;172;80;4;0;168;172;0;53;0;2;;0;1;1;0;;0;0;66;45;;
15;A Coruña;43;Malpica de Bergantiños;2;2;B;614;448;166;4;6;438;442;0;104;0;0;;0;0;0;0;;2;2;184;146;;
15;A Coruña;43;Malpica de Bergantiños;2;3;A;295;197;98;0;1;196;196;0;61;0;0;;0;1;0;0;;0;1;88;45;;
15;A Coruña;43;Malpica de Bergantiños;2;3;B;334;230;104;3;2;225;228;1;51;1;0;;0;1;0;0;;0;0;120;51;;
