Cód Cir;Cód Con;Concello;Mesa;Censo;Certif Alta;Censo Total;Votos Totais;Votos nulos;Votos brancos;Abstención;Votos Válidos;Votos Candidaturas;BNG;ECG;ESCANOS EN BRANCO;PACMA;PODEMOS-ALIANZA VERDE;PP;PSdeG-PSOE;PUM+J;SUMAR GALICIA;VOX
15;036;Ferrol;03-003-U;816;0;816;537;2;7;279;535;528;162;1;1;2;3;244;75;0;21;19
15;036;Ferrol;03-004-U;868;0;868;556;4;8;312;552;544;180;0;0;5;3;252;68;0;22;14
15;036;Ferrol;04-001-U;648;0;648;382;1;4;266;381;377;88;0;0;1;2;205;38;2;24;17
15;036;Ferrol;04-002-U;628;0;628;431;3;8;197;428;420;102;0;0;3;3;239;51;0;14;8
15;036;Ferrol;04-003-U;703;0;703;507;6;10;196;501;491;110;0;0;0;2;290;57;0;19;13
15;036;Ferrol;05-001-U;801;0;801;495;1;3;306;494;491;119;0;1;3;2;271;60;0;15;20
15;036;Ferrol;05-002-A;468;0;468;310;3;2;158;307;305;75;0;1;1;0;159;31;1;22;15
15;036;Ferrol;05-002-B;564;0;564;358;3;5;206;355;350;96;0;1;1;2;194;26;0;23;7
15;036;Ferrol;05-003-U;969;0;969;685;5;8;284;680;672;237;1;0;3;3;262;122;2;30;12
15;036;Ferrol;05-004-U;832;0;832;555;2;8;277;553;545;149;0;1;2;1;281;63;2;24;22
15;036;Ferrol;06-001-A;665;0;665;275;5;2;390;270;268;104;0;1;2;2;90;47;0;12;10
15;036;Ferrol;06-001-B;564;0;564;231;2;3;333;229;226;78;0;1;0;1;79;50;0;10;7
15;036;Ferrol;06-002-U;581;0;581;286;2;2;295;284;282;126;0;0;1;1;92;41;3;10;8
15;036;Ferrol;06-003-U;744;0;744;462;4;6;282;458;452;111;0;2;2;1;223;66;0;30;17
15;036;Ferrol;06-004-A;479;0;479;288;4;6;191;284;278;87;0;1;1;1;88;82;1;8;9
15;036;Ferrol;06-004-B;448;0;448;264;5;0;184;259;259;78;0;0;2;1;88;67;0;17;6
15;036;Ferrol;06-005-U;587;0;587;265;4;1;322;261;260;104;0;1;1;1;92;38;1;11;11
15;036;Ferrol;06-006-A;544;0;544;299;2;3;245;297;294;90;0;1;2;7;105;56;0;23;10
15;036;Ferrol;06-006-B;491;0;491;271;2;2;220;269;267;83;0;1;2;0;104;57;1;10;9
15;036;Ferrol;06-008-U;565;0;565;328;0;3;237;328;325;86;0;0;0;0;146;65;1;18;9
15;036;Ferrol;06-009-A;418;0;418;269;0;0;149;269;269;76;0;0;2;0;144;32;0;8;7
15;036;Ferrol;06-009-B;352;0;352;192;0;0;160;192;192;59;0;0;2;1;68;40;0;15;7
15;036;Ferrol;06-011-U;554;0;554;307;3;4;247;304;300;117;0;0;1;0;103;56;0;17;6
15;036;Ferrol;06-012-U;700;12;712;381;3;3;331;378;375;122;0;2;1;5;115;89;0;30;11
15;036;Ferrol;06-013-U;778;9;787;401;3;2;386;398;396;159;0;0;2;4;111;77;0;34;9
15;036;Ferrol;06-014-A;440;0;440;306;2;3;134;304;301;109;0;0;0;0;142;35;0;7;8
15;036;Ferrol;06-014-B;549;0;549;370;3;7;179;367;360;125;0;1;3;1;153;56;1;12;8
15;036;Ferrol;06-015-U;818;0;818;512;8;2;306;504;502;144;0;2;0;6;225;89;1;18;17
15;036;Ferrol;06-017-A;548;0;548;351;1;3;197;350;347;94;0;2;3;1;163;63;0;16;5
15;036;Ferrol;06-017-B;486;0;486;307;2;5;179;305;300;87;0;1;3;0;162;34;0;6;7
15;036;Ferrol;07-001-A;633;0;633;392;8;5;241;384;379;117;0;1;1;3;174;60;0;14;9
15;036;Ferrol;07-001-B;572;0;572;352;1;0;220;351;351;125;0;1;1;0;166;40;2;10;6
15;036;Ferrol;07-002-U;827;0;827;518;4;5;309;514;509;176;1;0;2;6;202;86;1;21;14
15;036;Ferrol;07-003-A;757;0;757;490;3;3;267;487;484;169;0;1;1;0;224;70;0;10;9
15;036;Ferrol;07-003-B;826;0;826;526;2;7;300;524;517;167;1;1;2;0;241;75;0;14;16
15;036;Ferrol;07-004-U;753;0;753;416;3;4;337;413;409;130;0;1;5;0;195;49;1;13;15
15;036;Ferrol;07-005-A;436;0;436;266;0;1;170;266;265;67;0;0;1;0;164;21;0;3;9
15;036;Ferrol;07-005-B;559;0;559;315;0;1;244;315;314;99;0;0;3;1;171;21;0;8;11
15;036;Ferrol;07-006-A;681;0;681;337;1;5;344;336;331;98;0;0;0;2;136;61;4;20;10
15;036;Ferrol;07-006-B;615;0;615;319;0;5;296;319;314;97;0;0;4;3;140;47;1;12;10
15;036;Ferrol;07-008-A;780;0;780;461;11;3;319;450;447;153;0;1;2;2;175;71;0;26;17
15;036;Ferrol;07-008-B;791;0;791;460;2;6;331;458;452;161;0;2;0;2;172;80;1;21;13
15;036;Ferrol;08-001-A;565;0;565;327;2;3;238;325;322;114;0;0;2;2;127;59;0;14;4
15;036;Ferrol;08-001-B;485;0;485;274;1;1;211;273;272;89;0;0;1;1;105;60;0;8;8
15;036;Ferrol;08-002-A;432;0;432;251;0;0;181;251;251;67;0;3;2;0;112;46;0;14;7
15;036;Ferrol;08-002-B;600;0;600;338;3;3;262;335;332;98;0;2;2;2;151;55;0;15;7
15;036;Ferrol;08-003-U;855;0;855;475;3;5;380;472;467;161;0;0;4;7;182;75;0;17;21
15;036;Ferrol;08-004-U;662;0;662;417;2;4;245;415;411;134;1;2;6;0;167;67;2;29;3
15;036;Ferrol;08-005-A;293;0;293;177;1;1;116;176;175;70;0;0;0;0;60;28;2;13;2
15;036;Ferrol;08-005-B;350;0;350;197;2;4;153;195;191;60;0;0;0;1;80;33;0;10;7
15;036;Ferrol;08-006-A;306;0;306;206;4;3;100;202;199;65;0;0;0;2;90;29;0;6;7
15;036;Ferrol;08-006-B;405;0;405;275;2;5;130;273;268;106;0;0;1;0;112;36;0;7;6
15;036;Ferrol;08-007-A;349;0;349;217;1;1;132;216;215;40;0;0;0;0;143;20;0;6;6
15;036;Ferrol;08-007-B;300;0;300;185;1;1;115;184;183;71;1;0;0;0;64;40;0;6;1
15;036;Ferrol;08-008-U;773;0;773;490;7;6;283;483;477;164;1;1;6;2;206;67;0;22;8
15;036;Ferrol;08-009-U;601;0;601;324;1;3;277;323;320;101;0;1;0;1;139;52;0;19;7
15;037;Fisterra;01-001-A;530;0;530;316;0;0;214;316;316;117;0;1;1;0;126;54;0;8;9
15;037;Fisterra;01-001-B;494;0;494;282;1;0;212;281;281;105;0;1;0;0;127;33;0;5;10
15;037;Fisterra;01-002-U;653;0;653;406;4;0;247;402;402;148;0;0;2;0;171;61;0;11;9
15;037;Fisterra;01-003-U;684;0;684;373;1;1;311;372;371;116;0;0;0;0;183;58;0;8;6
15;037;Fisterra;01-004-A;774;0;774;447;3;2;327;444;442;169;0;0;2;5;199;47;0;11;9
15;037;Fisterra;01-004-B;272;0;272;141;1;1;131;140;139;32;0;0;0;0;74;24;0;1;8
15;037;Fisterra;01-005-U;616;0;616;395;4;2;221;391;389;118;5;2;0;2;206;45;0;3;8
15;038;Frades;01-001-A;313;0;313;223;0;0;90;223;223;36;0;0;0;0;165;21;0;1;0
15;038;Frades;01-001-B;222;0;222;166;0;2;56;166;164;45;0;0;0;0;85;28;0;2;4
15;038;Frades;01-001-C;481;0;481;361;9;2;120;352;350;110;0;1;0;0;133;99;1;2;4
15;038;Frades;02-001-A;536;0;536;405;4;6;131;401;395;88;0;0;1;0;230;68;0;1;7
15;038;Frades;02-001-B;418;0;418;321;4;7;97;317;310;105;0;0;0;1;148;48;0;3;5
15;039;Irixoa;01-001-A;302;0;302;225;7;1;77;218;217;50;0;0;0;1;133;25;0;2;6
15;039;Irixoa;01-001-B;322;0;322;217;6;1;105;211;210;38;0;0;1;0;136;26;0;2;7
15;039;Irixoa;01-001-C;237;0;237;187;6;1;50;181;180;37;0;0;1;0;115;18;1;3;5
15;039;Irixoa;01-001-D;320;0;320;227;0;3;93;227;224;49;0;0;0;1;143;18;0;9;4
15;040;Laxe;01-001-A;692;0;692;449;7;3;243;442;439;155;0;3;0;7;210;49;0;4;11
15;040;Laxe;01-001-B;722;0;722;501;7;3;221;494;491;176;1;1;1;8;248;45;0;4;7
15;040;Laxe;02-001-A;423;0;423;316;3;1;107;313;312;65;0;0;0;1;197;42;0;4;3
15;040;Laxe;02-001-B;500;0;500;330;2;2;170;328;326;54;0;0;0;1;206;55;1;5;4
15;040;Laxe;02-001-C;227;0;227;164;1;1;63;163;162;50;0;0;1;0;96;12;0;2;1
15;042;Lousame;01-001-U;857;0;857;590;12;4;267;578;574;142;0;0;1;1;330;78;0;11;11
15;042;Lousame;01-002-A;697;0;697;499;10;0;198;489;489;152;0;0;0;0;268;59;0;3;7
15;042;Lousame;01-002-B;243;0;243;146;2;1;97;144;143;31;0;1;0;0;92;14;0;2;3
15;042;Lousame;02-001-A;284;0;284;205;1;2;79;204;202;43;0;3;1;0;105;39;0;2;9
15;042;Lousame;02-001-B;293;0;293;198;2;1;95;196;195;49;0;0;0;0;113;27;1;0;5
15;042;Lousame;02-001-C;381;2;383;244;1;4;139;243;239;52;1;0;2;1;153;19;0;5;6
15;043;Malpica de Bergantiños;01-001-A;444;0;444;304;8;1;140;296;295;128;0;0;0;0;108;51;0;4;4
15;043;Malpica de Bergantiños;01-001-B;607;0;607;394;8;2;213;386;384;155;0;0;0;1;175;37;1;5;10
15;043;Malpica de Bergantiños;01-001-C;601;0;601;400;6;2;201;394;392;150;0;0;2;2;176;49;1;5;7
15;043;Malpica de Bergantiños;01-003-A;632;0;632;414;5;9;218;409;400;122;0;1;0;0;212;48;0;5;12
15;043;Malpica de Bergantiños;01-003-B;333;0;333;198;0;1;135;198;197;50;0;0;1;0;117;25;0;0;4
15;043;Malpica de Bergantiños;01-005-A;251;0;251;145;1;2;106;144;142;41;0;0;0;0;73;20;0;2;6
15;043;Malpica de Bergantiños;01-005-B;295;0;295;183;3;2;112;180;178;25;0;0;1;0;118;20;0;1;13
15;043;Malpica de Bergantiños;02-001-A;448;0;448;306;1;3;142;305;302;113;0;0;0;0;131;46;0;4;8
15;043;Malpica de Bergantiños;02-001-B;480;0;480;334;4;2;146;330;328;79;0;0;1;0;206;33;0;4;5
15;043;Malpica de Bergantiños;02-002-U;706;0;706;502;4;3;204;498;495;145;0;0;1;0;255;80;0;6;8
15;045;Mazaricos;01-001-U;795;0;795;543;1;3;252;542;539;192;2;1;2;0;280;41;1;6;14
15;045;Mazaricos;01-002-A;451;0;451;299;1;1;152;298;297;63;1;0;0;0;208;17;1;2;5
15;045;Mazaricos;01-002-B;483;0;483;311;3;1;172;308;307;50;1;0;0;0;229;22;0;2;3
15;045;Mazaricos;01-003-U;525;0;525;345;1;2;180;344;342;85;4;0;1;0;237;10;0;0;5
15;045;Mazaricos;01-005-U;619;0;619;360;2;2;259;358;356;95;0;1;1;3;222;17;1;0;16
15;045;Mazaricos;01-006-A;237;0;237;153;1;0;84;152;152;50;0;0;0;0;69;27;0;5;1
15;045;Mazaricos;01-006-B;266;0;266;176;0;0;90;176;176;45;0;0;0;0;116;9;0;2;4
15;044;Mañón;01-001-A;384;0;384;281;0;2;103;281;279;32;0;0;0;0;206;32;0;3;6
15;044;Mañón;01-001-B;699;0;699;499;6;0;200;493;493;133;0;0;0;0;259;88;0;6;7
15;046;Melide;01-001-A;534;0;534;383;7;4;151;376;372;130;0;0;0;0;198;29;0;7;8
15;046;Melide;01-001-B;608;0;608;444;7;3;164;437;434;178;0;0;0;2;208;35;0;4;7
15;046;Melide;01-002-A;557;0;557;389;5;5;168;384;379;130;1;1;2;1;197;35;0;4;8
15;046;Melide;01-002-B;671;0;671;490;10;4;181;480;476;147;0;1;1;0;261;48;2;6;10
15;046;Melide;01-003-U;568;0;568;416;6;3;152;410;407;160;0;1;0;0;199;42;0;1;4
15;046;Melide;01-004-A;320;0;320;226;4;1;94;222;221;46;0;0;0;0;145;22;0;3;5
15;046;Melide;01-004-B;245;0;245;204;4;1;41;200;199;69;0;0;0;0;106;16;1;4;3
15;046;Melide;01-004-C;254;0;254;204;1;3;50;203;200;51;0;0;0;0;139;7;0;2;1
15;046;Melide;01-004-D;356;0;356;266;4;0;90;262;262;46;0;1;0;4;183;25;0;1;2
15;046;Melide;01-005-A;815;0;815;628;4;3;187;624;621;169;0;1;1;2;365;62;0;7;14
15;046;Melide;01-005-B;289;0;289;206;5;0;83;201;201;51;0;1;0;0;126;19;0;1;3
15;046;Melide;01-007-A;439;0;439;336;8;0;103;328;328;129;0;0;1;0;162;31;0;2;3
15;046;Melide;01-007-B;572;0;572;420;10;4;152;410;406;137;1;1;1;1;225;29;0;4;7
15;047;Mesía;01-001-A;248;0;248;177;3;1;71;174;173;48;1;0;0;0;93;28;0;1;2
15;047;Mesía;01-001-B;270;0;270;172;0;4;98;172;168;58;0;0;0;0;85;22;0;1;2
15;047;Mesía;01-002-A;242;0;242;158;2;0;84;156;156;41;0;2;0;2;68;36;2;1;4
15;047;Mesía;01-002-B;383;0;383;250;4;4;133;246;242;43;0;0;0;1;142;51;1;1;3
15;047;Mesía;01-003-A;319;0;319;223;1;0;96;222;222;53;0;1;1;0;135;29;0;2;1
15;047;Mesía;01-003-B;214;0;214;157;1;1;57;156;155;29;0;0;0;0;112;10;0;1;3
15;047;Mesía;01-003-C;457;0;457;321;3;2;136;318;316;90;0;0;0;0;166;49;0;2;9
15;048;Miño;01-001-A;591;0;591;398;0;4;193;398;394;144;0;1;0;2;167;64;0;7;9
15;048;Miño;01-001-B;528;0;528;347;1;2;181;346;344;101;0;1;3;1;162;63;0;6;7
15;048;Miño;01-002-U;676;0;676;496;6;6;180;490;484;137;0;1;0;0;256;74;0;6;10
15;048;Miño;01-003-A;762;0;762;485;5;1;277;480;479;174;0;1;0;0;217;66;0;8;13
15;048;Miño;01-003-B;673;0;673;416;3;2;257;413;411;151;0;0;3;0;162;79;1;8;7
15;048;Miño;02-001-A;305;0;305;204;0;1;101;204;203;46;0;1;0;0;124;29;0;1;2
15;048;Miño;02-001-B;359;0;359;233;1;5;126;232;227;51;1;0;0;0;118;47;0;4;6
15;048;Miño;02-002-A;565;0;565;392;2;3;173;390;387;96;0;0;4;0;227;49;0;1;10
15;048;Miño;02-002-B;387;0;387;278;4;1;109;274;273;92;0;0;0;0;137;39;1;1;3
15;048;Miño;02-002-C;675;0;675;472;11;5;203;461;456;192;0;0;4;2;198;47;0;3;10
15;049;Moeche;01-001-A;202;0;202;132;1;2;70;131;129;62;0;0;0;0;58;5;0;0;4
15;049;Moeche;01-001-B;303;3;306;230;0;1;76;230;229;96;0;0;0;0;107;24;0;1;1
15;049;Moeche;01-002-A;241;0;241;188;1;3;53;187;184;52;0;0;0;0;122;8;0;1;1
15;049;Moeche;01-002-B;318;0;318;227;4;1;91;223;222;75;0;1;0;0;129;11;0;1;5
15;050;Monfero;01-001-A;594;0;594;349;8;5;245;341;336;70;0;1;0;1;182;71;0;6;5
15;050;Monfero;01-001-B;273;0;273;171;2;2;102;169;167;42;0;0;0;0;96;26;0;0;3
15;050;Monfero;01-001-C;202;0;202;134;1;0;68;133;133;41;0;0;1;0;77;11;0;0;3
15;050;Monfero;01-003-U;543;0;543;330;4;5;213;326;321;71;0;0;0;0;184;57;0;2;7
15;051;Mugardos;01-001-A;495;1;496;327;4;3;169;323;320;127;0;0;2;0;117;44;0;23;7
15;051;Mugardos;01-001-B;452;0;452;298;3;6;154;295;289;119;0;0;0;0;101;40;1;22;6
15;051;Mugardos;01-002-A;743;0;743;478;9;7;265;469;462;189;0;0;1;0;185;52;0;23;12
15;051;Mugardos;01-002-B;802;0;802;496;11;3;306;485;482;184;0;1;0;1;192;63;0;28;13
15;051;Mugardos;01-002-C;420;0;420;247;1;1;173;246;245;100;0;0;0;0;93;35;0;10;7
15;051;Mugardos;02-001-A;543;0;543;351;5;5;192;346;341;115;0;1;0;3;138;60;0;14;10
15;051;Mugardos;02-001-B;385;0;385;243;3;2;142;240;238;89;0;0;0;1;87;39;0;14;8
15;051;Mugardos;02-002-U;695;0;695;459;2;5;236;457;452;185;0;1;1;1;162;76;0;14;12
15;053;Muros;01-001-A;751;0;751;483;3;4;268;480;476;143;0;4;1;0;238;75;0;7;8
15;053;Muros;01-001-B;396;0;396;245;1;1;151;244;243;105;0;1;0;0;101;24;1;3;8
15;053;Muros;01-002-A;521;0;521;327;0;4;194;327;323;87;0;1;1;1;190;33;1;4;5
15;053;Muros;01-002-B;202;0;202;129;0;0;73;129;129;43;0;0;1;0;62;19;0;1;3
15;053;Muros;01-003-A;405;0;405;268;2;3;137;266;263;121;0;0;0;2;100;36;0;2;2
15;053;Muros;01-003-B;606;0;606;416;1;3;190;415;412;175;0;0;0;1;157;68;0;2;9
15;053;Muros;01-004-A;327;0;327;188;2;5;139;186;181;65;0;1;0;0;82;25;0;4;4
15;053;Muros;01-004-B;416;0;416;263;2;3;153;261;258;80;0;0;0;0;140;33;0;0;5
15;053;Muros;01-005-U;913;0;913;564;7;0;349;557;557;201;0;0;1;1;265;70;0;7;12
15;053;Muros;01-006-A;407;0;407;274;2;3;133;272;269;125;0;1;0;0;106;21;0;7;9
15;053;Muros;01-006-B;260;0;260;148;0;0;112;148;148;42;0;0;0;1;90;12;0;1;2
15;053;Muros;01-007-A;486;0;486;359;1;1;127;358;357;187;0;1;1;0;113;43;0;2;10
15;053;Muros;01-007-B;509;0;509;355;3;5;154;352;347;171;0;0;6;0;103;56;1;4;6
15;053;Muros;01-008-A;708;0;708;465;4;1;243;461;460;165;0;0;0;0;222;57;1;9;6
15;053;Muros;01-008-B;295;0;295;191;1;1;104;190;189;89;0;0;1;0;76;18;0;3;2
15;052;Muxía;01-001-A;595;0;595;409;5;3;186;404;401;112;0;1;1;0;206;66;0;3;12
15;052;Muxía;01-001-B;648;0;648;438;2;0;210;436;436;174;0;0;1;1;181;66;0;4;9
15;052;Muxía;01-002-U;647;0;647;408;2;5;239;406;401;98;0;0;0;1;220;64;0;3;15
15;052;Muxía;01-003-A;265;0;265;181;3;1;84;178;177;37;0;0;0;0;107;31;0;1;1
15;052;Muxía;01-003-B;327;0;327;214;1;0;113;213;213;56;1;1;0;0;88;59;0;2;6
15;052;Muxía;01-003-C;216;0;216;147;3;2;69;144;142;36;0;0;1;0;82;17;0;2;4
15;052;Muxía;01-004-A;346;0;346;223;2;0;123;221;221;48;0;1;2;0;132;31;0;2;5
15;052;Muxía;01-004-B;290;0;290;198;0;1;92;198;197;51;0;0;0;0;111;28;0;0;7
15;052;Muxía;01-005-A;284;0;284;205;1;1;79;204;203;33;0;0;0;1;131;28;0;0;10
15;052;Muxía;01-005-B;271;0;271;139;1;1;132;138;137;12;0;0;0;0;95;19;0;1;10
15;054;Narón;01-001-A;513;0;513;275;3;8;238;272;264;88;0;0;0;0;106;38;0;16;16
15;054;Narón;01-001-B;439;0;439;233;1;4;206;232;228;84;0;0;1;0;97;28;1;14;3
15;054;Narón;01-002-U;835;0;835;518;3;8;317;515;507;149;0;0;3;0;251;72;0;16;16
15;054;Narón;01-003-A;563;0;563;353;7;7;210;346;339;129;0;2;1;2;138;41;0;15;11
15;054;Narón;01-003-B;494;0;494;321;5;3;173;316;313;112;0;1;3;1;134;29;0;17;16
15;054;Narón;02-001-U;751;0;751;486;2;6;265;484;478;145;0;0;1;2;217;85;1;18;9
15;054;Narón;02-002-U;672;0;672;375;1;5;297;374;369;125;0;0;5;0;183;29;0;16;11
15;054;Narón;02-003-A;719;0;719;405;0;1;314;405;404;129;2;0;1;1;200;46;0;9;16
15;054;Narón;02-003-B;836;0;836;502;2;9;334;500;491;172;0;0;1;2;224;55;0;17;20
15;054;Narón;03-001-A;358;0;358;195;1;4;163;194;190;64;0;1;0;0;76;31;1;6;11
15;054;Narón;03-001-B;606;0;606;337;2;3;269;335;332;131;2;0;1;0;153;27;0;6;12
15;054;Narón;03-002-U;838;0;838;494;5;4;344;489;485;167;0;1;3;1;232;51;2;15;13
15;054;Narón;04-001-A;771;0;771;464;6;1;307;458;457;170;1;0;5;0;201;52;0;17;11
15;054;Narón;04-001-B;682;0;682;400;2;8;282;398;390;140;0;2;3;2;172;42;0;10;19
15;054;Narón;04-002-A;858;0;858;489;12;6;369;477;471;172;0;0;2;1;201;58;1;19;17
15;054;Narón;04-002-B;847;0;847;468;4;5;379;464;459;164;1;2;2;3;211;49;0;10;17
15;054;Narón;04-003-A;689;0;689;444;0;6;245;444;438;122;0;0;1;3;226;59;1;18;8
15;054;Narón;04-003-B;557;0;557;342;4;5;215;338;333;112;0;1;3;1;161;42;0;8;5
15;054;Narón;04-004-U;827;0;827;480;7;2;347;473;471;133;0;0;3;3;248;53;0;20;11
15;054;Narón;04-005-A;942;0;942;583;9;9;359;574;565;187;0;3;0;4;255;81;0;20;15
15;054;Narón;04-005-B;792;0;792;482;2;7;310;480;473;164;0;1;1;2;224;48;0;17;16
15;054;Narón;04-006-A;456;0;456;271;2;3;185;269;266;92;0;2;3;0;125;31;0;10;3
15;054;Narón;04-006-B;527;0;527;316;1;4;211;315;311;112;1;0;0;1;141;39;1;12;4
15;054;Narón;04-007-U;720;0;720;348;4;6;372;344;338;101;0;2;2;2;168;33;0;21;9
15;054;Narón;04-008-U;880;0;880;459;0;5;421;459;454;169;1;1;3;1;194;47;1;18;19
15;054;Narón;04-009-U;855;0;855;416;5;6;439;411;405;134;0;2;4;2;175;62;0;8;18
15;054;Narón;04-010-A;655;0;655;372;6;5;283;366;361;131;0;0;0;0;163;40;1;11;15
15;054;Narón;04-010-B;578;0;578;341;6;6;237;335;329;114;0;1;2;4;143;51;1;7;6
15;054;Narón;04-011-A;909;0;909;472;5;4;437;467;463;147;0;1;0;5;217;58;2;17;16
15;054;Narón;04-011-B;778;0;778;463;5;7;315;458;451;130;0;1;2;2;224;60;1;13;18
15;054;Narón;04-012-A;478;0;478;285;5;1;193;280;279;86;1;0;1;0;132;44;1;11;3
15;054;Narón;04-012-B;530;0;530;306;4;0;224;302;302;96;0;0;4;1;141;48;0;5;7
15;054;Narón;04-013-A;749;0;749;466;3;4;283;463;459;174;0;1;2;0;194;48;1;27;12
15;054;Narón;04-013-B;714;0;714;437;3;1;277;434;433;149;1;2;1;3;195;48;1;20;13
15;054;Narón;04-014-A;538;0;538;284;4;5;254;280;275;107;0;2;3;0;108;32;1;13;9
15;054;Narón;04-014-B;508;0;508;290;4;3;218;286;283;118;0;1;1;1;103;36;0;12;11
15;054;Narón;04-015-A;624;0;624;405;3;8;219;402;394;126;1;0;3;1;203;44;0;12;4
15;054;Narón;04-015-B;592;0;592;378;4;1;214;374;373;134;0;2;0;4;164;41;1;14;13
15;054;Narón;04-016-A;598;0;598;350;2;0;248;348;348;136;0;1;0;1;138;51;0;15;6
15;054;Narón;04-016-B;525;0;525;295;0;9;230;295;286;93;0;3;2;1;138;35;0;6;8
15;054;Narón;04-017-A;588;0;588;323;1;4;265;322;318;111;0;0;1;1;129;50;1;13;12
15;054;Narón;04-017-B;549;0;549;290;3;4;259;287;283;96;0;0;0;0;123;39;1;13;11
15;054;Narón;04-018-U;952;0;952;568;7;9;384;561;552;180;1;3;3;0;251;72;2;29;11
15;054;Narón;04-019-A;953;0;953;544;2;6;409;542;536;221;0;2;4;1;187;80;2;26;13
15;054;Narón;04-019-B;902;0;902;514;7;9;388;507;498;242;1;2;7;0;154;60;0;25;7
15;054;Narón;04-020-A;606;0;606;371;2;6;235;369;363;120;0;1;2;0;169;43;0;22;6
15;054;Narón;04-020-B;561;0;561;341;4;4;220;337;333;98;0;2;1;1;168;45;0;5;13
15;055;Neda;01-001-A;486;0;486;288;2;3;198;286;283;117;0;1;0;0;108;43;0;5;9
15;055;Neda;01-001-B;668;0;668;402;2;3;266;400;397;168;0;0;2;2;146;57;0;13;9
15;055;Neda;01-002-U;694;0;694;445;1;7;249;444;437;135;0;0;2;0;206;64;0;16;14
15;055;Neda;01-003-A;506;0;506;316;3;4;190;313;309;85;0;0;0;1;148;49;0;15;11
15;055;Neda;01-003-B;295;0;295;190;2;4;105;188;184;71;0;0;0;1;68;37;0;3;4
15;055;Neda;01-003-C;484;0;484;319;2;6;165;317;311;111;0;0;2;1;113;65;0;11;8
15;055;Neda;01-005-A;377;0;377;238;1;3;139;237;234;86;0;1;2;0;101;30;1;4;9
15;055;Neda;01-005-B;236;0;236;135;1;7;101;134;127;32;0;0;1;0;64;24;0;4;2
15;055;Neda;01-005-C;530;0;530;333;1;1;197;332;331;119;0;1;1;3;146;38;0;17;6
15;056;Negreira;01-001-A;961;0;961;633;3;7;328;630;623;196;0;1;0;0;322;76;1;6;21
15;056;Negreira;01-001-B;923;0;923;618;3;5;305;615;610;184;1;2;0;0;327;66;0;8;22
15;056;Negreira;01-003-A;812;0;812;572;11;9;240;561;552;162;1;0;2;1;293;79;2;4;8
15;056;Negreira;01-003-B;778;0;778;531;6;5;247;525;520;184;0;0;3;0;264;50;1;5;13
15;056;Negreira;01-003-C;304;0;304;233;1;2;71;232;230;74;0;0;1;0;120;31;0;2;2
15;056;Negreira;02-001-A;399;0;399;269;0;1;130;269;268;51;0;0;0;0;165;49;0;1;2
15;056;Negreira;02-001-B;217;0;217;170;1;1;47;169;168;35;0;0;0;0;91;35;0;4;3
15;056;Negreira;02-001-C;281;0;281;196;6;2;85;190;188;45;0;0;0;0;119;23;0;1;0
15;056;Negreira;02-003-A;479;0;479;318;0;0;161;318;318;74;3;1;0;0;164;74;1;1;0
15;056;Negreira;02-003-B;284;0;284;210;6;0;74;204;204;27;0;1;0;0;137;33;1;1;4
15;056;Negreira;02-003-C;221;0;221;152;3;1;69;149;148;24;0;1;0;0;95;21;0;2;5
15;057;Noia;01-001-A;720;0;720;522;8;2;198;514;512;149;0;1;2;1;274;60;1;15;9
15;057;Noia;01-001-B;389;0;389;283;1;4;106;282;278;90;0;0;1;1;122;45;0;7;12
15;057;Noia;01-001-C;732;0;732;440;2;4;292;438;434;154;0;1;7;1;194;60;0;9;8
15;057;Noia;01-002-A;582;0;582;418;5;1;164;413;412;143;0;0;0;1;181;73;0;7;7
15;057;Noia;01-002-B;350;0;350;252;6;7;98;246;239;71;1;0;0;0;125;36;0;5;1
15;057;Noia;02-001-A;717;0;717;481;4;7;236;477;470;167;0;1;0;1;239;40;1;11;10
15;057;Noia;02-001-B;783;0;783;531;6;1;252;525;524;180;1;4;4;1;245;61;0;10;18
15;057;Noia;02-002-A;691;0;691;482;4;5;209;478;473;168;0;0;2;1;237;45;0;11;9
15;057;Noia;02-002-B;477;0;477;325;5;2;152;320;318;103;0;1;3;0;160;39;0;6;6
15;057;Noia;02-004-A;788;0;788;527;8;5;261;519;514;176;0;1;0;0;244;75;0;12;6
15;057;Noia;02-004-B;780;0;780;517;5;3;263;512;509;192;0;0;1;1;248;50;0;10;7
15;057;Noia;02-006-A;982;0;982;691;2;5;291;689;684;223;0;2;3;0;350;74;2;22;8
15;057;Noia;02-006-B;893;0;893;608;10;5;285;598;593;209;0;1;1;1;280;67;2;21;11
15;057;Noia;03-001-A;565;0;565;411;4;1;154;407;406;127;0;0;0;1;212;45;1;12;8
15;057;Noia;03-001-B;512;0;512;344;6;3;168;338;335;88;0;1;0;1;191;43;0;6;5
15;057;Noia;03-002-U;935;0;935;652;7;3;283;645;642;242;0;0;3;0;298;78;0;11;10
15;057;Noia;03-003-A;588;0;588;383;6;0;205;377;377;107;0;2;0;0;204;48;0;7;9
15;057;Noia;03-003-B;360;0;360;260;2;2;100;258;256;65;0;0;0;1;151;28;0;3;8
15;066;O Pino;01-001-A;512;0;512;357;1;3;155;356;353;99;0;1;0;0;206;27;0;6;14
15;066;O Pino;01-001-B;551;0;551;401;5;5;150;396;391;132;0;2;1;1;217;26;0;7;5
