C¢d. Cir.;C¢d. Con.;Concello;Mesa;Censo;Certif. Alta;Certif. Correc.;Censo Total;Votos electores;Votos interventores;Votos Totais;Votos nulos;Votos brancos;PCTG;PUM+J;PACMA;B.N.G.;PODEMOS-ESQUERDA UNIDA-ANOVA;PP;CCD-AU.TO.NO.MO;PSdeG-PSOE;EQUO;VOX;EN MAREA-COMPROMISO POR GALICIA-PARTIDO GALEGUISTA;RECORTES CERO-ESCO-OV-M;Cs;P-LIB
15;54;Nar¢n;4-003 -A;664;0;0;664;369;0;369;3;4;0;0;3;69;23;199;0;57;0;8;0;0;3;0
15;54;Nar¢n;4-003 -B;558;0;0;558;308;0;308;1;6;1;0;1;81;14;141;0;59;0;4;0;0;0;0
15;54;Nar¢n;4-004 -U;886;0;0;886;430;1;431;2;8;0;0;2;89;25;205;0;82;0;10;2;0;5;1
15;54;Nar¢n;4-005 -A;936;0;0;936;486;0;486;5;2;0;0;2;119;33;229;0;85;10;0;0;0;1;0
15;54;Nar¢n;4-005 -B;801;0;0;801;429;0;429;2;8;0;0;2;106;18;202;1;68;0;15;1;1;5;0
15;54;Nar¢n;4-006 -A;474;0;0;474;249;0;249;1;2;0;1;1;83;12;102;0;43;0;4;0;0;0;0
15;54;Nar¢n;4-006 -B;556;0;0;556;300;0;300;1;2;0;0;3;87;16;122;0;60;0;5;0;0;4;0
15;54;Nar¢n;4-007 -U;764;0;0;764;338;0;338;8;6;0;0;3;85;35;144;0;44;0;9;1;0;3;0
15;54;Nar¢n;4-008 -U;884;0;0;884;415;1;416;2;5;2;2;3;83;26;201;0;77;0;10;2;0;2;1
15;54;Nar¢n;4-009 -U;864;0;0;864;386;0;386;2;2;0;0;2;92;18;174;0;72;2;21;0;0;1;0
15;54;Nar¢n;4-010 -A;619;0;0;619;269;0;269;2;4;0;1;0;67;24;110;0;52;0;6;0;0;2;1
15;54;Nar¢n;4-010 -B;593;0;0;593;274;0;274;3;2;0;0;1;77;26;112;0;50;0;0;0;0;3;0
15;54;Nar¢n;4-011 -A;942;0;0;942;425;0;425;4;5;2;0;3;86;32;217;0;64;0;6;2;0;4;0
15;54;Nar¢n;4-011 -B;754;0;0;754;389;0;389;3;7;0;1;9;100;13;182;0;60;0;10;1;1;2;0
15;54;Nar¢n;4-012 -A;487;0;0;487;219;0;219;0;3;0;0;1;57;9;107;0;37;0;2;1;0;2;0
15;54;Nar¢n;4-012 -B;535;0;0;535;283;1;284;4;3;0;0;0;70;16;128;0;55;0;7;0;1;0;0
15;54;Nar¢n;4-013 -A;746;0;0;746;409;0;409;7;7;0;0;4;123;35;156;0;62;0;11;0;0;4;0
15;54;Nar¢n;4-013 -B;716;0;0;716;355;1;356;3;4;0;0;0;96;28;147;0;59;0;10;1;1;6;1
15;54;Nar¢n;4-014 -A;541;0;0;541;250;0;250;1;3;0;0;1;75;19;97;1;49;0;4;0;0;0;0
15;54;Nar¢n;4-014 -B;507;5;0;512;253;1;254;1;2;0;0;2;82;14;90;1;58;0;3;0;0;1;0
15;54;Nar¢n;4-015 -A;636;0;0;636;336;1;337;5;1;0;1;1;77;18;174;0;55;0;3;0;0;2;0
15;54;Nar¢n;4-015 -B;586;0;0;586;329;0;329;3;2;0;0;1;100;25;136;1;51;2;6;0;0;2;0
15;54;Nar¢n;4-016 -A;602;0;0;602;340;0;340;2;3;1;0;1;108;18;130;0;61;0;9;5;0;2;0
15;54;Nar¢n;4-016 -B;554;0;0;554;278;0;278;0;6;0;1;0;58;19;135;0;50;1;3;1;0;3;1
15;54;Nar¢n;4-017 -A;618;0;0;618;300;0;300;3;5;1;0;1;79;17;124;0;57;0;9;2;0;2;0
15;54;Nar¢n;4-017 -B;539;0;0;539;249;0;249;1;1;0;0;3;51;13;127;0;41;1;7;2;0;1;1
15;54;Nar¢n;4-018 -U;916;0;0;916;458;0;458;4;4;0;0;1;138;23;199;0;78;0;9;0;0;2;0
15;54;Nar¢n;4-019 -A;889;0;0;889;413;0;413;4;9;0;0;1;129;44;147;1;71;0;3;1;0;3;0
15;54;Nar¢n;4-019 -B;786;0;0;786;377;0;377;5;5;0;0;5;122;29;134;0;66;0;8;1;0;2;0
15;54;Nar¢n;4-020 -A;588;1;0;589;307;1;308;6;3;0;0;1;76;18;134;0;61;0;4;1;0;4;0
15;54;Nar¢n;4-020 -B;532;0;0;532;294;0;294;5;4;0;0;3;64;25;132;1;55;0;3;1;0;1;0
15;55;Neda;1-001 -A;538;0;0;538;276;0;276;2;4;0;0;1;93;14;100;0;59;0;3;0;0;0;0
15;55;Neda;1-001 -B;667;0;0;667;357;0;357;6;2;0;0;1;107;37;117;0;76;0;7;3;1;0;0
15;55;Neda;1-002 -U;731;0;0;731;434;0;434;3;10;0;0;2;105;25;190;0;79;0;13;0;1;5;1
15;55;Neda;1-003 -A;511;0;0;511;286;0;286;1;8;0;0;0;57;0;139;0;59;0;11;10;0;1;0
15;55;Neda;1-003 -B;313;0;0;313;196;1;197;4;8;0;0;0;48;11;73;0;51;0;1;0;0;1;0
15;55;Neda;1-004 -U;497;0;0;497;299;0;299;2;1;1;0;0;93;11;104;0;78;0;8;0;1;0;0
15;55;Neda;1-005 -U;583;0;0;583;315;0;315;4;4;2;0;0;88;16;133;0;63;0;4;1;0;0;0
15;55;Neda;1-006 -A;380;0;0;380;211;0;211;1;4;0;0;1;54;16;79;0;46;0;8;1;0;1;0
15;55;Neda;1-006 -B;200;0;0;200;106;0;106;2;5;0;0;0;35;2;35;0;25;0;2;0;0;0;0
15;56;Negreira;1-001 -A;809;0;0;809;455;0;455;4;3;1;1;2;105;9;228;0;97;0;4;0;0;0;1
15;56;Negreira;1-001 -B;790;0;0;790;450;0;450;2;4;0;0;3;101;5;244;0;76;0;10;1;0;3;1
15;56;Negreira;1-002 -A;202;0;0;202;137;0;137;1;1;0;0;0;31;1;76;0;25;0;2;0;0;0;0
15;56;Negreira;1-002 -B;311;0;0;311;206;0;206;1;3;0;0;1;39;0;101;0;54;0;1;4;0;2;0
15;56;Negreira;1-003 -A;764;0;0;764;432;0;432;5;2;0;0;0;92;9;231;0;85;0;7;1;0;0;0
15;56;Negreira;1-003 -B;733;0;0;733;443;0;443;2;4;0;0;2;104;7;229;0;88;0;4;0;0;0;3
15;56;Negreira;2-001 -A;406;0;0;406;257;0;257;1;2;0;0;1;35;4;156;0;55;0;3;0;0;0;0
15;56;Negreira;2-001 -B;234;0;0;234;153;0;153;4;1;0;0;0;21;0;79;0;46;0;2;0;0;0;0
15;56;Negreira;2-001 -C;276;0;0;276;169;0;169;1;2;0;0;1;20;3;112;0;27;0;3;0;0;0;0
15;56;Negreira;2-003 -A;518;0;0;518;304;0;304;4;0;0;0;0;38;2;175;0;81;0;3;0;0;1;0
15;56;Negreira;2-003 -B;305;0;0;305;205;0;205;1;0;0;0;0;19;1;136;0;48;0;0;0;0;0;0
15;56;Negreira;2-003 -C;245;0;0;245;152;0;152;2;1;0;0;0;17;1;104;0;26;0;0;0;0;1;0
15;57;Noia;1-001 -A;731;0;0;731;476;0;476;7;4;0;0;1;107;25;256;0;59;0;14;1;0;2;0
15;57;Noia;1-001 -B;420;0;0;420;270;0;270;0;1;0;0;0;73;10;133;0;45;0;6;1;0;1;0
15;57;Noia;1-001 -C;702;0;0;702;354;0;354;2;0;0;0;1;81;14;182;0;66;0;4;0;0;3;1
15;57;Noia;1-002 -A;600;0;0;600;396;0;396;2;0;0;0;1;77;8;196;0;106;0;4;1;1;0;0
15;57;Noia;1-002 -B;349;0;0;349;236;0;236;1;1;0;0;1;46;8;124;0;52;0;2;1;0;0;0
15;57;Noia;2-001 -A;753;0;0;753;473;1;474;5;6;0;1;0;105;26;248;0;73;0;7;2;0;1;0
15;57;Noia;2-001 -B;809;0;0;809;498;0;498;6;6;0;0;1;114;20;232;1;101;0;10;3;1;2;1
15;57;Noia;2-002 -U;689;0;0;689;428;0;428;6;6;1;0;3;120;14;215;0;55;0;3;0;0;4;1
15;57;Noia;2-003 -U;509;0;0;509;346;0;346;0;1;0;0;1;90;17;186;0;42;0;7;1;0;1;0
15;57;Noia;2-004 -A;807;0;0;807;473;0;473;3;2;0;0;0;107;20;251;0;86;0;3;0;0;1;0
15;57;Noia;2-004 -B;780;0;0;780;457;0;457;2;4;0;0;2;98;26;247;0;76;0;2;0;0;0;0
15;57;Noia;2-006 -A;953;0;0;953;588;0;588;3;6;0;1;2;151;25;310;0;66;1;18;1;0;3;1
15;57;Noia;2-006 -B;901;0;0;901;505;1;506;5;2;0;0;2;146;19;250;0;74;0;5;1;0;1;1
15;57;Noia;3-001 -A;586;0;0;586;375;0;375;2;1;0;0;2;82;21;216;0;47;0;2;1;1;0;0
15;57;Noia;3-001 -B;524;0;0;524;295;1;296;2;3;0;0;1;58;10;175;0;44;0;3;0;0;0;0
15;57;Noia;3-002 -U;934;0;0;934;627;0;627;6;6;0;2;4;179;15;309;0;104;0;1;0;0;1;0
15;57;Noia;3-003 -A;605;0;0;605;351;0;351;5;5;0;1;1;71;6;199;0;51;1;6;0;2;3;0
15;57;Noia;3-003 -B;390;0;0;390;259;0;259;0;6;0;0;0;51;0;165;0;35;0;2;0;0;0;0
15;66;O Pino;1-001 -A;516;0;0;516;320;1;321;5;6;0;0;0;73;6;179;0;40;0;8;0;0;4;0
15;66;O Pino;1-001 -B;532;0;0;532;337;0;337;7;2;0;0;0;92;7;188;0;33;0;4;2;1;1;0
15;66;O Pino;1-001 -C;215;0;0;215;161;0;161;2;1;0;0;0;35;9;103;0;10;0;1;0;0;0;0
15;66;O Pino;1-002 -U;707;0;0;707;429;0;429;2;2;0;0;0;72;11;272;0;61;1;5;1;0;2;0
15;66;O Pino;2-001 -A;356;0;0;356;234;0;234;3;4;0;0;0;30;3;161;0;27;0;5;0;1;0;0
15;66;O Pino;2-001 -B;546;0;0;546;360;0;360;2;5;0;0;0;67;0;212;0;57;0;3;12;0;2;0
15;66;O Pino;3-001 -A;634;0;0;634;384;0;384;6;3;0;0;1;72;10;241;0;44;0;5;0;0;2;0
15;66;O Pino;3-001 -B;494;0;0;494;314;0;314;2;4;0;0;1;46;0;221;0;36;0;3;0;0;1;0
15;58;Oleiros;1-001 -A;600;0;0;600;343;0;343;5;3;0;0;2;57;13;198;0;47;2;10;0;0;6;0
15;58;Oleiros;1-001 -B;521;0;0;521;309;0;309;1;3;0;0;3;63;4;172;0;43;0;8;1;2;9;0
15;58;Oleiros;1-002 -U;1.004;0;0;1.004;628;0;628;2;12;0;1;6;114;21;313;0;118;0;27;2;0;10;2
15;58;Oleiros;1-003 -A;617;0;0;617;389;0;389;2;3;0;0;4;83;20;209;0;57;0;8;1;0;2;0
15;58;Oleiros;1-003 -B;619;0;0;619;377;0;377;2;5;1;1;3;88;1;204;1;43;0;9;17;0;1;1
15;58;Oleiros;1-004 -A;560;0;0;560;318;0;318;3;5;0;0;2;81;14;136;0;67;0;7;0;0;2;1
15;58;Oleiros;1-004 -B;485;0;0;485;301;0;301;3;3;0;0;4;82;13;139;0;52;1;3;0;0;1;0
15;58;Oleiros;1-005 -A;835;0;0;835;532;0;532;2;4;0;0;6;124;10;288;0;74;0;20;2;0;2;0
15;58;Oleiros;1-005 -B;831;0;0;831;516;0;516;0;5;0;1;3;128;21;272;0;69;0;10;0;0;7;0
15;58;Oleiros;1-006 -A;752;0;0;752;462;0;462;0;2;0;1;3;73;20;272;0;75;1;5;2;0;8;0
15;58;Oleiros;1-006 -B;627;0;0;627;380;0;380;1;1;0;1;1;77;10;221;0;53;0;8;2;1;4;0
15;58;Oleiros;2-001 -A;650;0;0;650;399;0;399;6;8;0;0;3;102;28;166;0;71;1;11;1;2;0;0
15;58;Oleiros;2-001 -B;592;0;0;592;363;0;363;1;1;1;1;5;101;13;163;0;59;4;7;2;1;4;0
15;58;Oleiros;2-001 -C;744;0;0;744;470;0;470;3;8;0;0;3;124;25;186;1;101;0;14;2;0;3;0
15;58;Oleiros;2-002 -A;898;1;0;899;539;0;539;6;7;0;0;7;111;27;279;0;79;0;16;4;0;3;0
15;58;Oleiros;2-002 -B;843;0;0;843;500;0;500;3;9;0;1;4;101;31;251;0;78;1;14;2;0;5;0
15;58;Oleiros;2-003 -A;831;0;0;831;480;0;480;4;8;0;0;0;149;33;184;0;86;0;12;2;0;1;1
15;58;Oleiros;2-003 -B;775;0;0;775;451;0;451;4;3;1;0;0;150;33;169;0;68;0;7;4;0;10;2
15;58;Oleiros;2-004 -A;683;0;0;683;447;0;447;6;11;0;0;2;67;20;245;0;76;2;13;1;0;4;0
15;58;Oleiros;2-004 -B;721;0;0;721;477;0;477;7;7;0;0;4;84;9;269;0;79;1;12;0;0;5;0
15;58;Oleiros;2-005 -A;869;0;0;869;512;0;512;2;9;1;0;2;120;27;228;1;102;1;11;1;1;4;2
15;58;Oleiros;2-005 -B;844;0;0;844;482;0;482;2;7;0;0;1;120;34;227;0;75;0;6;2;0;7;1
15;58;Oleiros;2-006 -A;650;0;0;650;368;0;368;3;4;0;1;4;114;16;148;0;63;2;7;3;0;3;0
15;58;Oleiros;2-006 -B;591;0;0;591;341;0;341;3;8;0;0;0;78;29;152;0;53;0;11;1;0;5;1
15;58;Oleiros;2-006 -C;698;0;0;698;384;0;384;2;5;2;0;4;103;29;162;2;57;2;12;1;0;2;1
15;58;Oleiros;2-007 -A;573;0;0;573;297;0;297;3;5;2;0;1;60;19;139;0;49;2;12;1;1;3;0
15;58;Oleiros;2-007 -B;517;0;0;517;252;0;252;2;1;0;0;3;60;9;115;0;50;0;11;0;0;1;0
15;58;Oleiros;2-008 -A;947;0;0;947;556;0;556;2;9;0;1;4;115;30;281;0;81;2;24;1;0;6;0
15;58;Oleiros;2-008 -B;814;0;0;814;487;0;487;3;1;0;0;5;130;30;241;0;69;0;5;1;0;2;0
15;58;Oleiros;2-009 -A;617;0;0;617;335;0;335;0;0;0;0;2;80;20;158;0;51;1;16;1;0;5;1
15;58;Oleiros;2-009 -B;565;1;0;566;319;0;319;1;3;0;0;1;71;27;166;0;39;0;6;1;0;2;2
15;58;Oleiros;2-010 -U;970;0;0;970;569;0;569;3;2;0;0;6;164;37;256;0;86;0;9;2;0;4;0
15;58;Oleiros;2-011 -A;639;0;0;639;403;0;403;4;5;0;1;0;57;13;268;0;34;0;12;0;0;8;1
15;58;Oleiros;2-011 -B;597;0;0;597;377;0;377;4;1;0;1;0;59;15;236;0;47;1;11;0;0;2;0
15;58;Oleiros;2-012 -A;623;0;0;623;399;0;399;1;7;0;0;1;61;11;250;0;54;0;8;0;0;6;0
15;58;Oleiros;2-012 -B;563;0;0;563;371;0;371;2;6;0;2;1;55;13;225;0;52;0;11;1;0;3;0
15;58;Oleiros;3-001 -A;626;0;0;626;352;0;352;3;3;1;1;3;109;23;164;0;36;0;8;1;0;0;0
15;58;Oleiros;3-001 -B;528;0;0;528;289;1;290;0;4;0;0;1;75;21;140;0;45;0;4;0;0;0;0
15;58;Oleiros;3-002 -A;635;0;0;635;386;0;386;0;9;0;0;3;99;16;195;0;47;0;14;3;0;0;0
15;58;Oleiros;3-002 -B;565;0;0;565;338;0;338;5;12;0;0;1;83;20;154;0;52;0;9;1;0;1;0
15;58;Oleiros;3-003 -A;707;0;0;707;433;0;433;3;5;0;0;4;105;29;203;0;75;0;8;0;0;1;0
15;58;Oleiros;3-003 -B;595;0;0;595;340;0;340;1;3;0;0;1;85;22;139;0;79;0;8;1;0;1;0
15;59;Ordes;1-001 -A;722;0;0;722;442;1;443;6;9;0;2;0;126;8;238;0;43;0;6;0;0;4;1
15;59;Ordes;1-001 -B;805;0;0;805;471;0;471;6;6;0;1;2;142;13;239;0;53;0;7;0;1;1;0
15;59;Ordes;1-002 -A;640;0;0;640;390;0;390;5;4;0;0;1;109;2;218;0;51;0;0;0;0;0;0
15;59;Ordes;1-002 -B;769;0;0;769;509;0;509;3;6;0;0;0;123;18;272;0;78;0;7;1;1;0;0
15;59;Ordes;1-003 -A;680;0;0;680;403;1;404;8;4;0;0;0;111;9;208;0;56;0;3;0;0;4;1
15;59;Ordes;1-003 -B;745;0;0;745;466;0;466;8;6;1;0;1;126;9;249;0;57;1;6;0;1;1;0
15;59;Ordes;1-004 -A;540;0;0;540;338;0;338;5;4;0;1;0;48;4;217;0;57;0;1;0;0;0;1
15;59;Ordes;1-004 -B;230;0;0;230;150;0;150;0;0;1;0;0;29;2;99;0;17;0;2;0;0;0;0
15;59;Ordes;1-005 -U;775;0;0;775;460;1;461;5;6;0;1;1;148;11;221;0;55;0;6;2;2;3;0
15;59;Ordes;1-006 -U;705;0;0;705;442;1;443;5;6;0;0;1;132;6;211;0;68;0;11;1;0;2;0
15;59;Ordes;2-001 -U;814;0;0;814;528;0;528;5;6;0;0;2;97;9;354;0;44;0;11;0;0;0;0
15;59;Ordes;2-002 -A;471;0;0;471;289;0;289;5;4;0;0;0;51;3;194;0;27;0;4;0;0;1;0
15;59;Ordes;2-002 -B;424;0;0;424;291;0;291;2;2;0;0;1;71;3;180;1;20;1;7;0;2;0;1
15;59;Ordes;3-001 -A;269;0;0;269;175;0;175;4;0;0;0;0;31;2;117;0;20;0;1;0;0;0;0
15;59;Ordes;3-001 -B;272;0;0;272;219;0;219;1;4;0;1;0;32;6;128;0;43;0;4;0;0;0;0
15;59;Ordes;3-001 -C;221;0;0;221;136;0;136;4;0;0;0;0;22;0;104;0;3;0;3;0;0;0;0
15;59;Ordes;3-002 -A;428;0;0;428;309;0;309;7;4;0;0;2;51;1;187;0;48;0;6;0;0;0;3
15;59;Ordes;3-002 -B;713;0;0;713;507;0;507;11;5;0;0;0;102;9;308;0;63;0;6;0;0;3;0
15;60;Oroso;1-001 -A;964;0;0;964;616;0;616;7;7;2;0;5;208;20;276;0;81;0;6;0;0;4;0
15;60;Oroso;1-001 -B;971;0;0;971;605;0;605;5;12;0;0;2;182;26;259;0;102;0;12;1;0;4;0
15;60;Oroso;1-002 -U;691;0;0;691;461;1;462;3;5;0;0;1;77;4;295;0;69;0;8;0;0;0;0
15;60;Oroso;1-003 -U;942;0;0;942;605;0;605;11;10;0;0;3;170;42;253;0;96;1;14;0;1;3;1
15;60;Oroso;1-004 -U;576;0;0;576;370;1;371;7;5;1;0;0;52;6;238;0;51;0;10;0;1;0;0
15;60;Oroso;1-005 -U;975;0;0;975;552;1;553;4;9;0;1;2;175;16;232;0;95;0;18;0;0;1;0
15;60;Oroso;2-001 -A;393;0;0;393;230;1;231;3;3;0;0;0;41;6;132;0;42;0;4;0;0;0;0
15;60;Oroso;2-001 -B;366;1;0;367;230;1;231;4;4;0;0;1;32;4;164;0;20;0;1;1;0;0;0
15;61;Ortigueira;1-001 -A;610;0;0;610;386;0;386;5;5;0;1;0;84;5;232;0;44;0;8;0;1;1;0
15;61;Ortigueira;1-001 -B;712;0;0;712;438;1;439;2;4;0;0;0;115;3;246;0;67;0;2;0;0;0;0
15;61;Ortigueira;1-002 -A;304;0;0;304;188;0;188;3;1;0;0;1;41;7;94;0;37;0;3;0;1;0;0
15;61;Ortigueira;1-002 -B;253;0;0;253;166;0;166;5;0;0;0;0;30;2;92;0;37;0;0;0;0;0;0
15;61;Ortigueira;2-001 -U;549;0;0;549;332;1;333;7;0;0;0;0;97;10;170;0;46;0;2;0;0;1;0
15;61;Ortigueira;2-002 -A;235;0;0;235;150;0;150;1;2;0;0;0;25;5;92;0;23;0;2;0;0;0;0
15;61;Ortigueira;2-002 -B;331;0;0;331;203;0;203;1;1;0;0;0;35;3;120;1;34;0;5;0;0;3;0
15;61;Ortigueira;2-003 -U;493;0;0;493;238;2;240;2;2;0;0;0;40;6;141;0;44;0;3;1;0;1;0
15;61;Ortigueira;3-001 -A;384;0;0;384;171;0;171;1;1;0;0;0;18;2;104;0;39;0;4;1;0;1;0
15;61;Ortigueira;3-001 -B;295;0;0;295;173;1;174;2;3;0;0;0;20;2;124;0;21;0;1;1;0;0;0
15;61;Ortigueira;3-001 -C;366;0;0;366;217;0;217;1;2;0;0;0;56;3;109;0;42;0;4;0;0;0;0
15;61;Ortigueira;3-002 -A;277;0;0;277;170;1;171;0;0;0;0;0;38;7;74;0;44;0;7;0;0;1;0
15;61;Ortigueira;3-002 -B;262;0;0;262;164;0;164;2;1;0;0;0;24;1;101;0;30;0;3;0;0;2;0
15;62;Outes;1-001 -U;605;0;0;605;380;0;380;6;0;0;0;3;100;6;216;0;44;0;3;0;0;1;1
15;62;Outes;1-002 -U;580;0;0;580;330;0;330;5;0;0;0;1;79;13;191;0;40;0;1;0;0;0;0
15;62;Outes;1-003 -A;635;0;0;635;390;0;390;2;2;1;1;0;113;12;194;0;50;0;12;1;1;1;0
15;62;Outes;1-003 -B;244;0;0;244;164;0;164;0;2;0;0;0;48;4;86;0;19;0;2;1;0;2;0
15;62;Outes;1-004 -A;241;0;0;241;144;0;144;0;0;0;0;1;42;0;78;0;20;0;2;0;1;0;0
15;62;Outes;1-004 -B;289;0;0;289;148;0;148;1;1;0;0;0;29;1;97;0;11;0;7;0;0;0;1
15;62;Outes;1-004 -C;300;0;0;300;165;0;165;0;0;0;0;1;39;1;95;0;23;0;6;0;0;0;0
15;62;Outes;1-004 -D;663;0;0;663;366;0;366;1;3;0;0;3;86;7;211;1;49;0;2;2;1;0;0
15;62;Outes;1-005 -U;603;0;0;603;339;0;339;2;1;0;0;0;62;10;218;0;40;0;4;1;1;0;0
15;62;Outes;1-008 -U;599;0;0;599;335;0;335;3;1;0;0;4;81;9;202;0;23;0;6;1;1;4;0
15;62;Outes;1-009 -A;390;0;0;390;206;0;206;0;0;2;0;0;46;13;114;0;25;0;2;3;0;0;1
15;62;Outes;1-009 -B;381;0;0;381;223;1;224;0;2;1;0;1;43;6;133;0;29;1;4;3;0;0;1
15;902;Oza-Cesuras;1-001 -U;813;0;0;813;526;0;526;8;0;1;0;1;99;8;321;0;77;0;7;1;0;2;1
15;902;Oza-Cesuras;1-002 -A;547;0;0;547;359;1;360;3;8;0;0;0;65;11;202;0;65;0;4;1;0;0;1
15;902;Oza-Cesuras;1-002 -B;440;0;0;440;278;0;278;2;6;1;0;0;54;4;163;0;42;0;5;0;1;0;0
15;902;Oza-Cesuras;2-001 -A;379;0;0;379;206;0;206;2;1;0;0;0;22;1;152;0;18;0;10;0;0;0;0
15;902;Oza-Cesuras;2-001 -B;592;0;0;592;343;1;344;0;7;1;0;5;43;15;210;0;55;0;8;0;0;0;0
15;902;Oza-Cesuras;3-001 -A;445;0;0;445;285;0;285;2;2;0;0;2;49;11;163;0;54;0;0;0;0;2;0
15;902;Oza-Cesuras;3-001 -B;509;0;0;509;249;0;249;4;2;0;0;0;31;3;175;0;24;0;6;1;0;3;0
15;902;Oza-Cesuras;3-001 -C;306;0;0;306;174;1;175;1;2;0;0;0;36;3;102;0;30;0;0;0;1;0;0
15;902;Oza-Cesuras;3-001 -D;270;0;0;270;193;0;193;2;2;0;0;1;12;2;148;0;22;0;4;0;0;0;0
15;902;Oza-Cesuras;3-001 -E;204;0;0;204;127;0;127;0;0;0;0;0;17;2;77;0;19;0;4;5;0;3;0
15;64;Paderne;1-001 -A;509;0;0;509;350;0;350;1;6;0;0;3;50;8;203;0;72;0;7;0;0;0;0
15;64;Paderne;1-001 -B;234;0;0;234;165;0;165;0;4;0;0;1;22;6;83;0;41;0;6;0;1;1;0
15;64;Paderne;1-001 -C;230;0;0;230;161;0;161;2;2;0;0;0;26;4;99;0;25;0;3;0;0;0;0
15;64;Paderne;1-003 -A;283;2;0;285;182;0;182;1;2;0;0;0;24;0;110;0;37;0;4;3;0;0;1
15;64;Paderne;1-003 -B;319;0;0;319;203;0;203;0;7;0;0;1;46;6;96;0;43;0;4;0;0;0;0
15;64;Paderne;1-004 -U;520;0;0;520;349;0;349;2;4;0;0;2;56;16;193;0;69;0;3;2;0;2;0
15;65;Padr¢n;1-001 -U;918;0;0;918;585;0;585;9;0;1;2;0;172;10;270;1;111;0;5;0;0;4;0
15;65;Padr¢n;1-002 -A;696;0;0;696;436;0;436;4;7;1;1;2;121;13;215;1;59;0;6;4;0;2;0
15;65;Padr¢n;1-002 -B;779;0;0;779;496;0;496;10;6;1;0;2;162;8;222;1;69;1;11;1;0;1;1
15;65;Padr¢n;1-003 -U;973;0;0;973;635;0;635;14;9;1;0;4;180;26;302;0;78;1;11;1;1;7;0
15;65;Padr¢n;2-001 -A;618;0;0;618;378;0;378;1;0;0;0;2;96;6;190;0;73;0;4;1;1;4;0
15;65;Padr¢n;2-001 -B;421;0;0;421;275;0;275;5;1;0;0;1;73;2;146;0;41;0;4;0;0;2;0
15;65;Padr¢n;2-002 -A;243;0;0;243;134;0;134;1;1;0;0;0;38;5;77;0;9;0;2;0;0;1;0
15;65;Padr¢n;2-002 -B;364;0;0;364;251;1;252;2;1;1;0;1;54;7;143;0;32;0;9;0;0;2;0
15;65;Padr¢n;3-001 -U;587;0;0;587;407;0;407;2;6;0;0;3;83;15;212;0;72;0;10;0;0;4;0
15;65;Padr¢n;3-002 -U;537;0;0;537;350;0;350;1;2;2;0;2;60;5;225;0;40;0;12;0;0;1;0
15;65;Padr¢n;4-001 -U;977;0;0;977;601;0;601;17;6;0;0;2;120;14;356;0;73;0;11;1;0;1;0
15;68;Ponteceso;1-001 -U;781;0;0;781;463;0;463;6;6;0;0;0;108;4;272;0;59;0;7;1;0;0;0
15;68;Ponteceso;1-002 -U;556;0;0;556;303;0;303;2;2;0;0;0;57;6;165;0;66;0;4;0;0;1;0
15;68;Ponteceso;2-001 -A;224;0;0;224;127;0;127;0;2;0;0;0;26;2;58;0;35;0;4;0;0;0;0
15;68;Ponteceso;2-001 -B;666;0;0;666;363;0;363;9;0;0;0;3;100;5;197;2;40;0;5;1;0;1;0
15;68;Ponteceso;2-001 -C;426;0;0;426;263;0;263;1;5;0;0;1;67;4;140;0;40;1;3;0;1;0;0
15;68;Ponteceso;2-002 -A;463;0;0;463;292;0;292;0;2;1;0;1;61;4;173;0;46;0;2;0;0;2;0
15;68;Ponteceso;2-002 -B;256;0;0;256;126;0;126;1;1;0;0;0;16;1;72;0;34;0;1;0;0;0;0
15;68;Ponteceso;3-001 -A;235;0;0;235;135;0;135;1;2;0;0;0;26;1;80;0;20;0;4;0;1;0;0
15;68;Ponteceso;3-001 -B;265;0;0;265;144;0;144;3;1;0;0;0;40;7;71;0;22;0;0;0;0;0;0
15;68;Ponteceso;3-002 -U;926;0;0;926;533;0;533;9;1;0;0;1;176;17;204;1;111;0;12;0;0;0;1
15;69;Pontedeume;1-001 -A;852;0;0;852;541;0;541;4;5;0;1;2;189;20;199;0;107;1;11;1;0;1;0
15;69;Pontedeume;1-001 -B;874;0;0;874;548;0;548;9;5;0;0;5;186;26;192;0;113;0;9;0;0;3;0
15;69;Pontedeume;1-002 -U;554;0;0;554;340;0;340;2;4;1;0;1;115;6;117;0;80;0;6;2;0;3;3
15;69;Pontedeume;1-003 -A;717;0;0;717;471;0;471;1;6;0;0;2;171;28;159;2;86;1;10;2;0;2;1
15;69;Pontedeume;1-003 -B;654;0;0;654;413;0;413;3;7;1;0;1;133;19;164;0;79;0;4;0;0;2;0
15;69;Pontedeume;2-001 -A;394;0;0;394;252;0;252;3;4;0;0;1;58;9;123;1;49;0;3;0;1;0;0
15;69;Pontedeume;2-001 -B;335;0;0;335;206;0;206;3;1;0;0;2;51;7;107;0;34;0;1;0;0;0;0
15;69;Pontedeume;2-001 -C;394;0;0;394;294;0;294;2;2;0;0;1;88;9;102;0;86;0;3;1;0;0;0
15;69;Pontedeume;2-002 -A;327;0;0;327;202;0;202;0;1;0;0;2;26;9;128;0;32;0;4;0;0;0;0
15;69;Pontedeume;2-002 -B;352;0;0;352;231;0;231;1;7;0;0;0;76;7;75;0;57;0;5;2;0;1;0
