C¢d. Cir.;C¢d. Con.;Concello;Mesa;Censo;Certif. Alta;Certif. Correc.;Censo Total;Votos electores;Votos interventores;Votos Totais;Votos nulos;Votos brancos;PCTG;PUM+J;PACMA;B.N.G.;PODEMOS-ESQUERDA UNIDA-ANOVA;PP;CCD-AU.TO.NO.MO;PSdeG-PSOE;EQUO;VOX;EN MAREA-COMPROMISO POR GALICIA-PARTIDO GALEGUISTA;RECORTES CERO-ESCO-OV-M;Cs;P-LIB
15;36;Ferrol;2-001 -A;564;0;0;564;334;0;334;2;5;0;0;3;48;21;167;1;58;1;21;2;0;5;0
15;36;Ferrol;2-001 -B;527;0;0;527;319;0;319;3;3;0;1;2;71;18;164;0;49;0;5;0;0;3;0
15;36;Ferrol;2-003 -U;695;0;0;695;426;0;426;2;3;1;0;3;67;19;257;0;52;0;12;5;0;4;1
15;36;Ferrol;2-004 -A;540;0;0;540;339;0;339;2;4;0;0;2;60;12;196;0;50;0;8;0;0;5;0
15;36;Ferrol;2-004 -B;509;0;0;509;328;0;328;1;3;0;0;2;66;20;163;0;64;1;7;0;0;1;0
15;36;Ferrol;2-005 -A;653;0;0;653;335;0;335;3;1;1;0;6;63;34;164;0;55;0;7;0;0;1;0
15;36;Ferrol;2-005 -B;525;0;0;525;266;0;266;0;5;0;0;2;51;31;109;0;65;0;2;0;1;0;0
15;36;Ferrol;2-006 -U;576;0;0;576;344;1;345;0;4;0;0;3;51;19;198;0;52;0;14;3;0;1;0
15;36;Ferrol;2-008 -A;464;0;0;464;311;0;311;3;6;0;1;1;70;18;151;0;54;0;6;1;0;0;0
15;36;Ferrol;2-008 -B;500;0;0;500;335;0;335;2;4;0;0;0;48;20;203;0;51;0;7;0;0;0;0
15;36;Ferrol;2-009 -U;672;0;0;672;397;0;397;5;8;3;2;0;75;22;177;1;88;0;8;2;0;6;0
15;36;Ferrol;2-010 -A;681;0;0;681;351;0;351;0;3;0;1;2;80;21;161;0;69;0;12;2;0;0;0
15;36;Ferrol;2-010 -B;539;0;0;539;294;0;294;1;9;0;0;2;69;21;110;0;64;0;15;0;0;3;0
15;36;Ferrol;2-011 -U;933;0;0;933;503;1;504;2;8;0;0;0;131;47;198;1;102;0;10;1;2;2;0
15;36;Ferrol;2-012 -A;567;0;0;567;274;0;274;0;3;0;0;5;66;24;100;1;70;0;4;0;0;1;0
15;36;Ferrol;2-012 -B;454;0;0;454;237;0;237;1;0;1;0;2;59;24;98;0;44;0;5;1;0;2;0
15;36;Ferrol;2-013 -U;853;0;0;853;463;0;463;5;6;0;0;2;104;36;209;0;87;2;5;3;0;4;0
15;36;Ferrol;2-014 -A;554;0;0;554;311;0;311;6;3;0;0;0;72;15;151;0;56;0;6;0;0;2;0
15;36;Ferrol;2-014 -B;472;0;0;472;241;0;241;1;1;0;0;1;63;14;108;0;47;0;6;0;0;0;0
15;36;Ferrol;2-015 -A;545;0;0;545;290;0;290;5;4;1;0;1;60;18;128;0;61;0;11;0;0;1;0
15;36;Ferrol;2-015 -B;548;0;0;548;282;0;282;1;3;0;0;0;66;19;128;0;50;0;9;2;2;1;1
15;36;Ferrol;2-016 -U;872;0;0;872;517;1;518;3;12;0;0;4;90;26;255;0;115;0;12;0;0;1;0
15;36;Ferrol;3-001 -U;494;0;0;494;314;1;315;0;1;2;0;2;71;18;169;0;33;0;17;0;0;2;0
15;36;Ferrol;3-002 -U;533;0;0;533;316;0;316;1;3;0;0;3;57;20;179;1;36;0;10;2;0;4;0
15;36;Ferrol;3-003 -U;824;0;0;824;514;0;514;0;8;1;0;0;118;47;235;1;84;1;17;0;0;0;2
15;36;Ferrol;3-004 -U;907;0;0;907;520;0;520;1;7;1;0;2;118;34;252;0;85;0;16;1;0;3;0
15;36;Ferrol;4-001 -U;655;0;0;655;383;1;384;1;2;0;0;2;63;13;240;2;39;1;17;2;1;1;0
15;36;Ferrol;4-002 -U;646;0;0;646;407;0;407;1;6;1;0;4;52;27;234;1;62;0;11;0;0;8;0
15;36;Ferrol;4-003 -U;747;0;0;747;468;1;469;5;5;2;0;0;77;39;256;0;61;0;16;1;1;5;1
15;36;Ferrol;5-001 -U;824;0;0;824;514;0;514;3;11;0;0;4;77;31;273;0;79;0;27;0;1;8;0
15;36;Ferrol;5-002 -A;532;0;0;532;321;0;321;0;5;0;1;1;46;28;168;0;50;0;19;2;0;1;0
15;36;Ferrol;5-002 -B;562;0;0;562;322;0;322;4;4;0;0;0;67;31;155;0;45;1;11;0;2;2;0
15;36;Ferrol;5-003 -U;910;0;0;910;619;0;619;2;6;1;0;1;155;61;225;0;147;0;17;0;1;2;1
15;36;Ferrol;5-004 -U;875;0;0;875;529;0;529;8;4;0;0;4;108;35;270;0;75;0;18;3;0;4;0
15;36;Ferrol;6-001 -A;739;0;0;739;291;0;291;0;3;0;0;1;71;17;100;0;92;0;7;0;0;0;0
15;36;Ferrol;6-001 -B;596;0;0;596;240;0;240;2;2;0;0;0;60;25;89;2;54;0;3;1;0;2;0
15;36;Ferrol;6-002 -U;619;0;0;619;254;0;254;1;3;0;0;4;72;31;70;0;63;1;7;2;0;0;0
15;36;Ferrol;6-003 -U;809;0;0;809;410;1;411;2;2;0;0;3;66;44;207;0;74;1;7;1;0;4;0
15;36;Ferrol;6-004 -A;508;0;0;508;282;0;282;1;0;2;0;0;47;27;94;0;103;0;6;2;0;0;0
15;36;Ferrol;6-004 -B;463;0;0;463;255;1;256;2;0;0;0;3;51;24;69;1;97;0;5;2;1;1;0
15;36;Ferrol;6-005 -U;615;0;0;615;259;1;260;3;3;0;0;2;55;32;89;3;65;0;3;4;0;1;0
15;36;Ferrol;6-006 -A;557;0;0;557;277;0;277;0;2;1;0;3;62;33;103;1;64;0;6;0;0;2;0
15;36;Ferrol;6-006 -B;513;0;0;513;258;0;258;0;1;1;2;0;57;14;109;1;58;1;13;0;0;0;1
15;36;Ferrol;6-008 -U;610;0;0;610;308;0;308;0;2;0;0;1;57;24;149;0;65;1;7;1;0;1;0
15;36;Ferrol;6-009 -A;434;0;0;434;288;0;288;0;2;0;0;0;57;21;163;0;32;0;12;0;0;1;0
15;36;Ferrol;6-009 -B;367;0;0;367;187;0;187;0;2;0;0;1;35;32;64;0;51;0;0;1;0;1;0
15;36;Ferrol;6-011 -U;588;0;0;588;321;0;321;1;7;2;0;2;84;36;109;0;74;0;5;0;1;0;0
15;36;Ferrol;6-012 -U;752;0;0;752;349;0;349;5;1;1;1;3;68;41;113;5;102;0;4;2;0;3;0
15;36;Ferrol;6-013 -U;803;0;0;803;382;0;382;2;3;0;0;3;85;65;100;3;103;0;15;1;0;2;0
15;36;Ferrol;6-014 -A;449;0;0;449;284;1;285;4;8;1;0;3;68;15;128;0;46;1;6;1;0;4;0
15;36;Ferrol;6-014 -B;565;0;0;565;355;1;356;5;3;0;0;1;83;19;157;0;78;0;6;0;0;3;1
15;36;Ferrol;6-015 -U;852;0;0;852;502;0;502;4;5;0;0;2;104;27;228;0;115;0;10;1;0;6;0
15;36;Ferrol;6-017 -A;551;0;0;551;315;0;315;1;2;1;1;1;84;13;144;0;60;0;4;0;0;4;0
15;36;Ferrol;6-017 -B;516;0;0;516;293;0;293;1;4;0;0;1;60;14;155;0;49;0;4;0;0;4;1
15;36;Ferrol;7-001 -A;658;0;0;658;356;0;356;3;4;0;2;2;92;22;160;0;67;0;0;1;1;2;0
15;36;Ferrol;7-001 -B;634;0;0;634;360;0;360;0;5;0;0;2;81;26;178;0;61;0;4;0;0;3;0
15;36;Ferrol;7-002 -U;849;0;0;849;478;1;479;1;5;0;0;1;112;44;173;2;120;2;14;1;1;3;0
15;36;Ferrol;7-003 -A;764;0;0;764;424;0;424;5;4;1;0;3;96;22;183;0;90;0;12;3;0;5;0
15;36;Ferrol;7-003 -B;871;0;0;871;472;0;472;2;5;0;1;1;132;20;215;0;85;0;8;1;0;2;0
15;36;Ferrol;7-004 -U;776;0;0;776;423;1;424;1;5;0;2;4;88;16;204;0;92;1;9;1;0;1;0
15;36;Ferrol;7-005 -A;487;0;0;487;240;0;240;0;2;1;0;3;57;2;136;0;30;0;6;1;1;0;1
15;36;Ferrol;7-005 -B;569;0;0;569;288;0;288;1;2;1;0;2;60;19;162;0;34;0;5;2;0;0;0
15;36;Ferrol;7-006 -A;669;0;0;669;309;0;309;4;2;3;3;1;61;36;126;0;58;1;6;2;2;4;0
15;36;Ferrol;7-006 -B;628;0;0;628;277;0;277;1;1;2;0;1;70;31;103;0;56;0;8;0;2;2;0
15;36;Ferrol;7-008 -A;546;0;0;546;302;0;302;3;1;0;0;5;57;26;125;0;71;0;7;1;1;5;0
15;36;Ferrol;7-008 -B;565;0;0;565;308;0;308;0;2;2;0;1;84;29;118;1;60;0;9;0;0;2;0
15;36;Ferrol;7-009 -U;526;0;0;526;273;1;274;0;5;1;0;0;82;34;96;0;52;0;4;0;0;0;0
15;36;Ferrol;8-001 -A;596;0;0;596;336;0;336;2;4;0;0;1;80;24;141;0;78;0;3;1;0;2;0
15;36;Ferrol;8-001 -B;514;0;0;514;237;1;238;0;1;0;0;1;60;12;95;0;59;0;6;2;0;1;1
15;36;Ferrol;8-002 -A;433;0;0;433;232;0;232;1;2;0;0;4;55;13;97;1;49;1;7;2;0;0;0
15;36;Ferrol;8-002 -B;588;0;0;588;295;0;295;3;8;0;0;2;61;24;132;0;61;0;2;1;0;1;0
15;36;Ferrol;8-003 -U;866;1;0;867;426;1;427;3;4;2;0;4;94;39;177;0;88;0;12;1;0;2;1
15;36;Ferrol;8-004 -U;680;0;0;680;383;0;383;1;2;0;0;1;88;44;156;0;79;0;5;2;1;2;2
15;36;Ferrol;8-005 -A;282;0;0;282;160;1;161;1;1;0;1;1;32;23;51;4;40;0;2;1;0;1;3
15;36;Ferrol;8-005 -B;389;0;0;389;198;0;198;2;1;0;0;3;40;15;81;0;50;0;6;0;0;0;0
15;36;Ferrol;8-006 -A;319;0;0;319;209;0;209;2;1;0;0;0;47;13;89;0;51;0;4;0;0;2;0
15;36;Ferrol;8-006 -B;394;1;0;395;234;1;235;0;1;1;0;3;73;13;91;0;49;0;1;1;0;2;0
15;36;Ferrol;8-007 -A;351;0;0;351;202;0;202;1;2;0;0;2;30;4;134;1;20;0;7;0;0;1;0
15;36;Ferrol;8-007 -B;307;0;0;307;163;1;164;1;0;0;0;0;41;6;66;0;45;0;4;1;0;0;0
15;36;Ferrol;8-008 -U;747;0;0;747;423;1;424;3;5;2;3;4;100;27;182;0;86;0;8;1;0;3;0
15;36;Ferrol;8-009 -U;607;0;0;607;292;0;292;3;3;0;0;1;63;23;138;0;54;0;5;2;0;0;0
15;37;Fisterra;1-001 -A;536;0;0;536;269;0;269;3;1;0;0;2;82;11;116;0;48;0;3;1;0;2;0
15;37;Fisterra;1-001 -B;514;0;0;514;280;1;281;5;0;0;0;3;88;2;120;0;51;0;11;0;0;1;0
15;37;Fisterra;1-002 -U;640;0;0;640;370;0;370;3;1;0;0;0;123;7;167;0;59;0;6;3;0;1;0
15;37;Fisterra;1-003 -U;723;0;0;723;392;1;393;3;3;0;0;1;102;14;201;0;62;0;7;0;0;0;0
15;37;Fisterra;1-004 -A;715;0;0;715;405;0;405;3;5;0;0;0;127;17;188;0;55;0;6;0;1;3;0
15;37;Fisterra;1-004 -B;282;0;0;282;128;1;129;1;0;1;0;1;22;2;71;0;30;0;1;0;0;0;0
15;37;Fisterra;1-005 -U;631;0;0;631;337;0;337;2;0;2;0;1;70;18;209;0;31;0;4;0;0;0;0
15;38;Frades;1-001 -A;333;0;0;333;211;0;211;1;5;0;0;0;21;2;158;1;23;0;0;0;0;0;0
15;38;Frades;1-001 -B;239;0;0;239;140;0;140;2;3;0;0;0;31;2;83;0;19;0;0;0;0;0;0
15;38;Frades;1-001 -C;497;0;0;497;314;0;314;3;4;0;0;0;95;6;129;0;73;0;2;0;1;0;1
15;38;Frades;2-001 -A;566;0;0;566;363;0;363;3;1;0;0;0;58;5;235;0;55;0;4;0;1;1;0
15;38;Frades;2-001 -B;445;0;0;445;294;0;294;3;7;0;0;1;78;5;164;0;31;0;5;0;0;0;0
15;39;Irixoa;1-001 -A;318;0;0;318;208;0;208;3;1;0;0;0;38;9;129;0;22;0;4;1;1;0;0
15;39;Irixoa;1-001 -B;342;0;0;342;206;0;206;3;2;1;0;0;20;7;139;0;27;0;6;0;0;1;0
15;39;Irixoa;1-001 -C;258;0;0;258;183;0;183;1;2;0;0;0;27;3;118;0;31;0;1;0;0;0;0
15;39;Irixoa;1-001 -D;306;0;0;306;197;0;197;0;0;0;0;0;39;3;123;0;25;0;5;0;1;1;0
15;40;Laxe;1-001 -A;693;0;0;693;422;0;422;3;1;0;1;2;107;11;234;0;58;0;4;0;0;1;0
15;40;Laxe;1-001 -B;747;0;0;747;453;0;453;3;3;1;0;1;118;12;254;0;47;0;12;0;1;0;1
15;40;Laxe;2-001 -A;449;0;0;449;304;0;304;1;0;0;0;0;43;3;214;0;39;0;4;0;0;0;0
15;40;Laxe;2-001 -B;513;0;0;513;284;0;284;1;1;0;0;0;29;6;181;0;64;0;2;0;0;0;0
15;40;Laxe;2-001 -C;235;0;0;235;161;0;161;1;4;0;0;0;27;6;105;0;16;0;1;0;0;1;0
15;42;Lousame;1-001 -U;909;0;0;909;488;0;488;9;3;0;0;1;88;8;289;0;79;0;6;3;0;1;1
15;42;Lousame;1-002 -A;386;1;0;387;242;0;242;1;3;0;0;3;60;5;141;0;23;1;4;0;0;0;1
15;42;Lousame;1-002 -B;343;0;0;343;231;0;231;2;5;0;0;0;44;8;137;1;33;0;1;0;0;0;0
15;42;Lousame;1-002 -C;249;0;0;249;138;0;138;1;0;0;1;0;28;1;89;0;15;0;2;0;0;1;0
15;42;Lousame;2-001 -A;299;0;0;299;192;0;192;2;1;0;0;1;30;3;106;0;43;0;5;0;0;1;0
15;42;Lousame;2-001 -B;316;0;0;316;182;0;182;2;0;0;0;0;40;2;118;0;17;0;0;0;0;2;1
15;42;Lousame;2-001 -C;407;0;0;407;223;0;223;4;1;0;0;0;38;13;144;0;19;0;4;0;0;0;0
15;43;Malpica de Berganti¤os;1-001 -A;475;0;0;475;317;1;318;5;1;0;0;0;110;1;129;0;65;0;6;1;0;0;0
15;43;Malpica de Berganti¤os;1-001 -B;594;0;0;594;352;1;353;4;4;1;0;2;111;20;146;0;54;0;10;1;0;0;0
15;43;Malpica de Berganti¤os;1-001 -C;605;0;0;605;357;0;357;8;6;0;0;1;110;13;155;2;57;0;3;0;1;0;1
15;43;Malpica de Berganti¤os;1-003 -A;666;0;0;666;385;1;386;3;3;0;0;3;112;3;199;0;51;0;8;0;1;2;1
15;43;Malpica de Berganti¤os;1-003 -B;357;0;0;357;205;0;205;0;2;0;0;0;41;4;127;1;28;0;1;1;0;0;0
15;43;Malpica de Berganti¤os;1-005 -A;271;0;0;271;163;1;164;1;3;0;0;1;32;0;84;0;38;1;1;1;0;2;0
15;43;Malpica de Berganti¤os;1-005 -B;316;0;0;316;181;1;182;2;2;1;0;0;25;3;120;0;23;0;6;0;0;0;0
15;43;Malpica de Berganti¤os;2-001 -A;453;0;0;453;280;0;280;2;1;0;0;0;90;14;131;0;33;0;5;1;0;3;0
15;43;Malpica de Berganti¤os;2-001 -B;488;0;0;488;301;0;301;2;3;0;1;0;71;4;190;0;27;0;2;0;0;1;0
15;43;Malpica de Berganti¤os;2-002 -U;692;0;0;692;439;1;440;3;3;1;0;2;108;6;225;0;84;0;7;0;0;1;0
15;44;Ma¤¢n;1-001 -A;278;0;0;278;179;0;179;0;2;0;0;0;17;3;134;0;21;0;2;0;0;0;0
15;44;Ma¤¢n;1-001 -B;679;0;0;679;435;0;435;7;0;0;0;1;98;13;210;0;98;0;6;1;1;0;0
15;44;Ma¤¢n;1-001 -C;207;0;0;207;146;0;146;0;2;0;1;0;14;2;115;0;11;0;1;0;0;0;0
15;45;Mazaricos;1-001 -U;818;0;0;818;477;0;477;2;2;1;0;0;140;10;263;0;48;0;9;0;1;1;0
15;45;Mazaricos;1-002 -A;467;0;0;467;278;0;278;2;0;0;0;0;57;1;204;0;11;0;3;0;0;0;0
15;45;Mazaricos;1-002 -B;518;0;0;518;277;0;277;1;1;0;0;0;33;5;204;0;31;0;2;0;0;0;0
15;45;Mazaricos;1-003 -U;562;0;0;562;315;0;315;1;0;0;0;0;63;3;215;0;31;0;1;0;0;1;0
15;45;Mazaricos;1-005 -U;659;0;0;659;309;0;309;0;0;0;0;0;73;6;187;0;32;0;11;0;0;0;0
15;45;Mazaricos;1-006 -A;254;0;0;254;143;0;143;0;1;0;0;0;31;5;66;0;39;0;1;0;0;0;0
15;45;Mazaricos;1-006 -B;290;0;0;290;166;0;166;1;0;0;0;0;40;0;103;0;20;0;2;0;0;0;0
15;46;Melide;1-001 -A;507;0;0;507;310;0;310;5;5;0;0;0;77;8;174;0;35;0;4;0;1;1;0
15;46;Melide;1-001 -B;575;0;0;575;345;0;345;6;4;0;0;2;113;0;181;0;31;0;3;1;0;4;0
15;46;Melide;1-002 -A;548;0;0;548;312;0;312;7;3;0;0;1;77;12;169;0;38;0;3;0;0;2;0
15;46;Melide;1-002 -B;646;0;0;646;399;0;399;9;2;0;0;0;98;12;234;0;38;0;5;0;0;1;0
15;46;Melide;1-003 -U;565;0;0;565;358;0;358;8;2;0;1;0;104;5;179;1;52;0;3;1;2;0;0
15;46;Melide;1-004 -A;331;0;0;331;197;0;197;5;2;0;0;0;17;2;142;0;24;0;5;0;0;0;0
15;46;Melide;1-004 -B;258;0;0;258;172;0;172;4;1;0;1;0;35;4;107;0;18;0;2;0;0;0;0
15;46;Melide;1-004 -C;260;0;0;260;165;0;165;3;0;0;0;0;21;3;122;0;12;0;3;1;0;0;0
15;46;Melide;1-004 -D;384;0;0;384;253;0;253;1;0;0;1;0;29;4;182;0;32;0;4;0;0;0;0
15;46;Melide;1-005 -A;769;0;0;769;537;0;537;13;4;0;0;1;97;9;324;0;73;1;13;0;0;2;0
15;46;Melide;1-005 -B;313;0;0;313;186;0;186;4;1;1;0;0;26;2;126;0;25;0;1;0;0;0;0
15;46;Melide;1-007 -A;430;0;0;430;252;0;252;1;0;0;0;0;82;2;125;0;35;0;6;0;0;0;1
15;46;Melide;1-007 -B;572;0;0;572;336;0;336;13;0;0;0;0;103;2;172;0;35;0;4;2;0;4;1
15;47;Mes¡a;1-001 -A;268;0;0;268;151;0;151;2;2;0;0;0;35;3;81;0;26;0;2;0;0;0;0
15;47;Mes¡a;1-001 -B;293;0;0;293;170;0;170;4;2;0;0;0;47;2;83;0;28;0;2;0;0;2;0
15;47;Mes¡a;1-002 -A;248;0;0;248;122;0;122;1;1;0;0;0;26;2;60;0;25;0;5;2;0;0;0
15;47;Mes¡a;1-002 -B;395;0;0;395;218;0;218;2;4;0;0;1;35;3;120;0;47;0;3;1;0;2;0
15;47;Mes¡a;1-003 -A;331;0;0;331;201;0;201;2;1;0;0;1;40;0;126;0;27;0;1;3;0;0;0
15;47;Mes¡a;1-003 -B;223;0;0;223;150;0;150;1;4;0;0;0;30;1;98;0;13;1;1;0;1;0;0
15;47;Mes¡a;1-003 -C;465;0;0;465;303;0;303;2;3;0;0;0;64;6;163;0;62;0;3;0;0;0;0
15;48;Mi¤o;1-001 -A;579;0;0;579;333;0;333;2;0;0;1;0;78;19;150;0;69;1;8;1;0;4;0
15;48;Mi¤o;1-001 -B;496;0;0;496;289;0;289;6;3;0;0;1;59;12;140;0;62;1;4;0;0;1;0
15;48;Mi¤o;1-002 -U;667;0;0;667;415;0;415;5;4;0;0;2;55;19;238;1;78;2;5;3;0;3;0
15;48;Mi¤o;1-003 -A;720;0;0;720;419;0;419;5;7;0;0;0;95;19;197;0;79;0;15;1;1;0;0
15;48;Mi¤o;1-003 -B;626;0;0;626;344;0;344;7;5;0;0;1;82;19;138;0;86;0;5;0;1;0;0
15;48;Mi¤o;2-001 -A;307;0;0;307;184;0;184;0;0;0;0;0;28;1;118;0;35;0;2;0;0;0;0
15;48;Mi¤o;2-001 -B;364;0;0;364;224;0;224;3;7;0;0;0;26;7;113;0;63;0;4;1;0;0;0
15;48;Mi¤o;2-002 -A;519;0;0;519;353;0;353;0;1;1;0;1;61;11;207;0;59;0;10;0;2;0;0
15;48;Mi¤o;2-002 -B;398;0;0;398;254;1;255;3;0;0;0;0;58;9;125;0;50;0;7;2;1;0;0
15;48;Mi¤o;2-002 -C;479;0;0;479;293;0;293;2;7;0;0;2;80;10;141;1;41;1;4;1;0;3;0
15;49;Moeche;1-001 -A;201;0;0;201;118;0;118;0;2;0;0;0;58;0;50;0;8;0;0;0;0;0;0
15;49;Moeche;1-001 -B;303;0;0;303;216;0;216;1;4;0;0;0;88;1;98;0;22;0;2;0;0;0;0
15;49;Moeche;1-002 -A;241;0;0;241;187;1;188;0;2;0;0;0;51;2;124;0;8;0;1;0;0;0;0
15;49;Moeche;1-002 -B;322;0;0;322;214;0;214;1;1;0;0;0;67;2;127;0;12;0;4;0;0;0;0
15;50;Monfero;1-001 -A;630;0;0;630;298;0;298;5;4;1;0;0;59;6;143;0;75;0;2;0;0;3;0
15;50;Monfero;1-001 -B;277;0;0;277;156;0;156;1;2;0;0;0;29;1;103;0;19;0;1;0;0;0;0
15;50;Monfero;1-001 -C;215;0;0;215;130;0;130;1;1;0;0;0;33;2;69;0;19;0;5;0;0;0;0
15;50;Monfero;1-003 -A;384;0;0;384;191;0;191;3;1;0;0;0;51;0;93;0;37;0;3;1;1;1;0
15;50;Monfero;1-003 -B;214;0;0;214;115;0;115;0;2;0;0;1;27;2;68;0;15;0;0;0;0;0;0
15;51;Mugardos;1-001 -A;502;0;0;502;285;0;285;4;5;0;0;0;79;29;115;0;51;0;2;0;0;0;0
15;51;Mugardos;1-001 -B;491;0;0;491;266;0;266;0;6;0;0;0;73;28;106;0;47;0;4;2;0;0;0
15;51;Mugardos;1-002 -A;707;0;0;707;410;0;410;6;8;0;0;4;122;30;164;0;69;0;5;0;0;2;0
15;51;Mugardos;1-002 -B;786;0;0;786;421;0;421;2;6;1;0;4;118;34;182;0;65;2;7;0;0;0;0
15;51;Mugardos;1-002 -C;437;0;0;437;242;0;242;0;2;0;0;2;72;17;103;0;39;0;5;2;0;0;0
15;51;Mugardos;2-001 -A;516;0;0;516;312;0;312;4;2;1;0;1;59;28;137;0;68;1;9;0;0;1;1
15;51;Mugardos;2-001 -B;409;0;0;409;232;0;232;0;2;0;0;0;59;18;100;0;49;1;3;0;0;0;0
15;51;Mugardos;2-002 -U;654;0;0;654;393;0;393;5;3;1;0;3;106;35;148;0;88;0;3;1;0;0;0
15;53;Muros;1-001 -A;804;0;0;804;496;0;496;1;3;0;1;1;110;18;258;0;92;0;7;2;0;2;1
15;53;Muros;1-001 -B;396;0;0;396;224;0;224;2;2;1;0;1;72;8;102;0;26;1;5;2;1;1;0
15;53;Muros;1-002 -A;557;0;0;557;336;0;336;2;4;0;0;6;90;5;182;0;39;0;6;0;0;2;0
15;53;Muros;1-002 -B;208;0;0;208;105;0;105;1;0;0;0;2;26;1;55;1;19;0;0;0;0;0;0
15;53;Muros;1-003 -A;405;0;0;405;231;0;231;3;2;0;0;2;86;11;91;0;31;0;4;0;0;1;0
15;53;Muros;1-003 -B;609;0;0;609;368;0;368;0;2;0;1;0;136;14;133;0;76;0;5;0;0;1;0
15;53;Muros;1-004 -A;353;0;0;353;180;0;180;2;6;0;0;3;33;5;81;0;36;0;11;1;0;2;0
15;53;Muros;1-004 -B;413;0;0;413;228;0;228;8;2;0;0;1;51;2;117;0;45;0;2;0;0;0;0
15;53;Muros;1-005 -U;934;0;0;934;465;0;465;1;4;2;1;1;131;15;201;0;99;0;10;0;0;0;0
15;53;Muros;1-006 -A;420;0;0;420;226;0;226;1;4;0;2;0;74;10;97;0;34;1;3;0;0;0;0
15;53;Muros;1-006 -B;283;0;0;283;121;0;121;4;2;0;0;0;28;3;65;0;16;1;2;0;0;0;0
15;53;Muros;1-007 -A;513;0;0;513;335;0;335;2;1;0;0;0;139;14;109;0;60;0;8;1;1;0;0
15;53;Muros;1-007 -B;517;0;0;517;308;0;308;3;2;0;0;2;99;15;109;0;72;0;4;0;1;1;0
15;53;Muros;1-008 -A;685;0;0;685;405;0;405;3;9;0;0;2;115;14;193;0;62;0;4;2;0;1;0
15;53;Muros;1-008 -B;316;0;0;316;171;0;171;2;2;0;0;2;65;12;66;0;21;0;1;0;0;0;0
15;52;Mux¡a;1-001 -A;589;0;0;589;356;1;357;3;5;0;0;2;63;8;197;0;73;0;5;0;1;0;0
15;52;Mux¡a;1-001 -B;631;0;0;631;393;0;393;4;3;0;0;0;105;6;166;0;101;0;7;0;0;0;1
15;52;Mux¡a;1-002 -U;680;0;0;680;384;0;384;6;7;0;0;0;52;4;226;0;82;0;5;0;0;2;0
15;52;Mux¡a;1-003 -A;280;0;0;280;169;0;169;0;0;1;0;0;18;0;94;0;52;0;3;0;0;1;0
15;52;Mux¡a;1-003 -B;342;0;0;342;192;0;192;0;1;0;0;1;36;4;87;0;55;0;8;0;0;0;0
15;52;Mux¡a;1-003 -C;223;0;0;223;155;0;155;1;2;0;0;1;26;1;91;0;32;0;1;0;0;0;0
15;52;Mux¡a;1-004 -A;360;0;0;360;217;0;217;0;1;0;0;0;27;1;122;0;60;0;3;0;0;3;0
15;52;Mux¡a;1-004 -B;320;0;0;320;190;0;190;1;0;0;0;0;34;4;116;0;34;0;1;0;0;0;0
15;52;Mux¡a;1-005 -A;318;0;0;318;189;0;189;1;0;0;0;0;17;0;132;0;33;0;6;0;0;0;0
15;52;Mux¡a;1-005 -B;290;0;0;290;134;0;134;2;1;0;0;0;8;1;91;0;23;1;7;0;0;0;0
15;54;Nar¢n;1-001 -A;513;0;0;513;258;0;258;0;3;1;0;1;76;11;104;0;50;0;8;0;1;3;0
15;54;Nar¢n;1-001 -B;446;0;0;446;199;0;199;2;1;0;1;4;53;12;81;0;44;0;0;0;0;1;0
15;54;Nar¢n;1-002 -U;810;0;0;810;445;0;445;1;3;1;0;2;98;18;210;0;93;0;15;1;1;2;0
15;54;Nar¢n;1-003 -A;548;0;0;548;328;0;328;5;14;0;0;2;91;20;131;0;49;1;11;2;0;0;2
15;54;Nar¢n;1-003 -B;492;0;0;492;303;0;303;5;2;0;0;1;97;17;117;1;50;0;10;0;0;3;0
15;54;Nar¢n;2-001 -U;780;0;0;780;449;1;450;1;7;0;0;0;102;23;201;0;100;2;9;0;2;3;0
15;54;Nar¢n;2-002 -U;675;0;0;675;350;0;350;1;3;0;0;3;94;25;137;0;73;0;9;1;0;4;0
15;54;Nar¢n;2-003 -A;712;0;0;712;365;0;365;2;5;0;0;0;92;20;181;0;44;0;15;0;0;6;0
15;54;Nar¢n;2-003 -B;827;0;0;827;415;0;415;0;6;0;0;1;119;22;190;0;65;0;7;0;2;3;0
15;54;Nar¢n;3-001 -A;358;0;0;358;187;0;187;1;3;1;0;0;63;3;75;0;39;0;2;0;0;0;0
15;54;Nar¢n;3-001 -B;625;0;0;625;291;0;291;2;1;0;0;1;91;12;139;0;40;0;5;0;0;0;0
15;54;Nar¢n;3-002 -U;795;0;0;795;408;0;408;3;10;0;0;5;114;19;186;1;60;0;7;2;1;0;0
15;54;Nar¢n;4-001 -A;744;0;0;744;389;1;390;2;5;0;1;1;119;20;175;0;57;1;5;1;0;2;1
15;54;Nar¢n;4-001 -B;689;0;0;689;379;0;379;7;8;1;0;1;99;28;160;0;59;0;13;2;0;1;0
15;54;Nar¢n;4-002 -A;856;0;0;856;411;0;411;5;4;0;0;2;114;20;177;0;79;0;9;0;0;1;0
15;54;Nar¢n;4-002 -B;822;0;0;822;404;0;404;2;4;1;0;3;116;20;177;1;67;0;12;0;0;1;0
