Cód Cir;Cód Con;Concello;Mesa;Censo;Certif Alta;Censo Total;Votos Totais;Votos nulos;Votos brancos;Abstención;Votos Válidos;Votos Candidaturas;BNG;DO;ECG;ESCANOS EN BRANCO;PACMA;PODEMOS-ALIANZA VERDE;PP;PSdeG-PSOE;PUM+J;SUMAR GALICIA;VOX
32;54;Ourense;02-011-U;928;0;928;650;3;2;278;647;645;205;119;1;0;1;1;232;68;0;3;15
32;54;Ourense;03-001-A;707;0;707;485;6;5;222;479;474;118;99;1;0;1;0;194;51;0;3;7
32;54;Ourense;03-001-B;745;0;745;505;2;2;240;503;501;143;90;1;0;3;0;202;47;3;2;10
32;54;Ourense;03-002-U;804;0;804;521;6;6;283;515;509;150;95;2;0;2;3;180;69;0;5;3
32;54;Ourense;03-003-A;610;0;610;384;4;5;226;380;375;101;81;0;0;1;1;128;55;0;0;8
32;54;Ourense;03-003-B;647;0;647;421;1;2;226;420;418;104;98;0;1;0;0;152;52;0;0;11
32;54;Ourense;03-004-A;448;0;448;324;1;1;124;323;322;102;60;1;0;0;0;122;30;1;2;4
32;54;Ourense;03-004-B;494;0;494;341;2;6;153;339;333;119;52;0;2;1;0;115;38;0;3;3
32;54;Ourense;03-004-C;732;0;732;460;3;6;272;457;451;153;94;0;0;0;0;143;54;1;1;5
32;54;Ourense;03-005-U;884;0;884;639;1;6;245;638;632;181;110;0;0;2;0;243;83;2;3;8
32;54;Ourense;03-006-U;651;0;651;458;5;2;193;453;451;124;88;0;0;0;0;189;45;0;0;5
32;54;Ourense;03-007-U;687;0;687;491;1;7;196;490;483;143;119;1;0;0;0;144;71;0;1;4
32;54;Ourense;03-008-A;889;0;889;617;2;1;272;615;614;188;117;0;1;1;1;231;69;0;2;4
32;54;Ourense;03-008-B;863;0;863;615;3;10;248;612;602;192;109;1;0;5;4;195;82;0;3;11
32;54;Ourense;03-009-A;356;0;356;236;1;2;120;235;233;58;58;1;0;0;1;87;25;0;0;3
32;54;Ourense;03-009-B;386;0;386;280;1;2;106;279;277;70;53;0;0;1;0;113;35;0;0;5
32;54;Ourense;03-010-A;713;0;713;468;3;2;245;465;463;118;105;0;0;0;4;164;60;1;2;9
32;54;Ourense;03-010-B;289;0;289;214;0;0;75;214;214;81;28;1;0;0;0;77;24;0;0;3
32;54;Ourense;03-011-A;793;0;793;523;0;7;270;523;516;176;95;0;1;0;0;175;59;1;4;5
32;54;Ourense;03-011-B;801;0;801;535;4;9;266;531;522;151;120;0;0;1;0;178;64;0;3;5
32;54;Ourense;03-012-A;275;0;275;200;0;2;75;200;198;23;39;0;1;0;0;101;30;0;1;3
32;54;Ourense;03-012-B;271;0;271;158;5;2;113;153;151;24;35;0;0;0;0;67;22;0;1;2
32;54;Ourense;03-013-U;715;0;715;523;4;9;192;519;510;138;72;1;2;0;0;212;74;0;5;6
32;54;Ourense;03-014-A;773;0;773;544;6;6;229;538;532;152;85;0;0;1;1;213;71;0;3;6
32;54;Ourense;03-014-B;762;0;762;552;0;2;210;552;550;168;82;1;0;2;1;221;62;1;4;8
32;54;Ourense;03-015-A;649;0;649;430;3;4;219;427;423;96;83;1;0;1;0;183;47;2;1;9
32;54;Ourense;03-015-B;724;0;724;496;5;5;228;491;486;99;97;1;0;0;1;226;56;0;2;4
32;54;Ourense;03-016-A;455;0;455;327;1;3;128;326;323;87;54;0;0;1;0;113;61;1;2;4
32;54;Ourense;03-016-B;498;0;498;353;0;0;145;353;353;97;68;0;2;1;2;119;54;1;3;6
32;54;Ourense;03-017-U;613;0;613;385;4;8;228;381;373;87;67;0;0;0;0;156;58;0;2;3
32;54;Ourense;04-002-A;589;0;589;403;2;0;186;401;401;142;55;0;0;1;0;144;45;0;3;11
32;54;Ourense;04-002-B;556;0;556;395;2;1;161;393;392;133;58;0;0;1;2;143;45;0;4;6
32;54;Ourense;04-003-A;505;0;505;352;2;3;153;350;347;123;50;0;0;0;1;126;42;0;0;5
32;54;Ourense;04-003-B;480;0;480;339;3;1;141;336;335;115;38;0;0;0;2;128;45;0;2;5
32;54;Ourense;04-004-U;648;0;648;427;3;0;221;424;424;136;76;0;0;1;0;158;41;0;2;10
32;54;Ourense;04-005-A;767;0;767;526;5;6;241;521;515;153;74;0;1;0;0;225;56;1;2;3
32;54;Ourense;04-005-B;759;0;759;525;2;0;234;523;523;157;67;0;0;0;3;214;74;1;4;3
32;54;Ourense;04-006-A;626;0;626;417;3;0;209;414;414;109;56;0;1;0;2;179;60;0;2;5
32;54;Ourense;04-006-B;409;0;409;276;4;2;133;272;270;77;38;0;0;1;0;110;38;2;1;3
32;54;Ourense;04-007-U;833;1;834;545;1;3;289;544;541;143;122;0;1;6;2;204;56;3;0;4
32;54;Ourense;04-008-U;741;0;741;557;1;5;184;556;551;181;77;0;1;0;1;180;105;0;1;5
32;54;Ourense;04-009-A;689;0;689;475;3;5;214;472;467;130;83;0;0;2;0;174;68;0;3;7
32;54;Ourense;04-009-B;719;0;719;491;1;5;228;490;485;128;75;1;0;0;1;197;69;2;3;9
32;54;Ourense;04-010-A;501;0;501;330;2;5;171;328;323;99;41;0;0;1;0;141;35;1;2;3
32;54;Ourense;04-010-B;516;0;516;359;7;0;157;352;352;108;71;1;1;2;0;141;26;0;0;2
32;54;Ourense;04-011-U;659;0;659;318;3;4;341;315;311;91;48;1;1;3;0;115;44;1;2;5
32;54;Ourense;04-012-U;823;0;823;538;1;8;285;537;529;151;94;0;1;3;1;191;77;2;4;5
32;54;Ourense;04-013-U;790;0;790;518;0;2;272;518;516;148;95;1;0;0;0;200;60;3;4;5
32;54;Ourense;04-014-A;651;0;651;417;4;1;234;413;412;126;93;0;1;0;0;159;26;0;3;4
32;54;Ourense;04-014-B;611;12;623;382;5;1;241;377;376;105;89;0;1;0;0;136;33;0;3;9
32;54;Ourense;04-015-U;600;0;600;432;1;4;168;431;427;153;55;1;0;2;0;148;60;1;2;5
32;54;Ourense;05-001-A;682;0;682;476;3;4;206;473;469;144;77;1;0;3;1;193;43;2;0;5
32;54;Ourense;05-001-B;730;0;730;477;2;3;253;475;472;152;78;1;0;0;0;166;65;0;4;6
32;54;Ourense;05-002-A;432;0;432;319;1;5;113;318;313;91;61;0;0;0;0;106;49;0;5;1
32;54;Ourense;05-002-B;451;0;451;320;2;2;131;318;316;99;62;0;0;6;0;103;39;1;2;4
32;54;Ourense;05-003-A;801;0;801;579;4;5;222;575;570;187;97;0;0;0;0;214;59;1;5;7
32;54;Ourense;05-003-B;745;0;745;554;2;5;191;552;547;181;84;1;0;0;0;190;70;0;8;13
32;54;Ourense;05-004-A;570;0;570;417;1;1;153;416;415;120;65;1;0;0;0;163;63;0;1;2
32;54;Ourense;05-004-B;690;0;690;506;2;4;184;504;500;153;73;0;0;0;2;181;79;1;4;7
32;54;Ourense;05-005-A;943;0;943;682;4;4;261;678;674;210;118;2;0;4;1;216;106;0;10;7
32;54;Ourense;05-005-B;855;0;855;602;4;4;253;598;594;210;104;0;2;3;1;189;73;1;4;7
32;54;Ourense;05-006-A;280;0;280;191;1;0;89;190;190;34;48;0;0;2;0;78;26;0;0;2
32;54;Ourense;05-006-B;754;0;754;446;5;1;308;441;440;74;112;0;0;2;0;182;60;0;3;7
32;54;Ourense;05-008-A;444;0;444;297;1;2;147;296;294;76;58;0;0;1;1;103;48;0;1;6
32;54;Ourense;05-008-B;454;0;454;303;3;0;151;300;300;80;67;0;0;0;0;110;34;0;2;7
32;54;Ourense;05-009-A;468;0;468;291;6;1;177;285;284;75;51;0;0;2;0;111;39;0;1;5
32;54;Ourense;05-009-B;510;0;510;317;5;4;193;312;308;86;60;0;1;4;0;123;30;0;3;1
32;54;Ourense;05-010-A;640;0;640;495;9;5;145;486;481;137;92;1;1;1;0;171;62;0;6;10
32;54;Ourense;05-010-B;556;0;556;406;3;2;150;403;401;151;84;1;0;1;0;104;54;0;0;6
32;54;Ourense;05-011-A;511;0;511;328;1;0;183;327;327;96;69;0;2;0;0;111;47;0;0;2
32;54;Ourense;05-011-B;428;0;428;276;3;0;152;273;273;70;60;1;0;0;0;95;39;1;1;6
32;54;Ourense;05-012-U;788;0;788;507;2;2;281;505;503;92;75;0;2;3;1;250;71;0;2;7
32;54;Ourense;05-013-A;407;0;407;295;3;3;112;292;289;76;53;0;0;1;0;127;27;1;1;3
32;54;Ourense;05-013-B;219;0;219;156;2;0;63;154;154;38;18;0;1;0;0;64;31;0;2;0
32;54;Ourense;05-013-C;378;0;378;257;0;0;121;257;257;78;42;0;0;1;1;103;26;0;0;6
32;54;Ourense;05-014-A;263;0;263;195;0;2;68;195;193;51;37;0;0;0;0;63;35;0;2;5
32;54;Ourense;05-014-B;517;0;517;366;3;2;151;363;361;82;94;0;1;0;0;128;52;0;0;4
32;54;Ourense;05-014-C;323;0;323;226;0;3;97;226;223;51;42;0;0;0;0;89;39;0;0;2
32;54;Ourense;05-015-A;407;0;407;276;0;1;131;276;275;77;50;0;0;0;0;110;34;0;0;4
32;54;Ourense;05-015-B;429;0;429;277;1;0;152;276;276;65;51;0;0;0;0;119;32;0;1;8
32;54;Ourense;05-016-A;228;0;228;154;0;0;74;154;154;39;24;0;0;0;0;74;17;0;0;0
32;54;Ourense;05-016-B;589;0;589;300;1;2;289;299;297;63;41;1;3;1;1;164;13;0;1;9
32;54;Ourense;05-017-A;265;0;265;187;1;0;78;186;186;41;41;0;1;1;0;65;25;0;4;8
32;54;Ourense;05-017-B;249;0;249;161;1;2;88;160;158;54;28;0;0;1;0;56;17;0;1;1
32;54;Ourense;05-018-A;730;0;730;485;1;8;245;484;476;134;101;2;0;4;1;158;61;2;2;11
32;54;Ourense;05-018-B;778;0;778;544;4;5;234;540;535;162;130;1;2;4;1;155;70;2;3;5
32;54;Ourense;05-019-A;565;0;565;397;0;0;168;397;397;104;91;0;0;2;1;125;65;0;4;5
32;54;Ourense;05-019-B;493;0;493;328;0;3;165;328;325;88;68;0;0;1;0;116;44;0;2;6
32;54;Ourense;05-020-A;473;0;473;339;4;5;134;335;330;108;68;2;0;2;0;91;50;0;3;6
32;54;Ourense;05-020-B;528;0;528;373;4;3;155;369;366;113;63;0;0;1;1;127;52;1;2;6
32;54;Ourense;05-021-A;563;0;563;408;2;7;155;406;399;100;76;0;0;2;0;165;51;0;4;1
32;54;Ourense;05-021-B;649;0;649;476;2;7;173;474;467;123;83;1;0;4;1;190;58;0;1;6
32;53;Oímbra;01-001-A;415;0;415;323;2;5;92;321;316;89;7;0;0;0;0;189;30;0;0;1
32;53;Oímbra;01-001-B;239;0;239;192;0;0;47;192;192;30;0;0;0;0;0;147;15;0;0;0
32;53;Oímbra;01-001-C;304;0;304;207;2;1;97;205;204;42;0;0;0;1;0;143;13;0;0;5
32;53;Oímbra;01-001-D;298;0;298;238;3;3;60;235;232;66;3;1;1;0;0;147;13;0;0;1
32;55;Paderne de Allariz;01-001-A;605;0;605;424;3;5;181;421;416;80;36;0;2;2;1;249;38;0;4;4
32;55;Paderne de Allariz;01-001-B;582;0;582;392;3;2;190;389;387;99;30;0;0;2;0;206;44;0;1;5
32;56;Padrenda;01-001-A;418;0;418;324;0;2;94;324;322;37;3;7;0;0;0;247;25;0;0;3
32;56;Padrenda;01-001-B;217;0;217;150;1;0;67;149;149;13;5;0;0;0;0;118;9;0;0;4
32;56;Padrenda;01-002-A;308;0;308;202;1;0;106;201;201;18;8;0;0;0;0;127;47;0;0;1
32;56;Padrenda;01-002-B;425;0;425;309;3;3;116;306;303;32;6;0;0;0;0;203;59;0;0;3
32;57;Parada de Sil;01-001-U;463;0;463;297;1;2;166;296;294;64;26;2;0;2;1;115;79;1;0;4
32;60;Petín;01-001-A;410;0;410;269;3;3;141;266;263;84;6;1;0;0;1;93;73;0;0;5
32;60;Petín;01-001-B;335;0;335;231;1;3;104;230;227;51;6;0;0;0;1;119;43;0;3;4
32;61;Piñor;01-001-A;290;0;290;232;1;0;58;231;231;24;1;10;1;0;0;176;15;0;2;2
32;61;Piñor;01-001-B;276;0;276;225;1;2;51;224;222;40;1;17;0;1;0;133;25;0;0;5
32;61;Piñor;01-001-C;425;0;425;326;0;2;99;326;324;61;12;10;0;0;0;216;21;0;2;2
32;64;Pontedeva;01-001-U;419;0;419;308;0;1;111;308;307;43;4;0;0;0;0;227;29;0;1;3
32;62;Porqueira;01-001-A;382;0;382;286;1;1;96;285;284;54;1;0;2;0;0;209;18;0;0;0
32;62;Porqueira;01-001-B;398;0;398;302;2;1;96;300;299;46;4;0;0;1;0;225;21;0;0;2
32;65;Punxín;01-001-A;412;0;412;281;0;1;131;281;280;72;13;0;0;0;0;148;41;0;0;6
32;65;Punxín;01-001-B;248;0;248;128;1;0;120;127;127;32;8;1;0;0;0;70;16;0;0;0
32;66;Quintela de Leirado;01-001-U;516;0;516;351;0;0;165;351;351;13;6;0;0;0;0;316;14;0;0;2
32;67;Rairiz de Veiga;01-001-A;436;0;436;334;0;0;102;334;334;92;9;0;1;0;0;172;51;0;0;9
32;67;Rairiz de Veiga;01-001-B;241;0;241;169;1;0;72;168;168;39;2;0;1;0;0;99;23;0;0;4
32;67;Rairiz de Veiga;01-001-C;238;0;238;172;0;2;66;172;170;43;4;0;0;0;0;96;27;0;0;0
32;67;Rairiz de Veiga;01-001-D;204;0;204;111;2;0;93;109;109;20;4;0;0;1;0;56;27;0;0;1
32;68;Ramirás;01-001-A;293;0;293;209;1;2;84;208;206;70;2;0;0;0;0;91;41;0;1;1
32;68;Ramirás;01-001-B;323;0;323;187;1;0;136;186;186;36;1;0;0;1;1;112;29;0;2;4
32;68;Ramirás;02-001-A;323;0;323;206;0;0;117;206;206;60;5;0;0;0;0;92;47;0;1;1
32;68;Ramirás;02-001-B;373;0;373;261;3;1;112;258;257;70;7;0;0;0;1;134;42;0;1;2
32;69;Ribadavia;01-001-U;519;0;519;417;1;0;102;416;416;140;13;0;1;1;0;180;77;0;3;1
32;69;Ribadavia;01-003-A;572;0;572;406;5;2;166;401;399;130;9;1;0;0;0;192;56;0;3;8
32;69;Ribadavia;01-003-B;567;0;567;431;1;3;136;430;427;128;8;0;0;2;0;226;52;0;4;7
32;69;Ribadavia;01-004-U;546;0;546;414;4;0;132;410;410;141;5;0;1;1;2;162;93;0;2;3
32;69;Ribadavia;01-005-A;491;0;491;374;5;1;117;369;368;116;21;1;0;2;1;158;58;2;5;4
32;69;Ribadavia;01-005-B;545;0;545;395;1;2;150;394;392;133;19;0;1;0;0;167;58;0;8;6
32;69;Ribadavia;02-001-A;298;0;298;226;2;2;72;224;222;46;1;0;0;0;0;126;42;0;0;7
32;69;Ribadavia;02-001-B;307;0;307;233;0;0;74;233;233;73;3;0;2;0;0;114;37;0;0;4
32;69;Ribadavia;02-001-C;325;0;325;249;0;0;76;249;249;90;6;0;0;2;1;117;26;1;2;4
32;71;Riós;01-001-A;402;0;402;229;4;1;173;225;224;53;5;0;0;0;0;125;40;0;0;1
32;71;Riós;01-001-B;389;0;389;250;0;1;139;250;249;50;5;0;0;0;0;133;58;0;0;3
32;71;Riós;01-001-C;225;0;225;166;2;1;59;164;163;38;2;0;0;0;0;104;19;0;0;0
32;71;Riós;01-001-D;228;0;228;161;1;0;67;160;160;32;0;0;0;0;0;77;50;1;0;0
32;73;Rubiá;01-001-A;755;0;755;538;5;4;217;533;529;111;9;0;0;0;3;264;127;0;6;9
32;73;Rubiá;01-001-B;265;0;265;169;0;1;96;169;168;22;1;0;0;0;0;100;35;2;3;5
32;73;Rubiá;01-001-C;213;0;213;146;2;0;67;144;144;11;3;0;0;0;1;96;30;0;0;3
32;74;San Amaro;01-001-A;287;0;287;194;0;0;93;194;194;28;3;2;0;1;0;127;26;0;0;7
32;74;San Amaro;01-001-B;294;0;294;222;3;1;72;219;218;36;6;5;0;0;0;146;21;0;0;4
32;74;San Amaro;01-001-C;357;0;357;266;1;0;91;265;265;54;12;1;0;2;0;162;26;0;1;7
32;75;San Cibrao das Viñas;01-001-A;774;0;774;602;9;3;172;593;590;124;81;0;0;2;3;321;41;1;3;14
32;75;San Cibrao das Viñas;01-001-B;778;0;778;587;7;3;191;580;577;137;63;1;0;0;2;325;30;1;2;16
32;75;San Cibrao das Viñas;01-002-A;542;0;542;395;1;2;147;394;392;70;35;0;0;1;0;241;31;0;2;12
32;75;San Cibrao das Viñas;01-002-B;545;0;545;409;3;0;136;406;406;68;26;0;0;0;0;280;28;0;2;2
32;75;San Cibrao das Viñas;01-003-A;564;0;564;395;1;4;169;394;390;74;40;0;0;0;1;207;63;0;1;4
32;75;San Cibrao das Viñas;01-003-B;457;0;457;350;5;1;107;345;344;56;27;0;0;1;0;219;35;0;2;4
32;75;San Cibrao das Viñas;02-001-U;903;0;903;726;5;6;177;721;715;153;44;0;0;0;0;434;71;0;1;12
32;76;San Cristovo de Cea;01-001-A;501;0;501;393;1;2;108;392;390;67;20;6;0;0;0;259;28;0;0;10
32;76;San Cristovo de Cea;01-001-B;224;0;224;174;0;0;50;174;174;36;6;2;0;0;0;101;27;0;0;2
32;76;San Cristovo de Cea;01-001-C;344;0;344;247;4;1;97;243;242;45;3;0;0;0;0;177;14;0;0;3
32;76;San Cristovo de Cea;02-001-A;330;0;330;253;2;0;77;251;251;44;14;13;0;0;0;168;8;0;0;4
32;76;San Cristovo de Cea;02-001-B;432;0;432;319;3;2;113;316;314;77;17;4;0;1;0;192;18;0;3;2
32;70;San Xoán de Río;01-001-U;481;0;481;301;2;2;180;299;297;43;9;0;2;1;0;202;32;0;1;7
32;77;Sandiás;01-001-A;336;0;336;238;0;1;98;238;237;56;10;0;0;1;1;118;42;0;2;7
32;77;Sandiás;01-001-B;335;0;335;234;0;1;101;234;233;54;9;0;0;0;0;137;30;0;0;3
32;77;Sandiás;01-001-C;348;0;348;234;0;2;114;234;232;55;13;0;0;1;0;122;36;0;0;5
32;78;Sarreaus;01-001-A;407;0;407;293;0;1;114;293;292;68;3;0;1;0;0;188;25;0;2;5
32;78;Sarreaus;01-001-B;334;0;334;252;4;3;82;248;245;41;3;0;1;0;0;169;28;0;0;3
32;78;Sarreaus;01-001-C;263;0;263;200;2;1;63;198;197;42;5;0;1;0;0;134;14;0;0;1
32;79;Taboadela;01-001-A;373;0;373;267;4;5;106;263;258;51;21;0;0;0;0;134;46;0;1;5
32;79;Taboadela;01-001-B;295;0;295;223;2;1;72;221;220;51;24;0;0;1;1;100;42;0;0;1
32;79;Taboadela;01-002-U;665;0;665;454;2;2;211;452;450;110;45;0;0;1;0;225;60;0;2;7
32;81;Toén;01-001-A;440;0;440;317;0;0;123;317;317;62;20;0;1;0;0;190;42;0;0;2
32;81;Toén;01-001-B;233;0;233;167;1;0;66;166;166;29;8;1;0;0;0;76;46;0;1;5
32;81;Toén;01-002-A;270;0;270;211;1;1;59;210;209;42;25;0;0;0;1;113;24;0;1;3
32;81;Toén;01-002-B;244;0;244;189;1;2;55;188;186;22;10;0;1;0;1;113;36;0;0;3
32;81;Toén;02-001-A;457;0;457;376;2;2;81;374;372;84;24;0;0;0;0;206;51;0;2;5
32;81;Toén;02-001-B;364;0;364;286;3;3;78;283;280;58;21;0;0;0;0;159;36;0;0;6
32;82;Trasmiras;01-001-A;505;0;505;353;1;4;152;352;348;124;6;1;0;0;0;189;24;0;1;3
32;82;Trasmiras;01-001-B;350;0;350;246;1;3;104;245;242;76;2;0;0;0;0;136;24;0;0;4
32;82;Trasmiras;01-001-C;257;0;257;192;1;0;65;191;191;50;5;0;0;0;0;124;8;0;0;4
32;84;Verea;01-001-A;346;0;346;262;1;1;84;261;260;141;6;0;0;0;1;95;9;1;1;6
32;84;Verea;01-001-B;238;0;238;184;0;3;54;184;181;105;3;0;0;0;0;64;7;0;0;2
32;84;Verea;01-001-C;272;0;272;176;0;0;96;176;176;87;1;0;0;0;0;72;12;0;0;4
32;85;Verín;01-001-A;611;0;611;385;4;1;226;381;380;130;7;0;1;1;0;184;49;0;1;7
32;85;Verín;01-001-B;532;0;532;328;3;1;204;325;324;112;6;0;0;0;0;158;43;0;0;5
32;85;Verín;01-002-A;468;0;468;302;2;3;166;300;297;86;12;0;0;1;1;151;36;0;1;9
32;85;Verín;01-002-B;480;0;480;309;3;0;171;306;306;83;9;0;1;3;0;159;40;0;2;9
32;85;Verín;01-003-A;528;0;528;374;4;2;154;370;368;92;7;2;0;0;0;195;58;0;5;9
32;85;Verín;01-003-B;227;1;228;154;1;0;74;153;153;36;6;0;0;0;0;92;17;0;0;2
32;85;Verín;01-004-A;319;0;319;219;1;0;100;218;218;86;2;0;1;0;2;104;17;0;2;4
32;85;Verín;01-004-B;661;0;661;367;0;1;294;367;366;85;5;0;0;0;1;209;59;0;1;6
32;85;Verín;01-004-C;378;0;378;245;1;2;133;244;242;74;10;0;0;0;0;116;42;0;0;0
32;85;Verín;01-004-D;315;0;315;198;0;1;117;198;197;43;0;0;0;0;0;96;56;0;0;2
32;85;Verín;01-005-A;427;0;427;292;2;4;135;290;286;86;11;1;0;0;0;141;43;0;0;4
32;85;Verín;01-005-B;372;0;372;258;2;2;114;256;254;61;2;0;1;0;1;151;34;1;1;2
32;85;Verín;01-005-C;333;0;333;219;1;0;114;218;218;53;0;0;1;1;0;136;22;0;0;5
32;85;Verín;01-007-A;521;0;521;343;5;2;178;338;336;105;3;0;0;0;0;173;46;1;1;7
32;85;Verín;01-007-B;538;0;538;368;8;5;170;360;355;122;7;2;0;0;0;179;39;0;0;6
32;85;Verín;01-008-A;635;0;635;408;8;0;227;400;400;134;4;0;0;1;2;205;49;0;2;3
32;85;Verín;01-008-B;646;0;646;426;7;3;220;419;416;142;5;0;1;0;1;198;62;0;4;3
32;85;Verín;01-009-A;650;0;650;380;3;2;270;377;375;126;6;0;0;0;0;199;34;0;0;10
32;85;Verín;01-009-B;649;0;649;409;5;1;240;404;403;130;10;0;0;0;0;197;50;0;2;14
32;85;Verín;01-010-A;562;0;562;366;3;2;196;363;361;123;8;0;0;2;1;176;48;0;0;3
32;85;Verín;01-010-B;559;0;559;384;0;4;175;384;380;122;9;0;0;0;0;208;37;1;1;2
32;86;Viana do Bolo;01-001-A;468;0;468;305;5;2;163;300;298;71;1;0;1;0;0;174;41;0;1;9
32;86;Viana do Bolo;01-001-B;504;0;504;352;1;1;152;351;350;103;4;0;1;2;1;198;34;0;1;6
32;86;Viana do Bolo;01-001-C;569;0;569;309;4;0;260;305;305;91;6;0;1;1;0;162;36;0;5;3
32;86;Viana do Bolo;02-001-A;443;0;443;255;2;2;188;253;251;67;3;0;0;0;0;147;33;0;1;0
32;86;Viana do Bolo;02-001-B;405;0;405;242;1;2;163;241;239;58;4;0;1;0;0;145;29;0;0;2
32;88;Vilamartín de Valdeorras;01-001-A;766;0;766;481;7;2;285;474;472;87;9;0;0;1;0;237;118;0;9;11
32;88;Vilamartín de Valdeorras;01-001-B;290;0;290;79;0;1;211;79;78;11;1;0;0;1;0;48;17;0;0;0
32;88;Vilamartín de Valdeorras;01-002-A;281;0;281;179;5;1;102;174;173;39;0;0;0;0;3;91;28;0;4;8
32;88;Vilamartín de Valdeorras;01-002-B;249;0;249;187;1;0;62;186;186;33;3;0;0;0;0;90;51;0;3;6
32;87;Vilamarín;01-001-A;546;0;546;402;8;4;144;394;390;81;24;0;0;0;0;253;23;0;1;8
32;87;Vilamarín;01-001-B;254;0;254;180;1;0;74;179;179;49;10;0;0;0;0;102;14;0;1;3
32;87;Vilamarín;02-001-A;570;0;570;440;6;1;130;434;433;84;29;0;1;1;2;266;43;0;0;7
32;87;Vilamarín;02-001-B;259;0;259;186;1;4;73;185;181;49;25;0;0;1;0;93;7;1;1;4
32;89;Vilar de Barrio;01-001-U;620;0;620;410;1;6;210;409;403;145;11;0;0;1;0;208;31;0;5;2
32;89;Vilar de Barrio;02-001-U;502;0;502;362;4;0;140;358;358;71;24;0;0;0;1;209;49;0;0;4
32;90;Vilar de Santos;01-001-A;362;0;362;276;0;1;86;276;275;160;7;0;0;0;0;93;11;0;0;4
32;90;Vilar de Santos;01-001-B;336;0;336;258;2;2;78;256;254;157;6;0;1;0;0;77;9;0;0;4
32;91;Vilardevós;01-001-A;413;0;413;301;0;3;112;301;298;53;3;0;0;0;0;179;58;0;1;4
32;91;Vilardevós;01-001-B;216;0;216;155;1;1;61;154;153;26;0;0;0;1;0;86;37;0;0;3
32;91;Vilardevós;01-002-A;228;0;228;171;3;0;57;168;168;19;0;0;0;0;0;88;60;0;0;1
32;91;Vilardevós;01-002-B;330;0;330;251;1;3;79;250;247;57;2;0;0;0;2;115;70;0;0;1
32;91;Vilardevós;01-002-C;336;0;336;256;0;0;80;256;256;35;1;3;0;1;1;128;81;0;2;4
32;92;Vilariño de Conso;01-001-U;474;0;474;339;6;3;135;333;330;89;6;0;0;1;3;192;33;0;0;6
32;32;Xinzo de Limia;01-001-A;798;0;798;526;6;2;272;520;518;182;27;2;0;1;1;247;51;0;1;6
32;32;Xinzo de Limia;01-001-B;726;0;726;484;4;1;242;480;479;171;12;0;0;1;1;251;34;0;0;9
32;32;Xinzo de Limia;01-002-A;737;0;737;496;11;2;241;485;483;157;8;0;0;0;0;256;46;1;0;15
32;32;Xinzo de Limia;01-002-B;755;0;755;521;5;3;234;516;513;159;19;0;0;4;0;258;64;0;2;7
32;32;Xinzo de Limia;01-003-A;387;0;387;251;3;1;136;248;247;67;21;0;0;0;0;130;22;0;1;6
32;32;Xinzo de Limia;01-003-B;270;0;270;208;1;3;62;207;204;59;8;0;0;0;0;115;20;1;0;1
32;32;Xinzo de Limia;01-005-A;339;0;339;239;1;1;100;238;237;65;2;0;2;2;0;132;31;0;0;3
32;32;Xinzo de Limia;01-005-B;423;0;423;280;2;2;143;278;276;53;4;0;0;0;0;176;31;0;3;9
32;32;Xinzo de Limia;01-007-A;204;0;204;140;1;0;64;139;139;29;3;0;0;0;0;87;18;0;1;1
32;32;Xinzo de Limia;01-007-B;408;0;408;268;0;1;140;268;267;74;6;0;0;0;0;152;26;0;0;9
32;32;Xinzo de Limia;01-009-A;746;0;746;500;1;5;246;499;494;145;13;0;0;1;1;278;47;0;2;7
32;32;Xinzo de Limia;01-009-B;749;0;749;497;4;3;252;493;490;147;8;0;0;1;2;272;44;0;1;15
32;32;Xinzo de Limia;01-010-A;596;0;596;401;7;3;195;394;391;126;10;0;1;0;1;188;55;1;3;6
32;32;Xinzo de Limia;01-010-B;577;0;577;400;6;6;177;394;388;110;10;0;0;1;0;223;36;0;1;7
32;36;Xunqueira de Ambía;01-001-A;364;0;364;306;1;4;58;305;301;111;19;0;0;0;0;153;10;0;2;6
32;36;Xunqueira de Ambía;01-001-B;250;0;250;190;0;2;60;190;188;79;7;0;0;0;0;80;14;0;3;5
32;36;Xunqueira de Ambía;02-001-A;368;0;368;282;1;2;86;281;279;58;11;0;0;0;0;196;13;0;0;1
32;36;Xunqueira de Ambía;02-001-B;212;0;212;149;0;0;63;149;149;37;7;0;0;1;0;96;4;0;0;4
32;37;Xunqueira de Espadanedo;01-001-U;603;0;603;427;0;3;176;427;424;78;25;0;1;0;1;276;35;1;2;5
32;990;Residentes ausentes-Ourense;99-001-U;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
32;990;Residentes ausentes-Ourense;99-002-U;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
32;990;Residentes ausentes-Ourense;99-003-U;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
32;990;Residentes ausentes-Ourense;99-004-U;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
32;990;Residentes ausentes-Ourense;99-005-U;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
32;990;Residentes ausentes-Ourense;99-006-U;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
