Anio_Electoral;C.A.;Codigo_Municipio;Municipio;Distrito;Seccion;Mesa;Censo;Votos_Emitidos;Votos_Nulos;Votos_en_blanco;Votos_Validos;Porc_Escrutado;AP-ALIANZA_POPULAR_P.DEMOCRATA;AP-FEDERACION_PARTIDOS_DE_ALIA;PP-PARTIDO_POPULAR;PP-PARTIDO_POPULAR_DE_LA_RIOJA;PSOE-PARTIDO_SOCIALISTA_OBRERO;PR-PARTIDO_RIOJANO;PR-PARTIDO_RIOJANO_PROGRESISTA;PRx-PARTIDO_RIOJANO;PRxE-PARTIDO_RIOJANO_x_ESPANA_;I.U.-IZQUIERDA_UNIDA;IU-IZQUIERDA_UNIDA;IU-IZQUIERDA_UNIDA_LA_RIOJA;PCE-PARTIDO_COMUNISTA_DE_ESPAN;MASH-MOVIMIENTO_AL_SOCIALISMO_;MASH-MVTO_AL_SOCIALISMO_HUMANI;VERDES-LOS_VERDES;VERDES-LOS_VERDES_DE_LA_RIOJA;AR.-ALTERNATIVA_RIOJANA;IZQ.-COALICION_ELECTORAL_IZQ_-;CDS-CENTRO_DEMOCRATICO_Y_SOCIA;PTE-UC-P.TRABAJADORES_ESPANA-U;PDP-PARTIDO_DEMOCRATA_POPULAR;P.C.P.E.-PARTIDO_COMUNISTA_LOS;PCPE-PARTIDO_COMUNISTA_LOS_PUE;PUMxJ-POR_UN_MUNDO_MAS_JUSTO;UPYD-UNION_PROGRESO_Y_DEMOCRAC;UPyD-UNION_PROGRESO_Y_DEMOCRAC_1;ECOLO-VERDE-COALICION_VERDES_D;PACMA-ANTITAURINO_CONTRA_MALTR;PACMA-PART._ANIMALISTA_CONTRA_;PACMA-PARTIDO_ANIMALISTA_CON_E;PACMA-PARTIDO_ANIMALISTA_CONTR;Cs-CIUDADANOS-PARTIDO_DE_LA_CI;PODEMOS-PODEMOS;PODEMOS-I.U.-PODEMOS-IZQUIERDA;PODEMOS-IU-EQUO-UNIDAS_PODEMOS;CR-IU-EQUO-CAMBIA_LA_RIOJA-IU-;EB-PARTIDO_ESCANOS_EN_BLANCO;ESCANOS_EN_BLANCO-ESCANOS_EN_B;VOX-VOX;VINEA-VINEA_La_Rioja;PLRi-POR_LA_RIOJA;p43;p44;p45;p46;p47;p48;p49;p50
1987;La Rioja;71;Haro;03;001;C;563;427;9;3;418;100.0;;159;;;144;;22;;;;39;;;;;;;;;24;10;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;71;Haro;04;001;A;658;495;18;11;477;100.0;;183;;;153;;41;;;;11;;;;;;;;;29;9;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;71;Haro;04;001;B;709;540;19;0;521;100.0;;225;;;151;;50;;;;16;;;;;;;;;31;6;42;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;71;Haro;04;002;U;635;466;13;14;453;100.0;;220;;;109;;32;;;;10;;;;;;;;;41;1;26;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;72;Herce;01;001;U;339;313;3;2;310;100.0;;99;;;91;;11;;;;;;;;;;;;;103;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;73;Herramélluri;01;001;U;186;142;17;2;125;100.0;;59;;;55;;2;;;;2;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;74;Hervías;01;001;U;237;199;0;9;199;100.0;;74;;;89;;5;;;;3;;;;;;;;;13;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;75;Hormilla;01;001;U;447;320;2;4;318;100.0;;88;;;126;;10;;;;1;;;;;;;;;12;;77;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;76;Hormilleja;01;001;U;200;122;0;2;122;100.0;;35;;;41;;8;;;;1;;;;;;;;;12;2;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;77;Hornillos De Cameros;01;001;U;24;16;0;1;16;100.0;;4;;;2;;;;;;1;;;;;;;;;2;2;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;78;Hornos De Moncalvillo;01;001;U;84;66;0;2;66;100.0;;9;;;33;;9;;;;;;;;;;;;;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;79;Huércanos;01;001;U;799;635;5;9;630;100.0;;297;;;136;;155;;;;5;;;;;;;;;18;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;80;Igea;01;001;U;850;717;3;14;714;100.0;;368;;;213;;6;;;;2;;;;;;;;;60;3;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;81;Jalón De Cameros;01;001;U;31;30;4;0;26;100.0;;7;;;16;;;;;;;;;;;;;;;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;82;Laguna De Cameros;01;001;U;169;134;7;0;127;100.0;;54;;;35;;2;;;;;;;;;;;;;35;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;83;Lagunilla Del Jubera;01;001;U;365;281;2;0;279;100.0;;97;;;108;;40;;;;1;;;;;;;;;23;4;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;84;Lardero;01;001;U;1158;799;2;14;797;100.0;;381;;;259;;84;;;;9;;;;;;;;;31;3;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;84;Lardero;01;002;U;1099;600;10;6;590;100.0;;265;;;207;;65;;;;12;;;;;;;;;25;1;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;86;Ledesma De La Cogolla;01;001;U;27;20;0;0;20;100.0;;13;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;87;Leiva;01;001;U;356;262;7;6;255;100.0;;121;;;97;;4;;;;6;;;;;;;;;18;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;88;Leza De Río Leza;01;001;U;23;20;1;0;19;100.0;;8;;;2;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;01;001;A;643;354;15;12;339;100.0;;94;;;167;;21;;;;14;;;;;;;;;26;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;01;001;B;584;364;11;5;353;100.0;;116;;;167;;8;;;;16;;;;;;;;;24;6;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;01;002;A;462;305;13;7;292;100.0;;110;;;118;;11;;;;12;;;;;;;;;26;4;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;01;002;B;495;343;4;5;339;100.0;;142;;;109;;18;;;;10;;;;;;;;;47;4;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;01;003;A;466;302;2;5;300;100.0;;138;;;64;;26;;;;9;;;;;;;;;42;3;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;01;003;B;528;370;3;7;367;100.0;;188;;;85;;17;;;;11;;;;;;;;;43;;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;01;003;C;527;375;3;4;372;100.0;;167;;;102;;18;;;;10;;;;;;;;;52;6;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;01;004;U;742;526;7;8;519;100.0;;291;;;116;;22;;;;11;;;;;;;;;53;3;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;01;005;U;603;365;22;3;343;100.0;;124;;;148;;12;;;;11;;;;;;;;;29;5;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;02;001;A;431;298;4;5;294;100.0;;96;;;115;;13;;;;16;;;;;;;;;38;7;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;02;001;B;626;402;2;7;400;100.0;;134;;;178;;13;;;;17;;;;;;;;;42;6;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;02;001;C;574;403;2;9;401;100.0;;148;;;150;;20;;;;7;;;;;;;;;52;6;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;02;002;A;666;456;7;7;449;100.0;;118;;;197;;22;;;;15;;;;;;;;;66;12;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;02;002;B;717;506;1;11;505;100.0;;129;;;213;;32;;;;13;;;;;;;;;78;2;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;02;003;A;519;359;8;8;351;100.0;;70;;;185;;22;;;;17;;;;;;;;;33;11;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;02;003;B;601;400;7;5;393;100.0;;82;;;204;;23;;;;15;;;;;;;;;41;16;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;02;004;A;664;453;14;8;439;100.0;;57;;;250;;19;;;;17;;;;;;;;;72;9;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;02;004;B;737;493;2;7;491;100.0;;21;;;9;;22;;;;17;;;;;;;;;90;266;59;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;02;005;A;627;394;8;7;386;100.0;;122;;;177;;11;;;;10;;;;;;;;;45;7;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;02;005;B;777;497;3;12;494;100.0;;179;;;189;;22;;;;8;;;;;;;;;58;8;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;02;006;A;515;352;3;6;349;100.0;;93;;;151;;16;;;;20;;;;;;;;;47;4;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;02;006;B;553;386;9;8;377;100.0;;85;;;157;;31;;;;18;;;;;;;;;56;13;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;02;007;U;900;668;20;12;648;100.0;;152;;;278;;86;;;;33;;;;;;;;;57;11;19;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;02;008;A;576;399;5;8;394;100.0;;111;;;173;;23;;;;8;;;;;;;;;61;3;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;02;008;B;706;466;7;7;459;100.0;;103;;;223;;24;;;;20;;;;;;;;;60;12;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;02;009;A;631;379;4;2;375;100.0;;110;;;176;;21;;;;8;;;;;;;;;48;7;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;02;009;B;765;498;5;9;493;100.0;;131;;;233;;22;;;;15;;;;;;;;;68;8;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;02;010;A;447;291;1;2;290;100.0;;76;;;123;;20;;;;16;;;;;;;;;47;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;02;010;B;475;318;7;3;311;100.0;;90;;;112;;27;;;;24;;;;;;;;;49;3;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;02;011;A;464;321;12;10;309;100.0;;65;;;142;;16;;;;23;;;;;;;;;45;5;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;02;011;B;573;412;1;15;411;100.0;;73;;;210;;18;;;;10;;;;;;;;;69;10;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;02;012;A;498;345;13;7;332;100.0;;59;;;156;;18;;;;17;;;;;;;;;56;10;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;02;012;B;636;439;8;14;431;100.0;;93;;;193;;24;;;;10;;;;;;;;;70;11;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;02;013;U;640;466;7;8;459;100.0;;157;;;174;;38;;;;9;;;;;;;;;56;5;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;02;014;U;832;565;9;7;556;100.0;;189;;;199;;26;;;;14;;;;;;;;;93;4;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;02;015;U;611;421;4;16;417;100.0;;97;;;202;;18;;;;11;;;;;;;;;56;6;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;02;016;A;488;326;0;6;326;100.0;;52;;;160;;33;;;;15;;;;;;;;;48;4;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;02;016;B;628;416;9;3;407;100.0;;86;;;197;;34;;;;11;;;;;;;;;64;4;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;03;001;A;637;415;10;11;405;100.0;;248;;;75;;13;;;;3;;;;;;;;;45;3;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;03;001;B;782;563;11;12;552;100.0;;326;;;103;;25;;;;9;;;;;;;;;59;3;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;03;002;A;510;350;6;9;344;100.0;;133;;;123;;14;;;;4;;;;;;;;;41;5;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;03;002;B;610;418;5;12;413;100.0;;179;;;139;;11;;;;5;;;;;;;;;49;1;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;03;003;A;555;400;10;6;390;100.0;;249;;;55;;23;;;;6;;;;;;;;;31;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;03;003;B;603;427;1;9;426;100.0;;277;;;60;;20;;;;1;;;;;;;;;41;5;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;03;004;U;808;582;8;14;574;100.0;;234;;;185;;32;;;;9;;;;;;;;;71;8;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;03;005;A;560;362;3;7;359;100.0;;106;;;142;;25;;;;11;;;;;;;;;56;3;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;03;005;B;679;418;1;8;417;100.0;;139;;;158;;22;;;;10;;;;;;;;;63;5;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;03;006;A;388;279;1;3;278;100.0;;92;;;105;;20;;;;13;;;;;;;;;39;3;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;03;006;B;560;374;11;1;363;100.0;;111;;;153;;18;;;;;;;;;;;;;57;7;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;03;007;A;464;327;8;7;319;100.0;;131;;;90;;20;;;;4;;;;;;;;;54;7;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;03;007;B;545;382;1;5;381;100.0;;171;;;110;;33;;;;8;;;;;;;;;45;1;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;03;008;U;920;620;4;7;616;100.0;;291;;;169;;38;;;;11;;;;;;;;;75;6;19;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;03;009;A;427;301;6;4;295;100.0;;108;;;113;;17;;;;8;;;;;;;;;36;4;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;03;009;B;534;383;5;16;378;100.0;;141;;;121;;22;;;;11;;;;;;;;;46;1;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;03;009;C;572;386;1;7;385;100.0;;149;;;130;;25;;;;11;;;;;;;;;51;2;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;03;010;A;418;278;0;11;278;100.0;;134;;;60;;15;;;;8;;;;;;;;;31;6;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;03;010;B;540;386;6;7;380;100.0;;158;;;124;;22;;;;11;;;;;;;;;44;;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;03;011;A;612;402;5;10;397;100.0;;148;;;125;;33;;;;7;;;;;;;;;55;1;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;03;011;B;745;502;5;11;497;100.0;;207;;;156;;24;;;;14;;;;;;;;;71;3;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;03;012;A;599;392;3;15;389;100.0;;172;;;100;;16;;;;14;;;;;;;;;61;;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;03;012;B;786;495;8;16;487;100.0;;203;;;143;;24;;;;6;;;;;;;;;75;5;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;03;012;C;794;515;14;9;501;100.0;;212;;;149;;27;;;;13;;;;;;;;;72;3;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;03;013;A;572;410;1;12;409;100.0;;130;;;158;;19;;;;9;;;;;;;;;64;6;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;03;013;B;665;451;3;9;448;100.0;;153;;;179;;32;;;;8;;;;;;;;;48;6;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;03;014;A;457;304;1;4;303;100.0;;140;;;78;;16;;;;7;;;;;;;;;36;2;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;03;014;B;511;367;7;6;360;100.0;;158;;;104;;21;;;;5;;;;;;;;;42;2;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;03;015;A;584;421;3;5;418;100.0;;227;;;87;;19;;;;5;;;;;;;;;58;2;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;03;015;B;731;496;7;11;489;100.0;;283;;;92;;34;;;;13;;;;;;;;;47;1;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;03;016;A;514;348;4;9;344;100.0;;95;;;140;;16;;;;19;;;;;;;;;52;2;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;03;016;B;646;446;18;8;428;100.0;;140;;;161;;35;;;;7;;;;;;;;;63;6;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;03;017;U;766;503;3;10;500;100.0;;177;;;186;;27;;;;16;;;;;;;;;55;7;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;03;018;A;491;350;5;9;345;100.0;;191;;;68;;19;;;;2;;;;;;;;;42;4;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;03;018;B;497;353;4;9;349;100.0;;191;;;68;;20;;;;4;;;;;;;;;50;2;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;03;019;U;888;672;3;16;669;100.0;;220;;;239;;35;;;;15;;;;;;;;;112;6;26;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;03;020;A;446;316;2;6;314;100.0;;117;;;111;;19;;;;13;;;;;;;;;37;4;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;03;020;B;584;429;1;8;428;100.0;;145;;;154;;40;;;;14;;;;;;;;;54;3;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;03;020;C;614;419;9;11;410;100.0;;146;;;150;;23;;;;6;;;;;;;;;57;4;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;03;021;A;495;363;7;16;356;100.0;;147;;;105;;23;;;;4;;;;;;;;;49;1;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;03;021;B;577;423;4;8;419;100.0;;159;;;139;;33;;;;12;;;;;;;;;59;1;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;03;022;U;763;496;5;13;491;100.0;;235;;;119;;28;;;;8;;;;;;;;;70;6;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;03;023;A;466;341;5;6;336;100.0;;190;;;62;;18;;;;6;;;;;;;;;39;2;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;03;023;B;611;425;0;10;425;100.0;;234;;;79;;21;;;;8;;;;;;;;;60;5;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;03;024;U;851;571;10;22;561;100.0;;124;;;249;;49;;;;10;;;;;;;;;76;8;23;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;04;001;A;661;436;1;5;435;100.0;;135;;;173;;27;;;;15;;;;;;;;;68;5;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;04;001;B;731;446;2;9;444;100.0;;152;;;185;;25;;;;12;;;;;;;;;44;6;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;04;002;U;878;595;20;11;575;100.0;;177;;;229;;25;;;;19;;;;;;;;;92;6;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;04;003;A;594;420;6;7;414;100.0;;147;;;142;;24;;;;10;;;;;;;;;68;5;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;04;003;B;660;490;6;5;484;100.0;;187;;;170;;24;;;;17;;;;;;;;;59;7;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;04;004;U;570;398;10;4;388;100.0;;153;;;129;;17;;;;10;;;;;;;;;64;4;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;04;005;A;683;470;5;5;465;100.0;;144;;;184;;25;;;;12;;;;;;;;;61;9;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;04;005;B;747;481;5;15;476;100.0;;148;;;184;;25;;;;12;;;;;;;;;75;5;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;04;006;A;412;275;2;4;273;100.0;;125;;;84;;16;;;;1;;;;;;;;;32;5;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;04;006;B;523;356;4;8;352;100.0;;147;;;106;;21;;;;8;;;;;;;;;40;6;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;04;007;A;479;347;2;5;345;100.0;;118;;;125;;14;;;;6;;;;;;;;;62;5;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;04;007;B;622;418;1;8;417;100.0;;119;;;164;;16;;;;13;;;;;;;;;74;6;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;04;008;A;579;406;1;7;405;100.0;;213;;;103;;17;;;;6;;;;;;;;;44;4;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;04;008;B;657;449;0;11;449;100.0;;238;;;101;;22;;;;9;;;;;;;;;56;2;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;04;009;A;582;389;8;2;381;100.0;;76;;;223;;20;;;;18;;;;;;;;;35;3;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;04;009;B;681;460;6;14;454;100.0;;101;;;246;;27;;;;19;;;;;;;;;35;8;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;04;010;U;818;536;0;10;536;100.0;;155;;;264;;26;;;;6;;;;;;;;;53;4;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;04;011;A;578;376;1;8;375;100.0;;111;;;152;;25;;;;4;;;;;;;;;56;9;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;04;011;B;707;472;19;7;453;100.0;;126;;;183;;21;;;;14;;;;;;;;;77;7;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;04;012;U;727;480;3;7;477;100.0;;144;;;219;;19;;;;12;;;;;;;;;49;5;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;04;013;U;724;491;7;9;484;100.0;;109;;;260;;11;;;;22;;;;;;;;;63;2;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;04;014;A;584;416;12;4;404;100.0;;84;;;211;;16;;;;9;;;;;;;;;66;7;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;04;014;B;758;539;7;7;532;100.0;;121;;;271;;19;;;;14;;;;;;;;;89;5;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;04;015;A;485;342;1;10;341;100.0;;104;;;142;;24;;;;7;;;;;;;;;44;5;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;04;015;B;593;422;6;13;416;100.0;;122;;;176;;28;;;;11;;;;;;;;;55;7;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;04;015;C;607;399;2;5;397;100.0;;119;;;174;;22;;;;7;;;;;;;;;57;7;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;04;016;U;739;528;10;13;518;100.0;;181;;;220;;18;;;;15;;;;;;;;;58;5;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;04;017;A;477;292;5;13;287;100.0;;75;;;118;;19;;;;9;;;;;;;;;44;3;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;04;017;B;554;368;1;4;367;100.0;;104;;;161;;15;;;;9;;;;;;;;;63;6;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;04;018;A;522;344;3;9;341;100.0;;123;;;115;;21;;;;5;;;;;;;;;51;5;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;04;018;B;593;416;7;8;409;100.0;;165;;;128;;12;;;;5;;;;;;;;;77;3;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;04;019;A;404;286;0;7;286;100.0;;96;;;114;;24;;;;6;;;;;;;;;35;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;04;019;B;580;408;0;9;408;100.0;;122;;;164;;32;;;;8;;;;;;;;;65;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;La Rioja;89;Logroño;04;020;U;766;517;9;7;508;100.0;;147;;;213;;27;;;;10;;;;;;;;;84;9;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;
