Anio_Electoral;C.A.;Codigo_Municipio;Municipio;Distrito;Seccion;Mesa;Censo;Votos_Emitidos;Votos_Nulos;Votos_en_blanco;Votos_Validos;Porc_Escrutado;AP-ALIANZA_POPULAR_P.DEMOCRATA;AP-FEDERACION_PARTIDOS_DE_ALIA;PP-PARTIDO_POPULAR;PP-PARTIDO_POPULAR_DE_LA_RIOJA;PSOE-PARTIDO_SOCIALISTA_OBRERO;PR-PARTIDO_RIOJANO;PR-PARTIDO_RIOJANO_PROGRESISTA;PRx-PARTIDO_RIOJANO;PRxE-PARTIDO_RIOJANO_x_ESPANA_;I.U.-IZQUIERDA_UNIDA;IU-IZQUIERDA_UNIDA;IU-IZQUIERDA_UNIDA_LA_RIOJA;PCE-PARTIDO_COMUNISTA_DE_ESPAN;MASH-MOVIMIENTO_AL_SOCIALISMO_;MASH-MVTO_AL_SOCIALISMO_HUMANI;VERDES-LOS_VERDES;VERDES-LOS_VERDES_DE_LA_RIOJA;AR.-ALTERNATIVA_RIOJANA;IZQ.-COALICION_ELECTORAL_IZQ_-;CDS-CENTRO_DEMOCRATICO_Y_SOCIA;PTE-UC-P.TRABAJADORES_ESPANA-U;PDP-PARTIDO_DEMOCRATA_POPULAR;P.C.P.E.-PARTIDO_COMUNISTA_LOS;PCPE-PARTIDO_COMUNISTA_LOS_PUE;PUMxJ-POR_UN_MUNDO_MAS_JUSTO;UPYD-UNION_PROGRESO_Y_DEMOCRAC;UPyD-UNION_PROGRESO_Y_DEMOCRAC_1;ECOLO-VERDE-COALICION_VERDES_D;PACMA-ANTITAURINO_CONTRA_MALTR;PACMA-PART._ANIMALISTA_CONTRA_;PACMA-PARTIDO_ANIMALISTA_CON_E;PACMA-PARTIDO_ANIMALISTA_CONTR;Cs-CIUDADANOS-PARTIDO_DE_LA_CI;PODEMOS-PODEMOS;PODEMOS-I.U.-PODEMOS-IZQUIERDA;PODEMOS-IU-EQUO-UNIDAS_PODEMOS;CR-IU-EQUO-CAMBIA_LA_RIOJA-IU-;EB-PARTIDO_ESCANOS_EN_BLANCO;ESCANOS_EN_BLANCO-ESCANOS_EN_B;VOX-VOX;VINEA-VINEA_La_Rioja;PLRi-POR_LA_RIOJA;p43;p44;p45;p46;p47;p48;p49;p50
2019;La Rioja;21;Autol;02;001;A;397;280;3;1;277;100.0;;;135;;93;;;5;;;;;;;;;;;;;;;;;;;;;;;;3;27;;;7;;;;6;;;;;;;;;;
2019;La Rioja;21;Autol;02;001;B;390;283;3;1;280;100.0;;;140;;84;;;6;;;;;;;;;;;;;;;;;;;;;;;;1;19;;;11;;;;18;;;;;;;;;;
2019;La Rioja;22;Azofra;01;001;U;186;154;2;0;152;100.0;;;108;;25;;;1;;;;;;;;;;;;;;;;;;;;;;;;1;10;;;5;;;;2;;;;;;;;;;
2019;La Rioja;23;Badarán;01;001;U;436;361;5;3;356;100.0;;;125;;162;;;16;;;;;;;;;;;;;;;;;;;;;;;;3;30;;;6;;;;11;;;;;;;;;;
2019;La Rioja;24;Bañares;01;001;U;209;164;0;1;164;100.0;;;54;;79;;;5;;;;;;;;;;;;;;;;;;;;;;;;0;10;;;6;;;;9;;;;;;;;;;
2019;La Rioja;25;Baños De Rioja;01;001;U;88;69;1;0;68;100.0;;;18;;36;;;1;;;;;;;;;;;;;;;;;;;;;;;;1;2;;;4;;;;6;;;;;;;;;;
2019;La Rioja;26;Baños De Río Tobía;01;001;A;600;496;4;3;492;100.0;;;215;;213;;;12;;;;;;;;;;;;;;;;;;;;;;;;2;30;;;3;;;;14;;;;;;;;;;
2019;La Rioja;26;Baños De Río Tobía;01;001;B;663;547;1;2;546;100.0;;;196;;255;;;29;;;;;;;;;;;;;;;;;;;;;;;;2;37;;;15;;;;10;;;;;;;;;;
2019;La Rioja;27;Berceo;01;001;U;143;112;1;0;111;100.0;;;36;;56;;;1;;;;;;;;;;;;;;;;;;;;;;;;0;10;;;8;;;;0;;;;;;;;;;
2019;La Rioja;28;Bergasa;01;001;U;137;121;1;0;120;100.0;;;70;;29;;;3;;;;;;;;;;;;;;;;;;;;;;;;1;4;;;11;;;;2;;;;;;;;;;
2019;La Rioja;29;Bergasillas Bajera;01;001;U;36;28;0;0;28;100.0;;;18;;8;;;0;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;2;;;;0;;;;;;;;;;
2019;La Rioja;30;Bezares;01;001;U;19;17;0;0;17;100.0;;;8;;2;;;0;;;;;;;;;;;;;;;;;;;;;;;;0;6;;;0;;;;1;;;;;;;;;;
2019;La Rioja;31;Bobadilla;01;001;U;96;92;1;0;91;100.0;;;37;;38;;;3;;;;;;;;;;;;;;;;;;;;;;;;1;3;;;8;;;;1;;;;;;;;;;
2019;La Rioja;32;Brieva De Cameros;01;001;U;45;38;0;0;38;100.0;;;13;;18;;;2;;;;;;;;;;;;;;;;;;;;;;;;0;1;;;2;;;;2;;;;;;;;;;
2019;La Rioja;33;Briñas;01;001;U;161;143;1;4;142;100.0;;;34;;58;;;20;;;;;;;;;;;;;;;;;;;;;;;;1;10;;;14;;;;1;;;;;;;;;;
2019;La Rioja;34;Briones;01;001;U;614;524;9;10;515;100.0;;;168;;245;;;22;;;;;;;;;;;;;;;;;;;;;;;;3;33;;;23;;;;11;;;;;;;;;;
2019;La Rioja;35;Cabezón De Cameros;01;001;U;16;14;0;0;14;100.0;;;5;;5;;;1;;;;;;;;;;;;;;;;;;;;;;;;0;1;;;2;;;;0;;;;;;;;;;
2019;La Rioja;36;Calahorra;01;001;U;534;331;3;2;328;100.0;;;116;;114;;;7;;;;;;;;;;;;;;;;;;;;;;;;4;26;;;31;;;;28;;;;;;;;;;
2019;La Rioja;36;Calahorra;02;001;U;546;269;5;1;264;100.0;;;58;;122;;;7;;;;;;;;;;;;;;;;;;;;;;;;1;29;;;19;;;;27;;;;;;;;;;
2019;La Rioja;36;Calahorra;02;002;U;607;307;4;2;303;100.0;;;97;;112;;;8;;;;;;;;;;;;;;;;;;;;;;;;5;18;;;21;;;;40;;;;;;;;;;
2019;La Rioja;36;Calahorra;02;003;A;646;436;9;3;427;100.0;;;132;;169;;;22;;;;;;;;;;;;;;;;;;;;;;;;0;59;;;17;;;;25;;;;;;;;;;
2019;La Rioja;36;Calahorra;02;003;B;680;470;8;3;462;100.0;;;155;;183;;;22;;;;;;;;;;;;;;;;;;;;;;;;0;62;;;16;;;;21;;;;;;;;;;
2019;La Rioja;36;Calahorra;02;004;A;556;364;2;2;362;100.0;;;124;;141;;;9;;;;;;;;;;;;;;;;;;;;;;;;2;53;;;15;;;;16;;;;;;;;;;
2019;La Rioja;36;Calahorra;02;004;B;702;471;5;2;466;100.0;;;180;;181;;;7;;;;;;;;;;;;;;;;;;;;;;;;3;63;;;11;;;;19;;;;;;;;;;
2019;La Rioja;36;Calahorra;02;004;C;610;409;9;2;400;100.0;;;154;;143;;;9;;;;;;;;;;;;;;;;;;;;;;;;0;59;;;14;;;;19;;;;;;;;;;
2019;La Rioja;36;Calahorra;03;001;U;766;580;9;11;571;100.0;;;199;;202;;;17;;;;;;;;;;;;;;;;;;;;;;;;5;91;;;16;;;;30;;;;;;;;;;
2019;La Rioja;36;Calahorra;03;002;A;555;347;5;4;342;100.0;;;90;;140;;;6;;;;;;;;;;;;;;;;;;;;;;;;3;67;;;16;;;;16;;;;;;;;;;
2019;La Rioja;36;Calahorra;03;002;B;623;413;2;1;411;100.0;;;119;;172;;;7;;;;;;;;;;;;;;;;;;;;;;;;2;47;;;18;;;;45;;;;;;;;;;
2019;La Rioja;36;Calahorra;03;002;C;491;309;2;0;307;100.0;;;96;;118;;;6;;;;;;;;;;;;;;;;;;;;;;;;3;48;;;22;;;;14;;;;;;;;;;
2019;La Rioja;36;Calahorra;03;003;A;717;487;6;3;481;100.0;;;129;;231;;;11;;;;;;;;;;;;;;;;;;;;;;;;6;57;;;19;;;;25;;;;;;;;;;
2019;La Rioja;36;Calahorra;03;003;B;760;502;8;4;494;100.0;;;133;;239;;;15;;;;;;;;;;;;;;;;;;;;;;;;2;61;;;17;;;;23;;;;;;;;;;
2019;La Rioja;36;Calahorra;03;004;A;640;429;1;3;428;100.0;;;127;;211;;;8;;;;;;;;;;;;;;;;;;;;;;;;3;38;;;19;;;;19;;;;;;;;;;
2019;La Rioja;36;Calahorra;03;004;B;667;421;4;4;417;100.0;;;112;;188;;;14;;;;;;;;;;;;;;;;;;;;;;;;7;51;;;21;;;;20;;;;;;;;;;
2019;La Rioja;36;Calahorra;03;005;U;712;478;9;7;469;100.0;;;150;;186;;;16;;;;;;;;;;;;;;;;;;;;;;;;0;67;;;15;;;;28;;;;;;;;;;
2019;La Rioja;36;Calahorra;03;006;A;720;490;13;2;477;100.0;;;131;;198;;;21;;;;;;;;;;;;;;;;;;;;;;;;3;72;;;26;;;;24;;;;;;;;;;
2019;La Rioja;36;Calahorra;03;006;B;542;401;6;6;395;100.0;;;95;;177;;;14;;;;;;;;;;;;;;;;;;;;;;;;1;60;;;19;;;;23;;;;;;;;;;
2019;La Rioja;36;Calahorra;03;006;C;553;402;4;8;398;100.0;;;85;;180;;;13;;;;;;;;;;;;;;;;;;;;;;;;5;58;;;24;;;;25;;;;;;;;;;
2019;La Rioja;36;Calahorra;03;007;A;503;337;1;4;336;100.0;;;92;;151;;;13;;;;;;;;;;;;;;;;;;;;;;;;3;48;;;8;;;;17;;;;;;;;;;
2019;La Rioja;36;Calahorra;03;007;B;566;394;2;2;392;100.0;;;121;;156;;;15;;;;;;;;;;;;;;;;;;;;;;;;3;63;;;15;;;;17;;;;;;;;;;
2019;La Rioja;36;Calahorra;03;007;C;442;310;1;2;309;100.0;;;94;;130;;;8;;;;;;;;;;;;;;;;;;;;;;;;4;46;;;14;;;;11;;;;;;;;;;
2019;La Rioja;36;Calahorra;03;008;A;528;376;1;5;375;100.0;;;143;;141;;;7;;;;;;;;;;;;;;;;;;;;;;;;0;47;;;13;;;;19;;;;;;;;;;
2019;La Rioja;36;Calahorra;03;008;B;559;416;4;0;412;100.0;;;166;;136;;;16;;;;;;;;;;;;;;;;;;;;;;;;0;63;;;13;;;;18;;;;;;;;;;
2019;La Rioja;36;Calahorra;03;009;A;523;342;6;3;336;100.0;;;87;;128;;;16;;;;;;;;;;;;;;;;;;;;;;;;2;63;;;22;;;;15;;;;;;;;;;
2019;La Rioja;36;Calahorra;03;009;B;726;463;9;2;454;100.0;;;131;;161;;;25;;;;;;;;;;;;;;;;;;;;;;;;5;80;;;26;;;;24;;;;;;;;;;
2019;La Rioja;36;Calahorra;03;009;C;533;352;5;2;347;100.0;;;84;;144;;;19;;;;;;;;;;;;;;;;;;;;;;;;0;54;;;24;;;;20;;;;;;;;;;
2019;La Rioja;37;Camprovín;01;001;U;128;98;1;2;97;100.0;;;38;;33;;;3;;;;;;;;;;;;;;;;;;;;;;;;0;6;;;12;;;;3;;;;;;;;;;
2019;La Rioja;38;Canales De La Sierra;01;001;U;80;63;0;0;63;100.0;;;16;;38;;;2;;;;;;;;;;;;;;;;;;;;;;;;0;1;;;3;;;;3;;;;;;;;;;
2019;La Rioja;39;Canillas De Río Tuerto;01;001;U;38;33;0;0;33;100.0;;;12;;19;;;0;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;1;;;;1;;;;;;;;;;
2019;La Rioja;40;Cañas;01;001;U;63;50;0;0;50;100.0;;;28;;18;;;0;;;;;;;;;;;;;;;;;;;;;;;;1;2;;;0;;;;1;;;;;;;;;;
2019;La Rioja;41;Cárdenas;01;001;U;115;83;3;0;80;100.0;;;45;;21;;;3;;;;;;;;;;;;;;;;;;;;;;;;0;5;;;2;;;;4;;;;;;;;;;
2019;La Rioja;42;Casalarreina;01;001;A;456;334;2;11;332;100.0;;;78;;176;;;13;;;;;;;;;;;;;;;;;;;;;;;;5;27;;;14;;;;8;;;;;;;;;;
2019;La Rioja;42;Casalarreina;01;001;B;348;249;3;2;246;100.0;;;91;;103;;;9;;;;;;;;;;;;;;;;;;;;;;;;1;26;;;11;;;;3;;;;;;;;;;
2019;La Rioja;43;Castañares De Rioja;01;001;U;348;249;6;9;243;100.0;;;64;;122;;;12;;;;;;;;;;;;;;;;;;;;;;;;0;22;;;10;;;;4;;;;;;;;;;
2019;La Rioja;44;Castroviejo;01;001;U;52;46;2;0;44;100.0;;;12;;21;;;0;;;;;;;;;;;;;;;;;;;;;;;;0;5;;;3;;;;3;;;;;;;;;;
2019;La Rioja;45;Cellorigo;01;001;U;11;11;0;1;11;100.0;;;3;;7;;;0;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;0;;;;0;;;;;;;;;;
2019;La Rioja;46;Cenicero;01;001;A;484;377;5;6;372;100.0;;;138;;146;;;35;;;;;;;;;;;;;;;;;;;;;;;;0;23;;;16;;;;8;;;;;;;;;;
2019;La Rioja;46;Cenicero;01;001;B;503;393;8;3;385;100.0;;;122;;174;;;32;;;;;;;;;;;;;;;;;;;;;;;;0;25;;;17;;;;12;;;;;;;;;;
2019;La Rioja;46;Cenicero;01;002;U;581;439;6;0;433;100.0;;;141;;183;;;65;;;;;;;;;;;;;;;;;;;;;;;;1;18;;;17;;;;8;;;;;;;;;;
2019;La Rioja;47;Cervera Del Río Alhama;01;001;A;730;594;8;2;586;100.0;;;243;;289;;;2;;;;;;;;;;;;;;;;;;;;;;;;0;23;;;13;;;;14;;;;;;;;;;
2019;La Rioja;47;Cervera Del Río Alhama;01;001;B;359;308;2;5;306;100.0;;;129;;150;;;1;;;;;;;;;;;;;;;;;;;;;;;;0;9;;;10;;;;2;;;;;;;;;;
2019;La Rioja;47;Cervera Del Río Alhama;03;001;A;179;161;0;0;161;100.0;;;70;;53;;;4;;;;;;;;;;;;;;;;;;;;;;;;0;8;;;3;;;;23;;;;;;;;;;
2019;La Rioja;47;Cervera Del Río Alhama;03;001;B;160;140;1;1;139;100.0;;;62;;50;;;6;;;;;;;;;;;;;;;;;;;;;;;;0;10;;;6;;;;4;;;;;;;;;;
2019;La Rioja;47;Cervera Del Río Alhama;03;001;C;449;408;9;2;399;100.0;;;161;;157;;;12;;;;;;;;;;;;;;;;;;;;;;;;2;46;;;11;;;;8;;;;;;;;;;
2019;La Rioja;48;Cidamón;01;001;U;22;22;1;0;21;100.0;;;10;;4;;;0;;;;;;;;;;;;;;;;;;;;;;;;0;7;;;0;;;;0;;;;;;;;;;
2019;La Rioja;49;Cihuri;01;001;U;154;120;1;2;119;100.0;;;65;;29;;;3;;;;;;;;;;;;;;;;;;;;;;;;0;7;;;7;;;;6;;;;;;;;;;
2019;La Rioja;50;Cirueña;01;001;U;127;90;0;1;90;100.0;;;45;;18;;;7;;;;;;;;;;;;;;;;;;;;;;;;0;7;;;8;;;;4;;;;;;;;;;
2019;La Rioja;51;Clavijo;01;001;U;211;179;0;4;179;100.0;;;85;;45;;;5;;;;;;;;;;;;;;;;;;;;;;;;1;20;;;6;;;;13;;;;;;;;;;
2019;La Rioja;52;Cordovín;01;001;U;150;131;0;1;131;100.0;;;72;;21;;;4;;;;;;;;;;;;;;;;;;;;;;;;0;12;;;18;;;;3;;;;;;;;;;
2019;La Rioja;53;Corera;01;001;U;192;161;1;3;160;100.0;;;49;;74;;;9;;;;;;;;;;;;;;;;;;;;;;;;0;10;;;11;;;;4;;;;;;;;;;
2019;La Rioja;54;Cornago;01;001;U;291;241;2;5;239;100.0;;;116;;96;;;3;;;;;;;;;;;;;;;;;;;;;;;;0;6;;;6;;;;7;;;;;;;;;;
2019;La Rioja;55;Corporales;01;001;A;19;16;0;0;16;100.0;;;13;;3;;;0;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;0;;;;0;;;;;;;;;;
2019;La Rioja;55;Corporales;01;001;B;20;19;1;0;18;100.0;;;9;;6;;;1;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;0;;;;2;;;;;;;;;;
2019;La Rioja;56;Cuzcurrita De Río Tirón;01;001;U;400;334;1;1;333;100.0;;;164;;123;;;10;;;;;;;;;;;;;;;;;;;;;;;;0;12;;;17;;;;6;;;;;;;;;;
2019;La Rioja;57;Daroca De Rioja;01;001;U;51;48;0;0;48;100.0;;;21;;16;;;4;;;;;;;;;;;;;;;;;;;;;;;;0;3;;;3;;;;1;;;;;;;;;;
2019;La Rioja;58;Enciso;01;001;U;143;118;1;3;117;100.0;;;52;;40;;;6;;;;;;;;;;;;;;;;;;;;;;;;0;3;;;12;;;;1;;;;;;;;;;
2019;La Rioja;59;Entrena;01;001;A;532;408;8;4;400;100.0;;;175;;148;;;9;;;;;;;;;;;;;;;;;;;;;;;;0;31;;;17;;;;16;;;;;;;;;;
2019;La Rioja;59;Entrena;01;001;B;587;445;6;5;439;100.0;;;188;;180;;;10;;;;;;;;;;;;;;;;;;;;;;;;2;35;;;9;;;;10;;;;;;;;;;
2019;La Rioja;60;Estollo;01;001;U;74;56;0;0;56;100.0;;;32;;16;;;0;;;;;;;;;;;;;;;;;;;;;;;;0;4;;;4;;;;0;;;;;;;;;;
2019;La Rioja;61;Ezcaray;01;001;A;733;579;1;9;578;100.0;;;235;;244;;;12;;;;;;;;;;;;;;;;;;;;;;;;1;29;;;32;;;;16;;;;;;;;;;
2019;La Rioja;61;Ezcaray;01;001;B;818;631;6;4;625;100.0;;;239;;300;;;12;;;;;;;;;;;;;;;;;;;;;;;;2;39;;;21;;;;8;;;;;;;;;;
2019;La Rioja;62;Foncea;01;001;U;86;72;0;2;72;100.0;;;38;;18;;;1;;;;;;;;;;;;;;;;;;;;;;;;1;7;;;5;;;;0;;;;;;;;;;
2019;La Rioja;63;Fonzaleche;01;001;A;78;60;1;0;59;100.0;;;26;;19;;;3;;;;;;;;;;;;;;;;;;;;;;;;0;5;;;5;;;;1;;;;;;;;;;
2019;La Rioja;63;Fonzaleche;01;001;B;41;29;0;0;29;100.0;;;16;;8;;;0;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;1;;;;0;;;;;;;;;;
2019;La Rioja;64;Fuenmayor;01;001;A;459;340;6;4;334;100.0;;;125;;112;;;10;;;;;;;;;;;;;;;;;;;;;;;;2;29;;;35;;;;17;;;;;;;;;;
2019;La Rioja;64;Fuenmayor;01;001;B;431;331;2;3;329;100.0;;;105;;121;;;14;;;;;;;;;;;;;;;;;;;;;;;;2;26;;;46;;;;12;;;;;;;;;;
2019;La Rioja;64;Fuenmayor;01;002;A;659;475;6;7;469;100.0;;;171;;194;;;11;;;;;;;;;;;;;;;;;;;;;;;;1;41;;;38;;;;6;;;;;;;;;;
2019;La Rioja;64;Fuenmayor;01;002;B;782;528;6;8;522;100.0;;;190;;205;;;12;;;;;;;;;;;;;;;;;;;;;;;;1;32;;;54;;;;20;;;;;;;;;;
2019;La Rioja;65;Galbárruli;01;001;U;66;65;0;1;65;100.0;;;27;;20;;;0;;;;;;;;;;;;;;;;;;;;;;;;0;12;;;4;;;;1;;;;;;;;;;
2019;La Rioja;66;Galilea;01;001;U;262;202;3;5;199;100.0;;;98;;56;;;8;;;;;;;;;;;;;;;;;;;;;;;;1;17;;;10;;;;4;;;;;;;;;;
2019;La Rioja;67;Gallinero De Cameros;01;001;U;20;19;0;0;19;100.0;;;9;;7;;;0;;;;;;;;;;;;;;;;;;;;;;;;0;1;;;1;;;;1;;;;;;;;;;
2019;La Rioja;68;Gimileo;01;001;U;80;66;1;5;65;100.0;;;10;;34;;;5;;;;;;;;;;;;;;;;;;;;;;;;1;3;;;2;;;;5;;;;;;;;;;
2019;La Rioja;69;Grañón;01;001;U;229;193;1;2;192;100.0;;;93;;64;;;5;;;;;;;;;;;;;;;;;;;;;;;;2;14;;;5;;;;7;;;;;;;;;;
2019;La Rioja;70;Grávalos;01;001;U;155;144;0;0;144;100.0;;;64;;59;;;1;;;;;;;;;;;;;;;;;;;;;;;;1;11;;;3;;;;5;;;;;;;;;;
2019;La Rioja;71;Haro;01;001;U;531;299;0;4;299;100.0;;;88;;114;;;30;;;;;;;;;;;;;;;;;;;;;;;;2;27;;;30;;;;4;;;;;;;;;;
2019;La Rioja;71;Haro;02;001;A;478;303;9;3;294;100.0;;;97;;120;;;7;;;;;;;;;;;;;;;;;;;;;;;;2;32;;;19;;;;14;;;;;;;;;;
2019;La Rioja;71;Haro;02;001;B;599;400;6;7;394;100.0;;;127;;148;;;26;;;;;;;;;;;;;;;;;;;;;;;;5;36;;;28;;;;17;;;;;;;;;;
2019;La Rioja;71;Haro;02;001;C;516;352;3;3;349;100.0;;;119;;142;;;10;;;;;;;;;;;;;;;;;;;;;;;;2;41;;;21;;;;11;;;;;;;;;;
2019;La Rioja;71;Haro;02;002;U;520;341;0;1;341;100.0;;;116;;100;;;42;;;;;;;;;;;;;;;;;;;;;;;;3;40;;;24;;;;15;;;;;;;;;;
2019;La Rioja;71;Haro;03;001;A;503;265;4;1;261;100.0;;;69;;94;;;35;;;;;;;;;;;;;;;;;;;;;;;;7;16;;;20;;;;19;;;;;;;;;;
2019;La Rioja;71;Haro;03;001;B;505;294;3;1;291;100.0;;;82;;109;;;16;;;;;;;;;;;;;;;;;;;;;;;;3;27;;;29;;;;24;;;;;;;;;;
2019;La Rioja;71;Haro;04;001;A;764;506;12;2;494;100.0;;;134;;234;;;17;;;;;;;;;;;;;;;;;;;;;;;;4;48;;;41;;;;14;;;;;;;;;;
2019;La Rioja;71;Haro;04;001;B;791;510;12;10;498;100.0;;;111;;236;;;18;;;;;;;;;;;;;;;;;;;;;;;;4;69;;;25;;;;25;;;;;;;;;;
2019;La Rioja;71;Haro;04;002;U;735;496;6;4;490;100.0;;;157;;188;;;14;;;;;;;;;;;;;;;;;;;;;;;;9;48;;;39;;;;31;;;;;;;;;;
2019;La Rioja;71;Haro;04;003;A;602;392;10;4;382;100.0;;;93;;175;;;14;;;;;;;;;;;;;;;;;;;;;;;;2;50;;;31;;;;13;;;;;;;;;;
2019;La Rioja;71;Haro;04;003;B;653;423;6;5;417;100.0;;;95;;194;;;14;;;;;;;;;;;;;;;;;;;;;;;;7;52;;;40;;;;10;;;;;;;;;;
2019;La Rioja;71;Haro;04;004;A;700;460;9;4;451;100.0;;;137;;180;;;20;;;;;;;;;;;;;;;;;;;;;;;;2;45;;;42;;;;21;;;;;;;;;;
2019;La Rioja;71;Haro;04;004;B;758;472;5;7;467;100.0;;;184;;138;;;18;;;;;;;;;;;;;;;;;;;;;;;;6;54;;;38;;;;22;;;;;;;;;;
2019;La Rioja;72;Herce;01;001;U;289;271;3;2;268;100.0;;;108;;124;;;3;;;;;;;;;;;;;;;;;;;;;;;;1;8;;;19;;;;3;;;;;;;;;;
2019;La Rioja;73;Herramélluri;01;001;U;94;74;0;0;74;100.0;;;30;;28;;;1;;;;;;;;;;;;;;;;;;;;;;;;0;5;;;10;;;;0;;;;;;;;;;
2019;La Rioja;74;Hervías;01;001;U;107;91;0;1;91;100.0;;;42;;37;;;0;;;;;;;;;;;;;;;;;;;;;;;;0;2;;;8;;;;1;;;;;;;;;;
2019;La Rioja;75;Hormilla;01;001;U;320;271;6;2;265;100.0;;;104;;103;;;14;;;;;;;;;;;;;;;;;;;;;;;;1;22;;;12;;;;7;;;;;;;;;;
2019;La Rioja;76;Hormilleja;01;001;U;116;92;3;2;89;100.0;;;24;;33;;;12;;;;;;;;;;;;;;;;;;;;;;;;0;11;;;2;;;;5;;;;;;;;;;
2019;La Rioja;77;Hornillos De Cameros;01;001;U;17;17;0;0;17;100.0;;;10;;4;;;0;;;;;;;;;;;;;;;;;;;;;;;;0;2;;;0;;;;1;;;;;;;;;;
2019;La Rioja;78;Hornos De Moncalvillo;01;001;U;89;70;1;1;69;100.0;;;21;;29;;;4;;;;;;;;;;;;;;;;;;;;;;;;1;2;;;7;;;;4;;;;;;;;;;
2019;La Rioja;79;Huércanos;01;001;U;628;563;8;7;555;100.0;;;323;;133;;;21;;;;;;;;;;;;;;;;;;;;;;;;0;29;;;15;;;;27;;;;;;;;;;
2019;La Rioja;80;Igea;01;001;U;451;397;3;7;394;100.0;;;215;;98;;;21;;;;;;;;;;;;;;;;;;;;;;;;0;37;;;5;;;;11;;;;;;;;;;
2019;La Rioja;81;Jalón De Cameros;01;001;U;15;15;0;0;15;100.0;;;14;;1;;;0;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;0;;;;0;;;;;;;;;;
2019;La Rioja;82;Laguna De Cameros;01;001;U;99;87;0;0;87;100.0;;;20;;30;;;21;;;;;;;;;;;;;;;;;;;;;;;;0;10;;;2;;;;4;;;;;;;;;;
2019;La Rioja;83;Lagunilla Del Jubera;01;001;U;352;328;1;4;327;100.0;;;152;;42;;;106;;;;;;;;;;;;;;;;;;;;;;;;5;10;;;4;;;;4;;;;;;;;;;
2019;La Rioja;84;Lardero;01;001;A;518;375;5;3;370;100.0;;;117;;131;;;17;;;;;;;;;;;;;;;;;;;;;;;;4;49;;;28;;;;21;;;;;;;;;;
2019;La Rioja;84;Lardero;01;001;B;530;337;4;1;333;100.0;;;116;;116;;;11;;;;;;;;;;;;;;;;;;;;;;;;4;43;;;24;;;;18;;;;;;;;;;
2019;La Rioja;84;Lardero;01;001;C;605;393;0;0;393;100.0;;;131;;134;;;21;;;;;;;;;;;;;;;;;;;;;;;;3;52;;;33;;;;19;;;;;;;;;;
2019;La Rioja;84;Lardero;01;002;A;664;436;3;4;433;100.0;;;169;;142;;;18;;;;;;;;;;;;;;;;;;;;;;;;6;50;;;21;;;;23;;;;;;;;;;
2019;La Rioja;84;Lardero;01;002;B;697;471;3;3;468;100.0;;;167;;174;;;19;;;;;;;;;;;;;;;;;;;;;;;;4;51;;;32;;;;18;;;;;;;;;;
2019;La Rioja;84;Lardero;01;003;A;456;311;4;1;307;100.0;;;101;;81;;;17;;;;;;;;;;;;;;;;;;;;;;;;4;64;;;17;;;;22;;;;;;;;;;
2019;La Rioja;84;Lardero;01;003;B;507;353;0;1;353;100.0;;;128;;101;;;16;;;;;;;;;;;;;;;;;;;;;;;;4;61;;;12;;;;30;;;;;;;;;;
2019;La Rioja;84;Lardero;01;003;C;571;402;2;5;400;100.0;;;149;;128;;;16;;;;;;;;;;;;;;;;;;;;;;;;4;57;;;22;;;;19;;;;;;;;;;
2019;La Rioja;84;Lardero;01;004;A;541;377;0;6;377;100.0;;;124;;90;;;38;;;;;;;;;;;;;;;;;;;;;;;;4;75;;;18;;;;22;;;;;;;;;;
2019;La Rioja;84;Lardero;01;004;B;596;423;0;3;423;100.0;;;165;;123;;;15;;;;;;;;;;;;;;;;;;;;;;;;3;67;;;26;;;;21;;;;;;;;;;
2019;La Rioja;84;Lardero;01;005;A;438;273;3;5;270;100.0;;;60;;77;;;33;;;;;;;;;;;;;;;;;;;;;;;;5;52;;;25;;;;13;;;;;;;;;;
2019;La Rioja;84;Lardero;01;005;B;535;320;0;3;320;100.0;;;61;;103;;;34;;;;;;;;;;;;;;;;;;;;;;;;1;65;;;33;;;;20;;;;;;;;;;
2019;La Rioja;84;Lardero;01;005;C;525;306;1;0;305;100.0;;;70;;94;;;35;;;;;;;;;;;;;;;;;;;;;;;;5;53;;;29;;;;19;;;;;;;;;;
2019;La Rioja;86;Ledesma De La Cogolla;01;001;U;15;15;0;0;15;100.0;;;13;;1;;;0;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;0;;;;1;;;;;;;;;;
2019;La Rioja;87;Leiva;01;001;U;170;134;0;1;134;100.0;;;71;;33;;;2;;;;;;;;;;;;;;;;;;;;;;;;0;13;;;12;;;;2;;;;;;;;;;
2019;La Rioja;88;Leza De Río Leza;01;001;U;39;36;0;0;36;100.0;;;19;;12;;;1;;;;;;;;;;;;;;;;;;;;;;;;1;0;;;3;;;;0;;;;;;;;;;
