ANIO_ELECTORAL;CODIGO_MUNICIPIO;MUNICIPIO;DISTRITO;SECCION;MESA;DIRECCION_MESA;DESCRIPCION_MESA;CENSO;VOTOS_EMITIDOS;VOTOS_NULOS;VOTOS_EN_BLANCO;VOTOS_VALIDOS;PORC_PARTICIPACION;PORC_ESCRUTADO;CENSO_ESCRUTADO
1995;105;Navarrete;01;001;A;;AYUNTAMIENTO: BAJO;729;608;3;12;605;83.4;100.0;729
1995;105;Navarrete;01;001;B;;AYUNTAMIENTO: PRIMERA PLANTA;907;740;3;16;737;81.59;100.0;907
1995;106;Nestares;01;001;U;;ANTIGUA ESCUELA MIXTA;70;65;0;0;65;92.86;100.0;70
1995;107;Nieva de Cameros;01;001;U;;ESCUELA NIÑOS;124;106;0;0;106;85.48;100.0;124
1995;108;Ocón;01;001;A;BAJERA 8;ANTIGUO TELE-CLUB LOS MOLINOS;281;240;1;11;239;85.41;100.0;281
1995;108;Ocón;01;001;B;SANTA LUCIA S/N;CASA DEL PUEBLO SANTA LUCIA;41;41;0;3;41;100.0;100.0;41
1995;109;Ochánduri;01;001;U;CALLE IGLESIA, 2;AYUNTAMIENTO NUEVO;105;98;0;0;98;93.33;100.0;105
1995;110;Ojacastro;01;001;U;CALLE IGLESIA;AYUNTAMIENTO: SALON PLENOS;228;197;0;0;197;86.4;100.0;228
1995;111;Ollauri;01;001;U;;ESC. PUBLICA SANTA EULALIA;257;216;3;1;213;84.05;100.0;257
1995;112;Ortigosa de Cameros;01;001;U;;COLEGIO MELCHOR VICENTE;287;253;1;0;252;88.15;100.0;287
1995;113;Pazuengos;01;001;U;CALLE IGLESIA;ESCUELA PUBLICA;50;48;1;0;47;96.0;100.0;50
1995;114;Pedroso;01;001;U;;AYUNTAMIENTO: SALON PUBLICO;95;92;0;0;92;96.84;100.0;95
1995;115;Pinillos;01;001;U;;AYUNTAMIENTO;29;27;0;2;27;93.1;100.0;29
1995;117;Pradejón;01;001;U;PLAZA LA CONSTITUCION, 1;AYUNTAMIENTO: BAJOS;1095;870;4;9;866;79.45;100.0;1095
1995;117;Pradejón;01;002;U;PLAZA GUARDERIA, 1;GUARDERIA INFANTIL;1124;878;6;11;872;78.11;100.0;1124
1995;118;Pradillo;01;001;U;;CASA CONSISTORIAL: SALON SESIO;94;70;0;2;70;74.47;100.0;94
1995;119;Préjano;01;001;U;C/ JUAN XXIII;AYUNTAMIENTO;214;178;1;1;177;83.18;100.0;214
1995;120;Quel;01;001;U;AVDA. FERROCARRIL S/N;GRUPO ESCOLAR;1049;890;10;2;880;84.84;100.0;1049
1995;120;Quel;01;002;U;AVDA. FERROCARRIL S/N;GRUPO ESCOLAR;648;550;3;4;547;84.88;100.0;648
1995;121;Rabanera;01;001;U;;AYUNTAMIENTO;92;84;0;1;84;91.3;100.0;92
1995;122;El Rasillo de Cameros;01;001;U;;EDIFICIO LA TENADA;110;104;3;4;101;94.55;100.0;110
1995;123;El Redal;01;001;U;C/ESCUELAS, 7;AYUNTAMIENTO: SALON DE ACTOS;210;183;0;3;183;87.14;100.0;210
1995;124;Ribafrecha;01;001;U;C/ PARRAS, 27;COLEGIO SAN BARTOLOME;903;767;1;2;766;84.94;100.0;903
1995;125;Rincón de Soto;01;001;A;AV/ DE LA RIOJA 71;COLEGIO GONZALEZ GALLARZA,AU-1;453;370;3;3;367;81.68;100.0;453
1995;125;Rincón de Soto;01;001;B;AV DE LA RIOJA, 71;COLEGIO GONZALEZ GALLARZA,AU-2;736;615;2;3;613;83.56;100.0;736
1995;125;Rincón de Soto;01;001;C;AV DE LA RIOJA, 71;COLEGIO GONZALEZ GALLARZA,AU-3;492;398;2;4;396;80.89;100.0;492
1995;125;Rincón de Soto;01;002;A;AVDA DE LA RIOJA 71;GOLEGIO GONZALEZ GALLARZA,AU-4;499;398;3;6;395;79.76;100.0;499
1995;125;Rincón de Soto;01;002;B;AVDA DE LA RIOJA 71;GOLEGIO GONZALEZ GALLARZA,AU-5;557;472;0;9;472;84.74;100.0;557
1995;126;Robres del Castillo;01;001;U;;ESCUELA MUNICIPAL;22;19;0;0;19;86.36;100.0;22
1995;127;Rodezno;01;001;U;;AYUNTAMIENTO;300;284;4;0;280;94.67;100.0;300
1995;128;Sajazarra;01;001;U;C/ DE LA ROSA, 2;ANTIGUA ESCUELA;138;114;2;3;112;82.61;100.0;138
1995;129;San Asensio;01;001;A;PLAZA NUEVA, 1;AYUNTAMIENTO;506;417;0;4;417;82.41;100.0;506
1995;129;San Asensio;01;001;B;PLAZA NUEVA, 1;AYUNTAMIENTO;668;551;4;5;547;82.49;100.0;668
1995;130;San Millán de la Cogolla;01;001;U;C/ MAYOR, 59;AYUNTAMIENTO: SALON SESIONES;267;208;2;6;206;77.9;100.0;267
1995;131;San Millán de Yécora;01;001;U;;AYUNTAMIENTO;66;53;1;0;52;80.3;100.0;66
1995;132;San Román de Cameros;01;001;U;;ESCUELAS: PLANTA BAJA;179;163;1;9;162;91.06;100.0;179
1995;134;Santa Coloma;01;001;U;PLAZA DE LA CONVENCION, 4;ANTIGUA ESCUELA DE NIÑOS;154;135;1;2;134;87.66;100.0;154
1995;135;Santa Engracia del Jubera;01;001;U;;ANTIGUA ESCUELA DE NIÑAS;194;164;1;0;163;84.54;100.0;194
1995;136;Santa Eulalia Bajera;01;001;U;CALLE VIRGEN BLANCA;AYUNTAMIENTO: BAJOS;105;95;2;1;93;90.48;100.0;105
1995;138;Santo Domingo de la Calzada;01;001;U;PLAZA ESPAÑA;COL.NAL.BEATO J.HERMOSILLA;560;409;4;6;405;73.04;100.0;560
1995;138;Santo Domingo de la Calzada;01;002;A;CTRA GALLINERO;COL.NAL.BEATO J.HERMOSILLA;741;569;9;5;560;76.79;100.0;741
1995;138;Santo Domingo de la Calzada;01;002;B;CTRA GALLINERO;COL.NAL.BEATO J. HERMOSILLA;981;721;7;13;714;73.5;100.0;981
1995;138;Santo Domingo de la Calzada;02;001;U;PLAZA ESPAÑA;COL.NAL.BEATO J HERMOSILLA;1085;830;2;11;828;76.5;100.0;1085
1995;138;Santo Domingo de la Calzada;02;002;A;CTRA GALLINERO;COLEGIO BEATO J HERMOSILLA;618;480;1;9;479;77.67;100.0;618
1995;138;Santo Domingo de la Calzada;02;002;B;CTRA GALLINERO;COLEGIO BEATO J HERMOSILLA;672;494;2;12;492;73.51;100.0;672
1995;139;San Torcuato;01;001;U;;ANTIGUAS ESCUELA PUBLICAS;115;104;5;1;99;90.43;100.0;115
1995;140;Santurde de Rioja;01;001;U;PLAZA FUNDADOR;TELECLUB;283;251;0;1;251;88.69;100.0;283
1995;141;Santurdejo;01;001;U;C/ REAL DEL NORTE, 73;ESCUELA;225;194;1;2;193;86.22;100.0;225
1995;142;San Vicente de la Sonsierra;01;001;U;C/ REMEDIO, 2;CASA DE LA VILLA;954;781;4;16;777;81.87;100.0;954
1995;143;Sojuela;01;001;U;;AYUNTAMIENTO: SALON DE ACTOS;87;80;2;4;78;91.95;100.0;87
1995;144;Sorzano;01;001;U;;ESCUELA NACIONAL DE NIÑOS;235;168;0;1;168;71.49;100.0;235
1995;145;Sotés;01;001;U;;ESCUELAS MUNICIPALES;250;219;2;7;217;87.6;100.0;250
1995;146;Soto en Cameros;01;001;U;PLAZA ESTEBAN ELISA S/N;AYUNTAMIENTO:ANTIGUAS ESCUELAS;149;138;1;0;137;92.62;100.0;149
1995;147;Terroba;01;001;U;;AYUNTAMIENTO;34;32;0;1;32;94.12;100.0;34
1995;148;Tirgo;01;001;U;PLAZA DE ESPAÑA, 4;ESCUELAS PUBLICAS: BAJOS;235;217;1;4;216;92.34;100.0;235
1995;149;Tobía;01;001;U;CALLE REAL DE ABAJO, 6;AYUNTAMIENTO;57;46;0;1;46;80.7;100.0;57
1995;150;Tormantos;01;001;U;C/ DEL MEDIO, 4;AYUNTAMIENTO;208;175;1;1;174;84.13;100.0;208
1995;151;Torrecilla en Cameros;01;001;U;P. SAGASTA, S/N;SALON CONVIVENCIA;490;469;0;1;469;95.71;100.0;490
1995;152;Torrecilla sobre Alesanco;01;001;U;C/ MAYOR, 1;CASA CONSISTORIAL;87;75;0;0;75;86.21;100.0;87
1995;153;Torre en Cameros;01;001;U;;AYUNTAMIENTO: SALON DE ACTOS;10;8;0;0;8;80.0;100.0;10
1995;154;Torremontalbo;01;001;U;PLAZA CONDAL 1;AYUNTAMIENTO;11;11;0;7;11;100.0;100.0;11
1995;155;Treviana;01;001;U;;AYUNTAMIENTO;281;236;2;1;234;83.99;100.0;281
1995;157;Tricio;01;001;U;;AYUNTAMIENTO: PLANTA BAJA;345;319;3;3;316;92.46;100.0;345
1995;158;Tudelilla;01;001;U;C/ OBISPO MARRODAN, 11;COL.JOSE ORTEGA F.V. AULA 3;453;388;3;0;385;85.65;100.0;453
1995;160;Uruñuela;01;001;U;;GRUPO ESCOLAR;636;567;2;10;565;89.15;100.0;636
1995;161;Valdemadera;01;001;U;C/ PLAZA;SALON PARROQUIAL-PORTICO;19;19;0;0;19;100.0;100.0;19
1995;162;Valgañón;01;001;U;;ANTIGUAS ESCUELAS;150;141;1;2;140;94.0;100.0;150
1995;163;Ventosa;01;001;U;PLAZA DE SANTA COLOMA, 1;AYUNTAMIENTO;130;123;1;1;122;94.62;100.0;130
1995;164;Ventrosa;01;001;U;;AYUNTAMIENTO: SALON SESIONES;99;84;0;1;84;84.85;100.0;99
1995;165;Viguera;01;001;U;PLAZA DE ESPAÑA, 9;ESCUELA NACIONAL DE NIÑOS;379;349;1;4;348;92.08;100.0;379
1995;166;Villalba de Rioja;01;001;U;;AYUNTAMIENTO: PLANTA BAJA;151;145;0;0;145;96.03;100.0;151
1995;167;Villalobar de Rioja;01;001;U;;AYUNTAMIENTO: PLANTA PRIMERA;125;101;1;0;100;80.8;100.0;125
1995;168;Villamediana de Iregua;01;001;A;C/ ESCUELAS, 2;BIBLIOTECA MUNICIPAL;777;609;3;17;606;78.38;100.0;777
1995;168;Villamediana de Iregua;01;001;B;C/ ESCUELAS, 2;BIBLIOTECA MUNICIPAL;757;607;2;15;605;80.18;100.0;757
1995;169;Villanueva de Cameros;01;001;U;;AYUNTAMIENTO: SALON DE ACTOS;121;106;0;0;106;87.6;100.0;121
1995;170;El Villar de Arnedo;01;001;U;PLAZA JOSE ANTONIO, 1;AYUNTAMIENTO: PLANTA BAJA;610;507;15;10;492;83.11;100.0;610
1995;171;Villar de Torre;01;001;U;PLAZA AYUNTAMIENTO;ESCUELA DE PARVULOS;309;281;3;4;278;90.94;100.0;309
1995;172;Villarejo;01;001;U;C/ MAYOR;ESCUELAS;44;29;0;0;29;65.91;100.0;44
1995;173;Villarroya;01;001;U;C/ IGLESIA, 2;AYUNTAMIENTO;8;7;0;0;7;87.5;100.0;8
1995;174;Villarta-Quintana;01;001;A;VILLARTA-QINTANA;AYUNTAMIENTO: SALON ACTOS;169;126;8;1;118;74.56;100.0;169
1995;174;Villarta-Quintana;01;001;B;QUINTANAR DE RIOJA;OFICINA JUNTA ADM.DE LA E.L.M.;43;34;0;0;34;79.07;100.0;43
1995;175;Villavelayo;01;001;U;C/ SAN JUAN;COLEGIO PUBLICO;78;73;0;0;73;93.59;100.0;78
1995;176;Villaverde de Rioja;01;001;U;C/ GENERAL AZOFRA, 1;AYUNTAMIENTO: SALON SESIONES;103;90;0;0;90;87.38;100.0;103
1995;177;Villoslada de Cameros;01;001;U;C/ FRANCISCO ZABALA, 2;AYUNTAMIENTO: SALON ACTOS;335;296;0;2;296;88.36;100.0;335
1995;178;Viniegra de Abajo;01;001;U;C/ ELIAS ROMERO;AYUNTAMIENTO;124;109;0;0;109;87.9;100.0;124
1995;179;Viniegra de Arriba;01;001;U;;AYUNTAMIENTO: SALON SESIONES;48;36;0;0;36;75.0;100.0;48
1995;180;Zarratón;01;001;U;C/ MIGUEL VILLANUEVA;EDIFICIO AYUNTAMIENTO;250;238;1;0;237;95.2;100.0;250
1995;181;Zarzosa;01;001;U;C/ LA FRAGUA;AYUNTAMIENTO;16;16;0;0;16;100.0;100.0;16
1995;183;Zorraquín;01;001;U;;ANTIGUAS ESCUELAS;43;34;0;0;34;79.07;100.0;43
1999;1;Ábalos;01;001;U;PZ MARTIN FERNANDEZ NAVARRETE;AYUNTAMIENTO SALON PUBLICO;244;209;5;1;204;85.66;100.0;244
1999;2;Agoncillo;01;001;U;PLAZA CASTILLI;AYTO CASTILLO AGUAS MANSAS;789;611;3;10;608;77.44;100.0;789
1999;3;Aguilar del Río Alhama;01;001;U;JIMENEZ MONTERO;COL.PUB.NUESTRA SRA REMEDIOS;649;564;1;5;563;86.9;100.0;649
1999;4;Ajamil de Cameros;01;001;U;;AYUNTAMIENTO;73;61;0;0;61;83.56;100.0;73
1999;5;Albelda de Iregua;01;001;U;PLAZA MAYOR;GUARDERIA NUESTRA SRA BUEYO;928;684;4;9;680;73.71;100.0;928
1999;5;Albelda de Iregua;02;001;U;PLAZA MAYOR;GUARDERIA NUESTRA SRA BUEYO;952;767;4;12;763;80.57;100.0;952
1999;6;Alberite;01;001;A;;COLEGIO DOÑA AVELINA CORTAZAR;749;598;4;7;594;79.84;100.0;749
1999;6;Alberite;01;001;B;;COLEGIO DOÑA AVELINA CORTAZAR;932;742;4;16;738;79.61;100.0;932
1999;7;Alcanadre;01;001;U;PLAZA DEL PUEBLO;AYTO BAJOS;699;584;10;19;574;83.55;100.0;699
1999;8;Aldeanueva de Ebro;01;001;U;DIAZ DE RADA;COLEGIO JOSE LUIS ARRESE BAJO;967;760;8;3;752;78.59;100.0;967
1999;8;Aldeanueva de Ebro;02;001;U;DIAZ DE RADA;COLEGIO JOSE LUIS ARRESE BAJO;1096;900;4;17;896;82.12;100.0;1096
1999;9;Alesanco;01;001;U;PLAZA CONSTITUCION;AYTO BAJOS;443;350;3;10;347;79.01;100.0;443
1999;10;Alesón;01;001;U;;ANTIGUAS ESCUELAS MUNICIPALES;137;129;3;0;126;94.16;100.0;137
1999;11;Alfaro;01;001;A;PLAZA ESPAÑA;CASINO LA UNION;613;431;7;13;424;70.31;100.0;613
1999;11;Alfaro;01;001;B;PLAZA DE ESPAÑA;CASINO LA UNION;832;578;4;14;574;69.47;100.0;832
1999;11;Alfaro;01;002;A;PASEO FLORIDA;INSTITUTO;669;471;3;11;468;70.4;100.0;669
1999;11;Alfaro;01;002;B;PASEO FLORIDA;INSTITUTO;755;514;14;5;500;68.08;100.0;755
1999;11;Alfaro;01;003;A;MAYOR;COLEGIO AMOR MISERICORDIOSO;423;319;2;5;317;75.41;100.0;423
1999;11;Alfaro;01;003;B;MAYOR;COLEGIO AMOR MISERICORDIOSO;475;355;6;4;349;74.74;100.0;475
1999;11;Alfaro;02;001;A;LA SARDINA;COLEGIO ELORZA;548;419;6;6;413;76.46;100.0;548
1999;11;Alfaro;02;001;B;LA SARDINA;COLEGIO ELORZA;793;614;2;20;612;77.43;100.0;793
1999;11;Alfaro;02;002;A;PLAZA BRETON;COLEGIO LA SALLE;562;362;5;6;357;64.41;100.0;562
1999;11;Alfaro;02;002;B;PLAZA BRETON;COLEGIO LA SALLE;653;444;7;8;437;67.99;100.0;653
1999;11;Alfaro;02;003;A;PLAZA ESPERANZA;SALA DE CULTURA;507;375;6;11;369;73.96;100.0;507
1999;11;Alfaro;02;003;B;PLAZA ESPERANZA;SALA DE CULTURA;692;499;4;15;495;72.11;100.0;692
1999;12;Almarza de Cameros;01;001;U;PLAZA PLAZA;EDIFICIO AYUNTAMIENTO;38;34;0;0;34;89.47;100.0;38
1999;13;Anguciana;01;001;U;;AYUNTAMIENTO BAJOS;291;252;3;3;249;86.6;100.0;291
1999;14;Anguiano;01;001;U;PLAZA MAYOR;ESCUELAS MUNICIPALES;575;481;5;10;476;83.65;100.0;575
1999;15;Arenzana de Abajo;01;001;U;PLAZA MAYOR;AYTO PLANTA BAJA;299;240;2;2;238;80.27;100.0;299
1999;16;Arenzana de Arriba;01;001;U;;AYTO PLANTA PRIMERA;39;30;0;0;30;76.92;100.0;39
1999;17;Arnedillo;01;001;U;PLAZA FELIZ MERINO;AYTO BAJOS;388;341;2;2;339;87.89;100.0;388
1999;18;Arnedo;01;001;U;SAN BLAS;AGENCIA COMARCAL DEL INSS;969;728;5;17;723;75.13;100.0;969
1999;18;Arnedo;01;002;U;PLAZA NUESTRA SEÑORA DE VICO;AYTO PLANTA BAJA;748;558;2;12;556;74.6;100.0;748
1999;18;Arnedo;01;003;U;SANTIAGO MILLA;CASA DE CULTURA;696;506;4;2;502;72.7;100.0;696
1999;18;Arnedo;02;001;A;PASEO CONSTITUCION;PALACIO LA BARONESA;815;607;6;8;601;74.48;100.0;815
1999;18;Arnedo;02;001;B;PASEO CONSTITUCION;PALACIO LA BARONESA;898;679;3;12;676;75.61;100.0;898
1999;18;Arnedo;02;002;A;AVDA REYES CATOLICOS;COLEGIO NACIONAL LA ESTACION;653;517;5;5;512;79.17;100.0;653
1999;18;Arnedo;02;002;B;AVDA REYES CATILICOS;COLEGIO NACIONAL LA ESTACION;788;624;4;11;620;79.19;100.0;788
1999;18;Arnedo;02;003;A;PASEO CONSTITUCION;TEATRO CERVANTES;567;449;3;7;446;79.19;100.0;567
1999;18;Arnedo;02;003;B;PASEO CONSTITUCION;TEATRO CERVANTES;554;440;4;13;436;79.42;100.0;554
1999;18;Arnedo;02;004;A;NUEVE DE JULIO;COOPERATIVA LA PAZ;596;459;5;4;454;77.01;100.0;596
1999;18;Arnedo;02;004;B;NUEVA DE JULIO;COOPERATIVA LA PAZ;759;594;5;9;589;78.26;100.0;759
1999;18;Arnedo;02;005;A;DOCTOR CASTROVIEJO;HOGAR DEL JUBILADO;567;435;4;12;431;76.72;100.0;567
1999;18;Arnedo;02;005;B;DOCTOR CASTROVIEJO;HOGAR DEL JUBILADO;599;467;0;12;467;77.96;100.0;599
1999;18;Arnedo;02;006;A;BADAJOZ;COLEGIO LA ESTACION;602;460;3;4;457;76.41;100.0;602
1999;18;Arnedo;02;006;B;BADAJOZ;COLEGIO LA ESTACION;731;594;5;11;589;81.26;100.0;731
1999;19;Arrúbal;01;001;U;;AYTO BAJOS;393;364;5;4;359;92.62;100.0;393
1999;20;Ausejo;01;001;U;SAN MIGUEL;AYTO: HOGAR DEL JUBILADO;566;425;3;11;422;75.09;100.0;566
1999;21;Autol;01;001;A;GONZALEZ GALLARZA;COLEGIO A. MARTIN GAMERO;1000;805;8;9;797;80.5;100.0;1000
1999;21;Autol;01;001;B;GONZALEZ GALLARZA;COLEGIO A.MARTIN GAMERO;712;542;2;4;540;76.12;100.0;712
1999;21;Autol;02;001;U;GONZALEZ GALLARZA;COLEGIO A.MARTIN GAMERO;1020;766;15;2;751;75.1;100.0;1020
1999;22;Azofra;01;001;U;PLAZA ESPAÑA;ATYO. PLANTA BAJA;310;231;4;1;227;74.52;100.0;310
1999;23;Badarán;01;001;U;PLAZA CONDE BADARAN;AYTO SALON DE ACTOS;681;529;10;4;519;77.68;100.0;681
1999;24;Bañares;01;001;U;PLAZA ESPAÑA;AYTO BAJO;360;310;3;1;307;86.11;100.0;360
1999;25;Baños de Rioja;01;001;U;MAYOR;LOCAL CULTURAL;111;90;0;0;90;81.08;100.0;111
1999;26;Baños de Río Tobía;01;001;A;PLAZA ORIENTE;CASA CULTURA CARDENAL M.SOMALO;520;435;5;5;430;83.65;100.0;520
1999;26;Baños de Río Tobía;01;001;B;PLAZA DE ORIENTE;CASA CULTURA CARDENAL M.SOMALO;957;799;2;4;797;83.49;100.0;957
1999;27;Berceo;01;001;U;GONZALO DE BERCEO;AYTO. ESCUELA MUNICIPALES;214;178;0;0;178;83.18;100.0;214
1999;28;Bergasa;01;001;U;NUEVA;SALON USOS MULTIPLES;184;148;1;2;147;80.43;100.0;184
1999;29;Bergasillas Bajera;01;001;U;;AYTO;33;31;1;0;30;93.94;100.0;33
1999;30;Bezares;01;001;U;;ESCUELAS MUNICIPALES;28;25;0;0;25;89.29;100.0;28
1999;31;Bobadilla;01;001;U;PLAZA MAYOR;ESCUELAS NACIONALES;157;149;0;0;149;94.9;100.0;157
1999;32;Brieva de Cameros;01;001;U;;AYTO. SALON PUBLICO;100;91;1;0;90;91.0;100.0;100
1999;33;Briñas;01;001;U;;AYTO;175;164;0;4;164;93.71;100.0;175
1999;34;Briones;01;001;U;PLAZA DE ESPAÑA;AYTO;730;632;2;9;630;86.58;100.0;730
1999;35;Cabezón de Cameros;01;001;U;;ESCUELA NACIONAL;34;26;0;0;26;76.47;100.0;34
1999;36;Calahorra;01;001;U;RASILLO DE SAN FRANCISCO;C.EDUC.ADULTOS SAN FRANCISCO;702;495;2;11;493;70.51;100.0;702
1999;36;Calahorra;02;001;U;ENRAMADA;CONSERVATORIO DE MUSICA;758;493;9;10;484;65.04;100.0;758
1999;36;Calahorra;02;002;U;PLANILLO SAN ANDRES;ASOC.VECINOS CASCO ANTIGUO;742;427;5;7;422;57.55;100.0;742
1999;36;Calahorra;02;003;A;AVDA DE NUMANCIA;COLEGIO LA MILAGROSA;720;486;7;18;479;67.5;100.0;720
1999;36;Calahorra;02;003;B;AVDA DE NUMANCIA;COLEGIO LA MILAGROSA;775;523;2;9;521;67.48;100.0;775
1999;36;Calahorra;02;004;A;MEDIAVILLA;COLEGIO TERESIANO;813;561;9;13;552;69.0;100.0;813
1999;36;Calahorra;02;004;B;MEDIAVILLA;COLEGIO TERESIANO;863;590;5;12;585;68.37;100.0;863
1999;36;Calahorra;03;001;U;PARQUE ERA ALTA;BIBLIOTECA MUNICIPAL;824;592;9;14;583;71.84;100.0;824
1999;36;Calahorra;03;002;A;PLAZA ERAS;COLEGIO ANGEL OLIVAN;447;304;2;6;302;68.01;100.0;447
1999;36;Calahorra;03;002;B;PLAZA ERAS;COLEGIO ANGEL OLIVAN;580;411;2;10;409;70.86;100.0;580
1999;36;Calahorra;03;002;C;PLAZA ERAS;COLEGIO ANGEL OLIVAN;426;301;2;3;299;70.66;100.0;426
1999;36;Calahorra;03;003;A;JULIO LONGINOS;COLEGIO AURELIO PRUDENCIO;428;286;2;3;284;66.82;100.0;428
1999;36;Calahorra;03;003;B;JULIO LONGINOS;COLEGIO AURELIO PRUDENCIO;607;412;3;7;409;67.87;100.0;607
1999;36;Calahorra;03;003;C;JULIO LONGINOS;COLEGIO AURELIO PRUDENCIO;488;337;1;12;336;69.06;100.0;488
1999;36;Calahorra;03;004;A;ANTONIO MACHADO;COLEGIO QUINTILIANO;438;297;4;5;293;67.81;100.0;438
1999;36;Calahorra;03;004;B;ANTONIO MACHADO;COLEGIO QUINTILIANO;673;454;9;11;445;67.46;100.0;673
1999;36;Calahorra;03;004;C;ANTONIO MACHADO;COLEGIO QUINTILIANO;488;343;9;6;334;70.29;100.0;488
1999;36;Calahorra;03;005;A;BASCONIA;IES MARCO FABIO QUINTILIANO;488;334;3;6;331;68.44;100.0;488
1999;36;Calahorra;03;005;B;BASCONIA;IES MARCO FABIO QUINTILIANO;454;322;3;11;319;70.93;100.0;454
1999;36;Calahorra;03;006;A;CRTA MURILLO;COLEGIO AURELIO PRUDENCIO;520;358;5;14;353;68.85;100.0;520
1999;36;Calahorra;03;006;B;CRTA MURILLO;COLEGIO AURELIO PRUDENCIO;488;351;4;7;347;71.93;100.0;488
1999;36;Calahorra;03;007;A;BASCONIA;IES MARCO FABIO QUINTILIANO;509;360;1;12;359;70.73;100.0;509
1999;36;Calahorra;03;007;B;BASCONIA;IES MARCO FABIO QUINTILIANO;535;364;4;5;360;68.04;100.0;535
1999;36;Calahorra;03;008;A;BASCONIA;IES VALLE DEL CIDACOS;471;321;4;8;317;68.15;100.0;471
1999;36;Calahorra;03;008;B;BASCONIA;IES VALLE DEL CIDACOS;526;374;2;12;372;71.1;100.0;526
1999;36;Calahorra;03;009;A;CRTA MURILLO;COLEGIO AURELIO PRUDENCIO;631;407;2;16;405;64.5;100.0;631
1999;36;Calahorra;03;009;B;CRTA MURILLO;COLEGIO AURELIO PRUDENCIO;688;439;6;16;433;63.81;100.0;688
1999;37;Camprovín;01;001;U;REAL;AYTO PLANTA BAJA;204;170;0;1;170;83.33;100.0;204
1999;38;Canales de la Sierra;01;001;U;;AYTO SALON DE ACTOS;129;121;1;1;120;93.8;100.0;129
1999;39;Canillas de Río Tuerto;01;001;U;NAJERA;AYTO CASA MEDICO;65;45;0;0;45;69.23;100.0;65
1999;40;Cañas;01;001;U;REAL;AYTO.;115;100;1;2;99;86.96;100.0;115
1999;41;Cárdenas;01;001;U;;AYTO.;234;201;0;1;201;85.9;100.0;234
1999;42;Casalarreina;01;001;U;PLAZA DE LA FLORIDA;AYTO. BAJOS;764;678;6;12;672;88.74;100.0;764
1999;43;Castañares de Rioja;01;001;U;MAYOR;AYTO. SALON DE ACTOS;448;347;5;8;342;77.46;100.0;448
1999;44;Castroviejo;01;001;U;MAYOR;AYTO.;56;41;0;1;41;73.21;100.0;56
1999;45;Cellorigo;01;001;U;JOSE ANTONIO LOPEZ DE SILANES;AYTO. LOCALES;20;17;0;0;17;85.0;100.0;20
1999;46;Cenicero;01;001;A;PLAZA DE ESPAÑA;AYTO. PLANTA BAJA;517;412;2;9;410;79.69;100.0;517
1999;46;Cenicero;01;001;B;PLAZA DE ESPAÑA;AYTO. PLANTA SEGUNDA;565;460;11;10;449;81.42;100.0;565
1999;46;Cenicero;01;002;U;LA VICTORIA;CASA DE CULTURA;635;504;2;7;502;79.37;100.0;635
1999;47;Cervera del Río Alhama;01;001;A;AVDA. CONSTITUCION;NUEVO AYTO. PLANTA BAJA;613;536;5;10;531;87.44;100.0;613
1999;47;Cervera del Río Alhama;01;001;B;AVDA. CONSTITUCION;NUEVO AYTO. PLANTA 2?;506;448;3;5;445;88.54;100.0;506
1999;47;Cervera del Río Alhama;01;001;C;IBO ALFARO;CASA PARROQUIAL SAN GIL-BAJO;415;366;0;5;366;88.19;100.0;415
1999;47;Cervera del Río Alhama;03;001;A;BARRIO DE CABRETON;ESCUELA DE PARVULOS;308;252;1;2;251;81.82;100.0;308
1999;47;Cervera del Río Alhama;03;001;B;BARRIO DE VALVERDE;NUEVO CENTRO DE E.G.B.;239;205;1;0;204;85.77;100.0;239
1999;47;Cervera del Río Alhama;03;002;U;RINCON DE OLIVEDO;NUEVO CENTRO E.G.B. CTRA.IGEA;583;512;2;15;510;87.82;100.0;583
1999;48;Cidamón;01;001;U;;CASERIO TOLEDO;37;31;0;1;31;83.78;100.0;37
1999;49;Cihuri;01;001;U;PLAZA NEFTALI ISASI;AYTO.;144;118;5;4;113;81.94;100.0;144
1999;50;Cirueña;01;001;U;;AYTO. PLANTA BAJA;120;96;3;4;93;80.0;100.0;120
1999;51;Clavijo;01;001;U;;AYTO. OFICINAS;240;227;0;3;227;94.58;100.0;240
1999;52;Cordovín;01;001;U;PLAZA DE LA IGLESIA;CASA CONSISTORIAL;202;178;1;3;177;88.12;100.0;202
1999;53;Corera;01;001;U;LA IGLESIA;AYTO. SALON;224;193;1;1;192;86.16;100.0;224
1999;54;Cornago;01;001;U;PLAZA CARLOS PINILLA;AYTO. PLANTA BAJA;552;465;1;3;464;84.24;100.0;552
1999;55;Corporales;01;001;A;CARRETERA;AYTO. SALON DE PLENOS;26;23;1;2;22;88.46;100.0;26
1999;55;Corporales;01;001;B;BARRIO DE MORALES;CENTRO SOCIAL;34;27;0;0;27;79.41;100.0;34
1999;56;Cuzcurrita de Río Tirón;01;001;U;PLAZA MAYOR;AYTO. PLANTA BAJA;428;378;4;2;374;88.32;100.0;428
1999;57;Daroca de Rioja;01;001;U;;AYTO.;50;42;0;1;42;84.0;100.0;50
1999;58;Enciso;01;001;U;PLAZA MAYOR;AYTO.;169;128;0;0;128;75.74;100.0;169
