Año;Provincia;Código INE;Municipio;Partido;Votos
1991;Albacete;20010000;Abengibre;CENSO;845
1991;Albacete;20010000;Abengibre;OTROS;2
1991;Albacete;20010000;Abengibre;PSOE;469
1991;Albacete;20010000;Abengibre;ABSTEN;66
1991;Albacete;20010000;Abengibre;PP;300
1991;Albacete;20010000;Abengibre;IU;2
1991;Albacete;20020000;Alatoz;OTROS;3
1991;Albacete;20020000;Alatoz;CDS;50
1991;Albacete;20020000;Alatoz;ABSTEN;77
1991;Albacete;20020000;Alatoz;PP;207
1991;Albacete;20020000;Alatoz;PSOE;319
1991;Albacete;20020000;Alatoz;IU;12
1991;Albacete;20020000;Alatoz;CENSO;673
1991;Albacete;20030000;Albacete;CENSO;94041
1991;Albacete;20030000;Albacete;ABSTEN;39054
1991;Albacete;20030000;Albacete;IU;5275
1991;Albacete;20030000;Albacete;PP;19467
1991;Albacete;20030000;Albacete;OTROS;1089
1991;Albacete;20030000;Albacete;PSOE;25742
1991;Albacete;20030000;Albacete;CDS;1889
1991;Albacete;20040000;Albatana;IU;64
1991;Albacete;20040000;Albatana;PP;209
1991;Albacete;20040000;Albatana;CENSO;752
1991;Albacete;20040000;Albatana;CDS;61
1991;Albacete;20040000;Albatana;ABSTEN;126
1991;Albacete;20040000;Albatana;OTROS;3
1991;Albacete;20040000;Albatana;PSOE;283
1991;Albacete;20050000;Alborea;CENSO;751
1991;Albacete;20050000;Alborea;OTROS;6
1991;Albacete;20050000;Alborea;PP;205
1991;Albacete;20050000;Alborea;ABSTEN;184
1991;Albacete;20050000;Alborea;CDS;38
1991;Albacete;20050000;Alborea;PSOE;302
1991;Albacete;20050000;Alborea;IU;10
1991;Albacete;20060000;Alcadozo;IU;7
1991;Albacete;20060000;Alcadozo;CENSO;715
1991;Albacete;20060000;Alcadozo;CDS;3
1991;Albacete;20060000;Alcadozo;OTROS;3
1991;Albacete;20060000;Alcadozo;PP;100
1991;Albacete;20060000;Alcadozo;ABSTEN;158
1991;Albacete;20060000;Alcadozo;PSOE;434
1991;Albacete;20070000;Alcalá del Júcar;OTROS;5
1991;Albacete;20070000;Alcalá del Júcar;PP;496
1991;Albacete;20070000;Alcalá del Júcar;ABSTEN;172
1991;Albacete;20070000;Alcalá del Júcar;CDS;2
1991;Albacete;20070000;Alcalá del Júcar;CENSO;1471
1991;Albacete;20070000;Alcalá del Júcar;IU;30
1991;Albacete;20070000;Alcalá del Júcar;PSOE;754
1991;Albacete;20080000;Alcaraz;CDS;8
1991;Albacete;20080000;Alcaraz;CENSO;1571
1991;Albacete;20080000;Alcaraz;IU;113
1991;Albacete;20080000;Alcaraz;PP;286
1991;Albacete;20080000;Alcaraz;OTROS;11
1991;Albacete;20080000;Alcaraz;PSOE;764
1991;Albacete;20080000;Alcaraz;ABSTEN;379
1991;Albacete;20090000;Almansa;CDS;853
1991;Albacete;20090000;Almansa;CENSO;16859
1991;Albacete;20090000;Almansa;IU;1642
1991;Albacete;20090000;Almansa;PSOE;5810
1991;Albacete;20090000;Almansa;OTROS;191
1991;Albacete;20090000;Almansa;PP;2352
1991;Albacete;20090000;Almansa;ABSTEN;5735
1991;Albacete;20100000;Alpera;PSOE;793
1991;Albacete;20100000;Alpera;ABSTEN;294
1991;Albacete;20100000;Alpera;PP;475
1991;Albacete;20100000;Alpera;CDS;16
1991;Albacete;20100000;Alpera;IU;235
1991;Albacete;20100000;Alpera;CENSO;1837
1991;Albacete;20100000;Alpera;OTROS;10
1991;Albacete;20110000;Ayna;OTROS;4
1991;Albacete;20110000;Ayna;PP;296
1991;Albacete;20110000;Ayna;ABSTEN;289
1991;Albacete;20110000;Ayna;CDS;12
1991;Albacete;20110000;Ayna;CENSO;1108
1991;Albacete;20110000;Ayna;IU;11
1991;Albacete;20110000;Ayna;PSOE;480
1991;Albacete;20120000;Balazote;PSOE;958
1991;Albacete;20120000;Balazote;IU;203
1991;Albacete;20120000;Balazote;ABSTEN;178
1991;Albacete;20120000;Balazote;CENSO;1707
1991;Albacete;20120000;Balazote;OTROS;9
1991;Albacete;20120000;Balazote;PP;249
1991;Albacete;20120000;Balazote;CDS;96
1991;Albacete;20130000;Balsa de Ves;PSOE;74
1991;Albacete;20130000;Balsa de Ves;IU;1
1991;Albacete;20130000;Balsa de Ves;ABSTEN;37
1991;Albacete;20130000;Balsa de Ves;PP;146
1991;Albacete;20130000;Balsa de Ves;CENSO;258
1991;Albacete;20140000;Ballestero (El);ABSTEN;82
1991;Albacete;20140000;Ballestero (El);PSOE;251
1991;Albacete;20140000;Ballestero (El);IU;75
1991;Albacete;20140000;Ballestero (El);CENSO;540
1991;Albacete;20140000;Ballestero (El);CDS;3
1991;Albacete;20140000;Ballestero (El);OTROS;6
1991;Albacete;20140000;Ballestero (El);PP;121
1991;Albacete;20150000;Barrax;OTROS;4
1991;Albacete;20150000;Barrax;CDS;4
1991;Albacete;20150000;Barrax;IU;126
1991;Albacete;20150000;Barrax;PSOE;664
1991;Albacete;20150000;Barrax;ABSTEN;226
1991;Albacete;20150000;Barrax;PP;523
1991;Albacete;20150000;Barrax;CENSO;1558
1991;Albacete;20160000;Bienservida;CENSO;873
1991;Albacete;20160000;Bienservida;PSOE;348
1991;Albacete;20160000;Bienservida;OTROS;2
1991;Albacete;20160000;Bienservida;PP;163
