Año;Provincia;Código INE;Municipio;Partido;Votos
2007;Albacete;20010000;Abengibre;PSOE;428
2007;Albacete;20010000;Abengibre;OTROS;2
2007;Albacete;20010000;Abengibre;ABSTEN;114
2007;Albacete;20010000;Abengibre;PP;232
2007;Albacete;20010000;Abengibre;CENSO;795
2007;Albacete;20010000;Abengibre;IU;7
2007;Albacete;20020000;Alatoz;PSOE;256
2007;Albacete;20020000;Alatoz;IU;4
2007;Albacete;20020000;Alatoz;OTROS;4
2007;Albacete;20020000;Alatoz;CENSO;501
2007;Albacete;20020000;Alatoz;PP;191
2007;Albacete;20020000;Alatoz;ABSTEN;37
2007;Albacete;20030000;Albacete;OTROS;1205
2007;Albacete;20030000;Albacete;ABSTEN;46852
2007;Albacete;20030000;Albacete;IU;3507
2007;Albacete;20030000;Albacete;PSOE;35518
2007;Albacete;20030000;Albacete;CENSO;123372
2007;Albacete;20030000;Albacete;PP;34282
2007;Albacete;20040000;Albatana;ABSTEN;82
2007;Albacete;20040000;Albatana;PSOE;359
2007;Albacete;20040000;Albatana;IU;6
2007;Albacete;20040000;Albatana;PP;226
2007;Albacete;20040000;Albatana;OTROS;5
2007;Albacete;20040000;Albatana;CENSO;677
2007;Albacete;20050000;Alborea;OTROS;3
2007;Albacete;20050000;Alborea;PSOE;281
2007;Albacete;20050000;Alborea;PP;207
2007;Albacete;20050000;Alborea;CENSO;596
2007;Albacete;20050000;Alborea;ABSTEN;90
2007;Albacete;20050000;Alborea;IU;1
2007;Albacete;20060000;Alcadozo;IU;35
2007;Albacete;20060000;Alcadozo;PSOE;298
2007;Albacete;20060000;Alcadozo;PP;240
2007;Albacete;20060000;Alcadozo;ABSTEN;56
2007;Albacete;20060000;Alcadozo;OTROS;0
2007;Albacete;20060000;Alcadozo;CENSO;636
2007;Albacete;20070000;Alcalá del Júcar;PSOE;654
2007;Albacete;20070000;Alcalá del Júcar;PP;304
2007;Albacete;20070000;Alcalá del Júcar;IU;4
2007;Albacete;20070000;Alcalá del Júcar;ABSTEN;192
2007;Albacete;20070000;Alcalá del Júcar;CENSO;1178
2007;Albacete;20070000;Alcalá del Júcar;OTROS;5
2007;Albacete;20080000;Alcaraz;OTROS;21
2007;Albacete;20080000;Alcaraz;IU;24
2007;Albacete;20080000;Alcaraz;PSOE;653
2007;Albacete;20080000;Alcaraz;CENSO;1405
2007;Albacete;20080000;Alcaraz;PP;361
2007;Albacete;20080000;Alcaraz;ABSTEN;326
2007;Albacete;20090000;Almansa;PSOE;7143
2007;Albacete;20090000;Almansa;OTROS;430
2007;Albacete;20090000;Almansa;ABSTEN;5682
2007;Albacete;20090000;Almansa;CENSO;19470
2007;Albacete;20090000;Almansa;IU;484
2007;Albacete;20090000;Almansa;PP;5417
2007;Albacete;20100000;Alpera;IU;40
2007;Albacete;20100000;Alpera;CENSO;1880
2007;Albacete;20100000;Alpera;PSOE;868
2007;Albacete;20100000;Alpera;ABSTEN;295
2007;Albacete;20100000;Alpera;OTROS;10
2007;Albacete;20100000;Alpera;PP;631
2007;Albacete;20110000;Ayna;IU;3
2007;Albacete;20110000;Ayna;PP;318
2007;Albacete;20110000;Ayna;CENSO;844
2007;Albacete;20110000;Ayna;ABSTEN;71
2007;Albacete;20110000;Ayna;OTROS;3
2007;Albacete;20110000;Ayna;PSOE;442
2007;Albacete;20120000;Balazote;OTROS;7
2007;Albacete;20120000;Balazote;ABSTEN;214
2007;Albacete;20120000;Balazote;PSOE;1005
2007;Albacete;20120000;Balazote;CENSO;1823
2007;Albacete;20120000;Balazote;IU;66
2007;Albacete;20120000;Balazote;PP;518
2007;Albacete;20130000;Balsa de Ves;OTROS;0
2007;Albacete;20130000;Balsa de Ves;CENSO;193
2007;Albacete;20130000;Balsa de Ves;IU;0
2007;Albacete;20130000;Balsa de Ves;ABSTEN;24
