Año;Provincia;Código INE;Municipio;Partido;Votos
1987;Albacete;20010000;Abengibre;PSOE;408
1987;Albacete;20010000;Abengibre;IU;3
1987;Albacete;20010000;Abengibre;CENSO;851
1987;Albacete;20010000;Abengibre;PP;330
1987;Albacete;20010000;Abengibre;ABSTEN;104
1987;Albacete;20010000;Abengibre;CDS;3
1987;Albacete;20010000;Abengibre;OTROS;1
1987;Albacete;20020000;Alatoz;PP;190
1987;Albacete;20020000;Alatoz;ABSTEN;81
1987;Albacete;20020000;Alatoz;PSOE;249
1987;Albacete;20020000;Alatoz;CENSO;666
1987;Albacete;20020000;Alatoz;IU;1
1987;Albacete;20020000;Alatoz;CDS;121
1987;Albacete;20020000;Alatoz;OTROS;15
1987;Albacete;20030000;Albacete;PP;17034
1987;Albacete;20030000;Albacete;CDS;7084
1987;Albacete;20030000;Albacete;IU;3667
1987;Albacete;20030000;Albacete;ABSTEN;29211
1987;Albacete;20030000;Albacete;CENSO;84389
1987;Albacete;20030000;Albacete;OTROS;1847
1987;Albacete;20030000;Albacete;PSOE;23921
1987;Albacete;20040000;Albatana;OTROS;1
1987;Albacete;20040000;Albatana;PP;146
1987;Albacete;20040000;Albatana;ABSTEN;176
1987;Albacete;20040000;Albatana;CDS;125
1987;Albacete;20040000;Albatana;CENSO;769
1987;Albacete;20040000;Albatana;IU;36
1987;Albacete;20040000;Albatana;PSOE;276
1987;Albacete;20050000;Alborea;CDS;107
1987;Albacete;20050000;Alborea;CENSO;791
1987;Albacete;20050000;Alborea;IU;3
1987;Albacete;20050000;Alborea;PP;151
1987;Albacete;20050000;Alborea;OTROS;7
1987;Albacete;20050000;Alborea;PSOE;299
1987;Albacete;20050000;Alborea;ABSTEN;216
1987;Albacete;20060000;Alcadozo;ABSTEN;131
1987;Albacete;20060000;Alcadozo;PP;178
1987;Albacete;20060000;Alcadozo;CENSO;719
1987;Albacete;20060000;Alcadozo;CDS;27
1987;Albacete;20060000;Alcadozo;IU;2
1987;Albacete;20060000;Alcadozo;PSOE;379
1987;Albacete;20070000;Alcalá del Júcar;OTROS;15
1987;Albacete;20070000;Alcalá del Júcar;PP;599
1987;Albacete;20070000;Alcalá del Júcar;CDS;6
1987;Albacete;20070000;Alcalá del Júcar;CENSO;1534
1987;Albacete;20070000;Alcalá del Júcar;PSOE;747
1987;Albacete;20070000;Alcalá del Júcar;ABSTEN;156
1987;Albacete;20070000;Alcalá del Júcar;IU;7
1987;Albacete;20080000;Alcaraz;OTROS;150
1987;Albacete;20080000;Alcaraz;IU;98
1987;Albacete;20080000;Alcaraz;PSOE;652
1987;Albacete;20080000;Alcaraz;CENSO;1601
1987;Albacete;20080000;Alcaraz;PP;243
1987;Albacete;20080000;Alcaraz;ABSTEN;401
1987;Albacete;20080000;Alcaraz;CDS;38
1987;Albacete;20090000;Almansa;ABSTEN;4636
1987;Albacete;20090000;Almansa;PSOE;5756
1987;Albacete;20090000;Almansa;IU;878
1987;Albacete;20090000;Almansa;CENSO;15744
1987;Albacete;20090000;Almansa;CDS;1705
1987;Albacete;20090000;Almansa;OTROS;138
1987;Albacete;20090000;Almansa;PP;2320
1987;Albacete;20100000;Alpera;OTROS;66
1987;Albacete;20100000;Alpera;PSOE;603
1987;Albacete;20100000;Alpera;ABSTEN;333
1987;Albacete;20100000;Alpera;CDS;178
1987;Albacete;20100000;Alpera;CENSO;1812
1987;Albacete;20100000;Alpera;IU;299
1987;Albacete;20100000;Alpera;PP;321
1987;Albacete;20110000;Ayna;CDS;172
1987;Albacete;20110000;Ayna;ABSTEN;230
1987;Albacete;20110000;Ayna;CENSO;1208
1987;Albacete;20110000;Ayna;OTROS;44
1987;Albacete;20110000;Ayna;PSOE;520
1987;Albacete;20110000;Ayna;IU;3
1987;Albacete;20110000;Ayna;PP;234
1987;Albacete;20120000;Balazote;PP;222
1987;Albacete;20120000;Balazote;CDS;228
1987;Albacete;20120000;Balazote;PSOE;718
1987;Albacete;20120000;Balazote;IU;209
1987;Albacete;20120000;Balazote;OTROS;9
1987;Albacete;20120000;Balazote;CENSO;1605
1987;Albacete;20120000;Balazote;ABSTEN;205
1987;Albacete;20130000;Balsa de Ves;CENSO;298
1987;Albacete;20130000;Balsa de Ves;CDS;5
1987;Albacete;20130000;Balsa de Ves;IU;1
1987;Albacete;20130000;Balsa de Ves;PP;151
1987;Albacete;20130000;Balsa de Ves;ABSTEN;58
1987;Albacete;20130000;Balsa de Ves;PSOE;81
1987;Albacete;20140000;Ballestero (El);IU;55
1987;Albacete;20140000;Ballestero (El);PSOE;315
1987;Albacete;20140000;Ballestero (El);OTROS;5
1987;Albacete;20140000;Ballestero (El);CDS;11
1987;Albacete;20140000;Ballestero (El);ABSTEN;73
1987;Albacete;20140000;Ballestero (El);PP;113
1987;Albacete;20140000;Ballestero (El);CENSO;573
1987;Albacete;20150000;Barrax;ABSTEN;181
1987;Albacete;20150000;Barrax;IU;178
1987;Albacete;20150000;Barrax;PSOE;456
1987;Albacete;20150000;Barrax;CENSO;1475
1987;Albacete;20150000;Barrax;PP;562
1987;Albacete;20150000;Barrax;OTROS;12
1987;Albacete;20150000;Barrax;CDS;66
1987;Albacete;20160000;Bienservida;PSOE;247
1987;Albacete;20160000;Bienservida;CDS;4
1987;Albacete;20160000;Bienservida;PP;421
1987;Albacete;20160000;Bienservida;ABSTEN;246
1987;Albacete;20160000;Bienservida;IU;31
1987;Albacete;20160000;Bienservida;OTROS;1
1987;Albacete;20160000;Bienservida;CENSO;952
1987;Albacete;20170000;Bogarra;CENSO;1449
1987;Albacete;20170000;Bogarra;ABSTEN;1449
1987;Albacete;20180000;Bonete;IU;64
1987;Albacete;20180000;Bonete;PP;279
1987;Albacete;20180000;Bonete;PSOE;446
1987;Albacete;20180000;Bonete;OTROS;5
1987;Albacete;20180000;Bonete;ABSTEN;107
1987;Albacete;20180000;Bonete;CDS;86
1987;Albacete;20180000;Bonete;CENSO;997
1987;Albacete;20190000;Bonillo (El);ABSTEN;588
1987;Albacete;20190000;Bonillo (El);PP;621
1987;Albacete;20190000;Bonillo (El);CENSO;2639
1987;Albacete;20190000;Bonillo (El);IU;427
1987;Albacete;20190000;Bonillo (El);CDS;138
1987;Albacete;20190000;Bonillo (El);OTROS;55
1987;Albacete;20190000;Bonillo (El);PSOE;767
1987;Albacete;20200000;Carcelén;OTROS;3
1987;Albacete;20200000;Carcelén;PSOE;259
1987;Albacete;20200000;Carcelén;IU;8
1987;Albacete;20200000;Carcelén;CENSO;699
1987;Albacete;20200000;Carcelén;PP;198
1987;Albacete;20200000;Carcelén;ABSTEN;114
1987;Albacete;20200000;Carcelén;CDS;105
1987;Albacete;20210000;Casas-Ibáñez;PSOE;320
1987;Albacete;20210000;Casas-Ibáñez;IU;53
1987;Albacete;20210000;Casas-Ibáñez;CENSO;1008
1987;Albacete;20210000;Casas-Ibáñez;PP;403
1987;Albacete;20210000;Casas-Ibáñez;ABSTEN;143
1987;Albacete;20210000;Casas-Ibáñez;CDS;77
1987;Albacete;20210000;Casas-Ibáñez;OTROS;6
1987;Albacete;20220000;Casas de Juan Núñez;IU;31
1987;Albacete;20220000;Casas de Juan Núñez;PP;226
1987;Albacete;20220000;Casas de Juan Núñez;OTROS;3
1987;Albacete;20220000;Casas de Juan Núñez;PSOE;118
1987;Albacete;20220000;Casas de Juan Núñez;ABSTEN;34
1987;Albacete;20220000;Casas de Juan Núñez;CDS;56
1987;Albacete;20220000;Casas de Juan Núñez;CENSO;471
1987;Albacete;20230000;Casas de Lázaro;ABSTEN;353
1987;Albacete;20230000;Casas de Lázaro;PSOE;435
1987;Albacete;20230000;Casas de Lázaro;CENSO;1150
1987;Albacete;20230000;Casas de Lázaro;IU;8
1987;Albacete;20230000;Casas de Lázaro;CDS;10
1987;Albacete;20230000;Casas de Lázaro;OTROS;2
1987;Albacete;20230000;Casas de Lázaro;PP;331
1987;Albacete;20240000;Casas de Ves;ABSTEN;558
1987;Albacete;20240000;Casas de Ves;CDS;167
1987;Albacete;20240000;Casas de Ves;CENSO;2985
1987;Albacete;20240000;Casas de Ves;PP;842
1987;Albacete;20240000;Casas de Ves;IU;127
1987;Albacete;20240000;Casas de Ves;PSOE;1232
1987;Albacete;20240000;Casas de Ves;OTROS;17
1987;Albacete;20250000;Caudete;PP;1509
1987;Albacete;20250000;Caudete;ABSTEN;975
1987;Albacete;20250000;Caudete;CDS;862
1987;Albacete;20250000;Caudete;PSOE;2077
1987;Albacete;20250000;Caudete;IU;151
1987;Albacete;20250000;Caudete;CENSO;5854
1987;Albacete;20250000;Caudete;OTROS;189
1987;Albacete;20260000;Cenizate;CDS;12
1987;Albacete;20260000;Cenizate;CENSO;826
1987;Albacete;20260000;Cenizate;IU;103
1987;Albacete;20260000;Cenizate;PSOE;344
1987;Albacete;20260000;Cenizate;OTROS;5
1987;Albacete;20260000;Cenizate;PP;230
1987;Albacete;20260000;Cenizate;ABSTEN;123
1987;Albacete;20270000;Corral-Rubio;PSOE;162
1987;Albacete;20270000;Corral-Rubio;OTROS;33
