Año;Provincia;Código INE;Municipio;Partido;Votos
2011;Albacete;20010000;Abengibre;PSOE;359
2011;Albacete;20010000;Abengibre;UPyD;8
2011;Albacete;20010000;Abengibre;CENSO;734
2011;Albacete;20010000;Abengibre;IU;9
2011;Albacete;20010000;Abengibre;ABSTEN;90
2011;Albacete;20010000;Abengibre;PP;253
2011;Albacete;20010000;Abengibre;OTROS;1
2011;Albacete;20020000;Alatoz;PP;207
2011;Albacete;20020000;Alatoz;ABSTEN;49
2011;Albacete;20020000;Alatoz;PSOE;214
2011;Albacete;20020000;Alatoz;CENSO;485
2011;Albacete;20020000;Alatoz;UPyD;4
2011;Albacete;20020000;Alatoz;IU;5
2011;Albacete;20020000;Alatoz;OTROS;2
2011;Albacete;20030000;Albacete;UPyD;3070
2011;Albacete;20030000;Albacete;CENSO;128407
2011;Albacete;20030000;Albacete;PSOE;29174
2011;Albacete;20030000;Albacete;ABSTEN;38351
2011;Albacete;20030000;Albacete;PP;47567
2011;Albacete;20030000;Albacete;OTROS;1982
2011;Albacete;20030000;Albacete;IU;4728
2011;Albacete;20040000;Albatana;OTROS;4
2011;Albacete;20040000;Albatana;IU;3
2011;Albacete;20040000;Albatana;UPyD;4
2011;Albacete;20040000;Albatana;CENSO;653
2011;Albacete;20040000;Albatana;PSOE;310
2011;Albacete;20040000;Albatana;ABSTEN;46
2011;Albacete;20040000;Albatana;PP;275
2011;Albacete;20050000;Alborea;UPyD;2
2011;Albacete;20050000;Alborea;ABSTEN;71
2011;Albacete;20050000;Alborea;IU;10
2011;Albacete;20050000;Alborea;CENSO;602
2011;Albacete;20050000;Alborea;PSOE;254
2011;Albacete;20050000;Alborea;PP;239
2011;Albacete;20050000;Alborea;OTROS;2
2011;Albacete;20060000;Alcadozo;IU;16
2011;Albacete;20060000;Alcadozo;PSOE;230
2011;Albacete;20060000;Alcadozo;CENSO;611
2011;Albacete;20060000;Alcadozo;OTROS;1
2011;Albacete;20060000;Alcadozo;UPyD;1
2011;Albacete;20060000;Alcadozo;ABSTEN;48
2011;Albacete;20060000;Alcadozo;PP;312
2011;Albacete;20070000;Alcalá del Júcar;CENSO;1130
2011;Albacete;20070000;Alcalá del Júcar;PSOE;577
2011;Albacete;20070000;Alcalá del Júcar;UPyD;4
2011;Albacete;20070000;Alcalá del Júcar;IU;15
2011;Albacete;20070000;Alcalá del Júcar;OTROS;3
2011;Albacete;20070000;Alcalá del Júcar;PP;297
2011;Albacete;20070000;Alcalá del Júcar;ABSTEN;213
2011;Albacete;20080000;Alcaraz;UPyD;5
2011;Albacete;20080000;Alcaraz;PSOE;512
2011;Albacete;20080000;Alcaraz;PP;472
2011;Albacete;20080000;Alcaraz;CENSO;1347
2011;Albacete;20080000;Alcaraz;IU;36
2011;Albacete;20080000;Alcaraz;ABSTEN;289
2011;Albacete;20080000;Alcaraz;OTROS;3
2011;Albacete;20090000;Almansa;ABSTEN;5406
2011;Albacete;20090000;Almansa;OTROS;227
2011;Albacete;20090000;Almansa;IU;605
2011;Albacete;20090000;Almansa;CENSO;19655
2011;Albacete;20090000;Almansa;PP;6334
2011;Albacete;20090000;Almansa;UPyD;287
2011;Albacete;20090000;Almansa;PSOE;6075
2011;Albacete;20100000;Alpera;PP;720
2011;Albacete;20100000;Alpera;OTROS;3
2011;Albacete;20100000;Alpera;IU;29
2011;Albacete;20100000;Alpera;ABSTEN;219
2011;Albacete;20100000;Alpera;CENSO;1878
2011;Albacete;20100000;Alpera;PSOE;855
2011;Albacete;20100000;Alpera;UPyD;6
2011;Albacete;20110000;Ayna;PP;310
2011;Albacete;20110000;Ayna;PSOE;352
2011;Albacete;20110000;Ayna;IU;3
2011;Albacete;20110000;Ayna;OTROS;1
2011;Albacete;20110000;Ayna;ABSTEN;66
2011;Albacete;20110000;Ayna;UPyD;3
2011;Albacete;20110000;Ayna;CENSO;739
2011;Albacete;20120000;Balazote;IU;41
2011;Albacete;20120000;Balazote;ABSTEN;147
2011;Albacete;20120000;Balazote;CENSO;1840
2011;Albacete;20120000;Balazote;UPyD;14
2011;Albacete;20120000;Balazote;PSOE;957
2011;Albacete;20120000;Balazote;PP;655
2011;Albacete;20120000;Balazote;OTROS;3
2011;Albacete;20130000;Balsa de Ves;CENSO;171
2011;Albacete;20130000;Balsa de Ves;UPyD;0
2011;Albacete;20130000;Balsa de Ves;PSOE;60
2011;Albacete;20130000;Balsa de Ves;OTROS;4
2011;Albacete;20130000;Balsa de Ves;ABSTEN;19
2011;Albacete;20130000;Balsa de Ves;PP;84
2011;Albacete;20130000;Balsa de Ves;IU;0
2011;Albacete;20140000;Ballestero (El);UPyD;2
2011;Albacete;20140000;Ballestero (El);IU;87
2011;Albacete;20140000;Ballestero (El);PSOE;146
2011;Albacete;20140000;Ballestero (El);OTROS;0
2011;Albacete;20140000;Ballestero (El);CENSO;392
2011;Albacete;20140000;Ballestero (El);PP;121
2011;Albacete;20140000;Ballestero (El);ABSTEN;31
2011;Albacete;20150000;Barrax;PSOE;717
2011;Albacete;20150000;Barrax;UPyD;2
2011;Albacete;20150000;Barrax;PP;590
2011;Albacete;20150000;Barrax;IU;84
2011;Albacete;20150000;Barrax;ABSTEN;111
2011;Albacete;20150000;Barrax;CENSO;1521
2011;Albacete;20150000;Barrax;OTROS;2
2011;Albacete;20160000;Bienservida;PP;288
2011;Albacete;20160000;Bienservida;OTROS;0
2011;Albacete;20160000;Bienservida;PSOE;221
2011;Albacete;20160000;Bienservida;IU;8
2011;Albacete;20160000;Bienservida;UPyD;4
2011;Albacete;20160000;Bienservida;CENSO;607
2011;Albacete;20160000;Bienservida;ABSTEN;80
2011;Albacete;20170000;Bogarra;CENSO;914
2011;Albacete;20170000;Bogarra;PSOE;442
2011;Albacete;20170000;Bogarra;ABSTEN;142
2011;Albacete;20170000;Bogarra;PP;313
2011;Albacete;20170000;Bogarra;OTROS;3
2011;Albacete;20170000;Bogarra;IU;5
2011;Albacete;20170000;Bogarra;UPyD;1
2011;Albacete;20180000;Bonete;PP;402
2011;Albacete;20180000;Bonete;IU;4
2011;Albacete;20180000;Bonete;CENSO;925
2011;Albacete;20180000;Bonete;ABSTEN;95
2011;Albacete;20180000;Bonete;PSOE;395
2011;Albacete;20180000;Bonete;OTROS;2
2011;Albacete;20180000;Bonete;UPyD;11
2011;Albacete;20190000;Bonillo (El);IU;98
2011;Albacete;20190000;Bonillo (El);CENSO;2444
2011;Albacete;20190000;Bonillo (El);UPyD;6
2011;Albacete;20190000;Bonillo (El);OTROS;5
2011;Albacete;20190000;Bonillo (El);PSOE;1179
2011;Albacete;20190000;Bonillo (El);PP;878
2011;Albacete;20190000;Bonillo (El);ABSTEN;235
2011;Albacete;20200000;Carcelén;PP;215
2011;Albacete;20200000;Carcelén;ABSTEN;27
2011;Albacete;20200000;Carcelén;UPyD;2
2011;Albacete;20200000;Carcelén;CENSO;536
2011;Albacete;20200000;Carcelén;PSOE;275
2011;Albacete;20200000;Carcelén;IU;6
2011;Albacete;20200000;Carcelén;OTROS;4
2011;Albacete;20210000;Casas-Ibáñez;IU;18
2011;Albacete;20210000;Casas-Ibáñez;OTROS;2
2011;Albacete;20210000;Casas-Ibáñez;PP;544
2011;Albacete;20210000;Casas-Ibáñez;ABSTEN;105
2011;Albacete;20210000;Casas-Ibáñez;PSOE;430
2011;Albacete;20210000;Casas-Ibáñez;CENSO;1117
2011;Albacete;20210000;Casas-Ibáñez;UPyD;4
2011;Albacete;20220000;Casas de Juan Núñez;CENSO;433
2011;Albacete;20220000;Casas de Juan Núñez;PSOE;137
2011;Albacete;20220000;Casas de Juan Núñez;ABSTEN;24
2011;Albacete;20220000;Casas de Juan Núñez;IU;4
2011;Albacete;20220000;Casas de Juan Núñez;OTROS;4
2011;Albacete;20220000;Casas de Juan Núñez;PP;254
2011;Albacete;20220000;Casas de Juan Núñez;UPyD;2
2011;Albacete;20230000;Casas de Lázaro;ABSTEN;55
2011;Albacete;20230000;Casas de Lázaro;PSOE;276
2011;Albacete;20230000;Casas de Lázaro;CENSO;646
2011;Albacete;20230000;Casas de Lázaro;PP;300
2011;Albacete;20230000;Casas de Lázaro;IU;1
2011;Albacete;20230000;Casas de Lázaro;OTROS;7
2011;Albacete;20230000;Casas de Lázaro;UPyD;2
2011;Albacete;20240000;Casas de Ves;PP;1079
2011;Albacete;20240000;Casas de Ves;CENSO;3408
2011;Albacete;20240000;Casas de Ves;PSOE;1369
2011;Albacete;20240000;Casas de Ves;UPyD;30
2011;Albacete;20240000;Casas de Ves;IU;144
2011;Albacete;20240000;Casas de Ves;ABSTEN;676
2011;Albacete;20240000;Casas de Ves;OTROS;24
2011;Albacete;20250000;Caudete;UPyD;126
2011;Albacete;20250000;Caudete;PSOE;2508
2011;Albacete;20250000;Caudete;IU;107
2011;Albacete;20250000;Caudete;CENSO;7469
2011;Albacete;20250000;Caudete;ABSTEN;1291
2011;Albacete;20250000;Caudete;OTROS;71
2011;Albacete;20250000;Caudete;PP;3166
2011;Albacete;20260000;Cenizate;IU;84
2011;Albacete;20260000;Cenizate;UPyD;6
2011;Albacete;20260000;Cenizate;CENSO;851
2011;Albacete;20260000;Cenizate;PP;266
2011;Albacete;20260000;Cenizate;ABSTEN;94
2011;Albacete;20260000;Cenizate;PSOE;386
2011;Albacete;20260000;Cenizate;OTROS;1
2011;Albacete;20270000;Corral-Rubio;OTROS;0
2011;Albacete;20270000;Corral-Rubio;PP;174
2011;Albacete;20270000;Corral-Rubio;IU;3
2011;Albacete;20270000;Corral-Rubio;UPyD;3
2011;Albacete;20270000;Corral-Rubio;ABSTEN;31
2011;Albacete;20270000;Corral-Rubio;CENSO;348
2011;Albacete;20270000;Corral-Rubio;PSOE;131
2011;Albacete;20280000;Cotillas;OTROS;2
2011;Albacete;20280000;Cotillas;CENSO;144
2011;Albacete;20280000;Cotillas;UPyD;0
2011;Albacete;20280000;Cotillas;IU;5
2011;Albacete;20280000;Cotillas;PSOE;74
2011;Albacete;20280000;Cotillas;ABSTEN;21
2011;Albacete;20280000;Cotillas;PP;42
2011;Albacete;20290000;Chinchilla de Monte-Aragón;IU;167
2011;Albacete;20290000;Chinchilla de Monte-Aragón;OTROS;35
2011;Albacete;20290000;Chinchilla de Monte-Aragón;ABSTEN;655
2011;Albacete;20290000;Chinchilla de Monte-Aragón;PP;1070
2011;Albacete;20290000;Chinchilla de Monte-Aragón;CENSO;3169
2011;Albacete;20290000;Chinchilla de Monte-Aragón;PSOE;1134
2011;Albacete;20290000;Chinchilla de Monte-Aragón;UPyD;48
2011;Albacete;20300000;Elche de la Sierra;CENSO;3168
2011;Albacete;20300000;Elche de la Sierra;IU;55
2011;Albacete;20300000;Elche de la Sierra;ABSTEN;522
2011;Albacete;20300000;Elche de la Sierra;OTROS;16
2011;Albacete;20300000;Elche de la Sierra;UPyD;14
2011;Albacete;20300000;Elche de la Sierra;PSOE;1504
2011;Albacete;20300000;Elche de la Sierra;PP;1017
2011;Albacete;20310000;Férez;IU;32
2011;Albacete;20310000;Férez;CENSO;635
2011;Albacete;20310000;Férez;ABSTEN;66
2011;Albacete;20310000;Férez;UPyD;3
2011;Albacete;20310000;Férez;PP;229
2011;Albacete;20310000;Férez;PSOE;298
2011;Albacete;20310000;Férez;OTROS;1
2011;Albacete;20320000;Fuensanta;ABSTEN;54
2011;Albacete;20320000;Fuensanta;PSOE;131
2011;Albacete;20320000;Fuensanta;OTROS;43
2011;Albacete;20320000;Fuensanta;IU;0
2011;Albacete;20320000;Fuensanta;CENSO;319
2011;Albacete;20320000;Fuensanta;PP;85
2011;Albacete;20320000;Fuensanta;UPyD;2
2011;Albacete;20330000;Fuente-Álamo;OTROS;7
2011;Albacete;20330000;Fuente-Álamo;PSOE;862
2011;Albacete;20330000;Fuente-Álamo;IU;12
2011;Albacete;20330000;Fuente-Álamo;UPyD;13
2011;Albacete;20330000;Fuente-Álamo;CENSO;1959
2011;Albacete;20330000;Fuente-Álamo;ABSTEN;214
2011;Albacete;20330000;Fuente-Álamo;PP;803
2011;Albacete;20340000;Fuentealbilla;PP;472
2011;Albacete;20340000;Fuentealbilla;IU;38
2011;Albacete;20340000;Fuentealbilla;OTROS;6
2011;Albacete;20340000;Fuentealbilla;PSOE;661
2011;Albacete;20340000;Fuentealbilla;CENSO;1415
2011;Albacete;20340000;Fuentealbilla;ABSTEN;192
2011;Albacete;20340000;Fuentealbilla;UPyD;7
2011;Albacete;20350000;Gineta (La);PSOE;779
2011;Albacete;20350000;Gineta (La);IU;50
2011;Albacete;20350000;Gineta (La);CENSO;1976
2011;Albacete;20350000;Gineta (La);OTROS;14
2011;Albacete;20350000;Gineta (La);ABSTEN;267
2011;Albacete;20350000;Gineta (La);UPyD;11
2011;Albacete;20350000;Gineta (La);PP;803
2011;Albacete;20360000;Golosalvo;CENSO;104
2011;Albacete;20360000;Golosalvo;ABSTEN;19
2011;Albacete;20360000;Golosalvo;PSOE;28
2011;Albacete;20360000;Golosalvo;IU;2
2011;Albacete;20360000;Golosalvo;UPyD;0
2011;Albacete;20360000;Golosalvo;PP;55
2011;Albacete;20360000;Golosalvo;OTROS;0
2011;Albacete;20370000;Hellín;UPyD;172
2011;Albacete;20370000;Hellín;PP;6816
2011;Albacete;20370000;Hellín;CENSO;22286
2011;Albacete;20370000;Hellín;IU;885
2011;Albacete;20370000;Hellín;OTROS;153
2011;Albacete;20370000;Hellín;ABSTEN;7163
2011;Albacete;20370000;Hellín;PSOE;6627
2011;Albacete;20380000;Herrera (La);IU;10
2011;Albacete;20380000;Herrera (La);ABSTEN;27
2011;Albacete;20380000;Herrera (La);PSOE;93
2011;Albacete;20380000;Herrera (La);CENSO;294
2011;Albacete;20380000;Herrera (La);UPyD;2
2011;Albacete;20380000;Herrera (La);PP;155
2011;Albacete;20380000;Herrera (La);OTROS;0
2011;Albacete;20390000;Higueruela;ABSTEN;120
2011;Albacete;20390000;Higueruela;IU;26
2011;Albacete;20390000;Higueruela;UPyD;8
2011;Albacete;20390000;Higueruela;OTROS;6
2011;Albacete;20390000;Higueruela;PSOE;418
2011;Albacete;20390000;Higueruela;CENSO;1059
2011;Albacete;20390000;Higueruela;PP;456
2011;Albacete;20400000;Hoya-Gonzalo;UPyD;7
2011;Albacete;20400000;Hoya-Gonzalo;PSOE;311
2011;Albacete;20400000;Hoya-Gonzalo;PP;289
2011;Albacete;20400000;Hoya-Gonzalo;CENSO;637
2011;Albacete;20400000;Hoya-Gonzalo;IU;6
2011;Albacete;20400000;Hoya-Gonzalo;ABSTEN;17
2011;Albacete;20400000;Hoya-Gonzalo;OTROS;0
2011;Albacete;20410000;Jorquera;PSOE;101
2011;Albacete;20410000;Jorquera;OTROS;0
2011;Albacete;20410000;Jorquera;UPyD;0
2011;Albacete;20410000;Jorquera;IU;3
2011;Albacete;20410000;Jorquera;CENSO;392
2011;Albacete;20410000;Jorquera;PP;234
2011;Albacete;20410000;Jorquera;ABSTEN;48
2011;Albacete;20420000;Letur;ABSTEN;114
2011;Albacete;20420000;Letur;PP;358
2011;Albacete;20420000;Letur;OTROS;2
2011;Albacete;20420000;Letur;PSOE;395
2011;Albacete;20420000;Letur;UPyD;9
2011;Albacete;20420000;Letur;CENSO;897
2011;Albacete;20420000;Letur;IU;9
2011;Albacete;20430000;Lezuza;PSOE;629
2011;Albacete;20430000;Lezuza;IU;11
2011;Albacete;20430000;Lezuza;OTROS;6
2011;Albacete;20430000;Lezuza;UPyD;14
2011;Albacete;20430000;Lezuza;ABSTEN;149
2011;Albacete;20430000;Lezuza;PP;519
2011;Albacete;20430000;Lezuza;CENSO;1341
2011;Albacete;20440000;Liétor;ABSTEN;218
2011;Albacete;20440000;Liétor;PSOE;629
2011;Albacete;20440000;Liétor;UPyD;6
2011;Albacete;20440000;Liétor;IU;11
2011;Albacete;20440000;Liétor;OTROS;4
2011;Albacete;20440000;Liétor;PP;314
2011;Albacete;20440000;Liétor;CENSO;1196
2011;Albacete;20450000;Madrigueras;PSOE;1276
2011;Albacete;20450000;Madrigueras;IU;711
2011;Albacete;20450000;Madrigueras;ABSTEN;555
2011;Albacete;20450000;Madrigueras;CENSO;3749
2011;Albacete;20450000;Madrigueras;UPyD;18
2011;Albacete;20450000;Madrigueras;OTROS;12
2011;Albacete;20450000;Madrigueras;PP;1063
2011;Albacete;20460000;Mahora;PSOE;427
2011;Albacete;20460000;Mahora;ABSTEN;118
2011;Albacete;20460000;Mahora;PP;556
2011;Albacete;20460000;Mahora;CENSO;1174
2011;Albacete;20460000;Mahora;UPyD;10
2011;Albacete;20460000;Mahora;IU;17
2011;Albacete;20460000;Mahora;OTROS;3
2011;Albacete;20470000;Masegoso;ABSTEN;9
2011;Albacete;20470000;Masegoso;CENSO;113
2011;Albacete;20470000;Masegoso;PSOE;16
2011;Albacete;20470000;Masegoso;PP;87
2011;Albacete;20470000;Masegoso;IU;1
2011;Albacete;20470000;Masegoso;OTROS;0
2011;Albacete;20470000;Masegoso;UPyD;0
2011;Albacete;20480000;Minaya;IU;14
2011;Albacete;20480000;Minaya;PSOE;595
2011;Albacete;20480000;Minaya;UPyD;0
2011;Albacete;20480000;Minaya;CENSO;1336
2011;Albacete;20480000;Minaya;PP;604
2011;Albacete;20480000;Minaya;ABSTEN;97
2011;Albacete;20480000;Minaya;OTROS;2
2011;Albacete;20490000;Molinicos;CENSO;939
2011;Albacete;20490000;Molinicos;PP;306
2011;Albacete;20490000;Molinicos;ABSTEN;134
2011;Albacete;20490000;Molinicos;PSOE;472
2011;Albacete;20490000;Molinicos;OTROS;3
2011;Albacete;20490000;Molinicos;UPyD;5
2011;Albacete;20490000;Molinicos;IU;4
2011;Albacete;20500000;Montalvos;CENSO;117
2011;Albacete;20500000;Montalvos;PSOE;47
2011;Albacete;20500000;Montalvos;ABSTEN;14
2011;Albacete;20500000;Montalvos;PP;54
2011;Albacete;20500000;Montalvos;OTROS;0
2011;Albacete;20500000;Montalvos;IU;2
