MERINDAD;MUNICIPIO;DISTRITO;SECCION;MESA;CENSO;PARTICIPACION;ABSTENCION;VALIDOS;BLANCOS;NULOS;UPN;UPN_P;ECOLO;ECOLO_P;PP;PP_P;PSN_PSOE;PSN_PSOE_P;UPYD;UPYD_P;SAIN;SAIN_P;NA_BAI2011;NA_BAI2011_P;CDN;CDN_P;IXN;IXN_P;BILDU;BILDU_P;RCN_NOK;RCN_NOK_P;IZQ_EZK;IZQ_EZK_P;DNE;DNE_P
3;73;1;1;U;334;274;60;273;0;1;39;14,23;2;0,72;25;9,12;13;4,74;0;0;0;0;74;27;0;0;0;0;115;41,97;2;0,72;3;1,09;0;0
3;75;1;1;U;97;68;29;66;3;2;17;25;2;2,94;8;11,76;5;7,35;0;0;0;0;14;20,58;0;0;0;0;11;16,17;0;0;6;8,82;0;0
3;76;1;1;A;345;270;75;267;2;3;84;31,11;7;2,59;18;6,66;24;8,88;5;1,85;3;1,11;42;15,55;10;3,7;2;0,74;53;19,62;5;1,85;12;4,44;0;0
3;76;1;1;B;267;204;63;204;2;0;63;30,88;7;3,43;19;9,31;15;7,35;2;0,98;2;0,98;30;14,7;4;1,96;1;0,49;42;20,58;7;3,43;10;4,9;0;0
3;76;1;1;C;397;272;125;270;8;2;108;39,7;12;4,41;26;9,55;28;10,29;1;0,36;0;0;42;15,44;1;0,36;2;0,73;24;8,82;7;2,57;10;3,67;1;0,36
3;76;1;2;A;385;302;83;300;6;2;189;62,58;3;0,99;24;7,94;14;4,63;4;1,32;0;0;29;9,6;13;4,3;1;0,33;9;2,98;1;0,33;2;0,66;5;1,65
3;76;1;2;B;439;357;82;354;6;3;218;61,06;2;0,56;28;7,84;20;5,6;7;1,96;0;0;42;11,76;4;1,12;3;0,84;14;3,92;1;0,28;7;1,96;2;0,56
3;76;1;2;C;440;349;91;347;6;2;213;61,03;7;2;26;7,44;21;6,01;3;0,85;1;0,28;33;9,45;6;1,71;1;0,28;12;3,43;5;1,43;9;2,57;4;1,14
3;81;1;1;U;337;215;122;213;0;2;24;11,16;1;0,46;17;7,9;7;3,25;0;0;0;0;80;37,2;1;0,46;0;0;82;38,13;1;0,46;0;0;0;0
3;82;1;1;U;634;517;117;505;23;12;95;18,37;2;0,38;23;4,44;20;3,86;0;0;0;0;157;30,36;1;0,19;0;0;172;33,26;1;0,19;11;2,12;0;0
3;83;1;1;U;48;39;9;39;0;0;11;28,2;6;15,38;2;5,12;1;2,56;0;0;0;0;7;17,94;0;0;0;0;9;23,07;0;0;3;7,69;0;0
3;84;1;1;A;544;419;125;413;6;6;46;10,97;2;0,47;14;3,34;7;1,67;3;0,71;0;0;114;27,2;2;0,47;1;0,23;212;50,59;1;0,23;5;1,19;0;0
3;84;1;1;B;458;341;117;337;5;4;47;13,78;1;0,29;11;3,22;4;1,17;1;0,29;0;0;72;21,11;0;0;0;0;186;54,54;5;1,46;5;1,46;0;0
3;84;1;1;C;33;29;4;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3,44;0;0;0;0;27;93,1;0;0;1;3,44;0;0
3;84;2;1;A;471;319;152;316;3;3;39;12,22;3;0,94;5;1,56;6;1,88;0;0;1;0,31;70;21,94;2;0,62;1;0,31;180;56,42;1;0,31;5;1,56;0;0
3;84;2;1;B;441;300;141;298;3;2;31;10,33;1;0,33;3;1;10;3,33;0;0;0;0;49;16,33;5;1,66;0;0;190;63,33;3;1;3;1;0;0
3;85;1;1;U;455;382;73;376;11;6;49;12,82;6;1,57;21;5,49;34;8,9;1;0,26;2;0,52;100;26,17;6;1,57;1;0,26;119;31,15;6;1,57;20;5,23;0;0
3;87;1;1;U;173;107;66;107;2;0;25;23,36;0;0;3;2,8;2;1,86;0;0;0;0;29;27,1;3;2,8;0;0;42;39,25;0;0;1;0,93;0;0
3;89;1;1;U;242;188;54;188;2;0;56;29,78;4;2,12;36;19,14;12;6,38;3;1,59;2;1,06;24;12,76;29;15,42;0;0;12;6,38;3;1,59;5;2,65;0;0
3;90;1;1;U;155;92;63;91;0;1;12;13,04;2;2,17;6;6,52;0;0;0;0;0;0;34;36,95;3;3,26;1;1,08;27;29,34;1;1,08;5;5,43;0;0
3;91;1;1;U;370;253;117;253;1;0;29;11,46;9;3,55;9;3,55;9;3,55;0;0;1;0,39;71;28,06;0;0;0;0;123;48,61;1;0,39;0;0;0;0
3;101;1;1;A;773;529;244;522;12;7;161;30,43;16;3,02;48;9,07;46;8,69;2;0,37;0;0;122;23,06;6;1,13;0;0;87;16,44;8;1,51;14;2,64;0;0
3;101;1;1;B;524;385;139;383;15;2;119;30,9;11;2,85;18;4,67;23;5,97;4;1,03;2;0,51;81;21,03;4;1,03;1;0,25;76;19,74;15;3,89;14;3,63;0;0
3;102;1;1;U;160;86;74;86;3;0;22;25,58;0;0;7;8,13;2;2,32;1;1,16;0;0;11;12,79;0;0;0;0;38;44,18;0;0;2;2,32;0;0
3;109;1;1;A;528;396;132;391;8;5;110;27,77;12;3,03;25;6,31;30;7,57;0;0;0;0;90;22,72;5;1,26;1;0,25;74;18,68;4;1,01;29;7,32;3;0,75
3;109;1;1;B;809;583;226;572;16;11;201;34,47;14;2,4;23;3,94;54;9,26;3;0,51;5;0,85;97;16,63;20;3,43;2;0,34;97;16,63;7;1,2;30;5,14;3;0,51
3;117;1;1;A;307;229;78;223;9;6;3;1,31;1;0,43;1;0,43;1;0,43;0;0;1;0,43;25;10,91;0;0;0;0;180;78,6;0;0;1;0,43;1;0,43
3;117;1;1;B;358;267;91;262;1;5;6;2,24;0;0;5;1,87;0;0;0;0;0;0;32;11,98;1;0,37;0;0;216;80,89;0;0;1;0,37;0;0
3;123;1;1;U;656;427;229;403;0;24;72;16,86;9;2,1;45;10,53;25;5,85;1;0,23;0;0;89;20,84;10;2,34;0;0;140;32,78;6;1,4;5;1,17;1;0,23
3;126;1;1;U;370;262;108;261;4;1;45;17,17;5;1,9;14;5,34;10;3,81;1;0,38;0;0;67;25,57;5;1,9;0;0;99;37,78;3;1,14;8;3,05;0;0
3;127;1;1;U;143;85;57;83;6;2;24;28,23;1;1,17;7;8,23;0;0;1;1,17;0;0;14;16,47;1;1,17;0;0;28;32,94;0;0;1;1,17;0;0
3;129;1;1;U;410;242;168;240;1;2;20;8,26;0;0;3;1,23;8;3,3;0;0;0;0;77;31,81;0;0;1;0,41;128;52,89;0;0;2;0,82;0;0
3;130;1;1;U;313;209;104;208;10;1;66;31,57;0;0;10;4,78;15;7,17;1;0,47;0;0;36;17,22;1;0,47;0;0;65;31,1;0;0;4;1,91;0;0
3;131;1;1;A;219;176;43;174;2;2;52;29,54;9;5,11;5;2,84;8;4,54;2;1,13;0;0;23;13,06;7;3,97;1;0,56;42;23,86;4;2,27;17;9,65;2;1,13
3;131;1;1;B;611;430;181;423;19;7;177;41,16;5;1,16;29;6,74;23;5,34;6;1,39;0;0;93;21,62;11;2,55;1;0,23;39;9,06;4;0,93;16;3,72;0;0
3;136;1;1;U;441;314;127;311;16;3;92;29,29;8;2,54;11;3,5;13;4,14;2;0,63;1;0,31;56;17,83;2;0,63;2;0,63;88;28,02;4;1,27;16;5,09;0;0
3;137;1;1;U;219;120;100;120;4;0;31;25,83;2;1,66;14;11,66;3;2,5;0;0;0;0;23;19,16;3;2,5;0;0;38;31,66;0;0;2;1,66;0;0
3;138;1;1;U;935;595;340;592;1;3;58;9,74;6;1;17;2,85;33;5,54;4;0,67;0;0;151;25,37;1;0,16;0;0;306;51,42;2;0,33;13;2,18;0;0
3;140;1;1;U;117;88;29;88;4;0;34;38,63;0;0;2;2,27;4;4,54;0;0;0;0;28;31,81;0;0;0;0;13;14,77;0;0;3;3,4;0;0
3;144;1;1;A;262;201;61;198;7;3;35;17,41;1;0,49;7;3,48;13;6,46;0;0;0;0;46;22,88;4;1,99;0;0;78;38,8;0;0;7;3,48;0;0
3;144;1;1;B;329;218;111;218;2;0;32;14,67;2;0,91;10;4,58;7;3,21;0;0;1;0,45;68;31,19;0;0;0;0;92;42,2;2;0,91;2;0,91;0;0
3;144;1;1;C;241;170;71;168;3;2;43;25,29;1;0,58;5;2,94;4;2,35;0;0;0;0;28;16,47;0;0;0;0;83;48,82;0;0;1;0,58;0;0
3;147;1;1;U;104;81;23;81;3;0;33;40,74;3;3,7;7;8,64;7;8,64;3;3,7;0;0;10;12,34;1;1,23;2;2,46;7;8,64;1;1,23;4;4,93;0;0
3;149;1;1;A;574;439;135;437;3;2;33;7,51;0;0;4;0,91;7;1,59;0;0;2;0,45;65;14,8;1;0,22;0;0;290;66,05;0;0;5;1,13;27;6,15
3;149;1;1;B;581;425;157;421;6;4;25;5,88;0;0;7;1,64;13;3,05;0;0;1;0,23;73;17,17;2;0,47;0;0;245;57,64;0;0;9;2,11;40;9,41
3;149;1;2;A;592;441;151;440;6;1;36;8,16;2;0,45;4;0,9;4;0,9;0;0;0;0;63;14,28;2;0,45;0;0;307;69,61;0;0;2;0,45;14;3,17
3;149;1;2;B;651;414;237;407;7;7;40;9,66;0;0;7;1,69;5;1,2;1;0,24;0;0;69;16,66;3;0,72;1;0,24;243;58,69;0;0;0;0;31;7,48
3;153;1;1;A;506;361;145;353;6;8;52;14,4;0;0;22;6,09;26;7,2;1;0,27;0;0;106;29,36;2;0,55;0;0;130;36,01;0;0;8;2,21;0;0
3;153;1;1;B;557;410;147;401;7;9;40;9,75;5;1,21;17;4,14;38;9,26;1;0,24;0;0;101;24,63;2;0,48;1;0,24;170;41,46;2;0,48;16;3,9;1;0,24
3;153;2;1;A;562;384;178;379;8;5;36;9,37;0;0;12;3,12;23;5,98;1;0,26;2;0,52;148;38,54;3;0,78;0;0;141;36,71;1;0,26;4;1,04;0;0
3;153;2;1;B;617;436;181;425;14;11;48;11;5;1,14;10;2,29;22;5,04;0;0;0;0;140;32,11;7;1,6;0;0;167;38,3;1;0,22;11;2,52;0;0
3;180;1;1;U;245;172;73;171;6;1;77;44,76;2;1,16;10;5,81;13;7,55;0;0;1;0,58;25;14,53;2;1,16;2;1,16;16;9,3;2;1,16;15;8,72;0;0
3;183;1;1;U;670;561;109;549;19;12;211;37,61;13;2,31;25;4,45;46;8,19;6;1,06;2;0,35;97;17,29;7;1,24;31;5,52;65;11,58;9;1,6;17;3,03;1;0,17
3;186;1;1;U;299;219;80;214;6;5;60;27,39;5;2,28;14;6,39;13;5,93;0;0;0;0;36;16,43;2;0,91;1;0,45;68;31,05;1;0,45;8;3,65;0;0
3;187;1;1;U;122;77;45;77;1;0;6;7,79;1;1,29;4;5,19;3;3,89;0;0;0;0;26;33,76;0;0;0;0;36;46,75;0;0;0;0;0;0
3;188;1;1;U;181;128;53;127;3;1;33;25,78;4;3,12;9;7,03;11;8,59;0;0;0;0;33;25,78;6;4,68;0;0;22;17,18;3;2,34;3;2,34;0;0
3;189;1;1;A;378;255;123;255;4;0;54;21,17;0;0;13;5,09;34;13,33;0;0;0;0;43;16,86;1;0,39;0;0;97;38,03;2;0,78;7;2,74;0;0
3;189;1;1;B;404;259;145;258;2;1;43;16,6;0;0;18;6,94;37;14,28;0;0;0;0;46;17,76;1;0,38;0;0;107;41,31;0;0;4;1,54;0;0
3;189;1;1;C;449;284;165;280;7;4;54;19,01;3;1,05;15;5,28;40;14,08;3;1,05;0;0;48;16,9;1;0,35;0;0;96;33,8;4;1,4;8;2,81;1;0,35
3;193;1;1;A;301;233;68;230;8;3;57;24,46;5;2,14;15;6,43;13;5,57;1;0,42;0;0;58;24,89;7;3;2;0,85;56;24,03;2;0,85;6;2,57;0;0
3;193;1;1;B;506;375;131;367;14;8;109;29,06;9;2,4;28;7,46;21;5,6;1;0,26;1;0,26;81;21,6;14;3,73;2;0,53;62;16,53;3;0,8;20;5,33;2;0,53
3;193;1;1;C;472;337;135;336;8;1;123;36,49;12;3,56;22;6,52;27;8,01;1;0,29;0;0;78;23,14;2;0,59;0;0;41;12,16;5;1,48;16;4,74;1;0,29
3;194;1;1;U;298;231;64;231;10;2;49;21,21;9;3,89;19;8,22;12;5,19;2;0,86;0;0;66;28,57;8;3,46;0;0;41;17,74;6;2,59;9;3,89;0;0
3;201;1;1;U;612;415;197;410;7;5;66;15,9;8;1,92;14;3,37;26;6,26;2;0,48;0;0;101;24,33;0;0;0;0;144;34,69;11;2,65;31;7,46;0;0
3;201;1;3;A;593;421;172;414;5;7;103;24,46;9;2,13;17;4,03;28;6,65;0;0;0;0;78;18,52;2;0,47;1;0,23;117;27,79;5;1,18;49;11,63;0;0
3;201;1;3;B;555;386;169;380;2;6;81;20,98;6;1,55;9;2,33;28;7,25;2;0,51;5;1,29;103;26,68;3;0,77;0;0;91;23,57;0;0;48;12,43;2;0,51
3;201;1;4;U;686;467;219;465;12;2;73;15,63;10;2,14;15;3,21;45;9,63;2;0,42;4;0,85;110;23,55;1;0,21;0;0;142;30,4;9;1,92;42;8,99;0;0
3;201;1;5;A;398;258;140;250;4;8;41;15,89;3;1,16;5;1,93;23;8,91;2;0,77;0;0;71;27,51;2;0,77;0;0;63;24,41;6;2,32;30;11,62;0;0
3;201;1;5;B;400;260;140;258;4;2;44;16,92;6;2,3;8;3,07;17;6,53;3;1,15;2;0,76;61;23,46;2;0,76;1;0,38;72;27,69;6;2,3;32;12,3;0;0
3;201;1;6;U;669;468;201;467;9;1;158;33,76;3;0,64;11;2,35;19;4,05;1;0,21;2;0,42;116;24,78;4;0,85;0;0;91;19,44;7;1,49;40;8,54;6;1,28
3;201;1;7;U;544;387;157;384;10;3;92;23,77;5;1,29;21;5,42;39;10,07;0;0;1;0,25;84;21,7;4;1,03;1;0,25;84;21,7;5;1,29;37;9,56;1;0,25
3;201;1;8;U;564;383;181;378;9;5;131;34,2;9;2,34;28;7,31;29;7,57;5;1,3;1;0,26;60;15,66;6;1,56;2;0,52;62;16,18;1;0,26;34;8,87;1;0,26
3;201;1;9;U;670;464;206;462;8;2;110;23,7;8;1,72;17;3,66;34;7,32;3;0,64;10;2,15;102;21,98;5;1,07;12;2,58;101;21,76;9;1,93;43;9,26;0;0
3;201;1;10;U;742;543;199;537;7;6;146;26,88;15;2,76;28;5,15;42;7,73;4;0,73;7;1,28;111;20,44;5;0,92;1;0,18;114;20,99;4;0,73;53;9,76;0;0
3;201;1;11;U;609;401;208;392;6;9;72;17,95;5;1,24;6;1,49;37;9,22;4;0,99;1;0,24;82;20,44;5;1,24;3;0,74;126;31,42;6;1,49;38;9,47;1;0,24
3;201;1;12;U;539;328;212;322;2;6;47;14,32;2;0,6;13;3,96;35;10,67;0;0;0;0;63;19,2;2;0,6;0;0;125;38,1;4;1,21;29;8,84;0;0
3;201;1;13;A;417;270;145;269;1;1;54;20;5;1,85;8;2,96;23;8,51;2;0,74;3;1,11;67;24,81;2;0,74;0;0;77;28,51;9;3,33;18;6,66;0;0
3;201;1;13;B;448;294;154;292;4;2;71;24,14;6;2,04;11;3,74;32;10,88;2;0,68;0;0;67;22,78;3;1,02;0;0;74;25,17;8;2,72;13;4,42;1;0,34
3;201;2;1;A;415;302;113;299;2;3;140;46,35;8;2,64;37;12,25;17;5,62;5;1,65;2;0,66;54;17,88;0;0;0;0;22;7,28;1;0,33;9;2,98;2;0,66
3;201;2;1;B;411;278;133;277;6;1;131;47,12;2;0,71;23;8,27;24;8,63;3;1,07;1;0,35;45;16,18;1;0,35;0;0;19;6,83;3;1,07;18;6,47;1;0,35
3;201;2;2;A;421;307;114;306;8;1;177;57,65;7;2,28;27;8,79;14;4,56;2;0,65;1;0,32;36;11,72;6;1,95;1;0,32;12;3,9;2;0,65;9;2,93;4;1,3
3;201;2;2;B;434;311;123;308;5;3;177;56,91;4;1,28;40;12,86;13;4,18;1;0,32;1;0,32;35;11,25;2;0,64;0;0;13;4,18;3;0,96;11;3,53;3;0,96
3;201;2;3;U;694;520;174;515;12;5;288;55,38;7;1,34;64;12,3;23;4,42;5;0,96;2;0,38;48;9,23;6;1,15;1;0,19;28;5,38;1;0,19;25;4,8;5;0,96
3;201;2;4;A;531;366;165;364;7;2;218;59,56;5;1,36;41;11,2;24;6,55;4;1,09;2;0,54;35;9,56;2;0,54;0;0;7;1,91;5;1,36;14;3,82;0;0
3;201;2;4;B;511;365;146;362;5;3;227;62,19;6;1,64;51;13,97;14;3,83;5;1,36;3;0,82;25;6,84;3;0,82;0;0;9;2,46;1;0,27;12;3,28;1;0,27
3;201;2;4;C;509;353;156;350;7;3;208;58,92;6;1,69;52;14,73;10;2,83;14;3,96;3;0,84;23;6,51;8;2,26;1;0,28;8;2,26;4;1,13;6;1,69;0;0
3;201;2;5;A;381;291;90;287;4;4;159;54,63;4;1,37;30;10,3;13;4,46;6;2,06;2;0,68;36;12,37;7;2,4;2;0,68;11;3,78;0;0;11;3,78;2;0,68
3;201;2;5;B;512;390;122;389;14;1;221;56,66;4;1,02;23;5,89;33;8,46;3;0,76;3;0,76;41;10,51;6;1,53;0;0;28;7,17;1;0,25;9;2,3;3;0,76
3;201;2;5;C;424;335;89;332;10;3;194;57,91;4;1,19;34;10,14;13;3,88;6;1,79;0;0;32;9,55;8;2,38;0;0;12;3,58;2;0,59;14;4,17;3;0,89
3;201;2;6;A;524;381;143;369;11;12;169;44,35;7;1,83;35;9,18;19;4,98;5;1,31;3;0,78;65;17,06;6;1,57;0;0;30;7,87;5;1,31;14;3,67;0;0
3;201;2;6;B;504;345;159;344;6;1;164;47,53;4;1,15;25;7,24;23;6,66;3;0,86;2;0,57;57;16,52;7;2,02;0;0;24;6,95;2;0,57;24;6,95;3;0,86
3;201;2;7;U;744;547;197;541;15;6;294;53,74;4;0,73;72;13,16;20;3,65;4;0,73;1;0,18;77;14,07;5;0,91;1;0,18;33;6,03;1;0,18;11;2,01;3;0,54
3;201;2;8;A;431;315;116;312;8;3;137;43,49;4;1,26;22;6,98;22;6,98;6;1,9;4;1,26;72;22,85;3;0,95;0;0;19;6,03;3;0,95;12;3,8;0;0
3;201;2;8;B;454;314;140;312;5;2;131;41,71;1;0,31;30;9,55;24;7,64;0;0;2;0,63;75;23,88;4;1,27;0;0;19;6,05;6;1,91;15;4,77;0;0
3;201;2;9;A;507;337;170;336;6;1;132;39,16;2;0,59;21;6,23;32;9,49;5;1,48;2;0,59;74;21,95;2;0,59;0;0;39;11,57;1;0,29;20;5,93;0;0
3;201;2;9;B;481;312;169;308;3;4;115;36,85;5;1,6;12;3,84;43;13,78;2;0,64;2;0,64;65;20,83;7;2,24;0;0;27;8,65;4;1,28;23;7,37;0;0
3;201;2;10;A;452;331;121;330;8;1;158;47,73;3;0,9;20;6,04;34;10,27;6;1,81;1;0,3;53;16,01;4;1,2;0;0;24;7,25;2;0,6;13;3,92;4;1,2
3;201;2;10;B;481;334;147;333;9;1;149;44,61;3;0,89;26;7,78;35;10,47;10;2,99;3;0,89;55;16,46;7;2,09;1;0,29;15;4,49;1;0,29;19;5,68;0;0
3;201;2;11;A;517;371;146;370;12;1;142;38,27;7;1,88;27;7,27;39;10,51;4;1,07;1;0,26;73;19,67;5;1,34;0;0;30;8,08;4;1,07;26;7;0;0
3;201;2;11;B;519;383;136;380;9;3;155;40,46;4;1,04;35;9,13;33;8,61;1;0,26;3;0,78;81;21,14;3;0,78;0;0;33;8,61;4;1,04;19;4,96;0;0
3;201;2;12;A;600;414;186;412;5;2;191;46,13;5;1,2;41;9,9;33;7,97;5;1,2;1;0,24;69;16,66;9;2,17;0;0;26;6,28;5;1,2;19;4,58;3;0,72
3;201;2;12;B;586;405;181;402;15;3;186;45,92;4;0,98;27;6,66;37;9,13;4;0,98;1;0,24;69;17,03;5;1,23;0;0;30;7,4;2;0,49;20;4,93;2;0,49
3;201;2;13;U;661;491;170;489;18;2;300;61,09;7;1,42;49;9,97;31;6,31;5;1,01;7;1,42;40;8,14;4;0,81;0;0;14;2,85;2;0,4;11;2,24;1;0,2
3;201;2;14;A;563;423;140;419;11;4;240;56,73;1;0,23;37;8,74;28;6,61;4;0,94;1;0,23;60;14,18;2;0,47;1;0,23;15;3,54;6;1,41;12;2,83;1;0,23
3;201;2;14;B;530;418;112;412;13;6;222;53,11;5;1,19;37;8,85;22;5,26;8;1,91;4;0,95;50;11,96;5;1,19;0;0;25;5,98;4;0,95;17;4,06;0;0
3;201;2;15;U;738;534;204;529;9;5;272;50,93;3;0,56;36;6,74;36;6,74;3;0,56;5;0,93;69;12,92;10;1,87;1;0,18;63;11,79;9;1,68;13;2,43;0;0
3;201;2;16;U;725;471;254;467;17;4;156;33,12;3;0,63;31;6,58;52;11,04;3;0,63;3;0,63;106;22,5;3;0,63;0;0;58;12,31;1;0,21;33;7;1;0,21
3;201;2;17;U;652;475;177;473;7;2;270;56,84;4;0,84;62;13,05;30;6,31;4;0,84;2;0,42;48;10,1;6;1,26;2;0,42;16;3,36;3;0,63;18;3,78;1;0,21
3;201;3;1;U;662;421;241;417;10;4;153;36,34;11;2,61;20;4,75;57;13,53;1;0,23;2;0,47;73;17,33;6;1,42;0;0;55;13,06;1;0,23;28;6,65;0;0
3;201;3;2;U;751;540;211;539;5;1;312;57,77;7;1,29;50;9,25;32;5,92;7;1,29;2;0,37;61;11,29;3;0,55;1;0,18;29;5,37;2;0,37;28;5,18;0;0
3;201;3;3;A;360;268;92;267;6;1;109;40,82;1;0,37;11;4,11;29;10,86;2;0,74;0;0;46;17,22;7;2,62;0;0;37;13,85;2;0,74;17;6,36;0;0
3;201;3;3;B;511;352;159;349;5;3;142;40,34;8;2,27;18;5,11;27;7,67;3;0,85;0;0;73;20,73;5;1,42;1;0,28;40;11,36;5;1,42;22;6,25;0;0
3;201;3;3;C;404;292;112;289;6;3;116;39,72;1;0,34;17;5,82;40;13,69;0;0;1;0,34;45;15,41;5;1,71;2;0,68;21;7,19;2;0,68;33;11,3;0;0
3;201;3;4;U;617;368;249;360;4;8;111;30,16;3;0,81;12;3,26;59;16,03;1;0,27;4;1,08;70;19,02;3;0,81;0;0;67;18,2;2;0,54;23;6,25;1;0,27
3;201;3;5;A;398;297;101;295;13;2;86;28,95;3;1,01;12;4,04;29;9,76;5;1,68;3;1,01;41;13,8;4;1,34;1;0,33;40;13,46;41;13,8;17;5,72;0;0
3;201;3;5;B;400;281;119;279;3;2;140;49,82;3;1,06;15;5,33;33;11,74;3;1,06;1;0,35;38;13,52;7;2,49;0;0;21;7,47;3;1,06;12;4,27;0;0
3;201;3;6;A;593;439;154;437;14;2;256;58,31;8;1,82;20;4,55;30;6,83;2;0,45;6;1,36;55;12,52;4;0,91;0;0;22;5,01;3;0,68;17;3,87;0;0
3;201;3;6;B;625;461;164;455;17;6;256;55,53;1;0,21;27;5,85;30;6,5;6;1,3;1;0,21;55;11,93;11;2,38;1;0,21;27;5,85;5;1,08;16;3,47;2;0,43
3;201;3;7;A;511;383;128;380;8;3;229;59,79;1;0,26;37;9,66;17;4,43;3;0,78;2;0,52;46;12,01;7;1,82;2;0,52;11;2,87;1;0,26;16;4,17;0;0
3;201;3;7;B;487;380;107;379;6;1;231;60,78;0;0;44;11,57;26;6,84;5;1,31;2;0,52;27;7,1;6;1,57;0;0;14;3,68;0;0;17;4,47;1;0,26
3;201;3;8;A;522;339;183;336;4;3;139;41;5;1,47;21;6,19;43;12,68;0;0;1;0,29;60;17,69;8;2,35;0;0;37;10,91;3;0,88;15;4,42;0;0
3;201;3;8;B;496;317;179;316;4;1;118;37,22;2;0,63;14;4,41;31;9,77;3;0,94;2;0,63;61;19,24;4;1,26;0;0;50;15,77;3;0,94;23;7,25;1;0,31
3;201;3;9;A;430;267;163;264;5;3;91;34,08;2;0,74;17;6,36;30;11,23;0;0;0;0;54;20,22;5;1,87;0;0;43;16,1;0;0;17;6,36;0;0
3;201;3;9;B;396;253;143;251;9;2;103;40,71;2;0,79;6;2,37;43;16,99;3;1,18;2;0,79;44;17,39;4;1,58;0;0;20;7,9;4;1,58;11;4,34;0;0
3;201;3;10;A;438;289;150;287;3;2;110;38,06;0;0;16;5,53;43;14,87;1;0,34;1;0,34;55;19,03;7;2,42;0;0;34;11,76;2;0,69;15;5,19;0;0
3;201;3;10;B;460;295;164;293;4;2;124;42,03;3;1,01;12;4,06;45;15,25;2;0,67;1;0,33;43;14,57;5;1,69;1;0,33;31;10,5;1;0,33;21;7,11;0;0
3;201;3;11;A;467;358;109;357;10;1;213;59,49;5;1,39;19;5,3;29;8,1;6;1,67;3;0,83;28;7,82;7;1,95;0;0;11;3,07;2;0,55;21;5,86;3;0,83
3;201;3;11;B;465;364;101;363;15;1;204;56,04;8;2,19;24;6,59;26;7,14;3;0,82;4;1,09;34;9,34;3;0,82;1;0,27;16;4,39;4;1,09;18;4,94;3;0,82
3;201;3;12;A;478;348;130;343;8;5;165;47,41;10;2,87;15;4,31;33;9,48;2;0,57;3;0,86;44;12,64;9;2,58;0;0;35;10,05;2;0,57;15;4,31;2;0,57
3;201;3;12;B;457;334;123;328;6;6;153;45,8;5;1,49;24;7,18;38;11,37;3;0,89;4;1,19;42;12,57;4;1,19;1;0,29;30;8,98;5;1,49;11;3,29;2;0,59
3;201;3;13;A;452;297;155;296;5;1;91;30,63;0;0;13;4,37;70;23,56;1;0,33;2;0,67;59;19,86;0;0;0;0;40;13,46;4;1,34;11;3,7;0;0
3;201;3;13;B;446;280;166;274;3;6;65;23,21;5;1,78;22;7,85;47;16,78;1;0,35;5;1,78;69;24,64;4;1,42;0;0;37;13,21;1;0,35;14;5;1;0,35
3;201;3;14;A;505;372;133;363;2;9;172;46,23;1;0,26;16;4,3;32;8,6;4;1,07;4;1,07;72;19,35;6;1,61;0;0;23;6,18;7;1,88;24;6,45;0;0
3;201;3;14;B;431;311;120;310;9;1;142;45,65;4;1,28;20;6,43;32;10,28;2;0,64;2;0,64;49;15,75;10;3,21;2;0,64;21;6,75;0;0;17;5,46;0;0
3;201;3;14;C;500;349;152;344;8;5;174;49,85;1;0,28;27;7,73;21;6,01;4;1,14;3;0,85;56;16,04;5;1,43;3;0,85;16;4,58;2;0,57;24;6,87;0;0
3;201;3;15;A;428;325;103;323;7;2;192;59,07;2;0,61;25;7,69;23;7,07;2;0,61;2;0,61;37;11,38;4;1,23;0;0;13;4;1;0,3;12;3,69;3;0,92
3;201;3;15;B;478;352;126;348;6;4;194;55,11;5;1,42;37;10,51;29;8,23;4;1,13;1;0,28;39;11,07;6;1,7;0;0;17;4,82;2;0,56;7;1,98;1;0,28
3;201;3;15;C;423;327;96;322;7;5;181;55,35;4;1,22;30;9,17;21;6,42;3;0,91;1;0,3;32;9,78;7;2,14;0;0;21;6,42;1;0,3;11;3,36;3;0,91
3;201;3;16;A;404;289;115;287;7;2;151;52,24;0;0;32;11,07;18;6,22;5;1,73;0;0;38;13,14;5;1,73;2;0,69;10;3,46;2;0,69;14;4,84;3;1,03
3;201;3;16;B;443;319;124;316;8;3;167;52,35;3;0,94;37;11,59;20;6,26;5;1,56;0;0;42;13,16;0;0;1;0,31;22;6,89;0;0;11;3,44;0;0
3;201;3;17;A;485;341;144;337;6;4;208;60,99;3;0,87;23;6,74;8;2,34;5;1,46;2;0,58;43;12,6;4;1,17;0;0;12;3,51;1;0,29;18;5,27;4;1,17
3;201;3;17;B;435;300;135;299;2;1;203;67,66;4;1,33;17;5,66;22;7,33;0;0;1;0,33;32;10,66;0;0;0;0;12;4;2;0,66;2;0,66;2;0,66
3;201;3;18;A;409;282;127;280;3;2;109;38,65;5;1,77;28;9,92;30;10,63;1;0,35;3;1,06;41;14,53;7;2,48;0;0;38;13,47;0;0;13;4,6;2;0,7
3;201;3;18;B;467;320;147;318;4;2;131;40,93;1;0,31;27;8,43;39;12,18;1;0,31;2;0,62;50;15,62;8;2,5;0;0;31;9,68;5;1,56;17;5,31;2;0,62
