MERINDAD;MUNICIPIO;DISTRITO;SECCION;MESA;CENSO;PARTICIPACION;ABSTENCION;VALIDOS;BLANCOS;NULOS;UPN;UPN_P;ECOLO;ECOLO_P;PP;PP_P;PSN_PSOE;PSN_PSOE_P;UPYD;UPYD_P;SAIN;SAIN_P;NA_BAI2011;NA_BAI2011_P;CDN;CDN_P;IXN;IXN_P;BILDU;BILDU_P;RCN_NOK;RCN_NOK_P;IZQ_EZK;IZQ_EZK_P;DNE;DNE_P
3;201;3;19;A;481;324;157;321;6;3;92;28,39;7;2,16;15;4,62;56;17,28;3;0,92;2;0,61;60;18,51;6;1,85;1;0,3;46;14,19;3;0,92;24;7,4;0;0
3;201;3;19;B;525;377;148;375;7;2;121;32,09;2;0,53;16;4,24;68;18,03;1;0,26;1;0,26;85;22,54;2;0,53;2;0,53;41;10,87;2;0,53;27;7,16;0;0
3;201;3;19;C;557;405;152;401;10;4;142;35,06;7;1,72;19;4,69;46;11,35;3;0,74;1;0,24;85;20,98;4;0,98;0;0;41;10,12;8;1,97;33;8,14;2;0,49
3;201;3;20;A;612;433;179;430;16;3;213;49,19;6;1,38;38;8,77;35;8,08;3;0,69;4;0,92;53;12,24;7;1,61;1;0,23;29;6,69;4;0,92;20;4,61;1;0,23
3;201;3;20;B;623;425;198;421;10;4;210;49,41;4;0,94;25;5,88;43;10,11;4;0,94;0;0;78;18,35;4;0,94;0;0;27;6,35;1;0,23;12;2,82;3;0,7
3;201;3;21;A;493;384;109;380;10;4;136;35,41;3;0,78;17;4,42;36;9,37;2;0,52;3;0,78;105;27,34;2;0,52;2;0,52;41;10,67;1;0,26;21;5,46;1;0,26
3;201;3;21;B;576;426;150;424;16;2;135;31,69;6;1,4;17;3,99;59;13,84;3;0,7;3;0,7;90;21,12;5;1,17;0;0;52;12,2;2;0,46;35;8,21;1;0,23
3;201;3;22;U;614;423;191;422;8;1;113;26,71;2;0,47;25;5,91;69;16,31;2;0,47;0;0;85;20,09;5;1,18;0;0;64;15,13;6;1,41;43;10,16;0;0
3;201;3;23;A;733;551;182;549;17;2;271;49,18;6;1,08;58;10,52;42;7,62;12;2,17;3;0,54;74;13,43;6;1,08;3;0,54;42;7,62;0;0;12;2,17;3;0,54
3;201;3;23;B;711;529;182;521;14;8;288;54,44;3;0,56;54;10,2;42;7,93;8;1,51;2;0,37;64;12,09;8;1,51;0;0;16;3,02;0;0;20;3,78;2;0,37
3;201;3;24;A;513;382;131;380;5;2;200;52,35;6;1,57;40;10,47;33;8,63;4;1,04;2;0,52;55;14,39;6;1,57;1;0,26;14;3,66;3;0,78;10;2,61;1;0,26
3;201;3;24;B;536;403;134;402;8;1;217;53,84;3;0,74;35;8,68;42;10,42;6;1,48;3;0,74;41;10,17;11;2,72;1;0,24;16;3,97;1;0,24;18;4,46;0;0
3;201;3;24;C;530;376;154;374;14;2;211;56,11;1;0,26;27;7,18;42;11,17;2;0,53;2;0,53;34;9,04;11;2,92;1;0,26;8;2,12;0;0;21;5,58;0;0
3;201;3;25;A;503;338;165;336;13;2;152;44,97;2;0,59;24;7,1;21;6,21;4;1,18;0;0;57;16,86;9;2,66;0;0;24;7,1;4;1,18;25;7,39;1;0,29
3;201;3;25;B;573;398;174;394;8;4;188;47,23;9;2,26;15;3,76;43;10,8;6;1,5;0;0;62;15,57;0;0;0;0;24;6,03;5;1,25;30;7,53;4;1
3;201;3;25;C;541;379;162;378;12;1;178;46,96;7;1,84;31;8,17;41;10,81;4;1,05;1;0,26;48;12,66;3;0,79;0;0;22;5,8;1;0,26;30;7,91;0;0
3;201;3;26;A;589;357;232;352;5;5;122;34,17;5;1,4;19;5,32;44;12,32;3;0,84;0;0;71;19,88;5;1,4;2;0,56;44;12,32;6;1,68;26;7,28;0;0
3;201;3;26;B;511;312;199;309;8;3;87;27,88;4;1,28;20;6,41;39;12,5;3;0,96;1;0,32;59;18,91;1;0,32;0;0;37;11,85;12;3,84;38;12,17;0;0
3;201;3;27;A;549;378;171;375;13;3;193;51,05;6;1,58;28;7,4;28;7,4;2;0,52;3;0,79;46;12,16;8;2,11;2;0,52;22;5,82;1;0,26;20;5,29;3;0,79
3;201;3;27;B;535;373;162;370;10;3;192;51,47;6;1,6;25;6,7;41;10,99;2;0,53;3;0,8;36;9,65;9;2,41;4;1,07;18;4,82;1;0,26;21;5,63;2;0,53
3;201;4;1;A;578;338;240;335;3;3;201;59,46;4;1,18;22;6,5;22;6,5;1;0,29;1;0,29;35;10,35;11;3,25;0;0;16;4,73;1;0,29;17;5,02;1;0,29
3;201;4;1;B;575;339;236;337;3;2;194;57,22;0;0;33;9,73;30;8,84;3;0,88;0;0;23;6,78;12;3,53;0;0;17;5,01;8;2,35;14;4,12;0;0
3;201;4;2;A;436;304;132;297;4;7;133;43,75;4;1,31;26;8,55;47;15,46;4;1,31;1;0,32;35;11,51;3;0,98;0;0;30;9,86;1;0,32;9;2,96;0;0
3;201;4;2;B;512;367;146;365;10;2;161;43,86;6;1,63;21;5,72;46;12,53;2;0,54;1;0,27;54;14,71;7;1,9;0;0;28;7,62;3;0,81;21;5,72;5;1,36
3;201;4;2;C;485;314;171;313;7;1;148;47,13;7;2,22;20;6,36;35;11,14;1;0,31;3;0,95;40;12,73;6;1,91;0;0;29;9,23;0;0;17;5,41;0;0
3;201;4;3;A;574;399;175;396;5;3;167;41,85;3;0,75;23;5,76;59;14,78;1;0,25;6;1,5;64;16,04;2;0,5;1;0,25;39;9,77;3;0,75;21;5,26;2;0,5
3;201;4;3;B;525;366;159;360;3;6;169;46,17;3;0,81;20;5,46;50;13,66;3;0,81;5;1,36;48;13,11;9;2,45;0;0;17;4,64;7;1,91;24;6,55;2;0,54
3;201;4;4;A;425;322;103;320;7;2;183;56,83;2;0,62;33;10,24;18;5,59;7;2,17;1;0,31;35;10,86;5;1,55;0;0;11;3,41;1;0,31;17;5,27;0;0
3;201;4;4;B;448;348;100;344;13;4;212;60,91;0;0;31;8,9;17;4,88;4;1,14;1;0,28;31;8,9;3;0,86;1;0,28;20;5,74;1;0,28;9;2,58;1;0,28
3;201;4;5;A;490;351;139;349;5;2;152;43,3;4;1,13;23;6,55;37;10,54;1;0,28;3;0,85;62;17,66;9;2,56;0;0;28;7,97;1;0,28;21;5,98;3;0,85
3;201;4;5;B;580;431;149;429;11;2;192;44,54;8;1,85;31;7,19;44;10,2;4;0,92;2;0,46;65;15,08;5;1,16;0;0;33;7,65;1;0,23;32;7,42;1;0,23
3;201;4;6;A;369;274;95;269;4;5;172;62,77;3;1,09;23;8,39;9;3,28;2;0,72;1;0,36;28;10,21;3;1,09;1;0,36;9;3,28;0;0;14;5,1;0;0
3;201;4;6;B;350;247;104;245;4;2;146;59,1;2;0,8;31;12,55;12;4,85;2;0,8;1;0,4;22;8,9;8;3,23;2;0,8;6;2,42;2;0,8;7;2,83;0;0
3;201;4;7;A;526;404;122;403;4;1;210;51,98;8;1,98;33;8,16;31;7,67;0;0;2;0,49;64;15,84;8;1,98;0;0;21;5,19;4;0,99;16;3,96;2;0,49
3;201;4;7;B;522;408;114;408;7;0;213;52,2;5;1,22;33;8,08;42;10,29;2;0,49;2;0,49;49;12;5;1,22;1;0,24;21;5,14;4;0,98;22;5,39;2;0,49
3;201;4;8;A;733;569;164;565;11;4;255;44,81;2;0,35;28;4,92;55;9,66;0;0;1;0,17;121;21,26;9;1,58;0;0;40;7,02;6;1,05;36;6,32;1;0,17
3;201;4;8;B;716;533;183;530;14;3;241;45,21;6;1,12;38;7,12;49;9,19;5;0,93;4;0,75;89;16,69;12;2,25;0;0;37;6,94;2;0,37;33;6,19;0;0
3;201;4;9;A;390;279;111;278;7;1;133;47,67;2;0,71;22;7,88;23;8,24;1;0,35;2;0,71;40;14,33;1;0,35;0;0;21;7,52;2;0,71;24;8,6;0;0
3;201;4;9;B;379;253;127;252;7;1;117;46,24;2;0,79;21;8,3;33;13,04;1;0,39;4;1,58;29;11,46;6;2,37;0;0;16;6,32;2;0,79;13;5,13;1;0,39
3;201;4;10;A;693;531;162;525;20;6;249;46,89;6;1,12;33;6,21;51;9,6;2;0,37;2;0,37;77;14,5;5;0,94;0;0;51;9,6;2;0,37;26;4,89;1;0,18
3;201;4;10;B;664;508;156;503;21;5;216;42,51;5;0,98;40;7,87;55;10,82;7;1,37;2;0,39;77;15,15;15;2,95;0;0;33;6,49;4;0,78;26;5,11;2;0,39
3;201;4;11;A;516;330;186;328;9;2;126;38,18;6;1,81;19;5,75;46;13,93;3;0,9;1;0,3;59;17,87;1;0,3;0;0;40;12,12;2;0,6;16;4,84;0;0
3;201;4;11;B;535;331;204;330;4;1;121;36,55;1;0,3;16;4,83;57;17,22;2;0,6;1;0,3;63;19,03;2;0,6;0;0;39;11,78;6;1,81;16;4,83;2;0,6
3;201;4;12;A;398;198;200;198;2;0;44;22,22;2;1,01;14;7,07;68;34,34;1;0,5;2;1,01;25;12,62;0;0;0;0;27;13,63;5;2,52;8;4,04;0;0
3;201;4;12;B;444;230;214;228;2;2;50;21,73;5;2,17;20;8,69;80;34,78;3;1,3;0;0;33;14,34;1;0,43;0;0;21;9,13;1;0,43;10;4,34;2;0,86
3;201;4;13;A;544;310;234;305;4;5;93;30;3;0,96;39;12,58;66;21,29;0;0;3;0,96;53;17,09;2;0,64;0;0;30;9,67;1;0,32;11;3,54;0;0
3;201;4;13;B;537;311;226;309;7;2;92;29,58;2;0,64;26;8,36;66;21,22;1;0,32;4;1,28;51;16,39;4;1,28;0;0;34;10,93;3;0,96;19;6,1;0;0
3;201;4;14;A;558;412;146;407;11;5;204;49,51;7;1,69;18;4,36;35;8,49;1;0,24;4;0,97;68;16,5;8;1,94;0;0;23;5,58;0;0;25;6,06;3;0,72
3;201;4;14;B;621;460;161;453;14;7;205;44,56;3;0,65;34;7,39;42;9,13;1;0,21;3;0,65;82;17,82;7;1,52;0;0;26;5,65;4;0,86;32;6,95;0;0
3;201;4;15;A;508;365;145;363;7;2;177;48,49;4;1,09;23;6,3;37;10,13;1;0,27;2;0,54;65;17,8;6;1,64;0;0;31;8,49;2;0,54;7;1,91;1;0,27
3;201;4;15;B;496;363;133;361;10;2;173;47,65;1;0,27;24;6,61;34;9,36;2;0,55;5;1,37;67;18,45;5;1,37;1;0,27;28;7,71;2;0,55;8;2,2;1;0,27
3;201;4;16;U;629;456;173;453;3;3;261;57,23;5;1,09;39;8,55;35;7,67;6;1,31;3;0,65;63;13,81;8;1,75;0;0;17;3,72;2;0,43;10;2,19;1;0,21
3;201;4;17;A;548;399;150;393;4;6;198;49,62;6;1,5;12;3;32;8,02;6;1,5;7;1,75;60;15,03;5;1,25;1;0,25;35;8,77;2;0,5;24;6,01;1;0,25
3;201;4;17;B;508;371;136;364;11;7;187;50,4;7;1,88;16;4,31;37;9,97;2;0,53;5;1,34;44;11,85;5;1,34;0;0;32;8,62;3;0,8;14;3,77;1;0,26
3;201;4;17;C;494;360;135;360;12;0;199;55,27;7;1,94;18;5;30;8,33;3;0,83;3;0,83;38;10,55;7;1,94;0;0;28;7,77;2;0,55;13;3,61;0;0
3;201;4;18;A;543;398;147;391;10;7;182;45,72;5;1,25;29;7,28;43;10,8;3;0,75;4;1;64;16,08;8;2,01;0;0;22;5,52;1;0,25;20;5,02;0;0
3;201;4;18;B;591;435;156;430;7;5;222;51,03;6;1,37;29;6,66;46;10,57;4;0,91;1;0,22;56;12,87;14;3,21;1;0,22;25;5,74;3;0,68;15;3,44;1;0,22
3;201;4;18;C;500;354;146;351;6;3;164;46,32;6;1,69;24;6,77;40;11,29;3;0,84;0;0;51;14,4;7;1,97;0;0;25;7,06;2;0,56;23;6,49;0;0
3;201;4;19;A;559;435;125;432;12;3;177;40,68;5;1,14;20;4,59;45;10,34;6;1,37;4;0,91;89;20,45;3;0,68;2;0,45;39;8,96;2;0,45;28;6,43;0;0
3;201;4;19;B;507;370;138;366;8;4;164;44,32;3;0,81;20;5,4;38;10,27;5;1,35;3;0,81;65;17,56;8;2,16;0;0;34;9,18;3;0,81;14;3,78;1;0,27
3;201;4;20;A;457;325;132;323;5;2;133;40,92;4;1,23;15;4,61;40;12,3;2;0,61;5;1,53;61;18,76;5;1,53;1;0,3;29;8,92;2;0,61;21;6,46;0;0
3;201;4;20;B;430;336;94;332;16;4;156;46,42;5;1,48;16;4,76;35;10,41;2;0,59;8;2,38;58;17,26;7;2,08;0;0;19;5,65;3;0,89;6;1,78;1;0,29
3;201;4;21;A;553;403;150;402;6;1;109;27,04;13;3,22;16;3,97;53;13,15;5;1,24;6;1,48;89;22,08;9;2,23;1;0,24;56;13,89;7;1,73;30;7,44;2;0,49
3;201;4;21;B;586;414;172;409;16;5;113;27,29;7;1,69;12;2,89;44;10,62;8;1,93;1;0,24;91;21,98;7;1,69;0;0;73;17,63;3;0,72;34;8,21;0;0
3;201;4;21;C;524;396;128;395;18;1;124;31,31;5;1,26;15;3,78;52;13,13;2;0,5;2;0,5;84;21,21;13;3,28;1;0,25;41;10,35;4;1,01;33;8,33;1;0,25
3;201;4;22;A;404;293;111;290;6;3;115;39,24;1;0,34;16;5,46;32;10,92;1;0,34;1;0,34;61;20,81;2;0,68;0;0;31;10,58;0;0;23;7,84;1;0,34
3;201;4;22;B;382;276;106;271;9;5;115;41,66;1;0,36;18;6,52;31;11,23;4;1,44;1;0,36;43;15,57;2;0,72;0;0;26;9,42;3;1,08;16;5,79;2;0,72
3;201;4;24;A;695;524;172;521;9;3;280;53,43;7;1,33;44;8,39;33;6,29;2;0,38;1;0,19;66;12,59;10;1,9;1;0,19;37;7,06;3;0,57;28;5,34;0;0
3;201;4;24;B;637;481;156;477;8;4;252;52,39;9;1,87;40;8,31;44;9,14;3;0,62;0;0;60;12,47;11;2,28;1;0,2;24;4,98;4;0,83;21;4,36;0;0
3;201;4;25;A;510;378;132;376;14;2;108;28,57;8;2,11;21;5,55;42;11,11;0;0;1;0,26;82;21,69;7;1,85;1;0,26;52;13,75;1;0,26;35;9,25;4;1,05
3;201;4;25;B;572;388;184;383;9;5;113;29,12;10;2,57;22;5,67;37;9,53;4;1,03;2;0,51;88;22,68;3;0,77;1;0,25;64;16,49;4;1,03;23;5,92;3;0,77
3;201;4;25;C;548;357;191;354;14;3;118;33,05;4;1,12;23;6,44;30;8,4;5;1,4;1;0,28;79;22,12;4;1,12;1;0,28;57;15,96;4;1,12;14;3,92;0;0
3;201;4;26;A;471;270;201;262;5;8;87;32,22;3;1,11;27;10;28;10,37;6;2,22;5;1,85;46;17,03;2;0,74;0;0;27;10;1;0,37;20;7,4;5;1,85
3;201;4;26;B;525;313;213;311;6;2;124;39,61;6;1,91;26;8,3;49;15,65;6;1,91;1;0,31;47;15,01;2;0,63;0;0;22;7,02;1;0,31;21;6,7;0;0
3;201;4;26;C;527;303;224;300;11;3;100;33;12;3,96;27;8,91;47;15,51;4;1,32;4;1,32;30;9,9;2;0,66;0;0;34;11,22;6;1,98;21;6,93;2;0,66
3;201;5;1;A;421;276;145;275;4;1;134;48,55;1;0,36;64;23,18;18;6,52;5;1,81;1;0,36;25;9,05;3;1,08;0;0;7;2,53;3;1,08;9;3,26;1;0,36
3;201;5;1;B;375;241;134;239;7;2;104;43,15;2;0,82;62;25,72;15;6,22;8;3,31;3;1,24;27;11,2;0;0;0;0;5;2,07;2;0,82;2;0,82;2;0,82
3;201;5;2;U;737;468;269;462;10;6;137;29,27;4;0,85;27;5,76;70;14,95;2;0,42;2;0,42;105;22,43;7;1,49;2;0,42;61;13,03;6;1,28;28;5,98;1;0,21
3;201;5;3;U;660;402;257;401;7;1;157;39,05;7;1,74;35;8,7;43;10,69;9;2,23;5;1,24;71;17,66;7;1,74;4;0,99;27;6,71;4;0,99;24;5,97;1;0,24
3;201;5;4;A;475;294;181;293;5;1;79;26,87;3;1,02;18;6,12;47;15,98;4;1,36;1;0,34;61;20,74;0;0;0;0;48;16,32;2;0,68;24;8,16;1;0,34
3;201;5;4;B;457;289;168;286;3;3;78;26,98;1;0,34;15;5,19;54;18,68;3;1,03;3;1,03;69;23,87;2;0,69;0;0;36;12,45;1;0,34;20;6,92;1;0,34
3;201;5;5;A;388;232;156;229;5;3;76;32,75;6;2,58;16;6,89;32;13,79;1;0,43;2;0,86;37;15,94;5;2,15;3;1,29;35;15,08;2;0,86;9;3,87;0;0
3;201;5;5;B;407;246;161;244;3;2;87;35,36;5;2,03;24;9,75;32;13;0;0;2;0,81;44;17,88;10;4,06;1;0,4;28;11,38;0;0;8;3,25;0;0
3;201;5;6;A;446;271;175;268;6;3;77;28,41;1;0,36;22;8,11;51;18,81;0;0;3;1,1;43;15,86;3;1,1;0;0;47;17,34;1;0,36;14;5,16;0;0
3;201;5;6;B;438;245;193;242;5;3;70;28,57;3;1,22;21;8,57;46;18,77;0;0;3;1,22;30;12,24;6;2,44;0;0;42;17,14;1;0,4;14;5,71;1;0,4
3;201;5;7;A;469;282;187;278;4;4;74;26,24;4;1,41;17;6,02;54;19,14;1;0,35;0;0;52;18,43;2;0,7;0;0;54;19,14;3;1,06;13;4,6;0;0
3;201;5;7;B;432;238;194;237;3;1;84;35,29;4;1,68;25;10,5;38;15,96;0;0;0;0;38;15,96;2;0,84;1;0,42;25;10,5;4;1,68;13;5,46;0;0
3;201;5;8;A;440;289;151;288;7;1;149;51,55;6;2,07;33;11,41;22;7,61;1;0,34;1;0,34;29;10,03;6;2,07;0;0;18;6,22;0;0;15;5,19;1;0,34
3;201;5;8;B;424;283;141;279;4;4;147;51,94;2;0,7;40;14,13;28;9,89;1;0,35;0;0;30;10,6;2;0,7;0;0;15;5,3;2;0,7;8;2,82;0;0
3;201;5;9;A;694;524;170;519;7;5;253;48,28;8;1,52;36;6,87;36;6,87;9;1,71;2;0,38;76;14,5;9;1,71;0;0;42;8,01;5;0,95;33;6,29;3;0,57
3;201;5;9;B;674;485;189;482;19;3;215;44,32;9;1,85;25;5,15;42;8,65;8;1,64;4;0,82;69;14,22;16;3,29;2;0,41;42;8,65;6;1,23;23;4,74;2;0,41
3;201;5;10;A;448;305;143;300;5;5;105;34,42;4;1,31;14;4,59;51;16,72;3;0,98;1;0,32;59;19,34;8;2,62;0;0;27;8,85;2;0,65;20;6,55;1;0,32
3;201;5;10;B;471;307;164;304;1;3;97;31,59;5;1,62;14;4,56;60;19,54;1;0,32;3;0,97;65;21,17;2;0,65;0;0;31;10,09;3;0,97;19;6,18;3;0,97
3;201;5;11;A;595;399;196;397;7;2;147;36,84;6;1,5;29;7,26;53;13,28;4;1;2;0,5;81;20,3;9;2,25;2;0,5;27;6,76;2;0,5;26;6,51;2;0,5
3;201;5;11;B;543;348;195;345;8;3;130;37,35;2;0,57;24;6,89;37;10,63;3;0,86;1;0,28;67;19,25;7;2,01;2;0,57;30;8,62;3;0,86;27;7,75;4;1,14
3;201;5;12;A;391;229;162;228;4;1;71;31;6;2,62;15;6,55;41;17,9;2;0,87;1;0,43;48;20,96;2;0,87;0;0;23;10,04;4;1,74;11;4,8;0;0
3;201;5;12;B;401;223;178;221;4;2;59;26,45;4;1,79;21;9,41;32;14,34;1;0,44;2;0,89;43;19,28;2;0,89;0;0;36;16,14;1;0,44;16;7,17;0;0
3;201;6;1;A;529;329;200;327;6;2;107;32,52;4;1,21;17;5,16;25;7,59;1;0,3;4;1,21;78;23,7;3;0,91;2;0,6;65;19,75;3;0,91;12;3,64;0;0
3;201;6;1;B;579;349;230;348;8;1;100;28,65;4;1,14;11;3,15;25;7,16;0;0;0;0;95;27,22;1;0,28;1;0,28;80;22,92;5;1,43;17;4,87;1;0,28
3;201;6;2;A;489;298;191;296;7;2;64;21,47;6;2,01;20;6,71;55;18,45;1;0,33;6;2,01;62;20,8;2;0,67;1;0,33;41;13,75;6;2,01;25;8,38;0;0
3;201;6;2;B;504;294;210;291;2;3;76;25,85;3;1,02;20;6,8;60;20,4;1;0,34;2;0,68;57;19,38;2;0,68;0;0;39;13,26;3;1,02;25;8,5;1;0,34
3;201;6;2;C;483;293;190;292;8;1;68;23,2;7;2,38;26;8,87;57;19,45;0;0;1;0,34;61;20,81;0;0;0;0;41;13,99;2;0,68;21;7,16;0;0
3;201;6;3;A;470;300;170;294;5;6;37;12,33;1;0,33;9;3;41;13,66;1;0,33;0;0;75;25;4;1,33;0;0;96;32;3;1;22;7,33;0;0
3;201;6;3;B;375;242;133;242;2;0;41;16,94;2;0,82;2;0,82;45;18,59;1;0,41;3;1,23;63;26,03;0;0;0;0;62;25,61;2;0,82;19;7,85;0;0
3;201;6;4;A;359;243;116;243;1;0;43;17,69;1;0,41;14;5,76;54;22,22;0;0;1;0,41;53;21,81;3;1,23;0;0;54;22,22;6;2,46;13;5,34;0;0
3;201;6;4;B;398;270;128;264;3;6;54;20;1;0,37;6;2,22;52;19,25;2;0,74;0;0;55;20,37;2;0,74;0;0;67;24,81;1;0,37;21;7,77;0;0
3;201;6;5;A;445;280;165;279;5;1;70;25;2;0,71;11;3,92;49;17,5;0;0;1;0,35;68;24,28;3;1,07;0;0;51;18,21;4;1,42;15;5,35;0;0
3;201;6;5;B;454;282;173;278;8;4;77;27,3;1;0,35;14;4,96;57;20,21;1;0,35;1;0,35;59;20,92;1;0,35;0;0;40;14,18;2;0,7;17;6,02;0;0
3;201;6;6;A;424;302;122;295;2;7;54;17,88;4;1,32;10;3,31;30;9,93;2;0,66;2;0,66;83;27,48;3;0,99;1;0,33;81;26,82;5;1,65;18;5,96;0;0
3;201;6;6;B;403;286;117;286;5;0;31;10,83;4;1,39;10;3,49;32;11,18;0;0;2;0,69;83;29,02;1;0,34;1;0,34;78;27,27;6;2,09;33;11,53;0;0
3;201;6;7;A;483;316;167;315;3;1;72;22,78;4;1,26;6;1,89;46;14,55;2;0,63;0;0;82;25,94;2;0,63;0;0;76;24,05;6;1,89;16;5,06;0;0
3;201;6;7;B;542;382;160;378;11;4;86;22,51;10;2,61;11;2,87;56;14,65;2;0,52;1;0,26;76;19,89;2;0,52;0;0;86;22,51;5;1,3;31;8,11;1;0,26
3;201;6;7;C;489;328;161;320;6;8;69;21,03;3;0,91;7;2,13;47;14,32;1;0,3;1;0,3;90;27,43;3;0,91;0;0;64;19,51;4;1,21;25;7,62;0;0
3;201;6;9;U;648;417;231;414;4;3;104;24,94;6;1,43;11;2,63;80;19,18;0;0;2;0,47;83;19,9;3;0,71;1;0,23;91;21,82;4;0,95;25;5,99;0;0
3;201;6;10;A;589;384;205;379;5;5;100;26,04;5;1,3;22;5,72;57;14,84;2;0,52;1;0,26;73;19,01;5;1,3;0;0;72;18,75;4;1,04;33;8,59;0;0
3;201;6;10;B;503;340;163;340;5;0;107;31,47;2;0,58;21;6,17;43;12,64;0;0;0;0;77;22,64;7;2,05;0;0;57;16,76;0;0;20;5,88;1;0,29
3;201;6;11;U;622;349;273;347;6;2;83;23,78;5;1,43;13;3,72;77;22,06;0;0;0;0;66;18,91;1;0,28;0;0;64;18,33;6;1,71;26;7,44;0;0
3;201;6;12;A;585;420;165;417;9;3;80;19,04;9;2,14;18;4,28;56;13,33;2;0,47;0;0;94;22,38;2;0,47;1;0,23;106;25,23;4;0,95;35;8,33;1;0,23
3;201;6;12;B;613;418;195;414;7;4;76;18,18;8;1,91;23;5,5;54;12,91;1;0,23;1;0,23;108;25,83;1;0,23;0;0;97;23,2;5;1,19;32;7,65;1;0,23
3;201;6;13;A;432;270;162;264;5;6;71;26,29;3;1,11;8;2,96;41;15,18;1;0,37;4;1,48;51;18,88;6;2,22;0;0;55;20,37;0;0;19;7,03;0;0
3;201;6;13;B;437;254;183;247;2;7;77;30,31;2;0,78;9;3,54;46;18,11;2;0,78;1;0,39;48;18,89;2;0,78;0;0;37;14,56;3;1,18;17;6,69;1;0,39
3;201;6;14;U;723;448;275;445;4;3;105;23,43;3;0,66;22;4,91;72;16,07;0;0;0;0;85;18,97;5;1,11;0;0;107;23,88;3;0,66;38;8,48;1;0,22
3;201;6;15;A;544;362;182;355;8;7;105;29;2;0,55;24;6,62;56;15,46;3;0,82;0;0;69;19,06;4;1,1;1;0,27;64;17,67;3;0,82;16;4,41;0;0
3;201;6;15;B;547;365;182;360;5;5;98;26,84;7;1,91;35;9,58;65;17,8;1;0,27;0;0;60;16,43;5;1,36;1;0,27;53;14,52;5;1,36;25;6,84;0;0
3;201;6;16;A;711;467;244;462;8;5;148;31,69;3;0,64;28;5,99;50;10,7;3;0,64;2;0,42;111;23,76;1;0,21;1;0,21;64;13,7;6;1,28;37;7,92;0;0
3;201;6;16;B;721;445;276;444;13;1;98;22,02;8;1,79;23;5,16;61;13,7;3;0,67;2;0,44;101;22,69;4;0,89;1;0,22;86;19,32;7;1,57;36;8,08;1;0,22
3;201;7;1;A;459;265;194;265;4;0;56;21,13;7;2,64;14;5,28;39;14,71;1;0,37;2;0,75;68;25,66;5;1,88;0;0;37;13,96;4;1,5;28;10,56;0;0
3;201;7;1;B;463;288;175;286;3;2;67;23,26;3;1,04;19;6,59;55;19,09;0;0;3;1,04;59;20,48;2;0,69;0;0;50;17,36;6;2,08;18;6,25;1;0,34
3;201;7;2;A;531;289;242;288;8;1;66;22,83;7;2,42;18;6,22;58;20,06;2;0,69;1;0,34;60;20,76;2;0,69;0;0;47;16,26;2;0,69;15;5,19;2;0,69
3;201;7;2;B;491;271;220;263;3;8;58;21,4;2;0,73;13;4,79;45;16,6;2;0,73;0;0;70;25,83;2;0,73;0;0;41;15,12;2;0,73;24;8,85;1;0,36
3;201;7;2;C;509;278;231;271;5;7;67;24,1;7;2,51;17;6,11;59;21,22;6;2,15;0;0;58;20,86;3;1,07;0;0;30;10,79;5;1,79;14;5,03;0;0
3;201;7;3;A;604;367;237;367;8;0;76;20,7;4;1,08;24;6,53;67;18,25;2;0,54;3;0,81;70;19,07;1;0,27;2;0,54;71;19,34;6;1,63;31;8,44;2;0,54
3;201;7;3;B;639;382;257;381;10;1;75;19,63;4;1,04;26;6,8;73;19,1;1;0,26;0;0;70;18,32;3;0,78;4;1,04;76;19,89;4;1,04;35;9,16;0;0
3;201;7;4;A;420;235;185;232;3;3;68;28,93;3;1,27;16;6,8;46;19,57;3;1,27;0;0;39;16,59;7;2,97;1;0,42;29;12,34;0;0;17;7,23;0;0
3;201;7;4;B;458;263;195;261;2;2;59;22,43;7;2,66;11;4,18;53;20,15;2;0,76;2;0,76;44;16,73;2;0,76;0;0;45;17,11;7;2,66;26;9,88;1;0,38
3;201;7;5;A;463;320;143;319;7;1;68;21,25;9;2,81;17;5,31;28;8,75;0;0;1;0,31;90;28,12;6;1,87;1;0,31;63;19,68;1;0,31;28;8,75;0;0
3;201;7;5;B;553;371;183;366;5;5;84;22,64;7;1,88;13;3,5;42;11,32;1;0,26;2;0,53;101;27,22;4;1,07;1;0,26;60;16,17;1;0,26;44;11,85;1;0,26
3;201;7;5;C;518;336;182;333;9;3;87;25,89;3;0,89;15;4,46;57;16,96;6;1,78;2;0,59;65;19,34;4;1,19;1;0,29;50;14,88;4;1,19;30;8,92;0;0
3;201;7;6;A;582;398;184;394;7;4;77;19,34;8;2,01;18;4,52;58;14,57;5;1,25;1;0,25;104;26,13;4;1;0;0;69;17,33;4;1;38;9,54;1;0,25
3;201;7;6;B;699;458;241;453;10;5;96;20,96;11;2,4;20;4,36;61;13,31;6;1,31;2;0,43;120;26,2;7;1,52;0;0;80;17,46;0;0;40;8,73;0;0
3;201;7;6;C;654;413;241;412;13;1;94;22,76;15;3,63;19;4,6;65;15,73;5;1,21;3;0,72;99;23,97;6;1,45;0;0;64;15,49;3;0,72;26;6,29;0;0
3;201;7;7;A;626;366;260;364;7;2;72;19,67;5;1,36;18;4,91;56;15,3;2;0,54;1;0,27;83;22,67;7;1,91;2;0,54;72;19,67;3;0,81;36;9,83;0;0
