Codcir;Codmun;Municipio;Mesa;Censo;Certif_alta;Certif_correc;Censo total;Votos_electores;Votos_interventores;Votos_totales;Votos_nulos;Votos_blancos;Geroa Bai;UPN;PSN;EH Bildu;UPyD;I-E;PP;Podemos;Ciudadanos;LN;Equo;PACMA;SAIn;RCN-NOK
31;97;Estella-Lizarra;2-007 -U;716;0;0;716;497;0;497;5;12;88;120;71;94;0;12;14;50;18;0;4;7;0;2
31;97;Estella-Lizarra;3-001 -A;545;0;0;545;389;0;389;1;12;60;81;44;93;1;18;8;58;8;0;2;0;0;3
31;97;Estella-Lizarra;3-001 -B;573;0;0;573;387;0;387;1;16;59;109;44;60;1;17;10;47;15;0;3;2;0;3
31;98;Esteribar;1-001 -A;383;2;0;385;303;0;303;1;7;43;49;20;100;0;8;3;58;11;0;0;2;0;1
31;98;Esteribar;1-001 -B;456;0;0;456;318;0;318;3;11;66;66;20;64;3;5;12;45;13;1;3;2;2;2
31;98;Esteribar;1-001 -C;342;0;0;342;272;0;272;0;9;91;50;11;62;2;8;5;27;3;0;1;1;0;2
31;98;Esteribar;1-001 -D;742;0;0;742;573;0;573;7;12;119;168;28;69;4;11;19;81;39;2;3;9;1;1
31;99;Etayo;1-001 -U;62;0;0;62;51;0;51;0;1;9;18;5;6;0;3;4;5;0;0;0;0;0;0
31;82;Etxalar;1-001 -U;622;0;0;622;485;0;485;14;16;174;53;8;147;0;1;13;53;2;0;1;1;1;1
31;84;Etxarri Aranatz;1-001 -A;534;0;0;534;398;0;398;5;10;82;29;8;207;1;1;18;28;2;0;1;5;0;1
31;84;Etxarri Aranatz;1-001 -B;472;0;0;472;341;0;341;7;6;68;30;8;157;0;2;14;44;3;0;0;0;0;2
31;84;Etxarri Aranatz;1-001 -C;34;0;0;34;30;0;30;0;0;2;0;0;27;0;0;0;1;0;0;0;0;0;0
31;84;Etxarri Aranatz;2-001 -A;468;0;0;468;346;0;346;2;3;77;32;3;188;0;2;7;27;1;0;2;0;1;1
31;84;Etxarri Aranatz;2-001 -B;438;0;0;438;299;0;299;2;3;50;25;9;176;0;2;3;25;3;0;0;0;0;1
31;85;Etxauri;1-001 -U;461;0;0;461;389;0;389;8;7;76;44;17;139;0;17;9;55;4;6;5;1;0;1
31;100;Eulate;1-001 -U;268;0;0;268;171;0;171;0;3;36;61;11;19;1;0;8;19;13;0;0;0;0;0
31;101;Ezcabarte;1-001 -A;824;0;0;824;597;1;598;2;5;104;133;51;134;2;17;24;91;17;0;5;8;1;4
31;101;Ezcabarte;1-001 -B;576;0;0;576;412;0;412;0;9;72;94;14;100;2;12;13;65;12;2;6;5;0;6
31;93;Ezcároz - Ezkaroze;1-001 -U;297;0;0;297;266;0;266;2;5;56;60;29;74;0;6;6;20;4;1;3;0;0;0
31;102;Ezkurra;1-001 -U;148;0;0;148;83;0;83;0;0;15;8;3;30;0;5;11;10;1;0;0;0;0;0
31;103;Ezprogui;1-001 -U;47;0;0;47;35;0;35;0;0;0;25;1;4;0;1;1;3;0;0;0;0;0;0
31;104;Falces;1-001 -A;507;0;0;507;410;0;410;3;5;46;112;107;24;3;21;22;54;2;4;2;4;1;0
31;104;Falces;1-001 -B;462;0;0;462;353;0;353;9;11;30;110;82;17;1;9;20;54;4;1;0;0;2;3
31;104;Falces;2-001 -A;510;0;0;510;343;0;343;2;5;34;98;79;34;0;7;16;55;8;0;2;3;0;0
31;104;Falces;2-001 -B;422;0;0;422;312;0;312;7;3;35;86;80;22;1;5;12;54;5;0;0;0;0;2
31;105;Fitero;1-001 -U;660;0;0;660;506;0;506;16;15;21;202;129;17;3;6;41;44;7;1;0;2;0;2
31;105;Fitero;2-001 -A;440;0;0;440;349;0;349;4;9;12;140;88;11;1;5;20;49;6;0;2;0;0;2
31;105;Fitero;2-001 -B;443;0;0;443;364;0;364;10;4;13;169;80;8;0;5;24;39;9;1;1;1;0;0
31;106;Fontellas;1-001 -U;696;0;0;696;557;0;557;7;13;19;176;164;16;5;18;47;54;26;0;1;7;0;4
31;107;Funes;1-001 -A;428;0;0;428;331;0;331;6;6;11;195;44;5;3;5;28;20;6;0;0;1;1;0
31;107;Funes;1-001 -B;378;0;0;378;316;0;316;10;10;10;146;48;5;3;3;35;31;14;0;0;1;0;0
31;107;Funes;2-001 -A;463;0;0;463;389;0;389;11;10;10;178;52;7;1;2;79;24;9;0;2;3;0;1
31;107;Funes;2-001 -B;430;0;0;430;353;0;353;5;12;12;182;54;3;2;3;50;17;4;2;1;3;1;2
31;108;Fustiñana;1-001 -A;542;0;0;542;444;0;444;14;1;20;183;122;19;1;9;28;39;7;0;0;1;0;0
31;108;Fustiñana;1-001 -B;465;0;0;465;365;1;366;10;12;11;166;88;9;2;10;14;31;9;0;2;1;0;1
31;108;Fustiñana;2-001 -A;498;0;0;498;407;2;409;6;13;13;185;108;13;1;7;34;23;4;0;0;1;0;1
31;108;Fustiñana;2-001 -B;390;0;0;390;313;2;315;5;3;14;139;89;11;0;5;20;27;1;1;0;0;0;0
31;109;Galar;1-001 -A;561;0;0;561;458;0;458;3;11;97;108;23;88;2;24;7;75;6;0;3;3;0;8
31;109;Galar;1-001 -B;964;0;0;964;729;0;729;4;21;114;216;61;127;0;20;15;105;19;4;10;6;2;5
31;110;Gallipienzo - Galipentzu;1-001 -U;93;0;0;93;70;0;70;0;2;11;19;11;6;0;5;2;13;0;0;0;0;0;1
31;111;Gallués - Galoze;1-001 -U;94;0;0;94;87;0;87;2;3;17;16;4;25;0;1;5;8;0;1;0;0;1;4
31;112;Garaioa;1-001 -U;94;0;0;94;76;0;76;1;4;19;19;2;23;0;2;3;3;0;0;0;0;0;0
31;113;Garde;1-001 -U;139;0;0;139;89;0;89;1;2;10;23;15;11;0;4;8;10;0;3;1;1;0;0
31;114;Garínoain;1-001 -U;366;0;0;366;269;0;269;3;16;35;47;22;42;3;15;9;63;9;0;2;0;0;3
31;115;Garralda;1-001 -U;169;0;0;169;111;0;111;0;2;32;13;4;36;1;6;2;13;1;1;0;0;0;0
31;116;Genevilla;1-001 -U;66;0;0;66;53;0;53;0;4;7;26;3;2;0;0;3;6;0;1;0;1;0;0
31;117;Goizueta;1-001 -U;633;0;0;633;433;0;433;6;11;61;10;3;332;0;0;4;6;0;0;0;0;0;0
31;118;Goñi;1-001 -U;166;0;0;166;115;0;115;1;4;45;23;7;13;0;8;2;10;0;0;0;1;1;0
31;119;Güesa - Gorza;1-001 -U;40;0;0;40;30;0;30;0;0;10;12;2;2;0;1;0;2;0;0;0;0;0;1
31;120;Guesálaz - Gesalatz;1-001 -U;396;0;0;396;262;0;262;4;5;52;65;18;51;2;9;9;39;5;0;0;1;1;1
31;121;Guirguillano;1-001 -U;64;0;0;64;44;0;44;0;1;4;14;0;7;4;5;2;5;0;0;1;0;0;1
31;256;Hiriberri - Villanueva de Aezkoa;1-001 -U;112;0;0;112;68;0;68;0;0;16;8;1;38;0;1;4;0;0;0;0;0;0;0
31;122;Huarte - Uharte;1-001 -A;467;0;0;467;338;1;339;3;6;89;65;16;67;1;7;16;48;5;4;2;3;4;3
31;122;Huarte - Uharte;1-001 -B;490;0;0;490;368;1;369;3;5;88;75;27;79;1;8;14;46;7;6;1;5;2;2
31;122;Huarte - Uharte;1-002 -A;727;0;0;727;558;0;558;2;8;141;93;38;109;0;23;15;80;22;7;4;11;2;3
31;122;Huarte - Uharte;1-002 -B;700;0;0;700;499;0;499;2;8;111;96;32;82;5;17;14;97;19;4;3;5;0;4
31;122;Huarte - Uharte;1-003 -A;741;0;0;741;543;0;543;4;12;142;89;39;102;4;13;14;88;17;4;4;6;2;3
31;122;Huarte - Uharte;1-003 -B;736;0;0;736;544;1;545;6;16;128;99;56;102;3;15;10;81;12;4;3;5;1;4
31;122;Huarte - Uharte;1-004 -A;446;0;0;446;328;0;328;4;2;63;88;23;52;0;11;8;42;16;9;2;3;1;4
31;122;Huarte - Uharte;1-004 -B;409;0;0;409;292;0;292;1;6;47;74;33;46;1;9;19;36;14;3;1;1;0;1
31;124;Ibargoiti;1-001 -U;216;0;0;216;162;0;162;0;7;27;82;4;18;0;2;2;16;1;0;0;3;0;0
31;259;Igantzi;1-001 -U;490;0;0;490;303;0;303;3;1;95;30;12;101;0;7;12;36;5;0;1;0;0;0
31;125;Igúzquiza;1-001 -U;271;0;0;271;175;0;175;4;4;16;50;18;23;0;4;10;29;9;1;5;2;0;0
31;126;Imotz;1-001 -U;360;0;0;360;236;0;236;1;2;61;34;7;86;0;6;6;29;1;0;1;2;0;0
31;127;Irañeta;1-001 -U;140;0;0;140;98;0;98;1;0;22;21;3;24;0;4;9;11;1;0;1;0;0;1
31;904;Irurtzun;1-001 -A;809;0;0;809;559;0;559;6;15;115;81;40;171;2;14;14;74;10;6;1;8;0;2
31;904;Irurtzun;1-001 -B;761;0;0;761;547;0;547;9;10;115;113;52;126;1;8;26;74;7;1;2;2;0;1
31;128;Isaba - Izaba;1-001 -U;387;0;0;387;276;0;276;1;7;43;57;26;74;0;18;10;24;8;3;1;0;0;4
31;129;Ituren;1-001 -U;395;0;0;395;277;0;277;6;2;67;10;11;163;0;0;3;12;1;0;1;1;0;0
31;130;Iturmendi;1-001 -U;309;0;0;309;208;0;208;3;5;41;47;14;56;1;2;5;28;2;1;1;1;0;1
31;131;Iza - Itza;1-001 -A;432;0;0;432;322;0;322;2;9;85;89;24;38;1;8;11;34;13;0;0;3;0;5
31;131;Iza - Itza;1-001 -B;443;0;0;443;335;0;335;2;14;51;131;9;41;0;2;25;27;24;0;2;5;0;2
31;132;Izagaondoa;1-001 -U;149;0;0;149;120;0;120;1;2;14;47;5;33;0;3;4;4;3;1;2;1;0;0
31;133;Izalzu - Itzaltzu;1-001 -U;45;0;0;45;31;0;31;0;0;6;5;2;14;1;1;0;1;1;0;0;0;0;0
31;134;Jaurrieta;1-001 -U;183;0;0;183;140;0;140;3;3;35;37;12;29;1;2;7;6;3;0;0;0;2;0
31;135;Javier;1-001 -U;101;0;0;101;65;0;65;6;7;7;27;1;0;0;1;12;2;2;0;0;0;0;0
31;136;Juslapeña;1-001 -U;434;0;0;434;325;0;325;7;5;63;58;17;98;4;13;8;36;5;1;2;2;2;4
31;138;Lakuntza;1-001 -U;931;0;0;931;639;0;639;2;8;188;47;36;262;1;10;14;58;8;1;2;0;0;2
31;139;Lana;1-001 -U;162;0;0;162;96;0;96;0;2;15;32;2;17;1;4;4;13;5;0;1;0;0;0
31;140;Lantz;1-001 -U;117;0;0;117;88;0;88;0;0;27;31;4;15;0;0;2;6;0;1;0;0;1;1
31;141;Lapoblación;1-001 -U;121;0;0;121;88;0;88;4;3;11;22;4;1;0;0;21;11;7;0;0;1;0;3
31;142;Larraga;1-001 -A;753;0;0;753;524;0;524;10;8;42;170;94;101;0;10;26;50;9;0;2;1;0;1
31;142;Larraga;1-001 -B;654;0;0;654;485;0;485;8;13;33;156;80;81;3;14;34;58;5;0;0;0;0;0
31;143;Larraona;1-001 -U;103;0;0;103;50;0;50;2;0;10;15;2;5;2;0;4;5;5;0;0;0;0;0
31;144;Larraun;1-001 -A;256;0;0;256;185;0;185;2;8;56;24;5;66;0;5;6;10;2;0;0;0;0;1
31;144;Larraun;1-001 -B;302;0;0;302;202;0;202;0;3;50;19;10;84;2;5;9;17;3;0;0;0;0;0
31;144;Larraun;1-001 -C;246;0;0;246;165;0;165;9;3;33;22;0;83;0;0;6;7;2;0;0;0;0;0
31;145;Lazagurría;1-001 -U;173;0;0;173;124;0;124;2;6;6;75;17;1;0;4;1;7;4;0;0;1;0;0
31;146;Leache - Leatxe;1-001 -U;38;0;0;38;32;0;32;0;0;2;17;4;4;1;0;2;1;0;0;0;1;0;0
31;147;Legarda;1-001 -U;100;0;0;100;75;0;75;0;4;9;30;6;6;0;2;4;4;7;0;0;0;0;3
31;148;Legaria;1-001 -U;92;0;0;92;59;0;59;1;2;2;9;14;7;0;7;4;7;6;0;0;0;0;0
31;149;Leitza;1-001 -A;571;0;0;571;421;0;421;7;2;87;43;6;246;0;2;4;22;0;1;0;0;0;1
31;149;Leitza;1-001 -B;590;0;0;590;437;0;437;8;3;105;50;11;227;2;4;6;20;0;0;1;0;0;0
31;149;Leitza;1-002 -A;571;0;0;571;398;1;399;3;4;81;27;9;242;0;3;7;21;1;1;0;0;0;0
31;149;Leitza;1-002 -B;614;0;0;614;378;0;378;6;4;83;48;7;210;0;1;3;14;1;0;1;0;0;0
31;908;Lekunberri;1-001 -U;1006;0;0;1006;768;0;768;7;11;285;85;38;195;0;18;21;85;13;2;2;2;2;2
31;150;Leoz - Leotz;1-001 -U;217;0;0;217;175;0;175;4;2;27;35;8;56;0;6;6;29;2;0;0;0;0;0
31;151;Lerga;1-001 -U;72;0;0;72;50;0;50;0;2;6;13;6;4;2;2;2;13;0;0;0;0;0;0
31;152;Lerín;1-001 -U;614;0;0;614;488;0;488;12;8;54;191;71;42;0;12;29;47;7;2;2;2;2;7
31;152;Lerín;2-001 -A;380;0;0;380;296;0;296;8;5;51;82;46;24;0;13;9;46;7;1;0;2;2;0
31;152;Lerín;2-001 -B;361;0;0;361;282;0;282;1;3;34;95;39;21;0;18;19;34;10;1;0;0;5;2
31;153;Lesaka;1-001 -A;409;0;0;409;309;0;309;0;5;125;21;8;94;0;2;7;46;1;0;0;0;0;0
31;153;Lesaka;1-001 -B;450;0;0;450;341;0;341;1;2;145;17;10;111;0;3;6;42;3;0;0;0;1;0
31;153;Lesaka;2-001 -A;627;0;0;627;468;0;468;7;6;219;24;9;151;1;5;3;37;1;1;1;2;1;0
31;153;Lesaka;2-001 -B;687;0;0;687;512;0;512;2;2;199;42;25;173;0;6;7;48;5;1;0;1;0;1
31;154;Lezáun;1-001 -U;224;0;0;224;125;0;125;0;3;29;15;4;33;0;9;4;20;4;0;1;0;0;3
31;155;Liédena;1-001 -U;253;0;0;253;181;0;181;2;6;9;44;47;13;1;5;8;34;7;1;0;3;0;1
31;156;Lizoáin-Arriasgoiti;1-001 -U;258;0;0;258;223;0;223;0;5;42;42;18;67;2;9;3;25;4;3;0;1;1;1
31;157;Lodosa;1-001 -A;647;0;0;647;443;0;443;6;27;70;136;84;27;2;7;13;53;9;3;2;4;0;0
31;157;Lodosa;1-001 -B;549;0;0;549;370;0;370;5;15;67;100;73;26;0;10;14;43;11;1;2;2;0;1
31;157;Lodosa;1-002 -A;575;0;0;575;391;0;391;8;19;70;138;60;19;6;2;31;23;8;2;0;2;0;3
31;157;Lodosa;1-002 -B;575;0;0;575;419;0;419;11;13;62;137;78;39;3;12;25;27;7;0;2;1;0;2
31;157;Lodosa;2-001 -A;633;0;0;633;415;1;416;15;18;58;101;100;19;1;9;28;46;13;2;1;1;1;3
31;157;Lodosa;2-001 -B;579;0;0;579;414;0;414;2;19;50;107;101;30;2;19;21;44;15;0;1;1;1;1
31;158;Lónguida - Longida;1-001 -U;255;0;0;255;168;0;168;2;1;33;47;5;40;0;7;3;23;1;1;2;1;1;1
31;29;Los Arcos;1-001 -A;516;0;0;516;396;0;396;8;20;42;145;51;41;1;14;21;36;7;2;2;4;0;2
31;29;Los Arcos;1-001 -B;418;0;0;418;317;1;318;5;16;50;111;34;34;2;8;18;29;7;0;1;1;1;1
31;159;Lumbier;1-001 -A;594;0;0;594;519;1;520;7;11;94;171;20;118;2;19;20;46;3;3;0;5;1;0
31;159;Lumbier;1-001 -B;547;0;0;547;455;0;455;7;10;83;142;30;79;2;26;13;42;14;1;2;1;0;3
31;160;Luquin;1-001 -U;110;0;0;110;86;0;86;1;1;12;32;10;11;0;2;2;13;0;1;0;0;0;1
31;248;Luzaide - Valcarlos;1-001 -U;298;0;0;298;169;0;169;2;6;47;39;10;31;0;7;13;9;1;0;1;1;1;1
31;161;Mañeru;1-001 -U;350;0;0;350;281;0;281;3;11;45;48;32;55;0;17;4;53;3;3;1;5;0;1
31;162;Marañón;1-001 -U;47;0;0;47;32;0;32;0;4;2;0;10;6;4;0;2;2;1;0;0;1;0;0
31;163;Marcilla;1-001 -U;769;0;0;769;531;0;531;11;16;35;207;130;13;5;10;18;60;10;1;5;6;0;4
31;163;Marcilla;2-001 -A;608;0;0;608;432;0;432;12;6;20;149;109;13;0;13;27;51;19;2;2;7;0;2
31;163;Marcilla;2-001 -B;643;0;0;643;439;0;439;16;8;20;144;118;19;2;14;14;64;8;0;4;5;0;3
31;164;Mélida;1-001 -U;582;0;0;582;492;0;492;17;14;34;203;127;9;3;16;12;38;13;1;3;0;0;2
31;165;Mendavia;1-001 -A;484;0;0;484;334;0;334;11;8;23;94;110;15;2;23;7;29;3;2;1;3;1;2
31;165;Mendavia;1-001 -B;662;0;0;662;488;0;488;8;17;19;152;163;22;2;34;10;46;3;0;3;4;5;0
31;165;Mendavia;2-001 -A;542;0;0;542;417;0;417;11;14;28;145;109;21;4;26;8;39;4;2;4;1;0;1
31;165;Mendavia;2-001 -B;535;0;0;535;379;0;379;12;9;30;151;98;12;3;12;8;31;5;0;2;4;0;2
31;165;Mendavia;2-001 -C;569;0;0;569;443;0;443;6;11;25;168;134;3;1;20;5;48;14;2;0;5;0;1
31;166;Mendaza;1-001 -U;262;0;0;262;174;0;174;0;2;12;80;9;17;3;8;8;26;8;0;0;0;0;1
31;167;Mendigorría;1-001 -A;410;0;0;410;310;0;310;6;9;58;76;22;76;2;8;11;25;6;1;4;2;1;3
31;167;Mendigorría;1-001 -B;427;0;0;427;337;0;337;16;13;44;104;17;49;2;18;7;48;12;3;1;3;0;0
31;168;Metauten;1-001 -U;246;0;0;246;205;0;205;0;4;34;80;13;30;1;4;9;17;10;0;1;1;0;1
31;169;Milagro;1-001 -A;428;0;0;428;299;0;299;1;4;6;141;115;4;0;13;3;7;4;0;0;1;0;0
31;169;Milagro;1-001 -B;361;0;0;361;239;0;239;0;5;7;114;76;5;0;7;10;13;1;0;1;0;0;0
31;169;Milagro;2-001 -A;481;0;0;481;402;0;402;12;8;28;137;148;5;0;18;12;27;6;0;0;0;0;1
31;169;Milagro;2-001 -B;536;0;0;536;433;0;433;12;8;13;176;150;7;1;18;15;24;8;0;0;0;0;1
31;169;Milagro;2-001 -C;416;0;0;416;338;0;338;10;5;14;132;120;5;0;6;14;28;2;0;0;0;1;1
31;170;Mirafuentes;1-001 -U;49;0;0;49;43;0;43;2;1;8;7;4;8;0;1;4;5;0;0;3;0;0;0
31;171;Miranda de Arga;1-001 -A;340;0;0;340;275;0;275;9;7;40;60;68;21;2;11;11;38;3;1;0;2;0;2
31;171;Miranda de Arga;1-001 -B;355;0;0;355;275;0;275;8;12;37;68;51;22;1;18;3;41;4;1;2;0;2;5
31;172;Monreal - Elo;1-001 -U;366;0;0;366;280;0;280;6;7;35;94;18;26;1;3;10;43;21;4;6;2;0;4
31;173;Monteagudo;1-001 -A;345;0;0;345;291;0;291;10;9;6;140;83;5;0;2;5;22;7;0;1;1;0;0
31;173;Monteagudo;1-001 -B;520;0;0;520;435;0;435;16;13;7;197;121;10;2;4;12;39;10;0;1;3;0;0
31;174;Morentin;1-001 -U;112;0;0;112;76;0;76;0;1;5;28;7;12;0;0;7;9;2;1;0;1;0;3
31;175;Mues;1-001 -U;74;0;0;74;49;0;49;0;1;10;19;4;4;0;5;2;3;0;0;0;1;0;0
31;176;Murchante;1-001 -A;598;0;0;598;424;0;424;13;19;19;112;133;14;4;11;22;54;17;0;0;3;0;3
31;176;Murchante;1-001 -B;582;0;0;582;405;0;405;15;16;17;99;140;8;2;11;26;49;11;2;2;3;2;2
31;176;Murchante;1-001 -C;535;0;0;535;381;0;381;21;16;22;96;136;5;6;18;14;32;8;1;1;4;0;1
31;176;Murchante;2-001 -A;601;0;0;601;422;0;422;9;19;16;106;103;11;2;16;40;70;13;1;2;9;1;4
31;176;Murchante;2-001 -B;545;0;0;545;363;0;363;8;6;10;100;112;7;2;14;29;60;10;0;1;3;0;1
31;177;Murieta;1-001 -U;267;0;0;267;147;0;147;2;6;22;39;17;16;0;5;12;16;4;0;5;2;0;1
31;178;Murillo el Cuende;1-001 -U;495;0;0;495;389;0;389;1;10;21;115;154;9;0;6;13;51;5;1;0;2;0;1
31;179;Murillo el Fruto;1-001 -U;529;0;0;529;437;0;437;4;14;24;166;103;28;0;5;18;58;8;3;0;3;0;3
31;180;Muruzábal;1-001 -U;223;0;0;223;149;0;149;2;2;19;51;10;13;3;2;13;19;11;0;4;0;0;0
31;181;Navascués - Nabaskoze;1-001 -U;152;0;0;152;115;0;115;0;2;13;33;14;40;1;1;2;6;0;1;0;2;0;0
31;182;Nazar;1-001 -U;39;0;0;39;31;0;31;0;1;6;9;1;5;0;4;0;4;1;0;0;0;0;0
31;88;Noáin (Valle de Elorz) - Noain (Elortzibar);1-001 -A;722;0;0;722;525;0;525;4;8;83;173;31;45;3;19;16;91;31;2;3;7;2;7
31;88;Noáin (Valle de Elorz) - Noain (Elortzibar);1-001 -B;720;0;0;720;465;1;466;7;5;76;123;30;46;2;19;5;81;47;1;8;9;1;6
31;88;Noáin (Valle de Elorz) - Noain (Elortzibar);1-002 -A;502;0;0;502;349;0;349;2;3;50;92;39;45;1;14;16;64;11;1;2;6;0;3
31;88;Noáin (Valle de Elorz) - Noain (Elortzibar);1-002 -B;556;0;0;556;384;0;384;5;9;67;101;38;42;2;10;17;63;15;2;4;5;1;3
31;88;Noáin (Valle de Elorz) - Noain (Elortzibar);1-002 -C;550;0;0;550;389;0;389;6;5;48;111;48;42;0;14;18;70;13;1;4;3;1;5
31;88;Noáin (Valle de Elorz) - Noain (Elortzibar);1-003 -A;456;0;0;456;328;1;329;3;3;59;78;24;44;4;13;9;65;19;1;3;2;0;2
31;88;Noáin (Valle de Elorz) - Noain (Elortzibar);1-003 -B;458;0;0;458;343;1;344;2;14;48;102;19;33;4;13;12;74;13;1;0;3;4;2
31;88;Noáin (Valle de Elorz) - Noain (Elortzibar);1-004 -A;775;0;0;775;523;0;523;7;6;68;131;68;54;7;18;21;111;16;1;7;6;0;2
31;88;Noáin (Valle de Elorz) - Noain (Elortzibar);1-004 -B;805;0;0;805;521;1;522;5;7;84;106;61;49;7;25;17;130;13;2;2;5;0;9
31;183;Obanos;1-001 -U;674;0;0;674;540;0;540;6;14;108;172;32;67;3;11;25;69;17;2;3;9;1;1
31;185;Ochagavía - Otsagabia;1-001 -U;509;0;0;509;438;0;438;5;9;93;155;15;107;1;8;13;16;12;4;0;0;0;0
31;184;Oco;1-001 -U;58;0;0;58;45;0;45;0;4;8;18;0;12;0;0;0;2;1;0;0;0;0;0
31;186;Odieta;1-001 -U;300;0;0;300;222;0;222;4;12;45;33;8;76;3;7;5;21;4;1;2;0;0;1
31;187;Oiz;1-001 -U;111;0;0;111;74;0;74;0;0;23;9;2;25;0;1;0;9;4;1;0;0;0;0
31;188;Olaibar;1-001 -U;228;0;0;228;164;0;164;3;1;28;32;9;34;1;2;5;29;7;0;1;7;1;4
31;189;Olazti - Olazagutía;1-001 -A;605;0;0;605;402;0;402;10;4;95;69;39;131;0;5;7;34;4;0;3;1;0;0
31;189;Olazti - Olazagutía;1-001 -B;573;0;0;573;376;0;376;7;8;69;59;46;117;1;9;13;40;3;1;1;2;0;0
31;190;Olejua;1-001 -U;45;0;0;45;37;0;37;0;1;10;10;6;8;0;0;1;1;0;0;0;0;0;0
31;191;Olite - Erriberri;1-001 -A;754;0;0;754;565;1;566;12;15;82;168;106;36;5;12;29;72;14;5;3;2;0;5
31;191;Olite - Erriberri;1-001 -B;781;0;0;781;574;2;576;11;8;76;166;94;48;2;11;38;99;10;0;1;7;2;3
31;191;Olite - Erriberri;2-001 -A;721;0;0;721;523;1;524;13;13;78;143;80;28;4;20;18;99;19;0;5;2;0;2
31;191;Olite - Erriberri;2-001 -B;763;0;0;763;557;2;559;11;18;73;141;87;27;6;20;34;103;24;2;2;2;1;8
31;194;Ollo;1-001 -U;320;0;0;320;238;0;238;4;9;56;45;14;65;0;6;7;28;2;0;0;0;0;2
31;192;Olóriz - Oloritz;1-001 -U;155;0;0;155;130;0;130;0;2;15;33;5;16;2;6;1;47;1;0;0;1;0;1
31;195;Orbaizeta;1-001 -U;182;0;0;182;129;0;129;1;0;23;23;7;55;0;1;4;12;1;1;0;0;0;1
31;196;Orbara;1-001 -U;40;0;0;40;31;0;31;0;0;5;3;4;10;0;2;4;3;0;0;0;0;0;0
31;197;Orísoain;1-001 -U;71;0;0;71;54;0;54;0;1;8;17;6;9;0;2;0;8;3;0;0;0;0;0
31;906;Orkoien;1-001 -A;626;0;0;626;422;0;422;9;4;65;86;35;62;4;24;18;91;11;0;5;5;1;2
31;906;Orkoien;1-001 -B;526;0;0;526;375;0;375;9;7;53;81;59;42;2;18;13;67;13;4;1;4;1;1
31;906;Orkoien;1-002 -A;771;0;0;771;603;0;603;8;13;109;150;40;105;4;25;14;100;20;0;2;6;2;5
31;906;Orkoien;1-002 -B;657;0;0;657;502;0;502;6;9;90;119;65;65;1;15;15;74;23;3;3;5;1;8
31;198;Oronz - Orontze;1-001 -U;36;0;0;36;30;0;30;0;0;2;4;2;15;0;1;0;5;0;0;0;0;0;1
31;199;Oroz-Betelu - Orotz-Betelu;1-001 -U;149;0;0;149;86;0;86;1;1;22;23;2;25;0;1;5;3;0;0;1;2;0;0
31;211;Orreaga - Roncesvalles;1-001 -U;25;0;0;25;19;0;19;1;0;3;12;2;0;0;0;0;0;1;0;0;0;0;0
31;200;Oteiza;1-001 -U;755;0;0;755;598;0;598;22;24;71;100;89;147;4;23;18;84;8;1;4;1;0;2
31;201;Pamplona - Iruña;1-001 -U;622;0;0;622;442;0;442;1;3;100;50;15;170;0;13;9;66;5;2;5;0;0;3
31;201;Pamplona - Iruña;1-003 -A;610;0;0;610;452;0;452;2;2;93;95;21;120;5;27;13;59;6;1;3;0;4;1
31;201;Pamplona - Iruña;1-003 -B;547;0;0;547;410;0;410;3;3;90;67;23;111;2;14;7;73;7;0;2;5;1;2
31;201;Pamplona - Iruña;1-004 -U;672;0;0;672;480;0;480;0;4;107;59;33;136;1;23;15;85;8;0;5;3;1;0
31;201;Pamplona - Iruña;1-005 -A;387;0;0;387;276;0;276;4;1;74;34;11;65;0;11;0;62;3;0;2;3;2;4
31;201;Pamplona - Iruña;1-005 -B;424;0;0;424;284;0;284;5;2;59;33;15;75;0;15;6;59;8;0;3;3;0;1
31;201;Pamplona - Iruña;1-006 -U;635;0;0;635;453;0;453;1;4;138;117;18;70;3;14;11;51;14;2;4;1;3;2
31;201;Pamplona - Iruña;1-007 -U;547;0;0;547;404;0;404;5;7;94;82;13;84;0;28;14;61;8;1;3;0;1;3
31;201;Pamplona - Iruña;1-008 -U;579;0;0;579;411;0;411;2;9;62;127;21;74;1;25;10;57;11;0;4;6;0;2
31;201;Pamplona - Iruña;1-009 -U;640;0;0;640;474;0;474;2;8;100;98;27;103;6;18;13;74;8;3;3;2;6;3
31;201;Pamplona - Iruña;1-010 -U;729;0;0;729;507;0;507;3;7;101;108;31;122;3;20;13;76;8;1;2;5;5;2
31;201;Pamplona - Iruña;1-011 -U;613;0;0;613;424;0;424;3;4;81;51;29;145;1;19;8;67;4;1;3;1;2;5
31;201;Pamplona - Iruña;1-012 -U;514;0;0;514;325;0;325;0;3;54;34;15;124;0;8;14;67;2;2;1;0;1;0
31;201;Pamplona - Iruña;1-013 -A;395;0;0;395;284;0;284;0;3;69;36;19;85;0;19;3;38;6;1;0;3;2;0
31;201;Pamplona - Iruña;1-013 -B;410;0;0;410;297;0;297;1;2;61;50;17;83;0;13;8;52;4;0;0;1;3;2
31;201;Pamplona - Iruña;2-001 -A;398;0;0;398;286;0;286;3;6;52;134;13;12;1;6;17;25;9;0;1;1;6;0
31;201;Pamplona - Iruña;2-001 -B;388;0;0;388;261;0;261;3;3;53;106;23;21;0;12;10;21;7;0;0;0;1;1
