Codcir,Codmun,Municipio,Mesa,Censo,Certif_Alta,Certif_Correc,Censo_Total,Votos_Electores,Votos_Interventores,Votos_Totales,Votos_Nulos,Votos_Blancos,PPN,GEROA_BAI,EH_BILDU,VOX,UPN,PUM_MAS_J,CIUDADANOS,CONTIGO_ZUREKIN,EGUZKILORE,PSN-PSOE,VOLUNTAD_FORAL
31,139,Lana,1-001-U,147,0,0,147,119,0,119,6,0,2,19,19,5,46,0,0,9,0,13,0
31,140,Lantz,1-001-U,115,0,0,115,83,0,83,0,3,3,25,20,3,15,0,0,3,0,11,0
31,141,Lapoblación,1-001-U,103,0,0,103,74,0,74,4,3,22,12,3,9,8,0,0,4,1,7,1
31,142,Larraga,1-001-A,729,0,0,729,520,2,522,6,12,12,29,98,33,181,0,0,13,2,135,1
31,142,Larraga,1-001-B,621,0,0,621,452,3,455,18,14,11,28,64,22,170,1,1,18,1,106,1
31,143,Larraona,1-001-U,90,0,0,90,53,0,53,0,1,5,8,9,1,18,0,0,0,4,7,0
31,144,Larraun,1-001-A,224,0,0,224,131,0,131,3,3,3,26,65,4,14,0,0,4,0,9,0
31,144,Larraun,1-001-B,286,0,0,286,156,0,156,4,3,3,31,88,0,15,0,0,2,2,8,0
31,144,Larraun,1-001-C,244,0,0,244,142,0,142,6,2,1,17,88,1,8,0,0,3,1,15,0
31,145,Lazagurría,1-001-U,158,0,0,158,118,0,118,0,4,15,9,3,2,59,0,1,6,0,19,0
31,146,Leache/Leatxe,1-001-U,32,0,0,32,23,0,23,0,1,0,1,5,0,12,0,0,1,0,3,0
31,147,Legarda,1-001-U,110,0,0,110,80,0,80,1,3,6,9,17,4,28,0,0,2,1,9,0
31,148,Legaria,1-001-U,89,0,0,89,64,0,64,1,5,5,8,7,5,12,0,0,3,1,17,0
31,149,Leitza,1-001-A,570,0,0,570,404,0,404,6,4,0,86,244,6,30,0,0,6,0,22,0
31,149,Leitza,1-001-B,590,0,0,590,412,0,412,4,6,5,82,234,6,42,0,0,10,2,21,0
31,149,Leitza,1-002-A,545,0,0,545,377,0,377,3,5,6,61,243,3,26,0,0,4,2,24,0
31,149,Leitza,1-002-B,572,0,0,572,350,0,350,6,4,5,51,210,1,40,1,0,6,3,23,0
31,908,Lekunberri,1-001-A,694,0,0,694,542,0,542,7,15,12,169,189,6,56,1,1,21,5,58,2
31,908,Lekunberri,1-001-B,493,0,0,493,377,0,377,5,5,8,106,136,8,47,4,2,22,4,30,0
31,150,Leoz/Leotz,1-001-U,193,0,0,193,123,0,123,1,1,7,17,46,1,21,0,0,19,1,9,0
31,151,Lerga,1-001-U,50,0,0,50,41,0,41,0,3,2,5,7,2,17,0,0,2,0,3,0
31,152,Lerín,1-001-U,542,0,0,542,399,0,399,13,10,28,23,37,18,158,0,0,21,1,90,0
31,152,Lerín,2-001-U,663,0,0,663,482,0,482,9,5,20,52,39,21,173,1,0,28,0,134,0
31,153,Lesaka,1-001-A,408,0,0,408,269,0,269,5,1,4,107,111,1,14,0,2,7,1,16,0
31,153,Lesaka,1-001-B,432,0,0,432,297,0,297,3,2,3,105,135,5,5,0,0,14,0,25,0
31,153,Lesaka,2-001-A,654,0,0,654,454,2,456,9,2,6,173,193,4,31,0,0,11,0,27,0
31,153,Lesaka,2-001-B,681,0,0,681,438,0,438,7,3,5,131,210,3,31,0,0,13,1,34,0
31,154,Lezaun,1-001-U,210,0,0,210,101,0,101,3,5,7,20,40,3,13,0,0,7,0,3,0
31,155,Liédena,1-001-U,251,0,0,251,200,0,200,2,5,6,11,19,14,57,0,0,12,0,74,0
31,156,Lizoain-Arriasgoiti / Lizoainibar-Arriasgoiti,1-001-U,237,0,0,237,176,0,176,0,5,3,38,63,8,25,0,0,9,1,22,2
31,157,Lodosa,1-001-A,668,0,0,668,407,1,408,6,12,14,56,23,24,138,5,2,19,1,107,1
31,157,Lodosa,1-001-B,500,0,0,500,332,0,332,6,5,13,51,30,24,114,3,2,7,0,77,0
31,157,Lodosa,1-002-A,544,0,0,544,398,1,399,6,10,18,69,24,29,144,4,0,5,0,84,6
31,157,Lodosa,1-002-B,537,0,0,537,372,0,372,5,4,9,61,28,19,134,2,0,9,1,99,1
31,157,Lodosa,2-001-A,614,0,0,614,392,0,392,6,11,14,60,31,25,128,3,0,15,0,99,0
31,157,Lodosa,2-001-B,541,0,0,541,376,0,376,6,15,13,49,28,28,120,2,1,16,1,97,0
31,158,Lónguida/Longida,1-001-U,260,0,0,260,152,0,152,3,4,4,24,54,2,46,1,0,10,0,4,0
31,29,Los Arcos,1-001-A,471,0,0,471,340,2,342,9,9,26,31,57,10,102,2,2,20,0,74,0
31,29,Los Arcos,1-001-B,413,0,0,413,299,1,300,11,7,22,21,37,9,122,1,0,13,1,56,0
31,159,Lumbier,1-001-A,560,0,0,560,475,0,475,11,9,20,88,122,12,135,0,1,31,1,43,2
31,159,Lumbier,1-001-B,531,0,0,531,417,0,417,5,13,15,72,85,10,127,1,2,24,2,58,3
31,160,Luquin,1-001-U,107,0,0,107,86,0,86,2,3,3,10,22,1,27,0,0,6,1,11,0
31,248,Luzaide/Valcarlos,1-001-U,250,0,0,250,143,0,143,0,4,17,28,39,5,27,1,0,6,1,15,0
31,161,Mañeru,1-001-U,345,0,0,345,245,0,245,9,7,4,44,56,12,37,1,2,21,3,49,0
31,162,Marañón,1-001-U,51,0,0,51,26,0,26,0,0,1,1,4,2,6,0,0,1,0,11,0
31,163,Marcilla,1-001-U,770,0,0,770,576,0,576,15,10,35,23,16,16,219,1,0,37,0,203,1
31,163,Marcilla,2-001-A,616,0,0,616,493,0,493,8,5,35,11,12,18,186,3,3,26,0,185,1
31,163,Marcilla,2-001-B,649,0,0,649,511,0,511,17,8,28,13,17,9,199,2,1,29,0,188,0
31,164,Mélida,1-001-U,533,0,0,533,405,0,405,9,9,38,7,11,20,156,1,0,21,0,132,1
31,165,Mendavia,1-001-A,452,0,0,452,310,0,310,1,7,20,10,34,21,85,0,0,15,0,115,2
31,165,Mendavia,1-001-B,635,0,0,635,454,0,454,5,8,28,12,38,28,137,0,0,21,0,177,0
31,165,Mendavia,2-001-A,560,0,0,560,432,0,432,4,14,30,14,49,25,137,0,1,21,2,135,0
31,165,Mendavia,2-001-B,500,0,0,500,364,0,364,10,7,36,13,44,17,109,0,0,11,0,117,0
31,165,Mendavia,2-001-C,534,0,0,534,421,0,421,9,8,33,13,40,10,142,0,1,16,0,149,0
31,166,Mendaza,1-001-U,244,0,0,244,157,0,157,3,1,22,14,20,2,66,1,0,4,0,24,0
31,167,Mendigorría,1-001-A,409,0,0,409,307,0,307,6,2,22,37,87,10,81,2,1,13,1,43,2
31,167,Mendigorría,1-001-B,443,0,0,443,329,0,329,7,7,22,45,58,5,102,3,0,13,1,65,1
31,168,Metauten,1-001-U,237,0,0,237,166,0,166,2,2,9,24,35,5,65,0,0,7,0,16,1
31,169,Milagro,1-001-A,393,0,0,393,245,1,246,3,0,5,6,6,7,107,0,0,2,1,109,0
31,169,Milagro,1-001-B,331,0,0,331,197,1,198,3,0,14,3,3,4,88,0,0,3,0,80,0
31,169,Milagro,2-001-A,507,0,0,507,402,0,402,8,1,11,12,6,17,144,0,1,9,0,193,0
31,169,Milagro,2-001-B,513,0,0,513,393,0,393,4,11,9,3,3,15,177,1,0,9,0,161,0
31,169,Milagro,2-001-C,428,0,0,428,324,1,325,6,6,17,4,8,21,113,0,0,4,0,146,0
31,170,Mirafuentes,1-001-U,45,0,0,45,30,0,30,2,1,0,4,8,0,5,0,0,1,0,9,0
31,171,Miranda de Arga,1-001-U,678,0,0,678,490,0,490,16,13,11,62,60,5,100,1,0,35,2,185,0
31,172,Monreal/Elo,1-001-U,380,0,0,380,303,0,303,8,9,17,36,45,14,110,2,1,22,0,37,2
31,173,Monteagudo,1-001-A,382,0,0,382,321,0,321,3,9,25,9,2,33,115,1,0,10,0,114,0
31,173,Monteagudo,1-001-B,443,0,0,443,400,0,400,5,11,29,5,9,34,150,0,0,6,0,151,0
31,174,Morentin,1-001-U,99,0,0,99,71,0,71,1,2,1,8,20,6,16,1,0,3,0,11,2
31,175,Mues,1-001-U,67,0,0,67,55,0,55,3,2,5,19,9,0,11,0,0,1,0,5,0
31,176,Murchante,1-001-A,640,0,0,640,469,0,469,27,15,30,13,12,32,158,2,6,25,0,149,0
31,176,Murchante,1-001-B,602,0,0,602,444,0,444,19,15,45,11,16,28,143,1,1,11,0,153,1
31,176,Murchante,1-001-C,535,0,0,535,388,0,388,17,15,24,20,10,19,146,3,1,5,0,128,0
31,176,Murchante,2-001-A,639,0,0,639,458,0,458,30,13,56,18,13,31,136,1,2,17,0,140,1
31,176,Murchante,2-001-B,547,0,0,547,378,0,378,23,14,41,14,9,30,104,3,1,12,0,127,0
31,177,Murieta,1-001-U,256,0,0,256,131,0,131,4,4,13,17,23,6,33,0,0,12,0,18,1
31,178,Murillo el Cuende,1-001-U,472,0,0,472,331,0,331,8,9,15,13,6,39,93,3,3,7,4,128,3
31,179,Murillo el Fruto,1-001-U,489,0,0,489,364,0,364,5,9,15,15,20,20,100,1,2,20,1,156,0
31,180,Muruzábal,1-001-U,213,0,0,213,148,0,148,2,3,10,20,30,2,41,1,0,13,5,21,0
31,181,Navascués/Nabaskoze,1-001-U,120,0,0,120,88,0,88,1,0,4,13,31,2,23,0,1,2,0,9,2
31,182,Nazar,1-001-U,39,0,0,39,32,0,32,0,0,2,3,5,2,15,1,0,1,0,3,0
31,88,Noáin (Valle de Elorz)/Noain (Elortzibar),1-001-A,774,0,0,774,525,1,526,5,13,39,66,49,28,191,4,2,18,2,107,2
31,88,Noáin (Valle de Elorz)/Noain (Elortzibar),1-001-B,785,0,0,785,502,1,503,6,10,24,67,67,29,165,10,3,24,4,91,3
31,88,Noáin (Valle de Elorz)/Noain (Elortzibar),1-002-A,452,0,0,452,300,1,301,2,4,16,36,38,15,96,1,1,26,1,65,0
31,88,Noáin (Valle de Elorz)/Noain (Elortzibar),1-002-B,515,0,0,515,352,1,353,2,11,12,45,37,14,120,1,1,21,4,84,1
31,88,Noáin (Valle de Elorz)/Noain (Elortzibar),1-002-C,531,0,0,531,343,0,343,2,7,10,34,42,19,129,0,1,20,3,75,1
31,88,Noáin (Valle de Elorz)/Noain (Elortzibar),1-003-A,539,0,0,539,338,0,338,2,10,30,65,50,17,90,1,5,12,0,56,0
31,88,Noáin (Valle de Elorz)/Noain (Elortzibar),1-003-B,525,0,0,525,368,0,368,3,15,23,44,37,19,118,1,3,35,4,62,4
31,88,Noáin (Valle de Elorz)/Noain (Elortzibar),1-004-A,492,0,0,492,292,0,292,4,8,12,36,29,22,85,4,2,19,1,69,1
31,88,Noáin (Valle de Elorz)/Noain (Elortzibar),1-004-B,566,0,0,566,343,0,343,3,7,17,34,45,30,92,2,1,22,2,85,3
31,88,Noáin (Valle de Elorz)/Noain (Elortzibar),1-004-C,534,0,0,534,302,0,302,6,10,6,36,41,21,70,1,4,24,3,79,1
31,183,Obanos,1-001-U,705,0,0,705,501,0,501,8,10,29,91,64,31,170,6,4,30,3,55,0
31,185,Ochagavía/Otsagabia,1-001-U,454,0,0,454,399,0,399,5,19,17,92,110,4,110,0,0,8,1,33,0
31,184,Oco,1-001-U,57,0,0,57,46,0,46,2,1,0,4,19,2,18,0,0,0,0,0,0
31,186,Odieta,1-001-U,285,0,0,285,208,0,208,9,5,2,38,75,5,48,0,0,7,1,17,1
31,187,Oiz,1-001-U,110,0,0,110,58,0,58,2,0,0,22,18,4,3,0,0,2,0,6,1
31,188,Olaibar,1-001-U,330,0,0,330,195,0,195,8,4,15,22,54,5,45,2,2,8,4,26,0
31,189,Olazti/Olazagutía,1-001-A,574,0,0,574,346,0,346,4,11,11,78,146,8,28,0,0,12,1,47,0
31,189,Olazti/Olazagutía,1-001-B,526,0,0,526,270,0,270,1,6,11,61,112,8,14,0,0,10,2,44,1
31,190,Olejua,1-001-U,42,0,0,42,28,0,28,0,0,2,1,6,0,9,1,0,1,0,8,0
31,191,Olite/Erriberri,1-001-A,703,0,0,703,507,0,507,21,9,42,64,46,23,152,0,1,21,1,127,0
31,191,Olite/Erriberri,1-001-B,750,0,0,750,511,0,511,4,10,48,63,47,25,148,1,2,30,3,130,0
31,191,Olite/Erriberri,2-001-A,782,0,0,782,527,0,527,10,13,38,68,47,27,149,1,3,35,0,136,0
31,191,Olite/Erriberri,2-001-B,801,0,0,801,535,0,535,10,9,43,67,43,19,158,7,1,27,5,144,2
31,192,Olóriz/Oloritz,1-001-U,176,0,0,176,138,0,138,2,4,4,9,30,3,36,0,0,23,4,21,2
31,195,Orbaizeta,1-001-U,166,0,0,166,108,0,108,0,1,0,27,60,1,9,0,0,3,0,7,0
31,196,Orbara,1-001-U,28,0,0,28,25,0,25,1,0,4,5,8,0,2,0,0,0,0,5,0
31,197,Orísoain,1-001-U,66,0,0,66,47,0,47,1,1,0,4,4,2,9,1,0,2,0,23,0
31,906,Orkoien,1-001-A,600,0,0,600,369,0,369,6,6,22,39,69,26,78,1,4,21,2,94,1
31,906,Orkoien,1-001-B,662,0,0,662,420,0,420,9,11,42,30,78,21,83,1,2,29,1,113,0
31,906,Orkoien,1-002-A,696,0,0,696,510,0,510,8,14,47,82,100,18,126,2,0,32,1,80,0
31,906,Orkoien,1-002-B,812,0,0,812,564,0,564,6,14,41,80,78,25,160,4,3,38,1,112,2
31,198,Oronz/Orontze,1-001-U,41,0,0,41,34,0,34,0,0,0,8,19,0,3,0,0,2,0,2,0
31,199,Oroz-Betelu/Orotz-Betelu,1-001-U,131,0,0,131,94,0,94,0,2,4,32,29,0,16,1,0,3,0,7,0
31,211,Orreaga/Roncesvalles,1-001-U,16,0,0,16,13,0,13,1,2,3,1,0,1,5,0,0,0,0,0,0
31,200,Oteiza,1-001-U,735,0,0,735,528,0,528,13,29,20,68,131,6,110,1,1,24,1,124,0
31,201,Pamplona/Iruña,1-001-U,624,0,0,624,426,0,426,9,3,12,69,212,6,36,2,0,28,1,48,0
31,201,Pamplona/Iruña,1-003-A,593,0,0,593,412,0,412,2,5,22,68,140,9,68,1,1,51,2,43,0
31,201,Pamplona/Iruña,1-003-B,581,0,0,581,426,0,426,6,7,17,69,178,5,48,3,1,48,2,42,0
31,201,Pamplona/Iruña,1-004-U,706,0,0,706,467,0,467,1,4,16,98,163,6,60,5,1,49,1,63,0
31,201,Pamplona/Iruña,1-005-A,377,0,0,377,255,0,255,2,3,8,47,103,5,16,0,0,35,3,33,0
31,201,Pamplona/Iruña,1-005-B,396,0,0,396,252,0,252,6,8,3,45,88,5,20,0,0,41,0,36,0
31,201,Pamplona/Iruña,1-006-U,686,0,0,686,487,0,487,12,8,19,119,92,17,135,4,1,19,0,60,1
31,201,Pamplona/Iruña,1-007-U,555,6,0,561,375,0,375,5,1,20,68,127,10,66,3,2,31,1,41,0
31,201,Pamplona/Iruña,1-008-U,610,4,0,614,420,0,420,4,10,36,67,88,17,108,2,0,26,1,61,0
31,201,Pamplona/Iruña,1-009-U,666,0,0,666,477,0,477,9,6,16,103,141,13,68,5,4,51,3,57,1
31,201,Pamplona/Iruña,1-010-U,758,0,0,758,505,0,505,8,3,22,86,160,11,79,6,1,61,0,68,0
31,201,Pamplona/Iruña,1-011-U,597,0,0,597,413,0,413,2,0,6,65,208,5,36,3,1,43,1,41,2
31,201,Pamplona/Iruña,1-012-U,549,0,0,549,337,0,337,2,4,8,52,157,8,24,1,0,43,1,37,0
31,201,Pamplona/Iruña,1-013-A,381,0,0,381,250,0,250,2,3,6,55,102,8,23,3,0,19,0,29,0
31,201,Pamplona/Iruña,1-013-B,409,0,0,409,260,0,260,0,4,9,47,100,6,34,0,2,27,1,30,0
31,201,Pamplona/Iruña,2-001-A,431,0,0,431,312,0,312,1,2,27,36,29,18,154,0,3,13,1,28,0
31,201,Pamplona/Iruña,2-001-B,431,0,0,431,292,0,292,2,3,26,45,23,10,125,3,3,11,0,40,1
31,201,Pamplona/Iruña,2-002-A,437,0,0,437,336,0,336,1,4,41,35,20,24,172,4,0,4,1,30,0
31,201,Pamplona/Iruña,2-002-B,413,0,0,413,303,0,303,0,1,50,35,8,18,155,3,1,6,0,25,1
31,201,Pamplona/Iruña,2-003-U,618,0,0,618,479,0,479,4,9,66,54,20,39,218,5,5,16,1,42,0
31,201,Pamplona/Iruña,2-004-A,512,0,0,512,368,0,368,2,6,62,31,15,18,176,2,3,9,1,43,0
31,201,Pamplona/Iruña,2-004-B,487,0,0,487,366,0,366,3,4,66,27,17,29,173,3,0,9,0,35,0
31,201,Pamplona/Iruña,2-004-C,443,0,0,443,310,0,310,3,4,57,21,10,27,153,2,1,9,1,22,0
31,201,Pamplona/Iruña,2-005-A,607,0,0,607,461,0,461,2,7,70,65,18,38,201,3,4,7,0,46,0
31,201,Pamplona/Iruña,2-005-B,607,0,0,607,443,0,443,4,5,74,44,24,25,215,5,3,7,0,37,0
31,201,Pamplona/Iruña,2-006-A,504,0,0,504,347,0,347,4,3,36,65,30,15,144,3,0,19,0,27,1
31,201,Pamplona/Iruña,2-006-B,473,0,0,473,347,0,347,2,4,35,65,25,31,127,2,6,15,0,35,0
31,201,Pamplona/Iruña,2-007-U,703,0,0,703,498,0,498,4,4,85,70,31,30,214,0,3,15,1,41,0
31,201,Pamplona/Iruña,2-008-A,422,0,0,422,291,0,291,3,5,35,46,30,19,112,2,3,10,1,25,0
31,201,Pamplona/Iruña,2-008-B,434,0,0,434,314,0,314,4,6,29,51,29,20,125,2,1,14,0,32,1
31,201,Pamplona/Iruña,2-009-A,454,0,0,454,293,0,293,2,2,24,48,40,10,88,7,1,15,1,53,2
31,201,Pamplona/Iruña,2-009-B,422,0,0,422,271,0,271,1,5,13,45,30,14,89,0,0,21,1,52,0
31,201,Pamplona/Iruña,2-010-A,441,0,0,441,343,0,343,0,5,26,52,35,23,139,2,0,10,0,48,3
31,201,Pamplona/Iruña,2-010-B,473,0,0,473,345,0,345,0,5,40,52,26,18,120,7,0,20,1,55,1
31,201,Pamplona/Iruña,2-011-A,470,0,0,470,336,0,336,2,8,29,59,34,17,113,2,0,19,0,53,0
31,201,Pamplona/Iruña,2-011-B,527,0,0,527,375,0,375,3,8,35,65,34,24,108,5,1,30,0,62,0
31,201,Pamplona/Iruña,2-012-A,555,0,0,555,414,0,414,1,7,39,53,28,39,160,5,2,14,1,65,0
31,201,Pamplona/Iruña,2-012-B,526,0,0,526,370,0,370,4,7,23,59,37,31,141,7,2,14,0,44,1
31,201,Pamplona/Iruña,2-013-U,691,0,0,691,541,0,541,2,8,60,34,13,46,315,13,4,7,0,38,1
31,201,Pamplona/Iruña,2-014-A,515,0,0,515,407,0,407,2,3,62,58,22,26,189,3,0,9,0,33,0
31,201,Pamplona/Iruña,2-014-B,514,0,0,514,394,0,394,2,3,42,69,15,24,189,2,5,11,0,31,1
31,201,Pamplona/Iruña,2-015-U,711,0,0,711,517,0,517,7,11,56,55,31,36,221,10,0,18,0,72,0
31,201,Pamplona/Iruña,2-016-U,662,0,0,662,427,0,427,3,5,32,76,65,22,121,3,2,24,1,73,0
31,201,Pamplona/Iruña,2-017-U,602,0,0,602,436,0,436,3,6,65,48,17,36,184,5,4,15,0,53,0
31,201,Pamplona/Iruña,2-018-U,620,0,0,620,487,0,487,5,7,69,50,15,25,267,4,1,7,1,36,0
31,201,Pamplona/Iruña,3-001-U,668,0,0,668,412,0,412,2,3,26,76,88,15,112,1,2,21,0,66,0
31,201,Pamplona/Iruña,3-002-U,692,0,0,692,516,0,516,1,8,64,76,41,29,213,2,0,25,2,54,1
31,201,Pamplona/Iruña,3-003-A,576,0,0,576,381,0,381,5,4,12,67,63,16,113,0,1,29,1,69,1
31,201,Pamplona/Iruña,3-003-B,676,0,0,676,453,0,453,5,7,37,75,66,12,137,4,1,40,3,66,0
31,201,Pamplona/Iruña,3-004-U,625,0,0,625,374,0,374,0,4,21,73,85,11,78,3,0,22,0,77,0
31,201,Pamplona/Iruña,3-005-A,403,0,0,403,249,0,249,4,2,9,48,38,5,71,2,1,17,2,49,1
31,201,Pamplona/Iruña,3-005-B,398,0,0,398,249,0,249,0,6,10,42,21,11,87,5,0,11,1,55,0
31,201,Pamplona/Iruña,3-006-A,566,0,0,566,410,0,410,1,6,48,55,20,20,191,2,2,8,0,57,0
31,201,Pamplona/Iruña,3-006-B,571,0,0,571,407,0,407,3,10,42,42,30,19,196,3,1,14,0,47,0
31,201,Pamplona/Iruña,3-007-A,453,0,0,453,363,0,363,3,4,43,33,16,16,195,1,2,12,0,37,1
31,201,Pamplona/Iruña,3-007-B,438,0,0,438,331,0,331,0,2,34,23,21,16,183,4,3,3,0,42,0
31,201,Pamplona/Iruña,3-008-A,489,0,0,489,288,0,288,2,4,23,47,33,6,101,3,1,13,1,53,1
31,201,Pamplona/Iruña,3-008-B,475,0,0,475,296,0,296,4,4,13,46,62,4,87,1,1,27,1,46,0
31,201,Pamplona/Iruña,3-009-A,398,0,0,398,240,0,240,2,3,18,46,54,7,60,2,0,9,0,39,0
31,201,Pamplona/Iruña,3-009-B,387,0,0,387,232,0,232,4,4,14,40,43,8,56,0,0,19,1,42,1
31,201,Pamplona/Iruña,3-010-A,402,0,0,402,261,0,261,3,2,12,32,51,8,80,1,1,16,0,55,0
31,201,Pamplona/Iruña,3-010-B,441,0,0,441,284,0,284,5,4,23,42,47,9,73,3,0,19,0,59,0
31,201,Pamplona/Iruña,3-011-A,381,0,0,381,299,0,299,4,7,26,31,12,12,148,3,2,13,1,40,0
31,201,Pamplona/Iruña,3-011-B,423,0,0,423,319,0,319,6,4,36,23,16,11,167,2,3,12,0,39,0
31,201,Pamplona/Iruña,3-012-A,437,0,0,437,312,0,312,3,1,37,35,31,14,122,4,2,22,1,40,0
31,201,Pamplona/Iruña,3-012-B,413,0,0,413,293,0,293,0,4,16,42,29,11,125,2,0,16,0,48,0
31,201,Pamplona/Iruña,3-013-A,451,0,0,451,308,0,308,0,6,11,50,73,5,66,2,0,11,3,81,0
31,201,Pamplona/Iruña,3-013-B,421,0,0,421,253,0,253,2,1,15,45,47,4,63,2,2,21,1,50,0
31,201,Pamplona/Iruña,3-014-A,628,0,0,628,466,0,466,13,4,41,81,37,12,186,0,2,16,1,73,0
31,201,Pamplona/Iruña,3-014-B,653,0,0,653,459,0,459,4,3,48,45,29,31,183,2,2,19,2,91,0
31,201,Pamplona/Iruña,3-015-A,619,0,0,619,461,0,461,4,3,46,55,21,35,225,4,3,15,0,47,3
31,201,Pamplona/Iruña,3-015-B,646,0,0,646,475,0,475,3,4,52,55,24,29,242,4,2,9,3,48,0
31,201,Pamplona/Iruña,3-016-A,403,0,0,403,312,0,312,1,3,38,31,18,18,151,1,1,14,0,35,1
31,201,Pamplona/Iruña,3-016-B,435,0,0,435,323,0,323,2,9,18,20,31,20,165,0,3,14,1,40,0
31,201,Pamplona/Iruña,3-017-A,435,0,0,435,310,0,310,2,4,30,52,21,21,148,0,2,7,0,23,0
31,201,Pamplona/Iruña,3-017-B,416,0,0,416,314,0,314,0,1,38,32,23,15,157,0,0,5,0,43,0
31,201,Pamplona/Iruña,3-018-A,375,0,0,375,237,0,237,10,6,14,25,44,7,64,3,1,22,0,40,1
31,201,Pamplona/Iruña,3-018-B,444,2,0,446,280,0,280,2,4,20,47,49,2,91,1,2,13,0,48,1
31,201,Pamplona/Iruña,3-019-A,439,0,0,439,319,0,319,3,6,20,52,49,9,88,1,2,21,1,67,0
31,201,Pamplona/Iruña,3-019-B,487,0,0,487,361,0,361,2,6,20,60,55,14,104,2,2,22,0,74,0
31,201,Pamplona/Iruña,3-019-C,509,0,0,509,378,0,378,1,6,18,50,47,16,130,3,2,19,0,86,0
31,201,Pamplona/Iruña,3-020-A,537,0,0,537,365,0,365,1,4,45,41,30,21,155,2,1,13,0,52,0
31,201,Pamplona/Iruña,3-020-B,566,0,0,566,409,0,409,0,5,57,44,36,16,164,4,1,22,0,59,1
31,201,Pamplona/Iruña,3-021-A,439,0,0,439,349,0,349,0,3,20,76,48,13,106,7,0,27,0,49,0
31,201,Pamplona/Iruña,3-021-B,534,0,0,534,412,0,412,2,5,33,85,65,10,105,2,1,33,1,70,0
31,201,Pamplona/Iruña,3-022-U,531,0,0,531,344,0,344,1,4,9,59,59,10,90,0,2,24,1,84,1
31,201,Pamplona/Iruña,3-023-A,747,0,0,747,551,0,551,3,6,78,67,36,23,255,1,2,14,1,65,0
31,201,Pamplona/Iruña,3-023-B,723,0,0,723,515,0,515,5,4,77,55,18,32,233,2,4,20,0,65,0
31,201,Pamplona/Iruña,3-024-A,623,0,0,623,437,0,437,1,4,65,43,27,32,181,3,3,17,0,61,0
31,201,Pamplona/Iruña,3-024-B,665,0,0,665,471,0,471,5,6,71,50,28,20,207,4,0,12,0,68,0
31,201,Pamplona/Iruña,3-024-C,589,0,0,589,427,0,427,6,6,42,44,18,24,188,6,0,31,0,62,0
31,201,Pamplona/Iruña,3-025-A,628,0,0,628,435,0,435,4,6,37,62,54,26,154,3,1,16,2,68,2
31,201,Pamplona/Iruña,3-025-B,692,0,0,692,474,0,474,6,4,50,71,49,18,141,0,3,29,0,102,1
31,201,Pamplona/Iruña,3-025-C,660,0,0,660,455,0,455,6,3,39,65,51,17,164,3,2,21,2,82,0
31,201,Pamplona/Iruña,3-026-A,532,0,0,532,320,0,320,3,1,18,49,43,21,91,1,1,22,1,68,1
31,201,Pamplona/Iruña,3-026-B,469,0,0,469,286,0,286,2,3,16,43,46,24,63,2,3,17,1,66,0
31,201,Pamplona/Iruña,3-027-A,604,0,0,604,430,0,430,6,7,59,59,32,12,163,3,1,19,2,67,0
31,201,Pamplona/Iruña,3-027-B,643,0,0,643,387,0,387,3,2,43,56,47,24,110,2,0,32,3,63,2
31,201,Pamplona/Iruña,4-001-A,525,0,0,525,325,0,325,1,5,49,34,26,6,149,4,0,9,2,40,0
31,201,Pamplona/Iruña,4-001-B,504,0,0,504,296,0,296,2,4,32,35,19,10,147,1,0,10,0,36,0
31,201,Pamplona/Iruña,4-002-A,677,0,0,677,449,0,449,4,5,47,38,53,21,163,1,1,26,2,86,2
31,201,Pamplona/Iruña,4-002-B,716,0,0,716,463,0,463,3,7,28,53,42,14,203,2,1,18,2,90,0
31,201,Pamplona/Iruña,4-003-A,513,0,0,513,353,0,353,3,1,25,43,36,19,146,7,0,14,0,59,0
31,201,Pamplona/Iruña,4-003-B,506,0,0,506,343,0,343,3,3,32,44,15,14,149,7,1,12,0,62,1
31,201,Pamplona/Iruña,4-004-A,397,0,0,397,324,0,324,1,3,44,32,17,14,161,3,1,10,0,38,0
31,201,Pamplona/Iruña,4-004-B,428,0,0,428,325,0,325,1,3,34,34,13,23,172,3,3,12,1,26,0
31,201,Pamplona/Iruña,4-005-A,426,0,0,426,290,0,290,1,4,27,29,31,12,127,0,2,13,0,44,0
31,201,Pamplona/Iruña,4-005-B,440,0,0,440,321,0,321,3,2,29,46,22,10,136,0,1,12,0,60,0
31,201,Pamplona/Iruña,4-006-U,628,0,0,628,480,0,480,2,7,63,35,18,25,262,0,4,22,0,42,0
31,201,Pamplona/Iruña,4-007-A,641,0,0,641,514,0,514,3,6,52,83,17,19,269,3,1,8,0,53,0
31,201,Pamplona/Iruña,4-007-B,616,0,0,616,459,0,459,2,4,39,44,24,25,235,2,3,18,1,61,1
31,201,Pamplona/Iruña,4-008-A,615,0,0,615,473,0,473,0,2,45,75,39,18,202,4,0,16,1,71,0
31,201,Pamplona/Iruña,4-008-B,579,0,0,579,456,0,456,0,2,43,60,45,12,187,7,3,20,0,77,0
31,201,Pamplona/Iruña,4-009-A,393,0,0,393,260,0,260,2,2,22,37,30,9,92,3,1,18,1,43,0
31,201,Pamplona/Iruña,4-009-B,334,0,0,334,212,0,212,2,4,27,33,21,9,70,2,0,6,0,37,1
