Codcir,Codmun,Municipio,Mesa,Censo,Certif_Alta,Certif_Correc,Censo_Total,Votos_Electores,Votos_Interventores,Votos_Totales,Votos_Nulos,Votos_Blancos,PPN,GEROA_BAI,EH_BILDU,VOX,UPN,PUM_MAS_J,CIUDADANOS,CONTIGO_ZUREKIN,EGUZKILORE,PSN-PSOE,VOLUNTAD_FORAL
31,201,Pamplona/Iruña,4-010-A,590,0,0,590,448,0,448,5,5,42,55,52,15,193,0,0,20,0,60,1
31,201,Pamplona/Iruña,4-010-B,583,0,0,583,443,0,443,3,7,45,58,28,14,190,0,1,25,1,71,0
31,201,Pamplona/Iruña,4-011-A,474,0,0,474,301,0,301,1,10,16,40,49,5,88,3,1,16,0,72,0
31,201,Pamplona/Iruña,4-011-B,481,0,0,481,287,0,287,4,4,28,40,43,8,99,1,1,9,1,49,0
31,201,Pamplona/Iruña,4-012-A,403,0,0,403,174,0,174,3,4,15,11,34,7,27,4,0,6,0,63,0
31,201,Pamplona/Iruña,4-012-B,389,0,0,389,179,0,179,1,1,10,21,39,12,28,5,1,8,0,52,1
31,201,Pamplona/Iruña,4-013-A,531,0,0,531,266,0,266,1,5,20,26,37,11,62,4,0,13,0,87,0
31,201,Pamplona/Iruña,4-013-B,559,0,0,559,279,0,279,6,1,25,37,37,18,64,2,2,13,0,73,1
31,201,Pamplona/Iruña,4-014-A,479,0,0,479,365,0,365,2,2,23,50,40,11,156,4,2,15,1,57,2
31,201,Pamplona/Iruña,4-014-B,506,0,0,506,384,0,384,3,2,30,57,41,18,155,1,3,18,0,55,1
31,201,Pamplona/Iruña,4-015-A,451,0,0,451,325,0,325,7,1,19,48,39,12,138,2,0,13,2,43,1
31,201,Pamplona/Iruña,4-015-B,468,0,0,468,326,0,326,5,4,28,51,40,4,126,3,1,18,1,45,0
31,201,Pamplona/Iruña,4-016-U,561,0,0,561,446,0,446,9,5,53,57,40,12,193,4,1,12,1,59,0
31,201,Pamplona/Iruña,4-017-A,473,0,0,473,344,0,344,1,4,30,45,28,13,140,2,0,25,0,56,0
31,201,Pamplona/Iruña,4-017-B,444,0,0,444,332,0,332,4,6,22,50,23,11,147,6,1,11,0,50,1
31,201,Pamplona/Iruña,4-017-C,423,0,0,423,289,0,289,4,2,16,30,26,14,128,2,4,11,0,52,0
31,201,Pamplona/Iruña,4-018-A,425,0,0,425,333,0,333,6,5,37,47,17,10,139,0,0,13,0,59,0
31,201,Pamplona/Iruña,4-018-B,500,0,0,500,374,0,374,7,8,34,44,24,26,161,2,2,14,1,51,0
31,201,Pamplona/Iruña,4-018-C,423,0,0,423,313,0,313,1,4,28,33,29,12,141,1,2,22,0,40,0
31,201,Pamplona/Iruña,4-019-A,471,0,0,471,351,0,351,2,6,32,48,33,15,134,2,1,14,0,64,0
31,201,Pamplona/Iruña,4-019-B,445,0,0,445,327,0,327,2,4,32,53,26,12,137,1,1,13,0,46,0
31,201,Pamplona/Iruña,4-020-A,348,0,0,348,246,0,246,0,2,30,24,32,10,78,1,2,7,0,59,1
31,201,Pamplona/Iruña,4-020-B,374,0,0,374,276,0,276,1,5,21,33,27,14,114,2,0,8,0,50,1
31,201,Pamplona/Iruña,4-021-A,526,0,0,526,381,0,381,1,4,18,66,53,12,112,2,5,22,2,84,0
31,201,Pamplona/Iruña,4-021-B,550,0,0,550,389,0,389,1,6,24,68,63,9,99,1,1,29,2,83,3
31,201,Pamplona/Iruña,4-021-C,504,0,0,504,364,0,364,4,2,20,56,60,18,115,2,0,17,0,69,1
31,201,Pamplona/Iruña,4-022-A,362,0,0,362,271,0,271,2,2,16,48,31,14,97,0,4,17,0,39,1
31,201,Pamplona/Iruña,4-022-B,334,0,0,334,234,0,234,3,4,17,27,19,17,83,2,1,14,0,47,0
31,201,Pamplona/Iruña,4-024-A,586,0,0,586,480,0,480,2,3,40,50,30,26,257,3,5,10,2,50,2
31,201,Pamplona/Iruña,4-024-B,515,0,0,515,420,0,420,1,5,32,53,20,18,231,3,1,9,0,47,0
31,201,Pamplona/Iruña,4-025-A,497,0,0,497,362,0,362,4,3,20,62,70,16,93,1,2,26,3,61,1
31,201,Pamplona/Iruña,4-025-B,532,0,0,532,370,0,370,3,6,26,56,62,11,90,5,3,18,1,87,2
31,201,Pamplona/Iruña,4-025-C,518,0,0,518,355,0,355,4,1,32,54,51,26,84,1,3,9,1,89,0
31,201,Pamplona/Iruña,4-026-A,601,0,0,601,455,0,455,2,3,60,39,31,17,199,7,0,16,1,80,0
31,201,Pamplona/Iruña,4-026-B,664,0,0,664,435,0,435,5,5,29,76,41,26,131,5,2,28,3,83,1
31,201,Pamplona/Iruña,4-026-C,583,0,0,583,367,0,367,8,8,24,48,31,11,102,1,0,24,2,108,0
31,201,Pamplona/Iruña,5-001-U,716,0,0,716,448,0,448,3,6,102,41,27,63,136,0,3,16,1,49,1
31,201,Pamplona/Iruña,5-002-U,748,0,0,748,427,0,427,8,5,25,76,80,5,101,5,1,29,1,90,1
31,201,Pamplona/Iruña,5-003-U,617,0,0,617,376,0,376,1,7,27,53,58,28,81,4,1,37,1,78,0
31,201,Pamplona/Iruña,5-004-A,439,0,0,439,259,0,259,1,3,15,35,63,10,48,5,1,16,1,60,1
31,201,Pamplona/Iruña,5-004-B,475,0,0,475,291,0,291,2,2,15,31,71,12,59,8,2,25,1,62,1
31,201,Pamplona/Iruña,5-005-U,753,0,0,753,376,0,376,1,7,27,53,58,28,81,4,1,37,1,78,0
31,201,Pamplona/Iruña,5-006-A,498,0,0,498,270,0,270,4,3,20,33,67,13,52,4,0,16,0,57,1
31,201,Pamplona/Iruña,5-006-B,470,0,0,470,217,0,217,5,3,15,23,34,11,45,6,1,14,1,59,0
31,201,Pamplona/Iruña,5-007-A,882,0,0,882,528,0,528,4,9,26,88,110,25,120,3,1,33,2,106,1
31,201,Pamplona/Iruña,5-007-B,806,0,0,806,460,0,460,4,9,30,63,78,17,115,7,6,28,1,100,2
31,201,Pamplona/Iruña,5-008-U,460,0,0,460,296,0,296,3,2,51,15,30,16,134,3,3,9,1,28,1
31,201,Pamplona/Iruña,5-009-A,524,0,0,524,344,0,344,2,4,38,42,62,16,112,4,2,18,1,43,0
31,201,Pamplona/Iruña,5-009-B,398,0,0,398,242,0,242,4,2,24,43,35,8,65,1,4,13,1,40,2
31,201,Pamplona/Iruña,5-010-U,708,0,0,708,435,0,435,3,6,25,76,67,13,99,4,4,32,2,104,0
31,201,Pamplona/Iruña,5-011-A,559,0,0,559,334,0,334,2,2,26,47,35,11,100,0,1,24,0,86,0
31,201,Pamplona/Iruña,5-011-B,523,0,0,523,325,0,325,0,7,20,34,38,22,102,0,1,19,1,81,0
31,201,Pamplona/Iruña,5-012-A,441,0,0,441,217,0,217,1,3,12,32,45,4,44,0,0,16,0,60,0
31,201,Pamplona/Iruña,5-012-B,413,0,0,413,221,0,221,2,0,18,33,39,11,55,3,1,14,0,44,1
31,201,Pamplona/Iruña,5-013-U,1146,0,0,1146,796,0,796,8,12,58,96,76,42,313,8,7,45,3,128,0
31,201,Pamplona/Iruña,5-014-U,725,0,0,725,450,0,450,4,16,23,65,31,19,151,3,2,32,1,102,1
31,201,Pamplona/Iruña,5-015-A,856,0,0,856,655,0,655,1,10,70,85,49,25,252,6,4,41,0,110,2
31,201,Pamplona/Iruña,5-015-B,840,0,0,840,641,0,641,2,12,62,86,38,25,253,2,5,41,0,113,2
31,201,Pamplona/Iruña,5-016-U,697,0,0,697,506,0,506,3,6,47,72,39,19,176,4,5,34,2,99,0
31,201,Pamplona/Iruña,5-017-U,939,0,0,939,701,0,701,4,11,58,81,67,29,276,9,3,44,1,115,3
31,201,Pamplona/Iruña,6-001-A,564,0,0,564,335,0,335,5,3,12,47,102,16,74,6,0,19,1,50,0
31,201,Pamplona/Iruña,6-001-B,581,0,0,581,348,0,348,3,2,13,26,163,9,69,2,3,19,1,38,0
31,201,Pamplona/Iruña,6-002-A,723,0,0,723,430,0,430,3,0,23,66,111,6,56,3,3,35,1,121,2
31,201,Pamplona/Iruña,6-002-B,683,0,0,683,419,0,419,9,6,22,67,95,16,70,4,0,27,1,101,1
31,201,Pamplona/Iruña,6-003-A,468,0,0,468,297,0,297,3,1,8,45,140,6,24,0,0,21,1,46,2
31,201,Pamplona/Iruña,6-003-B,399,1,0,400,262,0,262,0,7,2,37,107,2,25,2,1,22,3,54,0
31,201,Pamplona/Iruña,6-004-A,336,0,0,336,226,0,226,2,2,8,37,87,4,22,2,2,11,2,47,0
31,201,Pamplona/Iruña,6-004-B,414,0,0,414,271,0,271,2,3,5,44,129,3,25,0,1,14,1,44,0
31,201,Pamplona/Iruña,6-005-A,368,0,0,368,228,0,228,0,3,11,44,66,6,39,0,0,14,0,44,1
31,201,Pamplona/Iruña,6-005-B,401,0,0,401,259,0,259,6,1,16,36,59,12,46,1,2,14,1,65,0
31,201,Pamplona/Iruña,6-006-A,435,0,0,435,301,0,301,5,2,14,50,127,2,43,3,1,23,2,29,0
31,201,Pamplona/Iruña,6-006-B,431,0,0,431,314,0,314,3,2,6,54,145,4,31,3,0,22,2,42,0
31,201,Pamplona/Iruña,6-007-A,750,0,0,750,553,0,553,8,7,16,94,197,11,78,4,1,48,2,87,0
31,201,Pamplona/Iruña,6-007-B,775,2,0,777,563,0,563,7,10,12,92,195,15,80,3,1,37,5,105,1
31,201,Pamplona/Iruña,6-009-U,653,0,0,653,394,0,394,0,3,13,50,152,6,52,3,1,29,1,84,0
31,201,Pamplona/Iruña,6-010-A,503,0,0,503,332,0,332,2,5,10,57,100,9,54,2,2,24,0,67,0
31,201,Pamplona/Iruña,6-010-B,426,0,0,426,302,0,302,6,6,16,43,70,14,66,1,0,12,1,67,0
31,201,Pamplona/Iruña,6-011-U,622,0,0,622,340,0,340,5,0,5,55,95,3,67,1,0,32,1,76,0
31,201,Pamplona/Iruña,6-012-A,572,0,0,572,420,0,420,4,4,13,77,123,5,67,5,0,32,4,84,2
31,201,Pamplona/Iruña,6-012-B,601,0,0,601,440,0,440,2,8,18,74,136,7,63,1,1,32,2,96,0
31,201,Pamplona/Iruña,6-013-A,413,0,0,413,243,0,243,3,2,13,27,57,9,51,1,0,11,0,68,1
31,201,Pamplona/Iruña,6-013-B,384,0,0,384,224,0,224,2,1,8,31,49,8,50,0,2,16,0,56,1
31,201,Pamplona/Iruña,6-014-U,699,0,0,699,426,0,426,3,4,13,73,131,10,63,0,3,23,1,100,2
31,201,Pamplona/Iruña,6-015-A,550,0,0,550,364,0,364,3,5,20,60,69,28,81,2,1,26,1,68,0
31,201,Pamplona/Iruña,6-015-B,509,0,0,509,341,0,341,1,7,19,37,70,12,87,1,1,14,3,88,1
31,201,Pamplona/Iruña,6-016-A,644,0,0,644,418,0,418,2,4,27,65,108,11,88,4,5,31,2,71,0
31,201,Pamplona/Iruña,6-016-B,674,0,0,674,448,0,448,8,8,20,79,93,18,83,7,1,36,3,92,0
31,201,Pamplona/Iruña,6-016-C,592,0,0,592,365,0,365,2,5,21,64,82,19,65,2,1,29,2,73,0
31,201,Pamplona/Iruña,7-001-A,478,0,0,478,251,0,251,3,3,9,42,51,9,36,3,0,25,1,69,0
31,201,Pamplona/Iruña,7-001-B,505,0,0,505,275,0,275,4,7,11,33,64,12,45,1,2,19,1,76,0
31,201,Pamplona/Iruña,7-002-A,512,0,0,512,295,0,295,3,8,7,46,69,6,49,1,2,20,0,84,0
31,201,Pamplona/Iruña,7-002-B,505,0,0,505,273,0,273,2,9,12,39,57,10,39,2,0,23,0,80,0
31,201,Pamplona/Iruña,7-002-C,547,0,0,547,278,0,278,1,1,14,48,53,10,45,5,1,28,1,71,0
31,201,Pamplona/Iruña,7-003-A,603,0,0,603,339,0,339,3,4,23,49,84,9,61,0,4,36,1,62,3
31,201,Pamplona/Iruña,7-003-B,612,0,0,612,351,0,351,2,4,10,40,99,17,43,0,1,33,1,100,1
31,201,Pamplona/Iruña,7-004-A,394,0,0,394,210,0,210,2,5,10,19,55,6,45,0,0,17,0,49,2
31,201,Pamplona/Iruña,7-004-B,407,0,0,407,235,0,235,3,4,10,24,54,8,49,0,1,14,1,65,2
31,201,Pamplona/Iruña,7-005-A,609,0,0,609,419,0,419,1,7,23,70,134,6,81,1,4,28,2,62,0
31,201,Pamplona/Iruña,7-005-B,673,0,0,673,466,0,466,4,8,27,89,126,5,80,1,6,47,3,69,1
31,201,Pamplona/Iruña,7-005-C,622,0,0,622,425,0,425,4,7,11,76,96,12,81,3,3,33,2,97,0
31,201,Pamplona/Iruña,7-006-A,569,0,0,569,330,0,330,3,1,19,43,91,14,48,3,1,27,2,78,0
31,201,Pamplona/Iruña,7-006-B,569,0,0,569,366,0,366,3,7,15,44,93,17,55,2,0,26,3,100,1
31,201,Pamplona/Iruña,7-007-A,456,0,0,456,244,0,244,4,2,9,34,75,3,22,1,0,16,1,77,0
31,201,Pamplona/Iruña,7-007-B,460,0,0,460,311,0,311,2,4,12,49,93,14,31,1,2,26,1,76,0
31,201,Pamplona/Iruña,7-008-A,582,0,0,582,361,0,361,5,5,17,58,105,2,66,1,2,25,1,74,0
31,201,Pamplona/Iruña,7-008-B,626,0,0,626,378,0,378,7,2,13,73,101,3,60,1,1,25,0,92,0
31,201,Pamplona/Iruña,7-009-A,564,0,0,564,319,0,319,4,6,24,45,52,9,79,3,2,32,1,62,0
31,201,Pamplona/Iruña,7-009-B,457,0,0,457,259,0,259,6,4,14,35,53,9,58,1,2,19,2,55,1
31,201,Pamplona/Iruña,7-010-A,785,0,0,785,414,0,414,6,14,20,52,105,15,50,3,0,51,2,95,1
31,201,Pamplona/Iruña,7-010-B,811,0,0,811,405,0,405,1,2,22,51,90,18,72,2,1,42,3,101,0
31,201,Pamplona/Iruña,7-011-A,475,0,0,475,277,0,277,4,4,24,29,49,6,48,2,0,30,2,78,1
31,201,Pamplona/Iruña,7-011-B,510,0,0,510,303,0,303,1,4,20,32,50,14,71,3,1,14,1,91,1
31,201,Pamplona/Iruña,7-011-C,527,0,0,527,318,0,318,2,2,20,41,56,10,70,1,2,16,0,98,0
31,201,Pamplona/Iruña,7-012-A,565,0,0,565,355,0,355,8,8,19,50,92,6,64,1,0,18,2,86,1
31,201,Pamplona/Iruña,7-012-B,575,0,0,575,346,0,346,4,4,18,44,75,7,70,4,1,22,1,95,1
31,201,Pamplona/Iruña,7-013-A,411,0,0,411,289,0,289,6,4,15,26,58,7,73,0,0,23,2,73,2
31,201,Pamplona/Iruña,7-013-B,381,0,0,381,242,0,242,2,1,14,30,46,6,54,1,1,22,1,63,1
31,201,Pamplona/Iruña,7-014-A,545,0,0,545,316,0,316,0,7,25,34,49,3,61,0,2,24,0,110,1
31,201,Pamplona/Iruña,7-014-B,542,0,0,542,301,0,301,3,3,26,35,54,16,57,1,1,19,2,83,1
31,201,Pamplona/Iruña,7-015-A,565,0,0,565,402,0,402,3,5,20,72,87,9,74,6,2,28,1,94,1
31,201,Pamplona/Iruña,7-015-B,629,0,0,629,403,0,403,3,6,25,70,64,12,77,3,1,38,1,103,0
31,201,Pamplona/Iruña,7-016-U,699,0,0,699,418,0,418,4,8,23,49,78,12,77,3,0,32,4,127,1
31,201,Pamplona/Iruña,7-017-U,512,0,0,512,327,0,327,3,1,23,44,60,4,66,1,0,11,0,114,0
31,201,Pamplona/Iruña,7-018-A,562,0,0,562,367,0,367,6,2,18,65,94,7,53,1,0,30,0,91,0
31,201,Pamplona/Iruña,7-018-B,508,0,0,508,316,0,316,6,2,17,53,87,3,47,4,2,25,2,68,0
31,201,Pamplona/Iruña,7-019-A,693,0,0,693,452,0,452,2,4,22,60,120,8,76,6,2,43,1,108,0
31,201,Pamplona/Iruña,7-019-B,771,0,0,771,458,0,458,3,4,15,68,112,13,90,1,0,41,1,110,0
31,201,Pamplona/Iruña,7-020-A,854,0,0,854,531,0,531,7,8,30,77,98,26,91,11,2,37,3,140,1
31,201,Pamplona/Iruña,7-020-B,901,0,0,901,562,0,562,7,10,27,68,119,21,113,5,2,34,2,154,0
31,201,Pamplona/Iruña,7-021-A,527,0,0,527,316,0,316,2,4,10,48,90,16,43,2,0,26,1,74,0
31,201,Pamplona/Iruña,7-021-B,570,0,0,570,342,0,342,3,2,10,70,85,10,56,4,3,31,3,62,3
31,201,Pamplona/Iruña,7-022-A,723,0,0,723,507,0,507,1,5,27,91,116,16,114,3,1,55,0,77,1
31,201,Pamplona/Iruña,7-022-B,710,0,0,710,481,0,481,5,10,15,88,103,15,104,3,3,43,3,89,0
31,201,Pamplona/Iruña,7-023-A,540,0,0,540,289,0,289,2,3,13,54,57,18,48,1,3,21,1,68,0
31,201,Pamplona/Iruña,7-023-B,560,0,0,560,323,0,323,3,6,14,50,55,14,62,4,2,33,0,78,2
31,201,Pamplona/Iruña,7-023-C,533,0,0,533,303,0,303,3,5,17,46,65,19,50,1,1,21,1,74,0
31,201,Pamplona/Iruña,7-024-A,489,0,0,489,306,0,306,1,5,19,51,55,25,55,3,4,24,1,63,0
31,201,Pamplona/Iruña,7-024-B,564,0,0,564,354,0,354,3,3,16,49,75,15,69,2,3,40,3,75,1
31,201,Pamplona/Iruña,7-024-C,466,0,0,466,269,0,269,1,7,18,35,51,18,58,2,1,20,1,57,0
31,201,Pamplona/Iruña,7-025-A,546,0,0,546,392,0,392,5,6,16,73,118,4,51,1,4,34,2,76,2
31,201,Pamplona/Iruña,7-025-B,512,0,0,512,378,0,378,4,6,8,95,101,6,48,1,1,26,0,80,2
31,201,Pamplona/Iruña,7-026-A,566,0,0,566,381,0,381,4,3,17,85,98,9,61,4,0,27,1,71,1
31,201,Pamplona/Iruña,7-026-B,542,0,0,542,342,0,342,7,3,15,72,95,14,53,0,2,23,1,57,0
31,201,Pamplona/Iruña,7-027-A,498,0,0,498,283,0,283,1,4,18,42,57,11,66,3,1,30,1,48,1
31,201,Pamplona/Iruña,7-027-B,561,0,0,561,308,0,308,3,1,21,43,73,23,61,4,1,18,0,60,0
31,201,Pamplona/Iruña,8-001-A,510,0,0,510,312,0,312,5,7,10,59,77,9,47,4,0,20,0,74,0
31,201,Pamplona/Iruña,8-001-B,580,0,0,580,377,0,377,6,5,11,60,81,12,67,3,0,32,3,97,0
31,201,Pamplona/Iruña,8-002-A,560,0,0,560,387,0,387,5,6,15,73,91,14,65,1,0,36,0,80,1
31,201,Pamplona/Iruña,8-002-B,501,0,0,501,347,0,347,8,4,16,66,81,20,55,3,1,33,0,60,0
31,201,Pamplona/Iruña,8-003-A,521,0,0,521,352,0,352,3,1,11,53,85,7,68,5,1,42,2,74,0
31,201,Pamplona/Iruña,8-003-B,575,0,0,575,360,0,360,0,6,24,55,72,11,65,4,1,43,0,79,0
31,201,Pamplona/Iruña,8-004-A,671,0,0,671,434,0,434,3,6,27,53,125,15,71,0,3,50,4,77,0
31,201,Pamplona/Iruña,8-004-B,612,0,0,612,417,0,417,2,7,18,71,92,11,70,6,1,43,3,93,0
31,201,Pamplona/Iruña,8-005-A,519,2,0,521,383,0,383,8,7,14,69,67,10,72,3,6,52,2,73,0
31,201,Pamplona/Iruña,8-005-B,514,0,0,514,350,0,350,4,3,7,61,60,13,64,0,6,44,1,87,0
31,201,Pamplona/Iruña,8-006-A,543,0,0,543,353,0,353,8,5,23,53,53,21,96,1,4,26,2,60,1
31,201,Pamplona/Iruña,8-006-B,562,0,0,562,328,0,328,3,6,29,46,54,19,86,2,1,25,1,54,2
31,201,Pamplona/Iruña,8-007-U,983,0,0,983,662,0,662,12,10,48,93,75,17,195,4,3,71,6,126,2
31,201,Pamplona/Iruña,8-008-A,557,0,0,557,400,0,400,15,16,21,50,68,22,104,8,1,30,2,62,1
31,201,Pamplona/Iruña,8-008-B,441,0,0,441,319,0,319,11,6,14,39,57,14,89,4,1,27,0,57,0
31,201,Pamplona/Iruña,8-009-A,529,0,0,529,377,0,377,4,9,20,61,75,15,75,2,3,30,1,81,1
31,201,Pamplona/Iruña,8-009-B,502,0,0,502,353,0,353,5,3,20,60,69,9,78,4,1,28,0,75,1
31,201,Pamplona/Iruña,8-010-A,551,0,0,551,389,0,389,6,2,11,93,93,12,54,4,1,38,2,73,0
31,201,Pamplona/Iruña,8-010-B,463,0,0,463,319,0,319,3,3,8,59,87,13,52,4,3,28,1,58,0
31,202,Peralta/Azkoien,1-001-A,372,0,0,372,241,0,241,5,9,19,13,7,9,125,0,0,7,0,44,3
31,202,Peralta/Azkoien,1-001-B,379,0,0,379,239,1,240,6,5,22,6,11,11,114,1,2,9,0,52,1
31,202,Peralta/Azkoien,1-002-A,711,0,0,711,470,0,470,11,17,25,25,40,15,161,1,1,51,0,123,0
31,202,Peralta/Azkoien,1-002-B,647,0,0,647,469,0,469,8,7,33,32,44,12,169,0,1,32,3,128,0
31,202,Peralta/Azkoien,2-001-A,429,0,0,429,325,0,325,4,5,28,26,17,23,135,1,0,15,0,70,1
31,202,Peralta/Azkoien,2-001-B,634,0,0,634,448,0,448,7,9,29,28,11,19,225,4,0,30,0,86,0
31,202,Peralta/Azkoien,2-001-C,627,0,0,627,463,0,463,9,8,34,23,10,27,212,0,2,27,1,109,1
31,202,Peralta/Azkoien,2-001-D,567,0,0,567,363,0,363,9,11,31,16,14,19,139,3,4,25,3,89,0
31,203,Petilla de Aragón,1-001-U,27,0,0,27,21,0,21,0,1,0,1,2,3,8,0,0,1,0,4,1
31,204,Piedramillera,1-001-U,39,0,0,39,35,0,35,0,2,5,3,7,1,12,0,0,2,0,3,0
31,205,Pitillas,1-001-U,424,0,0,424,314,0,314,9,7,24,18,33,9,78,2,0,17,2,113,2
31,206,Puente la Reina/Gares,1-001-A,467,0,0,467,334,0,334,8,10,13,60,85,5,88,1,1,13,1,49,0
31,206,Puente la Reina/Gares,1-001-B,505,0,0,505,337,0,337,7,12,9,53,98,6,85,3,1,11,1,51,0
31,206,Puente la Reina/Gares,1-002-A,575,0,0,575,393,0,393,8,11,14,71,92,15,116,1,1,16,1,47,0
31,206,Puente la Reina/Gares,1-002-B,576,0,0,576,401,0,401,7,8,17,56,93,13,116,6,0,21,3,61,0
31,207,Pueyo / Puiu,1-001-U,285,0,0,285,179,0,179,3,2,11,37,63,6,33,0,1,9,0,10,4
31,208,Ribaforada,1-001-A,489,0,0,489,390,0,390,1,4,73,18,6,22,47,0,0,27,0,192,0
31,208,Ribaforada,1-001-B,439,0,0,439,342,0,342,4,5,68,18,5,12,40,2,1,25,0,161,1
31,208,Ribaforada,2-001-A,522,0,0,522,397,0,397,3,4,53,30,6,11,43,0,1,25,0,221,0
31,208,Ribaforada,2-001-B,537,0,0,537,416,0,416,7,5,56,19,10,10,29,1,0,16,1,262,0
31,208,Ribaforada,2-001-C,589,0,0,589,474,0,474,9,1,69,18,8,10,63,0,0,22,0,272,2
31,209,Romanzado / Erromantzatua,1-001-U,155,0,0,155,91,0,91,2,5,4,18,27,2,14,5,0,2,4,8,0
31,210,Roncal/Erronkari,1-001-U,183,0,0,183,122,0,122,1,1,1,21,37,2,26,0,0,6,1,26,0
31,212,Sada,1-001-U,126,0,0,126,85,0,85,0,2,5,4,5,3,44,0,0,4,1,17,0
31,213,Saldías,1-001-U,102,0,0,102,69,0,69,0,4,1,17,36,0,2,1,0,1,1,6,0
31,214,Salinas de Oro/Jaitz,1-001-U,88,0,0,88,59,0,59,2,1,3,13,17,1,8,0,0,1,0,13,0
31,215,San Adrián,1-001-A,555,0,0,555,383,0,383,4,10,30,9,7,30,139,1,1,6,0,146,0
31,215,San Adrián,1-001-B,489,0,0,489,342,0,342,5,6,34,7,8,28,128,0,1,10,1,111,3
31,215,San Adrián,1-002-A,564,0,0,564,422,0,422,9,5,67,6,10,25,145,0,2,9,1,142,1
31,215,San Adrián,1-002-B,474,0,0,474,349,0,349,4,3,49,6,5,32,127,1,0,9,1,112,0
31,215,San Adrián,1-002-C,548,0,0,548,393,0,393,6,1,56,3,4,32,122,1,1,12,0,154,1
31,215,San Adrián,2-001-A,621,0,0,621,441,0,441,8,3,54,6,20,32,141,1,0,14,0,162,0
31,215,San Adrián,2-001-B,528,0,0,528,369,0,369,3,4,59,4,6,24,139,1,0,10,0,119,0
31,215,San Adrián,2-002-A,470,0,0,470,347,0,347,4,6,34,6,10,30,119,4,1,7,0,125,1
31,215,San Adrián,2-002-B,404,0,0,404,296,0,296,7,6,45,6,11,16,100,0,0,10,0,95,0
31,217,San Martín de Unx,1-001-U,314,0,0,314,215,0,215,3,3,16,30,40,9,63,0,0,9,2,39,1
31,216,Sangüesa/Zangoza,1-001-A,709,0,0,709,466,0,466,10,21,38,62,78,12,118,0,1,27,4,93,2
31,216,Sangüesa/Zangoza,1-001-B,747,0,0,747,492,0,492,11,15,30,87,64,16,149,2,1,26,0,88,3
31,216,Sangüesa/Zangoza,2-001-A,389,0,0,389,272,0,272,12,9,12,34,67,5,73,2,0,19,1,37,1
31,216,Sangüesa/Zangoza,2-001-B,388,0,0,388,295,0,295,6,5,18,48,56,8,78,1,1,27,0,46,1
31,216,Sangüesa/Zangoza,2-002-A,490,0,0,490,287,0,287,5,6,14,39,51,5,78,2,0,18,0,68,1
31,216,Sangüesa/Zangoza,2-002-B,607,0,0,607,390,0,390,11,7,22,48,69,15,105,3,1,19,0,90,0
31,216,Sangüesa/Zangoza,2-002-C,523,0,0,523,333,0,333,9,10,17,40,44,22,98,0,2,16,3,72,0
31,219,Sansol,1-001-U,76,0,0,76,63,0,63,0,2,3,3,12,5,15,0,2,2,0,19,0
31,220,Santacara,1-001-U,742,0,0,742,539,0,539,11,9,35,21,22,28,226,1,3,23,2,157,1
31,222,Sarriés/Sartze,1-001-U,55,0,0,55,31,0,31,1,2,0,7,8,0,1,1,0,1,0,10,0
31,223,Sartaguda,1-001-A,402,0,0,402,297,0,297,5,4,19,9,68,10,86,1,0,7,1,86,1
31,223,Sartaguda,1-001-B,523,0,0,523,425,0,425,9,7,22,16,112,13,89,0,1,8,0,148,0
31,224,Sesma,1-001-A,431,0,0,431,329,0,329,2,8,17,12,17,7,126,0,1,6,0,133,0
31,224,Sesma,1-001-B,429,0,0,429,343,0,343,5,11,16,17,15,11,129,0,0,14,0,125,0
31,225,Sorlada,1-001-U,29,0,0,29,20,0,20,1,1,0,3,1,0,9,0,0,1,0,4,0
31,226,Sunbilla,1-001-U,575,0,0,575,355,0,355,2,4,8,104,180,5,14,0,0,6,1,31,0
31,227,Tafalla,1-001-U,676,0,0,676,466,1,467,5,8,16,62,102,17,127,1,1,31,1,95,1
31,227,Tafalla,1-002-A,533,0,0,533,395,1,396,7,4,14,62,89,5,116,1,1,22,1,73,1
31,227,Tafalla,1-002-B,624,0,0,624,443,1,444,8,6,14,63,91,8,129,2,0,38,1,83,1
31,227,Tafalla,1-002-C,522,0,0,522,374,1,375,4,5,10,31,68,12,119,0,2,30,1,92,1
31,227,Tafalla,1-003-A,437,0,0,437,272,1,273,9,5,13,41,52,6,51,0,0,22,1,71,2
31,227,Tafalla,1-003-B,487,0,0,487,305,0,305,9,3,10,41,72,5,54,1,1,32,0,76,1
31,227,Tafalla,1-003-C,471,0,0,471,294,1,295,6,6,13,33,50,6,75,2,0,25,0,77,2
31,227,Tafalla,2-001-A,490,0,0,490,356,1,357,9,4,5,51,97,10,75,1,1,17,0,86,1
31,227,Tafalla,2-001-B,526,0,0,526,384,1,385,6,6,12,40,111,7,69,1,0,31,1,101,0
31,227,Tafalla,2-001-C,460,0,0,460,325,1,326,6,15,10,34,73,5,85,2,0,25,0,71,0
31,227,Tafalla,2-002-A,557,0,0,557,363,1,364,7,8,8,56,129,5,49,4,0,26,0,70,2
31,227,Tafalla,2-002-B,632,0,0,632,395,0,395,3,7,6,35,147,9,67,3,0,33,4,81,0
31,227,Tafalla,2-003-A,460,0,0,460,278,1,279,2,3,9,35,68,8,47,1,0,26,1,79,0
