Codcir;Codmun;Municipio;Mesa;Censo;Certif. Alta;Certif. Correc.;Censo Total;Votos Electores;Votos Interventores;Votos Totales;Votos Nulos;Votos Blancos;NA+;EH Bildu;I-E (n);PSN-PSOE;GBAI;SAIN;VOX;EQUO;RCN-NOK;Ln;PODEMOS
31;1;Abáigar;1-001 -U;80;0;0;80;59;0;59;0;0;18;10;0;4;19;0;0;0;1;0;7
31;2;Abárzuza / Abartzuza;1-001 -U;431;0;0;431;290;0;290;1;3;99;45;4;37;71;1;3;0;2;0;24
31;3;Abaurregaina / Abaurrea Alta;1-001 -U;117;0;0;117;94;0;94;0;1;21;33;1;12;21;2;0;0;0;0;3
31;4;Abaurrepea / Abaurrea Baja;1-001 -U;32;0;0;32;29;0;29;0;0;13;6;0;5;4;0;0;0;0;0;1
31;5;Aberin;1-001 -U;281;0;0;281;177;0;177;2;2;75;23;3;36;22;0;1;0;2;1;10
31;6;Ablitas;1-001 -A;445;0;0;445;326;0;326;5;4;134;9;10;133;20;0;5;0;0;0;6
31;6;Ablitas;1-001 -B;451;0;0;451;341;0;341;3;0;143;8;10;143;10;0;10;2;1;0;11
31;6;Ablitas;2-001 -A;495;0;0;495;412;0;412;7;6;204;3;8;128;26;0;6;4;1;0;19
31;6;Ablitas;2-001 -B;481;0;0;481;399;0;399;1;5;198;7;8;143;17;0;5;0;1;2;12
31;7;Adiós;1-001 -U;126;0;0;126;96;0;96;4;3;42;11;2;14;15;0;0;0;1;0;4
31;8;Aguilar de Codés;1-001 -U;64;0;0;64;52;0;52;0;0;26;2;1;10;7;0;0;0;0;0;6
31;9;Aibar / Oibar;1-001 -U;669;0;0;669;501;0;501;3;0;142;88;16;109;112;1;0;3;3;0;24
31;11;Allín / Allin;1-001 -A;207;0;0;207;165;0;165;0;1;54;25;5;29;28;0;0;0;3;0;20
31;11;Allín / Allin;1-001 -B;245;0;0;245;181;0;181;1;0;84;30;1;19;34;0;3;1;3;1;4
31;11;Allín / Allin;1-001 -C;252;0;0;252;182;0;182;0;0;66;43;10;18;25;0;3;1;0;0;16
31;12;Allo;1-001 -U;765;0;0;765;558;0;558;4;15;177;45;19;188;76;0;4;3;3;1;23
31;10;Altsasu / Alsasua;1-001 -A;753;0;0;753;550;0;550;5;3;64;183;11;42;203;0;3;3;0;0;33
31;10;Altsasu / Alsasua;1-001 -B;728;0;0;728;517;0;517;3;1;61;159;12;35;226;0;2;0;1;0;17
31;10;Altsasu / Alsasua;1-002 -A;522;0;0;522;372;0;372;1;1;48;96;12;34;162;0;1;0;0;0;17
31;10;Altsasu / Alsasua;1-002 -B;609;0;0;609;434;0;434;2;7;44;103;7;50;191;0;2;1;1;0;26
31;10;Altsasu / Alsasua;2-001 -A;466;0;0;466;314;0;314;4;6;35;92;8;33;121;0;1;1;0;0;13
31;10;Altsasu / Alsasua;2-001 -B;465;0;0;465;310;0;310;4;4;37;68;6;32;142;0;2;0;0;0;15
31;10;Altsasu / Alsasua;2-002 -A;636;0;0;636;426;0;426;3;3;53;70;8;59;193;0;3;0;3;0;31
31;10;Altsasu / Alsasua;2-002 -B;641;0;0;641;423;0;423;2;3;46;61;14;76;187;0;1;3;1;0;29
31;10;Altsasu / Alsasua;2-003 -A;471;0;0;471;324;0;324;5;1;35;74;5;35;138;0;3;2;1;0;25
31;10;Altsasu / Alsasua;2-003 -B;428;0;0;428;295;0;295;2;2;62;60;7;40;98;0;1;1;2;0;20
31;13;Améscoa Baja;1-001 -A;344;0;0;344;246;0;246;1;3;65;64;9;28;57;0;0;0;2;0;17
31;13;Améscoa Baja;1-001 -B;279;0;0;279;180;0;180;0;7;50;29;3;35;46;1;0;1;1;0;7
31;14;Ancín / Antzin;1-001 -U;264;0;0;264;181;0;181;1;0;70;53;0;19;24;0;0;1;1;0;12
31;15;Andosilla;1-001 -A;320;0;0;320;234;0;234;3;0;120;24;4;56;14;0;2;0;1;1;9
31;15;Andosilla;1-001 -B;361;0;0;361;258;0;258;2;4;140;22;4;59;20;0;2;0;1;1;3
31;15;Andosilla;2-001 -A;313;0;0;313;228;0;228;0;4;114;17;4;59;19;0;2;0;1;0;8
31;15;Andosilla;2-001 -B;485;0;0;485;367;0;367;2;3;141;23;9;130;42;0;4;1;0;2;10
31;15;Andosilla;2-001 -C;513;0;0;513;400;0;400;4;5;158;31;7;136;40;0;1;0;0;0;18
31;16;Ansoáin / Antsoain;1-001 -A;573;0;0;573;375;0;375;2;0;56;80;14;124;81;0;2;3;0;0;13
31;16;Ansoáin / Antsoain;1-001 -B;593;0;0;593;399;0;399;3;2;60;72;15;129;80;2;4;1;1;1;29
31;16;Ansoáin / Antsoain;1-002 -A;467;0;0;467;359;0;359;5;4;58;87;22;90;62;0;3;1;1;2;24
31;16;Ansoáin / Antsoain;1-002 -B;587;0;0;587;441;0;441;2;1;86;68;19;148;75;1;1;2;2;0;36
31;16;Ansoáin / Antsoain;1-002 -C;505;0;0;505;380;0;380;1;2;56;87;25;103;67;0;2;1;1;2;33
31;16;Ansoáin / Antsoain;1-003 -A;713;0;0;713;516;0;516;8;4;95;109;23;116;111;1;4;3;1;4;37
31;16;Ansoáin / Antsoain;1-003 -B;740;0;0;740;541;0;541;3;2;112;122;19;115;122;0;6;3;1;1;35
31;16;Ansoáin / Antsoain;1-004 -A;603;0;0;603;409;0;409;1;0;54;96;19;126;83;1;1;2;2;0;24
31;16;Ansoáin / Antsoain;1-004 -B;573;0;0;573;386;0;386;1;0;49;67;16;146;68;1;3;2;0;0;33
31;16;Ansoáin / Antsoain;1-005 -A;524;0;0;524;382;0;382;3;0;49;108;17;95;73;0;2;0;1;2;32
31;16;Ansoáin / Antsoain;1-005 -B;544;0;0;544;402;0;402;4;3;68;79;20;105;69;1;1;0;3;0;49
31;16;Ansoáin / Antsoain;1-006 -A;642;0;0;642;485;0;485;5;1;116;103;16;118;90;0;4;3;0;0;29
31;16;Ansoáin / Antsoain;1-006 -B;700;0;0;700;521;0;521;2;4;119;118;22;116;95;0;2;2;4;0;37
31;17;Anue;1-001 -U;367;0;0;367;281;0;281;0;5;78;75;1;24;86;1;4;0;0;1;6
31;18;Añorbe;1-001 -U;419;0;0;419;276;0;276;1;3;95;29;5;68;48;0;1;0;1;0;25
31;19;Aoiz / Agoitz;1-001 -U;729;0;0;729;525;0;525;8;7;124;181;10;48;116;0;6;0;1;1;23
31;19;Aoiz / Agoitz;2-001 -A;565;0;0;565;397;0;397;3;1;86;167;1;46;75;0;1;2;0;0;15
31;19;Aoiz / Agoitz;2-001 -B;517;0;0;517;361;0;361;2;7;68;138;6;38;72;0;4;2;1;0;23
31;20;Araitz;1-001 -U;433;0;0;433;264;0;264;2;1;9;149;5;1;92;0;0;0;1;0;4
31;25;Arakil;1-001 -A;337;0;0;337;223;0;223;3;0;60;50;3;26;55;0;0;2;0;1;23
31;25;Arakil;1-001 -B;422;0;0;422;299;0;299;1;3;59;111;4;30;80;0;6;2;0;0;3
31;21;Aranarache / Aranaratxe;1-001 -U;59;0;0;59;46;0;46;0;1;12;17;1;4;8;0;0;1;0;0;2
31;23;Aranguren;1-001 -A;565;0;0;565;435;0;435;3;3;153;39;6;91;88;0;8;3;7;0;34
31;23;Aranguren;1-001 -B;707;0;0;707;554;0;554;3;4;218;42;20;103;114;2;6;3;7;0;32
31;23;Aranguren;1-001 -C;647;0;0;647;492;0;492;2;13;189;38;20;92;91;0;10;3;5;2;27
31;23;Aranguren;1-002 -A;457;0;0;457;366;0;366;1;7;106;69;5;42;117;1;6;1;2;0;9
31;23;Aranguren;1-002 -B;641;0;0;641;515;0;515;3;6;256;32;12;85;75;0;10;5;2;0;29
31;23;Aranguren;1-003 -A;509;0;0;509;418;0;418;1;5;192;43;14;71;70;1;5;3;1;1;11
31;23;Aranguren;1-003 -B;560;0;0;560;448;0;448;4;5;196;32;12;95;67;0;3;3;4;0;27
31;23;Aranguren;1-003 -C;517;0;0;517;420;0;420;1;3;185;46;13;78;60;0;5;1;1;0;27
31;23;Aranguren;1-004 -A;725;0;0;725;564;0;564;4;5;278;30;13;88;85;2;16;1;4;0;38
31;23;Aranguren;1-004 -B;767;0;0;767;590;0;590;4;3;307;22;11;96;106;2;5;4;2;1;27
31;23;Aranguren;1-004 -C;810;0;0;810;620;0;620;0;5;311;43;16;96;92;1;8;2;1;1;44
31;23;Aranguren;1-004 -D;729;0;0;729;573;0;573;7;2;283;35;9;96;98;2;7;2;2;0;30
31;24;Arano;1-001 -U;102;0;0;102;62;0;62;1;0;4;39;0;1;15;0;0;0;0;0;2
31;22;Arantza;1-001 -U;480;0;0;480;351;0;351;6;5;22;171;3;10;128;0;0;0;0;1;5
31;26;Aras;1-001 -U;131;0;0;131;110;0;110;0;0;47;5;0;40;15;0;1;0;0;0;2
31;27;Arbizu;1-001 -U;812;0;0;812;570;0;570;1;5;35;313;1;12;195;1;1;0;0;0;6
31;28;Arce / Artzi;1-001 -U;220;0;0;220;143;0;143;0;2;31;52;1;11;38;1;0;1;0;1;5
31;30;Arellano;1-001 -U;138;0;0;138;98;0;98;0;3;16;28;2;13;24;0;0;0;0;0;12
31;31;Areso;1-001 -U;221;0;0;221;153;0;153;1;3;15;66;2;8;57;0;0;0;0;0;1
31;32;Arguedas;1-001 -A;584;0;0;584;448;1;449;6;1;170;10;12;215;18;1;0;2;1;0;13
31;32;Arguedas;1-001 -B;656;0;0;656;533;0;533;6;10;230;12;17;222;21;0;1;3;0;0;11
31;32;Arguedas;2-001 -U;432;0;0;432;325;0;325;1;6;138;7;14;136;9;0;0;0;3;1;10
31;33;Aria;1-001 -U;45;0;0;45;28;0;28;0;1;6;9;3;1;8;0;0;0;0;0;0
31;34;Aribe;1-001 -U;31;0;0;31;27;0;27;0;0;6;9;1;0;10;0;0;0;0;0;1
31;35;Armañanzas;1-001 -U;50;0;0;50;41;0;41;0;0;16;1;0;14;8;0;0;1;0;0;1
31;36;Arróniz;1-001 -A;493;0;0;493;315;0;315;6;5;92;37;12;94;53;0;4;2;1;1;8
31;36;Arróniz;1-001 -B;397;0;0;397;284;0;284;6;0;92;35;14;74;50;0;4;1;4;0;4
31;37;Arruazu;1-001 -U;89;0;0;89;74;0;74;1;2;3;34;0;3;29;0;0;0;0;0;2
31;38;Artajona;1-001 -A;655;0;0;655;497;0;497;6;2;200;46;9;123;70;0;9;2;4;0;26
31;38;Artajona;1-001 -B;687;0;0;687;549;0;549;7;6;216;38;16;135;103;0;6;1;1;3;17
31;39;Artazu;1-001 -U;92;0;0;92;68;0;68;2;0;15;25;3;16;5;0;0;0;0;0;2
31;40;Atez / Atetz;1-001 -U;184;0;0;184;152;0;152;0;1;59;45;1;11;27;0;3;0;0;0;5
31;58;Auritz / Burguete;1-001 -U;200;0;0;200;178;0;178;1;2;50;39;5;13;60;0;4;0;1;2;1
31;41;Ayegui / Aiegi;1-001 -A;635;0;0;635;458;0;458;0;5;156;76;10;87;74;1;9;6;5;1;28
31;41;Ayegui / Aiegi;1-001 -B;514;0;0;514;346;0;346;3;8;122;36;7;74;60;0;4;2;3;1;26
31;41;Ayegui / Aiegi;1-001 -C;509;0;0;509;353;0;353;5;3;139;45;9;49;72;0;4;0;4;1;22
31;42;Azagra;1-001 -A;485;0;0;485;354;1;355;3;3;195;2;0;131;12;0;3;1;0;0;5
31;42;Azagra;1-001 -B;508;0;0;508;414;1;415;5;0;243;2;1;139;9;1;8;0;1;0;6
31;42;Azagra;1-001 -C;412;0;0;412;296;0;296;2;3;158;2;0;115;0;1;5;2;1;0;7
31;42;Azagra;2-001 -A;628;0;0;628;465;1;466;3;3;158;6;5;254;14;0;7;1;3;0;12
31;42;Azagra;2-001 -B;661;0;0;661;506;0;506;3;0;206;4;4;252;12;0;9;3;2;2;9
31;43;Azuelo;1-001 -U;31;0;0;31;23;0;23;0;0;11;0;0;4;7;0;1;0;0;0;0
31;44;Bakaiku;1-001 -U;294;0;0;294;235;0;235;0;3;33;126;1;8;61;0;0;0;0;1;2
31;901;Barañáin / Barañain;1-001 -A;468;0;0;468;328;0;328;3;2;136;30;9;73;49;2;5;3;0;2;14
31;901;Barañáin / Barañain;1-001 -B;486;0;0;486;330;0;330;2;1;177;19;12;62;41;0;7;1;1;0;7
31;901;Barañáin / Barañain;1-002 -A;490;0;0;490;321;0;321;3;1;110;35;11;74;60;0;6;1;3;0;17
31;901;Barañáin / Barañain;1-002 -B;491;0;0;491;304;0;304;2;5;101;24;12;67;51;0;12;1;1;0;28
31;901;Barañáin / Barañain;1-003 -A;711;0;0;711;482;0;482;1;3;200;47;18;104;71;0;7;3;1;0;27
31;901;Barañáin / Barañain;1-003 -B;753;0;0;753;519;0;519;5;5;187;52;16;124;86;0;9;0;1;3;31
31;901;Barañáin / Barañain;1-004 -A;535;0;0;535;403;0;403;1;2;129;49;11;106;75;1;4;3;1;2;19
31;901;Barañáin / Barañain;1-004 -B;506;0;0;506;370;0;370;1;4;150;49;9;71;63;0;7;3;2;0;11
31;901;Barañáin / Barañain;1-004 -C;482;0;0;482;358;0;358;2;0;135;32;5;95;59;2;1;3;1;0;23
31;901;Barañáin / Barañain;1-005 -A;616;0;0;616;422;0;422;1;2;134;58;13;106;75;0;5;1;2;0;25
31;901;Barañáin / Barañain;1-005 -B;667;0;0;667;476;0;476;4;3;164;71;17;106;79;0;0;0;2;0;30
31;901;Barañáin / Barañain;1-005 -C;566;0;0;566;406;0;406;0;2;124;59;14;106;76;0;1;1;2;0;21
31;901;Barañáin / Barañain;1-006 -A;669;0;0;669;450;0;450;6;2;132;63;18;102;76;0;6;5;1;0;39
31;901;Barañáin / Barañain;1-006 -B;642;0;0;642;450;0;450;4;0;139;69;11;110;62;0;7;5;0;0;43
31;901;Barañáin / Barañain;1-007 -A;690;0;0;690;525;0;525;0;2;149;88;20;120;105;1;7;5;2;2;24
31;901;Barañáin / Barañain;1-007 -B;725;0;0;725;560;0;560;3;5;159;86;27;120;122;0;2;8;5;1;22
31;901;Barañáin / Barañain;1-008 -A;649;0;0;649;483;0;483;0;2;161;57;22;106;98;0;8;3;1;2;23
31;901;Barañáin / Barañain;1-008 -B;620;0;0;620;481;0;481;2;5;183;73;19;66;99;0;3;0;1;1;29
31;901;Barañáin / Barañain;1-008 -C;621;0;0;621;451;0;451;1;1;166;54;18;91;90;0;7;1;3;0;19
31;901;Barañáin / Barañain;1-009 -A;429;0;0;429;272;0;272;0;0;69;59;10;67;46;0;2;0;1;1;17
31;901;Barañáin / Barañain;1-009 -B;447;0;0;447;294;0;294;0;2;83;63;5;69;47;0;5;3;1;0;16
31;901;Barañáin / Barañain;1-010 -A;587;0;0;587;443;0;443;2;7;114;76;18;89;93;1;4;1;3;1;34
31;901;Barañáin / Barañain;1-010 -B;608;0;0;608;451;0;451;2;3;101;75;25;97;103;1;3;3;0;1;37
31;901;Barañáin / Barañain;1-010 -C;545;0;0;545;378;0;378;4;4;99;68;15;81;72;1;2;3;0;0;29
31;901;Barañáin / Barañain;1-011 -A;776;0;0;776;580;0;580;0;2;242;68;19;77;126;0;13;3;1;2;27
31;901;Barañáin / Barañain;1-011 -B;722;0;0;722;561;0;561;1;3;232;66;16;101;92;1;8;3;1;1;36
31;45;Barásoain;1-001 -U;505;0;0;505;347;0;347;2;3;109;42;17;55;72;0;6;4;1;0;36
31;46;Barbarin;1-001 -U;53;0;0;53;39;0;39;0;0;27;1;0;7;1;0;0;0;0;0;3
31;47;Bargota;1-001 -U;236;0;0;236;167;0;167;1;1;64;27;1;37;34;0;1;0;0;0;1
31;48;Barillas;1-001 -U;161;0;0;161;129;0;129;0;2;88;0;1;19;9;0;7;0;1;0;2
31;49;Basaburua;1-001 -U;680;0;0;680;509;0;509;6;0;69;265;9;24;122;0;2;0;1;0;11
31;50;Baztan;1-001 -A;375;0;0;375;286;0;286;4;1;34;156;12;2;74;0;0;0;0;0;3
31;50;Baztan;1-001 -B;447;0;0;447;322;0;322;4;5;56;127;5;20;99;0;1;0;1;0;4
31;50;Baztan;1-001 -C;355;0;0;355;263;0;263;1;1;34;118;9;5;94;0;0;0;0;0;1
31;50;Baztan;2-001 -A;527;0;0;527;363;0;363;6;6;91;117;7;28;99;0;0;0;3;1;5
31;50;Baztan;2-001 -B;419;0;0;419;297;0;297;6;3;59;97;7;16;102;0;0;2;0;0;5
31;50;Baztan;2-001 -C;509;0;0;509;351;0;351;7;7;91;117;4;20;91;0;1;0;2;1;10
31;50;Baztan;2-002 -A;584;0;0;584;407;0;407;4;6;74;146;9;38;115;0;3;0;1;2;9
31;50;Baztan;2-002 -B;756;0;0;756;505;0;505;4;10;92;165;12;41;159;0;3;2;1;2;14
31;50;Baztan;2-002 -C;431;0;0;431;302;0;302;6;4;58;119;11;16;85;0;1;0;1;0;1
31;50;Baztan;3-001 -U;620;0;0;620;423;0;423;10;2;78;154;9;25;134;0;5;1;0;0;5
31;50;Baztan;3-002 -A;206;0;0;206;148;0;148;2;1;27;57;2;10;43;1;0;0;0;1;4
31;50;Baztan;3-002 -B;256;0;0;256;191;0;191;1;7;45;51;2;16;63;0;2;0;0;0;4
31;50;Baztan;3-002 -C;522;0;0;522;404;0;404;3;2;63;156;30;24;121;0;2;0;0;0;3
31;137;Beintza-Labaien;1-001 -U;198;0;0;198;107;0;107;3;4;28;22;0;5;42;0;1;0;1;0;1
31;51;Beire;1-001 -U;234;0;0;234;168;0;168;0;4;69;20;5;35;20;0;4;2;0;0;9
31;52;Belascoáin;1-001 -U;101;0;0;101;75;0;75;2;0;31;4;4;15;14;0;1;0;0;0;4
31;250;Bera;1-001 -A;738;0;0;738;515;0;515;7;1;65;162;13;63;187;0;1;1;0;0;15
31;250;Bera;1-001 -B;741;0;0;741;470;0;470;0;1;71;165;3;42;160;0;3;3;0;0;22
31;250;Bera;1-002 -U;723;0;0;723;513;0;513;3;5;55;178;5;34;197;1;0;1;0;0;34
31;250;Bera;2-001 -U;540;0;0;540;375;0;375;3;3;24;145;3;26;158;0;0;1;0;0;12
31;53;Berbinzana;1-001 -U;507;0;0;507;397;0;397;1;8;140;60;13;103;56;1;0;0;2;1;12
31;905;Beriáin;1-001 -A;670;0;0;670;442;0;442;2;4;150;22;14;128;62;4;11;4;1;0;40
31;905;Beriáin;1-001 -B;725;0;0;725;503;0;503;1;6;138;39;27;162;61;5;9;7;5;2;41
31;905;Beriáin;1-002 -A;825;0;0;825;566;0;566;2;5;257;35;14;120;74;3;16;5;4;0;31
31;905;Beriáin;1-002 -B;751;0;0;751;505;0;505;4;3;151;46;6;152;72;7;6;7;2;0;49
31;902;Berrioplano / Berriobeiti;1-001 -A;560;0;0;560;418;0;418;1;1;144;66;13;87;81;0;4;3;3;0;15
31;902;Berrioplano / Berriobeiti;1-001 -B;535;0;0;535;353;0;353;0;6;129;42;5;59;67;0;26;1;1;1;16
31;902;Berrioplano / Berriobeiti;1-001 -C;639;0;0;639;475;0;475;3;3;174;64;12;79;104;0;13;3;3;1;16
31;902;Berrioplano / Berriobeiti;1-002 -A;637;0;0;637;459;0;459;3;6;161;54;16;88;82;1;11;6;2;1;28
31;902;Berrioplano / Berriobeiti;1-002 -B;719;0;0;719;477;0;477;2;6;152;80;12;90;83;1;7;6;0;1;37
31;902;Berrioplano / Berriobeiti;1-002 -C;709;0;0;709;476;0;476;1;5;169;65;19;87;85;0;7;5;2;1;30
31;902;Berrioplano / Berriobeiti;1-003 -A;396;0;0;396;279;0;279;0;2;108;42;6;43;56;0;6;2;1;0;13
31;902;Berrioplano / Berriobeiti;1-003 -B;448;0;0;448;321;0;321;0;4;120;32;4;54;69;0;12;1;1;0;24
31;903;Berriozar;1-001 -A;629;0;0;629;444;1;445;8;2;109;121;11;87;75;1;3;4;0;1;23
31;903;Berriozar;1-001 -B;749;0;0;749;526;0;526;1;5;138;132;11;115;90;0;5;2;0;0;27
31;903;Berriozar;1-002 -A;534;0;0;534;300;1;301;2;3;64;87;13;84;34;0;2;0;0;1;11
31;903;Berriozar;1-002 -B;527;0;0;527;312;0;312;3;3;74;77;12;92;25;1;4;1;0;3;17
31;903;Berriozar;1-003 -A;746;0;0;746;463;1;464;1;3;91;123;24;114;59;0;14;2;7;1;25
31;903;Berriozar;1-003 -B;700;0;0;700;443;1;444;4;3;106;93;22;124;60;1;3;0;1;0;27
31;903;Berriozar;1-005 -A;585;0;0;585;373;1;374;4;1;104;71;11;89;59;0;0;2;3;2;28
31;903;Berriozar;1-005 -B;636;0;0;636;429;0;429;3;1;98;79;18;122;71;2;6;5;0;2;22
31;903;Berriozar;1-006 -A;561;0;0;561;371;0;371;2;3;80;87;17;82;55;0;8;2;1;1;33
31;903;Berriozar;1-006 -B;647;0;0;647;441;1;442;1;7;96;101;23;92;62;0;5;3;9;0;43
31;903;Berriozar;1-006 -C;574;1;0;575;379;1;380;1;3;88;107;16;74;55;0;3;2;1;0;30
31;54;Bertizarana;1-001 -U;453;0;0;453;296;0;296;4;4;50;114;2;29;86;0;1;0;1;0;5
31;55;Betelu;1-001 -U;263;0;0;263;195;0;195;1;2;21;66;0;11;91;0;0;0;0;0;3
31;253;Bidaurreta;1-001 -U;120;0;0;120;106;0;106;0;0;4;46;1;6;43;0;0;0;1;1;4
31;56;Biurrun-Olcoz;1-001 -U;189;0;0;189;130;0;130;2;4;46;26;5;23;14;0;2;2;1;0;5
31;57;Buñuel;1-001 -A;385;1;0;386;303;1;304;5;6;157;3;9;103;8;0;6;1;0;0;6
31;57;Buñuel;1-001 -B;407;1;0;408;323;1;324;3;2;174;1;6;112;12;0;3;1;2;2;6
31;57;Buñuel;2-001 -A;474;0;0;474;391;0;391;3;8;164;2;4;167;15;0;10;0;2;2;14
31;57;Buñuel;2-001 -B;472;0;0;472;385;2;387;5;7;167;1;10;171;12;0;1;1;2;0;10
31;59;Burgui / Burgi;1-001 -U;183;0;0;183;130;0;130;0;0;28;47;1;25;21;1;1;0;0;0;6
31;60;Burlada / Burlata;1-001 -A;624;0;0;624;465;0;465;1;3;105;102;20;92;95;3;5;3;1;1;34
31;60;Burlada / Burlata;1-001 -B;672;0;0;672;494;0;494;2;2;134;93;11;93;116;0;2;5;4;0;32
31;60;Burlada / Burlata;1-001 -C;607;0;0;607;426;0;426;1;1;119;73;10;91;84;1;1;1;2;0;42
31;60;Burlada / Burlata;1-002 -A;492;0;0;492;291;0;291;0;1;102;52;12;47;51;0;3;2;0;1;20
31;60;Burlada / Burlata;1-002 -B;506;0;0;506;329;0;329;2;1;109;50;7;79;55;0;2;1;0;1;22
31;60;Burlada / Burlata;1-003 -A;442;0;0;442;287;0;287;1;0;68;50;9;68;66;0;2;2;0;1;20
31;60;Burlada / Burlata;1-003 -B;469;0;0;469;303;0;303;1;3;77;52;10;84;51;0;0;0;1;1;23
31;60;Burlada / Burlata;1-004 -A;536;0;0;536;337;0;337;0;3;104;52;7;63;80;0;4;2;4;0;18
31;60;Burlada / Burlata;1-004 -B;490;0;0;490;303;0;303;1;1;104;43;10;63;54;1;3;3;2;1;17
31;60;Burlada / Burlata;1-005 -A;689;0;0;689;496;0;496;3;3;140;95;9;87;113;0;1;6;1;0;38
31;60;Burlada / Burlata;1-005 -B;735;0;0;735;509;0;509;4;3;142;84;9;115;99;0;9;3;1;1;39
31;60;Burlada / Burlata;1-005 -C;624;0;0;624;430;0;430;0;5;116;77;19;94;72;0;2;4;2;0;39
31;60;Burlada / Burlata;2-001 -A;594;0;0;594;375;0;375;5;1;88;71;18;84;65;0;4;4;2;1;32
31;60;Burlada / Burlata;2-001 -B;597;0;0;597;371;0;371;0;4;112;70;13;86;50;2;3;2;4;1;24
31;60;Burlada / Burlata;2-002 -A;411;0;0;411;243;0;243;1;0;60;45;11;62;42;0;2;2;0;0;19
31;60;Burlada / Burlata;2-002 -B;434;0;0;434;242;0;242;2;1;75;38;9;43;31;1;2;2;3;2;33
31;60;Burlada / Burlata;2-003 -A;392;0;0;392;229;0;229;3;4;45;47;8;45;47;0;1;3;1;1;24
31;60;Burlada / Burlata;2-003 -B;379;0;0;379;217;0;217;1;2;57;45;2;44;39;0;1;2;0;0;24
31;60;Burlada / Burlata;2-004 -A;596;0;0;596;405;0;405;1;1;117;79;11;66;92;2;5;2;2;2;25
31;60;Burlada / Burlata;2-004 -B;607;0;0;607;410;0;410;2;5;135;54;14;80;86;1;3;1;1;1;27
31;60;Burlada / Burlata;2-005 -A;573;0;0;573;397;0;397;0;2;100;70;8;96;81;0;5;1;1;1;32
31;60;Burlada / Burlata;2-005 -B;628;0;0;628;431;0;431;3;0;112;66;14;95;96;0;2;0;1;1;41
31;60;Burlada / Burlata;2-006 -A;655;0;0;655;458;0;458;5;2;121;86;10;99;84;0;9;5;1;0;36
31;60;Burlada / Burlata;2-006 -B;724;0;0;724;524;0;524;5;2;136;83;19;108;106;2;9;0;1;0;53
31;60;Burlada / Burlata;2-006 -C;722;0;0;722;470;0;470;2;0;128;84;10;103;99;0;6;3;1;0;34
31;62;Cabanillas;1-001 -A;550;0;0;550;419;0;419;5;7;152;12;13;181;21;0;6;0;2;1;19
31;62;Cabanillas;1-001 -B;520;0;0;520;409;0;409;2;2;167;3;19;178;26;1;3;2;0;0;6
31;63;Cabredo;1-001 -U;83;0;0;83;65;0;65;1;0;33;13;1;11;6;0;0;0;0;0;0
31;64;Cadreita;1-001 -A;589;0;0;589;520;0;520;6;3;236;11;5;205;28;0;2;0;1;0;14
31;64;Cadreita;1-001 -B;796;0;0;796;718;0;718;6;4;325;28;8;272;51;1;2;0;3;0;18
31;65;Caparroso;1-001 -U;657;0;0;657;475;0;475;4;7;233;25;9;134;28;2;6;3;3;2;19
31;65;Caparroso;2-001 -A;601;0;0;601;489;0;489;8;9;202;30;8;172;28;0;7;0;1;0;24
31;65;Caparroso;2-001 -B;597;0;0;597;489;0;489;6;3;204;26;8;182;29;0;8;0;1;0;22
31;66;Cárcar;1-001 -A;397;0;0;397;316;0;316;4;3;131;17;3;113;26;1;1;1;3;2;11
31;66;Cárcar;1-001 -B;419;0;0;419;349;1;350;3;6;158;13;5;128;16;0;4;0;5;0;12
31;67;Carcastillo;1-001 -A;406;0;0;406;290;0;290;5;4;105;8;7;85;37;1;12;1;4;1;20
31;67;Carcastillo;1-001 -B;340;0;0;340;248;0;248;3;1;89;10;2;87;35;0;7;0;0;0;14
31;67;Carcastillo;1-001 -C;223;0;0;223;159;0;159;2;2;64;5;6;58;10;0;8;0;0;0;4
31;67;Carcastillo;2-001 -A;488;0;0;488;324;0;324;10;2;122;24;3;103;39;0;9;0;2;0;10
31;67;Carcastillo;2-001 -B;432;0;0;432;360;0;360;5;9;141;15;6;129;40;0;6;0;2;0;7
31;68;Cascante;1-001 -A;422;0;0;422;291;0;291;6;2;130;14;2;107;14;0;2;0;2;0;12
31;68;Cascante;1-001 -B;480;0;0;480;353;0;353;6;2;157;9;5;128;21;1;4;2;5;1;12
31;68;Cascante;2-001 -A;407;0;0;407;309;0;309;5;0;128;10;12;112;20;0;5;1;1;0;15
31;68;Cascante;2-001 -B;372;0;0;372;298;0;298;1;4;149;8;6;97;13;0;8;0;1;0;11
31;68;Cascante;3-001 -A;545;0;0;545;400;0;400;3;2;168;8;9;158;21;0;3;1;4;0;23
31;68;Cascante;3-001 -B;573;0;0;573;461;0;461;8;3;201;13;10;184;7;0;10;0;3;0;22
31;69;Cáseda;1-001 -A;432;0;0;432;364;0;364;2;3;163;46;12;78;34;0;0;0;3;0;23
31;69;Cáseda;1-001 -B;395;0;0;395;322;0;322;2;3;140;38;9;74;34;0;1;0;2;0;19
31;70;Castejón;1-001 -A;737;0;0;737;535;1;536;2;10;226;24;70;154;14;0;8;2;2;0;24
31;70;Castejón;1-001 -B;679;0;0;679;503;1;504;2;7;192;17;79;149;18;0;8;7;4;2;19
