Codcir;Codmun;Municipio;Mesa;Censo;Certif. Alta;Certif. Correc.;Censo Total;Votos Electores;Votos Interventores;Votos Totales;Votos Nulos;Votos Blancos;NA+;EH Bildu;I-E (n);PSN-PSOE;GBAI;SAIN;VOX;EQUO;RCN-NOK;Ln;PODEMOS
31;232;Tudela;3-003 -B;604;0;0;604;429;0;429;7;3;220;9;33;112;19;0;7;3;1;1;14
31;232;Tudela;3-004 -A;488;0;0;488;333;0;333;0;0;203;6;14;71;15;0;9;0;0;0;15
31;232;Tudela;3-004 -B;582;0;0;582;428;0;428;2;4;247;8;21;91;24;1;5;2;2;0;21
31;232;Tudela;3-004 -C;468;0;0;468;329;0;329;0;1;208;6;15;56;15;0;13;1;1;2;11
31;232;Tudela;3-005 -A;646;0;0;646;424;0;424;6;5;214;14;29;99;22;0;14;4;1;0;16
31;232;Tudela;3-005 -B;752;0;0;752;494;0;494;2;6;232;9;42;150;15;1;15;1;2;0;19
31;232;Tudela;3-005 -C;667;0;0;667;432;0;432;2;2;208;7;33;125;18;0;14;1;0;0;22
31;232;Tudela;3-006 -U;693;0;0;693;425;0;425;6;6;197;6;33;132;13;0;10;1;0;0;21
31;232;Tudela;3-007 -A;656;0;0;656;494;0;494;3;4;278;17;25;100;26;1;17;4;0;0;19
31;232;Tudela;3-007 -B;675;0;0;675;516;0;516;5;5;284;9;37;113;29;0;19;1;0;0;14
31;232;Tudela;4-001 -U;668;0;0;668;419;0;419;2;5;191;20;34;114;22;0;7;4;0;0;20
31;232;Tudela;4-002 -A;580;0;0;580;321;0;321;5;3;129;7;37;100;14;0;6;0;0;1;19
31;232;Tudela;4-002 -B;607;0;0;607;363;0;363;1;1;132;10;49;128;15;0;8;1;0;1;17
31;232;Tudela;4-003 -A;579;0;0;579;376;0;376;9;4;166;18;31;106;17;0;7;1;0;0;17
31;232;Tudela;4-003 -B;539;0;0;539;381;0;381;4;3;179;8;21;102;18;0;10;4;0;0;32
31;232;Tudela;4-004 -A;620;0;0;620;377;0;377;1;4;171;6;27;112;24;0;4;1;1;0;26
31;232;Tudela;4-004 -B;736;0;0;736;497;0;497;1;8;186;11;40;170;24;0;15;2;0;0;40
31;232;Tudela;4-005 -A;450;0;0;450;322;0;322;0;3;175;6;18;88;13;0;7;0;0;0;12
31;232;Tudela;4-005 -B;486;0;0;486;332;0;332;1;1;182;11;13;85;11;0;11;1;0;0;16
31;232;Tudela;4-006 -A;787;0;0;787;566;0;566;5;2;246;14;62;149;33;0;13;6;2;1;33
31;232;Tudela;4-006 -B;762;0;0;762;559;0;559;4;8;238;21;42;154;32;0;14;5;3;0;38
31;233;Tulebras;1-001 -U;94;0;0;94;76;0;76;0;0;50;0;1;17;3;0;2;0;2;0;1
31;234;Ucar;1-001 -U;150;0;0;150;104;0;104;1;0;51;9;1;21;15;0;0;0;0;0;6
31;123;Uharte Arakil;1-001 -U;619;0;0;619;357;0;357;3;6;68;125;4;32;99;1;1;0;0;0;18
31;235;Ujué / Uxue;1-001 -U;157;0;0;157;122;0;122;4;1;28;32;4;26;24;0;0;0;0;0;3
31;236;Ultzama;1-001 -A;663;0;0;663;476;0;476;7;5;161;110;2;42;138;1;4;2;0;0;4
31;236;Ultzama;1-001 -B;658;0;0;658;503;0;503;2;5;143;136;7;47;129;0;7;5;0;0;22
31;237;Unciti;1-001 -U;184;0;0;184;143;0;143;0;0;64;12;6;24;31;0;0;0;1;0;5
31;238;Unzué / Untzue;1-001 -U;115;0;0;115;96;0;96;0;2;25;21;2;20;19;0;0;1;0;0;6
31;239;Urdazubi / Urdax;1-001 -U;283;0;0;283;254;0;254;1;11;67;37;2;22;107;0;5;0;1;0;1
31;240;Urdiain;1-001 -U;513;0;0;513;357;0;357;1;3;26;168;6;9;139;0;0;1;0;0;4
31;241;Urraul Alto;1-001 -U;125;0;0;125;98;0;98;0;2;43;13;4;9;20;0;1;0;0;1;5
31;242;Urraul Bajo;1-001 -U;267;0;0;267;167;0;167;1;3;64;30;3;18;34;1;1;3;0;1;8
31;244;Urroz;1-001 -U;156;0;0;156;95;0;95;2;0;17;19;0;13;43;0;1;0;0;0;0
31;243;Urroz-Villa;1-001 -U;304;0;0;304;212;0;212;4;2;61;55;9;24;45;1;1;1;1;0;8
31;245;Urzainqui / Urzainki;1-001 -U;76;0;0;76;60;0;60;0;3;25;12;2;2;14;0;0;0;0;1;1
31;246;Uterga;1-001 -U;128;0;0;128;97;0;97;2;0;31;11;5;20;24;0;2;0;0;0;2
31;247;Uztárroz / Uztarroze;1-001 -U;144;0;0;144;114;0;114;2;0;31;39;2;8;29;0;0;0;0;1;2
31;86;Valle de Egüés / Eguesibar;1-001 -A;368;0;0;368;301;0;301;0;1;166;38;6;24;57;0;2;1;0;0;6
31;86;Valle de Egüés / Eguesibar;1-001 -B;403;0;0;403;294;0;294;0;2;163;25;2;23;61;0;13;0;0;0;5
31;86;Valle de Egüés / Eguesibar;1-001 -C;332;0;0;332;248;0;248;1;1;98;41;14;31;47;0;4;0;0;1;10
31;86;Valle de Egüés / Eguesibar;1-001 -D;544;0;0;544;432;0;432;3;3;215;45;6;43;78;0;9;3;2;0;25
31;86;Valle de Egüés / Eguesibar;1-004 -A;533;0;0;533;426;0;426;0;3;317;8;3;35;37;1;12;3;3;0;4
31;86;Valle de Egüés / Eguesibar;1-004 -B;558;0;0;558;424;0;424;4;0;299;11;3;30;59;0;10;1;0;0;7
31;86;Valle de Egüés / Eguesibar;1-004 -C;499;0;0;499;375;0;375;0;2;288;5;0;33;34;1;6;2;0;0;4
31;86;Valle de Egüés / Eguesibar;1-005 -A;455;0;0;455;386;0;386;0;8;267;6;2;41;44;0;11;1;0;0;6
31;86;Valle de Egüés / Eguesibar;1-005 -B;555;0;0;555;451;0;451;0;2;318;11;3;53;41;1;16;0;1;0;5
31;86;Valle de Egüés / Eguesibar;1-006 -A;653;0;0;653;478;0;478;4;1;128;53;32;98;111;0;5;1;3;0;42
31;86;Valle de Egüés / Eguesibar;1-006 -B;650;0;0;650;463;0;463;3;4;128;39;30;104;107;1;9;4;4;0;30
31;86;Valle de Egüés / Eguesibar;1-006 -C;566;0;0;566;393;0;393;2;1;110;55;23;84;64;0;5;4;2;1;42
31;86;Valle de Egüés / Eguesibar;1-007 -A;750;0;0;750;561;0;561;1;6;151;86;21;135;113;0;9;4;1;1;33
31;86;Valle de Egüés / Eguesibar;1-007 -B;812;0;0;812;601;0;601;0;4;190;72;25;124;124;4;3;5;2;1;47
31;86;Valle de Egüés / Eguesibar;1-008 -A;561;0;0;561;374;0;374;0;1;91;82;12;58;92;0;4;4;4;1;25
31;86;Valle de Egüés / Eguesibar;1-008 -B;569;0;0;569;395;0;395;1;5;116;66;19;69;85;1;3;3;3;0;24
31;86;Valle de Egüés / Eguesibar;1-009 -A;665;0;0;665;472;0;472;3;1;127;84;28;93;98;0;6;4;4;0;28
31;86;Valle de Egüés / Eguesibar;1-009 -B;699;0;0;699;489;0;489;3;5;134;88;25;73;104;0;2;4;4;2;45
31;86;Valle de Egüés / Eguesibar;1-009 -C;647;0;0;647;459;0;459;3;4;105;81;22;108;105;2;1;0;4;0;24
31;86;Valle de Egüés / Eguesibar;1-010 -A;579;0;0;579;418;0;418;5;4;107;71;22;68;88;2;6;1;1;0;43
31;86;Valle de Egüés / Eguesibar;1-010 -B;577;0;0;577;426;0;426;0;5;97;75;22;81;94;1;4;3;3;1;40
31;86;Valle de Egüés / Eguesibar;1-010 -C;553;0;0;553;374;0;374;1;3;91;67;14;71;86;1;2;1;3;0;34
31;86;Valle de Egüés / Eguesibar;1-011 -A;549;0;0;549;411;0;411;0;2;109;64;23;70;93;0;6;6;2;0;36
31;86;Valle de Egüés / Eguesibar;1-011 -B;583;0;0;583;419;0;419;3;2;120;57;21;94;85;1;4;3;0;0;29
31;194;Valle de Ollo / Ollaran;1-001 -U;324;0;0;324;258;0;258;2;6;57;83;4;19;66;0;1;4;1;0;15
31;260;Valle de Yerri / Deierri;1-001 -A;450;0;0;450;298;0;298;3;5;93;74;8;40;61;0;3;1;1;1;8
31;260;Valle de Yerri / Deierri;1-001 -B;391;0;0;391;265;0;265;0;5;91;42;1;53;50;0;2;1;3;2;15
31;260;Valle de Yerri / Deierri;1-001 -C;408;0;0;408;277;0;277;1;2;107;75;7;33;46;0;0;0;0;0;6
31;249;Valtierra;1-001 -A;608;0;0;608;466;0;466;4;3;175;8;15;211;30;0;5;1;2;0;12
31;249;Valtierra;1-001 -B;466;0;0;466;372;0;372;7;2;166;8;16;145;17;0;0;0;0;0;11
31;249;Valtierra;2-001 -U;745;0;0;745;569;0;569;3;4;203;8;23;277;27;0;1;1;3;0;19
31;251;Viana;1-001 -A;743;0;0;743;567;0;567;5;5;266;40;5;131;73;0;8;2;1;0;31
31;251;Viana;1-001 -B;629;0;0;629;459;0;459;2;3;198;22;8;108;80;0;5;2;2;1;28
31;251;Viana;1-002 -A;569;0;0;569;454;0;454;3;4;144;42;12;129;63;0;10;3;2;0;42
31;251;Viana;1-002 -B;626;0;0;626;460;0;460;0;4;162;25;12;154;54;0;4;3;2;0;40
31;251;Viana;2-001 -U;577;0;0;577;398;0;398;5;2;121;35;4;138;39;1;7;5;7;1;33
31;252;Vidángoz / Bidankoze;1-001 -U;80;0;0;80;56;0;56;0;0;19;17;0;2;17;0;1;0;0;0;0
31;254;Villafranca;1-001 -A;553;0;0;553;434;0;434;1;6;228;18;3;133;28;0;3;3;0;0;11
31;254;Villafranca;1-001 -B;596;0;0;596;457;0;457;1;1;210;17;9;159;26;0;4;2;2;26;0
31;254;Villafranca;2-001 -A;374;0;0;374;304;0;304;3;0;137;19;5;104;15;0;1;1;1;1;17
31;254;Villafranca;2-001 -B;392;0;0;392;313;0;313;1;1;129;18;9;115;15;0;2;1;1;2;19
31;255;Villamayor de Monjardín;1-001 -U;103;0;0;103;79;0;79;0;1;37;7;3;16;8;0;1;0;0;0;6
31;257;Villatuerta;1-001 -A;480;0;0;480;317;0;317;5;3;100;43;8;84;48;0;0;0;1;0;25
31;257;Villatuerta;1-001 -B;420;0;0;420;306;0;306;3;4;93;39;12;83;54;0;0;1;0;1;16
31;258;Villava / Atarrabia;1-001 -A;627;0;0;627;453;0;453;2;4;121;125;16;55;104;1;3;3;0;1;18
31;258;Villava / Atarrabia;1-001 -B;639;0;0;639;453;0;453;5;3;112;112;12;58;113;0;2;4;5;0;27
31;258;Villava / Atarrabia;1-001 -C;530;0;0;530;379;0;379;3;5;95;108;9;51;90;0;1;3;2;1;11
31;258;Villava / Atarrabia;2-001 -A;647;0;0;647;466;0;466;2;3;95;138;18;65;127;1;3;1;3;2;8
31;258;Villava / Atarrabia;2-001 -B;645;0;0;645;453;0;453;2;3;84;136;17;55;133;0;2;0;0;0;21
31;258;Villava / Atarrabia;2-002 -A;583;0;0;583;428;0;428;2;3;92;123;13;76;90;3;0;1;3;0;22
31;258;Villava / Atarrabia;2-002 -B;561;0;0;561;391;0;391;1;5;105;86;15;67;90;0;0;4;3;0;15
31;258;Villava / Atarrabia;2-002 -C;532;0;0;532;358;0;358;1;2;69;90;14;69;86;0;1;3;1;1;21
31;258;Villava / Atarrabia;2-003 -A;562;0;0;562;434;0;434;2;4;117;116;9;59;111;0;2;1;2;2;9
31;258;Villava / Atarrabia;2-003 -B;622;0;0;622;445;0;445;2;2;113;112;18;61;114;2;2;5;1;0;13
31;258;Villava / Atarrabia;2-003 -C;561;0;0;561;404;0;404;1;1;106;99;9;64;101;1;3;1;2;0;16
31;258;Villava / Atarrabia;2-004 -A;708;0;0;708;558;0;558;2;3;112;138;25;112;144;0;2;4;1;0;14
31;258;Villava / Atarrabia;2-004 -B;671;0;0;671;500;0;500;1;2;120;115;19;101;112;1;2;3;4;2;18
31;261;Yesa;1-001 -U;239;0;0;239;184;0;184;1;3;87;10;4;44;18;0;7;2;1;0;7
31;262;Zabalza / Zabaltza;1-001 -U;232;0;0;232;197;0;197;0;1;50;38;7;20;50;0;2;4;2;13;10
31;73;Ziordia;1-001 -U;294;0;0;294;228;0;228;0;3;28;119;2;7;59;0;1;2;1;0;6
31;907;Zizur Mayor / Zizur Nagusia;1-001 -A;534;0;0;534;434;0;434;2;8;207;52;11;45;82;0;5;2;3;0;17
31;907;Zizur Mayor / Zizur Nagusia;1-001 -B;551;0;0;551;429;0;429;1;0;249;36;5;36;71;1;13;1;2;1;13
31;907;Zizur Mayor / Zizur Nagusia;1-002 -A;700;0;0;700;509;0;509;5;2;206;60;13;71;119;0;2;7;4;2;18
31;907;Zizur Mayor / Zizur Nagusia;1-002 -B;694;0;0;694;499;0;499;0;2;210;55;17;82;103;2;12;4;0;0;12
31;907;Zizur Mayor / Zizur Nagusia;1-003 -A;518;0;0;518;384;0;384;3;1;100;51;12;70;102;0;4;1;2;0;38
31;907;Zizur Mayor / Zizur Nagusia;1-003 -B;517;0;0;517;356;0;356;2;0;86;59;17;78;75;0;2;3;2;2;30
31;907;Zizur Mayor / Zizur Nagusia;1-003 -C;530;0;0;530;380;0;380;0;1;118;50;9;77;85;0;4;1;3;1;31
31;907;Zizur Mayor / Zizur Nagusia;1-004 -A;644;0;0;644;475;0;475;0;3;163;81;9;65;124;1;8;1;1;3;16
31;907;Zizur Mayor / Zizur Nagusia;1-004 -B;676;0;0;676;519;0;519;1;6;182;79;15;68;139;2;4;1;2;0;20
31;907;Zizur Mayor / Zizur Nagusia;1-004 -C;633;0;0;633;474;0;474;1;7;149;91;16;76;104;0;7;1;2;1;19
31;907;Zizur Mayor / Zizur Nagusia;1-005 -A;684;0;0;684;489;0;489;4;6;151;64;15;88;129;0;6;1;2;0;23
31;907;Zizur Mayor / Zizur Nagusia;1-005 -B;644;0;0;644;500;0;500;1;3;156;72;10;99;116;1;6;3;5;2;26
31;907;Zizur Mayor / Zizur Nagusia;1-006 -U;642;0;0;642;496;0;496;1;3;126;78;14;95;138;0;4;3;1;1;32
31;907;Zizur Mayor / Zizur Nagusia;1-007 -A;654;0;0;654;509;0;509;0;6;180;60;11;92;121;0;6;4;6;0;23
31;907;Zizur Mayor / Zizur Nagusia;1-007 -B;671;0;0;671;529;0;529;3;6;186;63;13;94;130;0;4;3;0;0;27
31;907;Zizur Mayor / Zizur Nagusia;1-008 -A;647;0;0;647;485;0;485;3;8;152;61;9;89;106;0;6;5;2;0;44
31;907;Zizur Mayor / Zizur Nagusia;1-008 -B;661;0;0;661;510;0;510;1;2;178;69;16;92;106;1;7;2;1;0;35
31;907;Zizur Mayor / Zizur Nagusia;1-008 -C;623;0;0;623;488;0;488;3;3;135;80;18;99;94;2;7;3;3;1;40
31;263;Zubieta;1-001 -U;232;0;0;232;158;0;158;1;3;6;97;1;5;44;0;0;0;0;0;1
31;264;Zugarramurdi;1-001 -U;177;0;0;177;111;0;111;3;2;14;41;2;11;33;0;1;0;0;0;4
31;265;Zúñiga;1-001 -U;77;0;0;77;52;0;52;0;1;10;9;1;5;17;0;2;0;0;0;7
31;990;Residentes Ausentes Navarra;99-001 -U;1.625;0;0;1.625;1.028;0;1.028;2;4;368;99;32;195;146;2;42;30;5;1;102
Total;;;;485.396;9;0;485.405;350.323;47;350.370;2.169;2.731;127.346;50.631;10.472;71.838;60.323;438;4.546;1.597;1.251;502;16.518
