cod_muni;municipio;distrito;seccion;mesa;censo_inicial;certif_alta;certif_correc;electores;votos_electores;votos_interv;votos_blanco;votos_nulos;votos_total;PACMA;MÁS MADRID;PSOE;PH;ULEG;Cs;FE de las JONS;PCAS-TC;PUM+J;P-LIB;PP;PCTE;VOX;UPYD;PODEMOS-IU
001;La Acebeda;1;001;U;77;0;0;77;70;0;0;3;70;0;10;11;0;0;14;0;0;0;0;25;0;2;0;5
002;Ajalvir;1;001;A;818;0;0;818;507;0;3;0;507;6;51;126;0;0;98;2;0;2;0;132;1;66;0;20
002;Ajalvir;1;001;B;844;1;0;845;497;1;4;3;498;3;42;105;0;0;121;0;1;1;0;125;1;71;0;21
002;Ajalvir;1;002;A;789;0;0;789;580;0;8;4;580;5;63;152;0;0;114;4;0;1;0;137;0;68;1;23
002;Ajalvir;1;002;B;831;0;0;831;591;2;12;5;593;14;68;149;1;0;123;1;0;2;0;127;3;69;2;17
003;Alameda del Valle;1;001;U;169;0;0;169;140;0;0;0;140;3;12;54;0;0;19;0;0;0;0;41;0;8;0;3
004;El Álamo;1;001;A;613;0;0;613;352;1;0;5;353;5;27;107;0;0;55;0;0;0;0;91;1;42;0;20
004;El Álamo;1;001;B;731;0;0;731;392;2;3;3;394;3;33;134;0;0;61;0;0;0;0;95;0;46;1;15
004;El Álamo;1;001;C;739;0;0;739;423;1;4;3;424;2;27;133;0;0;74;0;0;0;1;104;0;62;0;14
004;El Álamo;1;002;A;653;0;0;653;441;4;4;2;445;2;43;128;2;1;56;0;0;0;0;120;0;56;2;29
004;El Álamo;1;002;B;762;0;0;762;516;1;3;5;517;7;45;157;0;0;80;2;0;0;0;123;0;68;0;27
004;El Álamo;1;002;C;753;0;0;753;521;1;4;2;522;3;44;123;1;0;77;0;0;0;1;143;0;90;2;32
004;El Álamo;1;003;A;669;0;0;669;462;2;0;1;464;1;30;139;1;0;89;2;0;0;0;122;0;52;0;27
004;El Álamo;1;003;B;599;0;0;599;415;1;1;2;416;5;26;110;0;0;61;0;0;1;0;119;1;52;0;38
004;El Álamo;1;004;A;524;0;0;524;352;3;0;1;355;0;39;116;0;0;58;0;0;0;0;90;0;34;0;17
004;El Álamo;1;004;B;516;0;0;516;372;2;6;2;374;4;40;111;0;0;63;0;0;0;1;95;0;35;0;17
005;Alcalá de Henares;1;001;A;549;0;0;549;395;0;8;1;395;5;53;78;0;0;71;4;0;0;0;105;0;54;0;16
005;Alcalá de Henares;1;001;B;655;0;0;655;453;0;2;0;453;4;74;104;1;0;95;1;0;2;0;104;0;42;1;23
005;Alcalá de Henares;1;002;U;706;0;0;706;477;0;4;3;477;4;74;131;0;0;79;0;0;1;0;104;0;39;0;38
005;Alcalá de Henares;1;003;A;595;0;0;595;403;0;3;3;403;1;69;125;1;0;55;0;0;0;0;80;0;34;2;30
005;Alcalá de Henares;1;003;B;656;0;0;656;450;0;2;2;450;4;98;137;0;1;72;1;0;0;1;74;0;34;0;24
005;Alcalá de Henares;1;004;A;506;0;0;506;385;0;2;4;385;2;40;80;0;0;70;0;1;0;0;141;0;34;0;11
005;Alcalá de Henares;1;004;B;481;0;0;481;354;0;0;5;354;3;27;80;0;1;60;2;0;0;0;128;0;38;0;10
005;Alcalá de Henares;1;005;A;537;0;0;537;375;0;4;1;375;3;42;63;0;0;51;1;1;0;0;140;0;49;0;20
005;Alcalá de Henares;1;005;B;475;0;0;475;329;0;5;2;329;1;36;80;0;0;52;1;1;0;0;103;0;37;0;11
005;Alcalá de Henares;1;006;A;485;0;0;485;365;0;2;4;365;3;50;120;0;0;54;0;0;1;1;72;0;34;1;23
005;Alcalá de Henares;1;006;B;483;0;0;483;337;1;1;2;338;2;49;106;0;0;67;0;0;0;0;77;0;14;0;20
005;Alcalá de Henares;1;007;A;502;0;0;502;340;0;1;3;340;2;33;144;0;0;60;1;2;0;0;58;0;10;3;23
005;Alcalá de Henares;1;007;B;449;0;0;449;297;0;0;3;297;3;23;112;1;0;51;0;0;0;0;53;0;20;0;31
005;Alcalá de Henares;1;008;U;592;0;0;592;383;0;3;1;383;2;31;161;0;0;65;0;0;0;0;59;0;32;2;27
005;Alcalá de Henares;1;009;U;814;0;0;814;525;0;1;5;525;5;52;240;1;0;89;0;0;3;0;70;0;27;1;31
005;Alcalá de Henares;1;010;U;694;0;0;694;447;0;3;2;447;11;59;123;0;0;95;2;1;0;0;86;0;44;2;19
005;Alcalá de Henares;1;011;A;479;0;0;479;320;0;0;8;320;3;30;89;0;0;52;0;0;0;0;89;0;25;0;24
005;Alcalá de Henares;1;011;B;513;0;0;513;351;0;0;2;351;3;24;113;0;0;69;0;0;0;0;83;1;27;1;28
005;Alcalá de Henares;1;012;A;724;0;0;724;488;0;1;1;488;7;48;133;0;0;104;1;0;0;0;102;0;64;2;25
005;Alcalá de Henares;1;012;B;651;0;0;651;459;0;2;2;459;3;36;133;0;0;94;0;0;0;0;115;0;56;1;17
005;Alcalá de Henares;1;013;U;674;0;0;674;470;0;3;1;470;7;61;106;0;0;59;0;0;1;0;162;0;47;0;23
005;Alcalá de Henares;1;014;A;487;1;0;488;320;0;1;0;320;6;25;75;0;0;55;2;0;0;0;109;0;27;0;20
005;Alcalá de Henares;1;014;B;442;0;0;442;313;0;0;3;313;2;25;74;0;0;66;1;0;0;0;89;0;38;0;15
005;Alcalá de Henares;1;015;A;756;0;0;756;514;0;2;2;514;6;67;119;0;0;102;0;0;1;0;127;3;49;0;36
005;Alcalá de Henares;1;015;B;817;0;0;817;580;0;2;7;580;3;76;176;0;0;110;0;1;0;0;125;2;49;1;28
005;Alcalá de Henares;1;016;U;793;0;0;793;508;0;3;3;508;4;81;159;0;0;98;0;0;0;0;95;3;34;1;27
005;Alcalá de Henares;1;017;U;607;0;0;607;378;0;1;6;378;5;40;119;0;0;68;0;0;0;0;98;0;21;1;19
005;Alcalá de Henares;1;018;U;766;0;0;766;474;0;2;6;474;4;53;142;0;1;80;0;0;0;0;101;3;43;1;38
005;Alcalá de Henares;1;020;A;489;0;0;489;288;0;1;3;288;1;35;93;0;0;56;0;0;1;0;53;0;28;1;16
005;Alcalá de Henares;1;020;B;459;0;0;459;280;0;0;1;280;4;23;104;0;0;46;2;0;0;0;59;0;23;1;17
005;Alcalá de Henares;1;021;A;589;0;0;589;424;1;0;1;425;3;33;146;0;0;72;1;0;0;0;117;0;33;0;19
005;Alcalá de Henares;1;021;B;510;0;0;510;373;0;0;1;373;1;31;101;0;0;79;0;0;0;1;100;0;41;2;16
005;Alcalá de Henares;1;022;A;595;0;0;595;376;0;2;4;376;1;34;109;2;0;72;1;0;0;0;96;0;40;0;15
005;Alcalá de Henares;1;022;B;624;0;0;624;418;0;1;1;418;2;34;122;1;0;74;0;0;0;0;121;0;47;0;15
005;Alcalá de Henares;1;023;A;473;0;0;473;354;0;4;2;354;2;32;56;0;0;73;1;0;0;0;118;0;52;0;14
005;Alcalá de Henares;1;023;B;447;0;0;447;330;0;4;0;330;2;28;59;1;0;58;0;0;0;1;124;0;47;0;6
005;Alcalá de Henares;1;024;A;500;0;0;500;379;0;1;2;379;0;32;93;0;0;75;0;0;0;1;130;0;32;0;13
005;Alcalá de Henares;1;024;B;528;0;0;528;387;0;5;1;387;10;33;95;0;0;63;0;0;1;1;126;0;39;0;13
005;Alcalá de Henares;2;001;A;421;0;0;421;219;0;1;0;219;1;15;97;0;0;29;0;0;0;0;45;0;20;1;10
005;Alcalá de Henares;2;001;B;476;0;0;476;283;0;0;2;283;3;29;112;0;0;40;0;1;0;0;57;1;17;3;18
005;Alcalá de Henares;2;002;U;789;0;0;789;498;0;1;4;498;2;53;196;0;0;69;0;0;0;0;85;0;58;0;30
005;Alcalá de Henares;2;003;A;533;0;0;533;364;0;1;2;364;4;48;146;0;0;50;0;0;0;0;62;0;30;1;20
005;Alcalá de Henares;2;003;B;485;0;0;485;303;0;0;2;303;2;41;118;0;0;49;0;0;0;0;45;0;24;0;22
005;Alcalá de Henares;2;004;A;446;0;0;446;231;0;1;1;231;5;14;87;0;0;40;1;0;0;0;40;1;24;0;17
005;Alcalá de Henares;2;004;B;411;0;0;411;203;0;1;4;203;2;16;79;0;0;38;0;0;0;0;28;0;20;0;15
005;Alcalá de Henares;2;005;U;826;0;0;826;412;0;3;2;412;4;31;210;2;0;45;1;0;0;0;58;0;21;1;34
005;Alcalá de Henares;2;006;A;593;0;0;593;353;0;1;1;353;7;45;146;0;0;53;1;2;1;0;40;0;35;0;21
005;Alcalá de Henares;2;006;B;589;0;0;589;323;0;0;1;323;7;47;134;0;0;39;1;0;0;1;43;1;21;0;28
005;Alcalá de Henares;2;007;A;604;0;0;604;315;0;1;0;315;8;34;140;0;0;57;1;0;0;0;33;0;21;1;19
005;Alcalá de Henares;2;007;B;595;0;0;595;286;0;3;2;286;5;29;146;0;0;31;0;0;1;0;34;0;16;0;19
005;Alcalá de Henares;2;008;A;864;0;0;864;482;0;1;4;482;7;52;179;1;0;107;1;0;0;1;47;0;42;1;39
005;Alcalá de Henares;2;008;B;806;0;0;806;421;0;2;1;421;3;53;139;0;0;98;1;0;0;1;42;1;39;0;41
005;Alcalá de Henares;2;010;A;664;0;0;664;311;1;1;2;312;5;34;136;0;0;48;2;0;1;0;43;1;24;1;14
005;Alcalá de Henares;2;010;B;739;0;0;739;363;0;2;1;363;5;38;159;0;0;54;2;0;1;0;43;1;28;0;29
005;Alcalá de Henares;2;011;A;453;0;0;453;152;0;2;2;152;1;12;54;0;0;14;0;0;0;0;42;0;11;0;14
005;Alcalá de Henares;2;011;B;425;0;0;425;137;0;0;0;137;0;20;55;0;0;14;0;0;0;0;25;0;18;0;5
005;Alcalá de Henares;2;012;U;816;0;0;816;342;0;0;2;342;8;30;115;0;0;61;1;0;1;0;59;0;35;2;28
005;Alcalá de Henares;2;013;U;578;0;0;578;276;0;0;0;276;5;15;141;0;0;35;3;0;0;0;34;1;18;0;24
005;Alcalá de Henares;2;014;U;669;0;0;669;372;0;0;1;372;5;56;115;2;0;52;2;0;2;0;74;0;30;1;32
005;Alcalá de Henares;2;015;U;612;0;0;612;299;0;3;1;299;4;24;151;0;0;28;0;0;0;1;40;1;21;3;22
005;Alcalá de Henares;2;016;A;477;0;0;477;276;0;1;1;276;4;44;95;0;0;30;0;0;0;0;41;2;34;2;22
005;Alcalá de Henares;2;016;B;463;0;0;463;292;0;3;0;292;3;35;124;0;0;43;0;0;1;0;36;0;26;1;20
005;Alcalá de Henares;2;017;U;765;0;0;765;381;0;5;7;381;4;44;180;0;0;62;0;0;0;0;38;0;23;1;17
005;Alcalá de Henares;2;018;A;669;0;0;669;436;0;1;1;436;3;52;183;2;0;59;1;0;1;0;68;0;37;0;28
005;Alcalá de Henares;2;018;B;603;0;0;603;391;0;0;2;391;2;54;146;0;0;63;0;2;0;1;63;0;29;0;29
005;Alcalá de Henares;2;019;A;681;0;0;681;425;0;1;3;425;2;57;173;1;0;47;1;0;0;0;76;0;34;1;29
005;Alcalá de Henares;2;019;B;734;0;0;734;457;0;0;0;457;3;55;197;0;0;60;2;1;3;0;83;0;22;0;31
005;Alcalá de Henares;2;020;A;654;0;0;654;449;0;2;6;449;8;58;146;0;0;78;1;0;0;0;71;0;49;0;30
005;Alcalá de Henares;2;020;B;604;0;0;604;380;0;1;3;380;11;37;125;0;0;61;1;0;1;0;74;1;45;0;20
005;Alcalá de Henares;2;021;A;545;0;0;545;318;0;0;1;318;1;64;112;0;0;50;1;0;0;0;46;0;19;0;24
005;Alcalá de Henares;2;021;B;527;0;0;527;313;0;3;6;313;2;51;120;1;0;38;1;0;0;0;38;0;24;0;29
005;Alcalá de Henares;2;022;A;445;0;0;445;265;0;2;0;265;4;30;96;0;0;50;0;0;0;0;37;1;25;0;20
005;Alcalá de Henares;2;022;B;404;0;0;404;261;0;0;0;261;2;32;96;0;0;45;0;1;0;0;41;1;26;0;17
005;Alcalá de Henares;2;023;U;721;0;0;721;406;1;1;0;407;8;42;193;0;1;49;1;1;0;0;60;0;29;0;22
005;Alcalá de Henares;2;024;A;530;0;0;530;282;0;2;0;282;3;22;130;0;0;44;2;0;0;0;40;0;19;0;20
005;Alcalá de Henares;2;024;B;606;0;0;606;320;0;2;3;320;2;51;127;0;0;49;0;1;0;0;35;0;28;1;21
005;Alcalá de Henares;2;025;A;473;0;0;473;283;0;1;4;283;2;37;108;0;0;45;0;0;0;0;42;0;24;1;19
005;Alcalá de Henares;2;025;B;514;0;0;514;317;1;3;3;318;7;45;128;0;0;61;0;0;0;0;33;0;25;0;13
005;Alcalá de Henares;2;026;A;598;0;0;598;375;0;3;3;375;1;37;120;0;0;57;0;0;1;0;90;1;31;1;30
005;Alcalá de Henares;2;026;B;593;0;0;593;396;0;8;0;396;5;56;146;0;0;54;0;0;0;1;85;0;22;1;18
005;Alcalá de Henares;2;027;A;584;0;0;584;317;0;2;2;317;3;54;125;1;0;49;0;1;1;0;25;1;23;0;30
005;Alcalá de Henares;2;027;B;547;0;0;547;288;1;3;2;289;7;37;112;0;0;43;1;0;0;0;31;0;35;1;17
005;Alcalá de Henares;2;028;A;748;0;0;748;545;1;1;3;546;9;91;184;0;0;94;1;0;0;0;80;0;51;0;32
005;Alcalá de Henares;2;028;B;688;0;0;688;470;0;1;3;470;10;77;134;0;0;90;0;0;0;0;76;0;54;0;25
005;Alcalá de Henares;2;029;A;576;0;0;576;423;1;5;1;424;3;78;131;1;0;102;0;3;1;0;45;1;29;2;22
005;Alcalá de Henares;2;029;B;582;0;0;582;470;0;3;2;470;5;73;167;0;0;112;0;0;0;0;60;0;22;0;26
005;Alcalá de Henares;2;030;U;719;0;0;719;409;0;2;1;409;3;46;153;0;0;85;0;0;0;0;51;1;48;0;19
005;Alcalá de Henares;2;031;A;755;0;0;755;543;0;0;0;543;4;62;175;0;0;135;0;2;0;1;99;0;39;3;23
005;Alcalá de Henares;2;031;B;714;0;0;714;519;1;2;0;520;6;76;164;1;0;124;2;0;1;0;73;0;42;1;28
005;Alcalá de Henares;2;032;A;509;0;0;509;354;0;2;0;354;6;50;126;0;0;58;1;0;1;0;60;1;21;1;27
005;Alcalá de Henares;2;032;B;511;0;0;511;312;0;0;4;312;6;48;104;1;0;46;0;0;0;0;51;0;27;0;25
005;Alcalá de Henares;2;033;A;522;0;0;522;347;0;1;3;347;5;66;107;0;0;57;1;0;0;0;54;0;33;0;20
005;Alcalá de Henares;2;033;B;496;0;0;496;331;0;1;3;331;3;47;94;0;0;62;0;0;0;0;59;1;36;2;23
005;Alcalá de Henares;2;034;A;585;0;0;585;391;0;2;1;391;4;48;143;1;0;70;1;0;0;0;48;0;35;2;36
005;Alcalá de Henares;2;034;B;514;0;0;514;337;0;1;0;337;3;42;130;0;0;86;0;0;0;1;37;0;17;0;20
005;Alcalá de Henares;2;035;A;618;0;0;618;403;0;2;8;403;6;56;155;4;0;74;0;0;0;0;44;0;26;0;28
005;Alcalá de Henares;2;035;B;680;0;0;680;450;1;2;4;451;3;93;146;1;0;76;2;0;1;0;59;0;30;0;34
005;Alcalá de Henares;2;036;A;657;0;0;657;418;0;2;3;418;0;63;145;0;0;85;0;0;0;0;58;1;25;0;36
005;Alcalá de Henares;2;036;B;648;0;0;648;421;0;3;1;421;6;56;154;0;0;81;0;0;0;0;53;1;39;0;27
005;Alcalá de Henares;2;037;U;753;0;0;753;488;0;2;4;488;9;63;167;0;1;82;0;1;1;0;67;0;43;0;48
005;Alcalá de Henares;3;001;A;546;0;0;546;349;0;0;4;349;5;35;136;1;0;62;1;0;3;0;41;0;36;0;25
005;Alcalá de Henares;3;001;B;513;0;0;513;313;0;2;0;313;1;34;123;1;0;60;1;0;2;0;37;0;32;0;20
005;Alcalá de Henares;3;002;U;818;0;0;818;485;0;5;3;485;5;56;203;0;0;65;1;0;2;1;77;0;33;0;34
005;Alcalá de Henares;3;003;U;661;0;0;661;386;0;0;3;386;3;53;156;0;0;61;0;0;4;0;56;0;28;0;22
005;Alcalá de Henares;3;004;A;521;0;0;521;360;0;0;3;360;3;54;124;1;0;55;0;0;0;0;78;1;25;1;15
005;Alcalá de Henares;3;004;B;536;0;0;536;364;0;3;2;364;3;58;137;0;0;64;0;0;1;0;57;0;22;0;17
005;Alcalá de Henares;3;005;U;641;0;0;641;359;0;2;2;359;4;33;188;0;0;41;1;1;0;0;50;0;20;0;17
005;Alcalá de Henares;3;006;A;604;0;0;604;363;0;2;1;363;4;30;169;1;0;52;1;0;0;0;44;0;22;0;37
005;Alcalá de Henares;3;006;B;592;0;0;592;349;0;4;4;349;5;34;154;1;0;52;1;0;0;0;57;0;25;0;12
005;Alcalá de Henares;3;007;A;797;0;0;797;543;0;0;1;543;2;74;177;1;0;120;0;1;0;0;94;0;46;0;27
005;Alcalá de Henares;3;007;B;771;0;0;771;509;0;5;5;509;2;70;175;1;0;114;0;0;0;0;69;0;35;2;31
005;Alcalá de Henares;3;008;U;840;0;0;840;545;0;9;2;545;4;64;185;1;0;111;0;0;1;1;79;1;45;0;42
005;Alcalá de Henares;3;009;A;476;0;0;476;247;0;3;3;247;0;29;110;0;0;27;0;0;0;0;35;2;19;0;19
005;Alcalá de Henares;3;009;B;437;0;0;437;223;0;0;0;223;4;19;94;0;1;35;1;0;1;0;26;1;18;0;23
005;Alcalá de Henares;3;011;A;512;0;0;512;343;0;1;1;343;1;33;144;0;0;42;3;0;1;0;56;0;34;0;27
005;Alcalá de Henares;3;011;B;528;0;0;528;375;0;1;1;375;3;43;150;0;0;65;3;0;0;1;57;0;27;1;23
005;Alcalá de Henares;3;012;A;464;0;0;464;268;0;2;1;268;1;38;101;0;0;45;2;0;0;0;32;0;21;0;25
005;Alcalá de Henares;3;012;B;514;0;0;514;308;0;6;3;308;4;27;139;0;0;49;1;0;0;0;30;1;31;1;16
005;Alcalá de Henares;3;013;A;514;0;0;514;413;0;4;2;413;2;51;102;0;0;111;0;0;0;0;79;0;46;2;14
005;Alcalá de Henares;3;013;B;558;0;0;558;441;0;5;0;441;3;68;100;0;0;118;1;0;0;0;75;1;43;0;27
005;Alcalá de Henares;3;014;A;596;0;0;596;390;0;1;3;390;4;54;99;0;0;77;0;0;1;0;62;0;53;1;35
005;Alcalá de Henares;3;014;B;813;0;0;813;513;0;2;1;513;1;69;156;0;0;118;2;0;0;0;75;0;52;0;37
005;Alcalá de Henares;3;014;C;835;0;0;835;522;0;1;2;522;5;79;143;0;0;118;1;0;1;0;83;1;54;0;34
005;Alcalá de Henares;3;015;A;837;0;0;837;615;0;6;0;615;9;77;187;1;0;155;0;1;0;0;82;4;57;2;34
005;Alcalá de Henares;3;015;B;783;0;0;783;556;1;4;3;557;6;72;168;0;0;146;0;0;3;0;81;0;49;0;25
005;Alcalá de Henares;3;016;A;761;0;0;761;571;0;2;1;571;5;64;127;1;0;167;0;0;0;0;118;0;62;3;21
005;Alcalá de Henares;3;016;B;776;0;0;776;577;0;2;0;577;6;76;125;0;0;164;0;0;0;0;104;0;76;1;23
005;Alcalá de Henares;3;017;A;659;0;0;659;500;0;1;2;500;2;50;124;0;0;147;0;0;1;0;93;0;54;2;24
005;Alcalá de Henares;3;017;B;717;0;0;717;550;0;4;1;550;4;61;137;1;0;162;0;0;0;0;98;0;64;0;18
005;Alcalá de Henares;4;001;A;716;0;0;716;442;0;1;0;442;2;36;101;0;0;130;1;0;0;0;90;0;62;1;18
005;Alcalá de Henares;4;001;B;822;0;0;822;526;0;3;2;526;7;45;108;0;0;144;0;0;0;0;113;1;83;0;20
005;Alcalá de Henares;4;001;C;792;0;0;792;494;0;1;2;494;3;47;109;0;0;141;0;0;0;0;95;0;79;2;15
005;Alcalá de Henares;4;002;A;597;0;0;597;460;0;1;3;460;1;51;127;0;0;123;0;0;2;1;81;0;46;1;23
005;Alcalá de Henares;4;002;B;609;0;0;609;472;0;6;1;472;3;60;143;0;0;119;1;0;0;1;84;0;37;0;17
005;Alcalá de Henares;4;003;A;744;0;0;744;584;0;3;1;584;3;86;148;0;0;158;1;0;0;0;108;2;46;0;28
005;Alcalá de Henares;4;003;B;724;0;0;724;555;1;0;1;556;4;86;162;0;0;150;0;0;1;1;72;1;52;1;25
005;Alcalá de Henares;4;004;A;546;0;0;546;390;0;2;0;390;3;29;94;0;0;120;0;0;0;0;77;0;48;0;17
005;Alcalá de Henares;4;004;B;542;0;0;542;398;0;2;1;398;1;36;105;0;0;117;1;0;0;0;78;1;37;2;17
005;Alcalá de Henares;4;005;A;642;0;0;642;424;0;2;2;424;3;61;123;0;0;84;2;1;0;0;54;0;56;0;36
005;Alcalá de Henares;4;005;B;592;0;0;592;381;0;1;0;381;4;63;112;1;1;93;0;0;0;0;37;0;30;4;35
005;Alcalá de Henares;4;006;A;698;0;0;698;473;0;1;4;473;8;76;134;2;0;137;0;0;0;0;35;2;45;0;29
005;Alcalá de Henares;4;006;B;668;0;0;668;464;0;1;6;464;1;62;160;1;0;104;0;0;0;1;40;0;59;1;28
005;Alcalá de Henares;4;007;A;634;0;0;634;468;0;3;1;468;4;54;117;0;0;149;0;0;0;0;82;0;48;1;9
005;Alcalá de Henares;4;007;B;768;0;0;768;571;0;4;3;571;0;72;145;1;0;183;1;0;0;0;96;1;42;1;22
005;Alcalá de Henares;4;007;C;647;0;0;647;483;0;4;3;483;5;56;132;0;0;147;1;0;0;0;66;1;52;0;16
005;Alcalá de Henares;4;008;A;850;0;0;850;607;0;2;0;607;5;82;147;0;0;185;0;1;0;0;101;1;57;1;25
005;Alcalá de Henares;4;008;B;758;0;0;758;524;0;2;0;524;7;60;154;1;0;149;0;0;1;0;73;0;54;2;21
005;Alcalá de Henares;4;009;A;730;0;0;730;481;0;1;2;481;8;63;145;1;0;122;0;0;1;0;59;0;58;0;21
005;Alcalá de Henares;4;009;B;716;0;0;716;478;0;1;2;478;5;63;151;0;0;115;0;0;0;1;56;0;61;0;23
005;Alcalá de Henares;4;010;A;501;0;0;501;358;1;2;1;359;4;46;97;0;0;91;0;0;1;0;56;0;36;3;22
005;Alcalá de Henares;4;010;B;638;0;0;638;464;0;2;2;464;4;49;127;0;0;120;5;0;1;0;64;0;64;0;26
005;Alcalá de Henares;4;010;C;556;0;0;556;427;0;3;1;427;4;48;113;0;0;116;0;0;0;0;80;0;40;3;19
005;Alcalá de Henares;4;011;A;796;0;0;796;598;1;3;0;599;5;101;169;0;0;150;0;0;0;0;81;0;55;2;33
005;Alcalá de Henares;4;011;B;850;0;0;850;662;1;4;0;663;9;93;188;0;0;186;0;0;1;0;82;0;60;1;39
005;Alcalá de Henares;4;012;A;547;0;0;547;301;0;0;2;301;5;44;102;0;0;64;2;0;0;1;26;1;27;1;26
005;Alcalá de Henares;4;012;B;568;0;0;568;324;0;1;1;324;5;50;121;0;0;54;1;0;0;0;29;0;35;0;27
005;Alcalá de Henares;4;013;A;708;0;0;708;556;0;3;3;556;6;85;167;0;0;153;0;0;0;1;72;0;52;0;14
005;Alcalá de Henares;4;013;B;694;0;0;694;534;0;4;0;534;4;62;147;0;0;155;0;0;0;0;83;0;53;1;25
005;Alcalá de Henares;4;014;A;681;0;0;681;528;1;2;1;529;1;68;158;0;0;135;0;0;0;0;73;0;50;1;40
005;Alcalá de Henares;4;014;B;655;0;0;655;485;0;3;2;485;4;63;126;0;0;136;0;0;1;0;75;2;51;1;21
005;Alcalá de Henares;4;015;U;804;0;0;804;378;0;1;2;378;10;48;144;1;1;68;3;0;0;0;34;3;37;0;26
005;Alcalá de Henares;4;016;A;578;0;0;578;420;0;1;4;420;2;58;124;1;0;103;0;2;0;0;55;1;43;1;25
005;Alcalá de Henares;4;016;B;610;0;0;610;471;0;0;0;471;2;58;151;0;0;123;0;0;0;0;60;0;36;0;41
005;Alcalá de Henares;4;017;A;647;0;0;647;455;0;1;2;455;8;84;106;1;0;120;1;0;1;0;46;0;43;0;42
005;Alcalá de Henares;4;017;B;711;0;0;711;531;0;2;3;531;2;97;115;0;0;140;2;0;2;0;65;1;58;1;43
005;Alcalá de Henares;4;018;A;789;0;0;789;572;0;7;3;572;12;108;139;0;0;170;2;0;0;0;48;0;56;1;26
005;Alcalá de Henares;4;018;B;871;0;0;871;633;0;8;5;633;9;114;169;0;0;166;0;0;0;0;57;1;65;0;39
005;Alcalá de Henares;5;001;U;709;0;0;709;409;1;1;2;410;4;46;146;0;0;55;1;0;0;0;94;0;27;1;33
005;Alcalá de Henares;5;002;A;591;0;0;591;399;0;1;0;399;3;40;111;1;0;60;2;0;0;0;114;0;37;0;30
005;Alcalá de Henares;5;002;B;589;0;0;589;394;0;1;0;394;6;35;106;1;0;74;1;0;0;0;117;1;36;0;16
005;Alcalá de Henares;5;003;A;524;0;0;524;359;0;3;3;359;4;34;162;0;0;42;0;0;0;0;56;0;24;2;29
005;Alcalá de Henares;5;003;B;562;0;0;562;373;0;0;2;373;3;31;136;0;0;58;0;0;0;0;89;1;27;3;23
005;Alcalá de Henares;5;004;A;456;0;0;456;293;0;3;0;293;1;27;132;0;0;51;0;0;0;0;44;2;14;0;19
005;Alcalá de Henares;5;004;B;439;0;0;439;272;0;2;0;272;1;24;115;0;0;47;0;0;0;0;55;1;16;0;11
005;Alcalá de Henares;5;005;A;468;0;0;468;323;0;4;1;323;0;26;111;0;0;75;0;0;0;0;74;0;18;0;14
005;Alcalá de Henares;5;005;B;412;0;0;412;281;0;0;2;281;1;34;107;0;0;50;0;0;0;0;58;0;16;0;13
005;Alcalá de Henares;5;006;U;685;0;0;685;497;0;3;2;497;3;54;122;0;0;119;0;0;0;0;125;1;47;0;21
005;Alcalá de Henares;5;007;A;705;0;0;705;476;0;1;3;476;1;59;137;1;0;102;0;0;0;0;87;0;47;1;37
005;Alcalá de Henares;5;007;B;783;0;0;783;539;0;3;5;539;2;49;159;0;0;123;0;1;0;0;111;1;58;0;27
005;Alcalá de Henares;5;008;U;763;0;0;763;547;0;2;2;547;5;67;169;0;0;102;3;0;1;0;113;1;41;0;41
005;Alcalá de Henares;5;009;A;495;0;0;495;234;0;2;0;234;6;20;91;0;0;38;1;0;1;0;25;0;30;0;20
005;Alcalá de Henares;5;009;B;459;0;0;459;220;0;1;2;220;5;24;94;1;0;23;0;1;0;0;19;0;27;1;22
005;Alcalá de Henares;5;010;U;544;0;0;544;361;0;2;1;361;4;35;146;0;0;65;0;0;0;0;55;1;28;0;24
005;Alcalá de Henares;5;011;A;455;0;0;455;296;0;1;6;296;4;42;106;0;0;40;1;1;1;1;50;0;21;0;22
005;Alcalá de Henares;5;011;B;466;0;0;466;305;0;0;9;305;6;36;106;0;0;41;1;0;1;1;62;0;14;0;28
005;Alcalá de Henares;5;012;A;595;0;0;595;330;0;3;2;330;7;36;121;1;0;54;1;0;1;0;49;1;25;0;29
005;Alcalá de Henares;5;012;B;615;0;0;615;381;0;1;3;381;5;42;164;1;0;54;0;0;2;0;57;0;21;0;31
005;Alcalá de Henares;5;013;A;450;0;0;450;355;0;1;1;355;2;32;75;1;0;72;0;0;0;0;124;0;35;0;12
005;Alcalá de Henares;5;013;B;442;0;0;442;362;0;0;1;362;0;36;60;0;0;92;1;0;1;0;112;0;42;1;16
005;Alcalá de Henares;5;014;A;483;0;0;483;298;0;1;2;298;8;48;89;0;0;54;0;0;2;0;32;0;35;0;27
005;Alcalá de Henares;5;014;B;661;0;0;661;436;0;3;3;436;10;74;134;1;0;92;1;1;1;0;54;0;38;2;22
005;Alcalá de Henares;5;014;C;530;0;0;530;339;0;0;0;339;5;54;119;1;0;60;0;0;2;0;44;0;21;0;33
005;Alcalá de Henares;5;015;A;555;0;0;555;400;0;0;0;400;3;34;101;1;0;107;2;0;0;0;106;1;24;0;21
005;Alcalá de Henares;5;015;B;642;0;0;642;467;0;5;4;467;1;57;122;0;0;107;0;0;1;0;98;0;40;0;32
