cod_muni;municipio;distrito;seccion;mesa;censo_inicial;certif_alta;certif_correc;electores;votos_electores;votos_interv;votos_nulos;votos_blancos;votos_total;P.P.;P.S.O.E.;ESPAÑA 2000;AES;PODEMOS;ULEG;PCAS-TC;C`s;UPyD;P-LIB;LA COALICIÓN NACIONAL;IUCM - LV;SAIn;PH;P.C.P.E.;FE de las JONS;PACMA;RECORTES CERO;VOX
002;Ajalvir;1;001;A;729;0;0;729;486;0;6;5;486;212;105;0;0;60;0;1;67;8;0;1;12;0;0;0;1;7;0;1
002;Ajalvir;1;001;B;714;0;0;714;426;1;8;6;427;184;89;1;2;52;0;0;47;8;0;0;20;0;0;0;2;6;0;2
002;Ajalvir;1;002;A;710;0;0;710;506;0;7;6;506;196;126;4;0;64;1;0;70;7;0;1;10;0;3;1;1;5;1;3
002;Ajalvir;1;002;B;761;0;0;761;538;1;7;11;539;196;153;4;2;52;1;0;77;10;1;1;14;0;0;1;0;5;0;4
003;Alameda del Valle;1;001;U;185;0;0;185;155;0;5;5;155;47;55;0;0;26;0;0;13;0;0;0;3;0;0;0;0;0;0;1
005;Alcalá de Henares;1;001;A;531;0;0;531;364;1;5;3;365;143;62;6;0;66;0;0;39;5;0;0;12;2;0;0;3;4;1;14
005;Alcalá de Henares;1;001;B;578;1;0;579;389;1;4;5;390;140;75;2;0;79;0;0;46;8;0;0;14;1;3;4;0;1;0;8
005;Alcalá de Henares;1;002;U;699;0;0;699;516;2;6;6;518;171;117;7;0;116;0;0;58;6;0;0;20;1;0;1;1;4;0;4
005;Alcalá de Henares;1;003;A;586;0;0;586;425;0;9;5;425;131;108;1;0;99;0;0;42;5;0;1;19;0;0;0;1;3;0;1
005;Alcalá de Henares;1;003;B;638;0;0;638;431;1;3;4;432;116;104;5;0;99;0;1;48;12;0;1;26;0;1;2;0;4;1;5
005;Alcalá de Henares;1;004;U;986;0;0;986;740;1;7;6;741;370;137;14;3;71;0;0;82;21;2;0;13;1;0;0;0;2;1;11
005;Alcalá de Henares;1;005;U;973;0;0;973;703;0;4;17;703;314;129;8;1;88;0;0;71;16;0;0;17;0;0;0;0;5;0;33
005;Alcalá de Henares;1;006;U;999;0;0;999;711;2;6;7;713;211;187;8;0;162;0;0;84;16;2;0;17;0;1;0;0;3;1;8
005;Alcalá de Henares;1;007;U;982;0;0;982;658;1;11;7;659;172;211;16;2;113;0;1;70;11;0;0;32;2;2;0;0;4;0;5
005;Alcalá de Henares;1;008;U;610;0;0;610;371;2;4;5;373;92;134;10;0;69;0;0;29;6;0;0;18;1;1;0;0;1;3;0
005;Alcalá de Henares;1;009;U;837;0;0;837;541;1;7;5;542;114;193;18;0;96;0;0;47;17;0;0;35;0;2;0;0;6;2;0
005;Alcalá de Henares;1;010;U;717;0;0;717;438;2;6;4;440;116;96;6;0;92;0;0;69;20;1;1;15;1;1;0;1;3;2;6
005;Alcalá de Henares;1;011;A;476;0;0;476;328;2;3;6;330;126;85;1;0;50;0;0;40;5;0;0;12;0;1;0;0;0;0;1
005;Alcalá de Henares;1;011;B;522;0;0;522;341;1;1;2;342;124;99;2;0;56;0;0;27;2;0;0;20;0;1;0;1;1;1;5
005;Alcalá de Henares;1;012;A;694;0;0;694;482;1;4;9;483;170;105;15;0;74;0;0;63;14;0;0;8;0;0;1;1;3;5;11
005;Alcalá de Henares;1;012;B;660;0;0;660;464;1;4;4;465;179;91;9;0;78;0;0;66;8;0;0;12;0;2;1;0;4;0;7
005;Alcalá de Henares;1;013;U;683;0;0;683;477;1;2;2;478;197;98;5;0;94;0;1;42;8;0;0;16;0;0;3;0;3;1;6
005;Alcalá de Henares;1;014;U;934;0;0;934;653;0;4;4;653;301;124;7;0;104;0;0;68;9;0;3;21;1;0;0;1;3;1;2
005;Alcalá de Henares;1;015;A;748;0;0;748;518;1;7;4;519;184;99;9;1;97;0;1;50;14;0;2;29;2;0;1;2;11;0;6
005;Alcalá de Henares;1;015;B;821;0;0;821;545;2;4;6;547;175;153;4;3;92;0;1;63;8;0;2;27;0;0;1;1;1;1;5
005;Alcalá de Henares;1;016;U;798;0;0;798;536;2;6;5;538;159;138;11;1;103;1;0;66;7;0;0;26;0;0;2;2;5;1;5
005;Alcalá de Henares;1;017;U;628;0;0;628;412;2;8;6;414;141;101;5;0;76;0;1;44;5;0;0;14;0;0;2;1;5;2;3
005;Alcalá de Henares;1;018;U;742;0;0;742;481;1;4;9;482;164;149;7;0;67;0;0;40;9;0;1;25;0;0;0;0;5;0;2
005;Alcalá de Henares;1;020;U;967;0;0;967;618;1;6;9;619;204;185;14;0;100;1;2;47;7;0;3;24;1;0;0;1;8;1;6
005;Alcalá de Henares;1;021;A;554;0;0;554;410;1;9;3;411;138;100;4;0;61;0;0;54;11;0;0;14;1;0;0;1;4;0;11
005;Alcalá de Henares;1;021;B;572;0;0;572;412;1;1;2;413;185;87;8;0;54;0;0;52;3;0;0;11;0;0;0;1;2;0;7
005;Alcalá de Henares;1;022;A;597;0;0;597;411;2;5;7;413;159;106;5;0;43;0;1;49;6;0;1;20;0;1;1;2;0;0;7
005;Alcalá de Henares;1;022;B;619;0;0;619;420;0;3;5;420;175;107;7;0;53;0;0;32;13;0;0;16;0;5;0;2;0;2;0
005;Alcalá de Henares;1;023;U;928;0;0;928;664;1;10;5;665;341;94;5;1;78;0;0;69;15;0;3;19;0;0;0;0;3;0;22
005;Alcalá de Henares;1;024;A;503;0;0;503;358;1;2;5;359;182;61;1;1;53;0;0;33;8;0;0;5;0;0;0;0;4;0;4
005;Alcalá de Henares;1;024;B;520;0;0;520;375;1;5;4;376;169;82;1;0;42;0;0;46;8;0;0;7;3;1;1;2;4;0;1
005;Alcalá de Henares;2;001;U;927;0;0;927;584;1;6;3;585;169;211;16;0;112;1;0;39;4;0;0;14;0;2;0;0;5;1;2
005;Alcalá de Henares;2;002;U;824;0;0;824;531;2;8;8;533;127;178;9;0;104;0;1;60;4;1;0;26;0;0;1;1;4;0;1
005;Alcalá de Henares;2;003;A;551;0;0;551;380;2;2;2;382;81;139;5;0;92;0;0;34;0;0;1;20;2;0;0;0;2;0;2
005;Alcalá de Henares;2;003;B;503;0;0;503;335;0;5;4;335;85;94;1;0;78;0;0;42;4;0;1;15;0;0;1;0;4;1;0
005;Alcalá de Henares;2;004;U;882;0;0;882;498;0;8;6;498;102;180;27;0;101;0;1;37;5;0;0;23;0;1;0;2;4;0;1
005;Alcalá de Henares;2;005;U;848;0;0;848;491;1;1;9;492;86;211;14;0;101;1;1;26;7;2;0;22;0;1;2;2;4;0;2
005;Alcalá de Henares;2;006;A;601;0;0;601;396;1;3;2;397;59;140;24;0;90;0;0;45;6;0;0;21;0;0;0;0;6;1;0
005;Alcalá de Henares;2;006;B;592;0;0;592;355;0;4;3;355;57;133;17;1;69;0;0;36;5;0;0;20;1;0;3;1;4;0;1
005;Alcalá de Henares;2;007;A;609;0;0;609;369;0;8;7;369;51;114;22;0;88;0;0;44;4;0;0;21;0;2;0;1;4;1;2
005;Alcalá de Henares;2;007;B;633;0;0;633;364;0;2;2;364;45;129;23;0;85;0;0;49;6;0;0;20;0;0;0;1;2;0;0
005;Alcalá de Henares;2;008;A;718;0;0;718;438;0;5;3;438;68;115;21;1;95;0;0;78;13;0;0;28;0;0;0;0;10;0;1
005;Alcalá de Henares;2;008;B;787;0;0;787;455;0;9;6;455;79;118;15;0;109;0;1;68;10;0;0;29;2;0;0;0;6;0;3
005;Alcalá de Henares;2;009;U;523;0;0;523;288;2;3;4;290;48;99;6;1;77;0;0;23;2;0;0;23;1;0;0;1;1;0;1
005;Alcalá de Henares;2;010;U;904;0;0;904;484;0;6;5;484;91;177;27;0;98;0;0;45;9;0;0;16;0;1;2;0;5;1;1
005;Alcalá de Henares;2;011;U;927;0;0;927;383;2;0;0;385;89;139;22;1;94;1;0;20;1;0;0;6;1;0;2;2;4;1;2
005;Alcalá de Henares;2;012;U;843;0;0;843;392;1;5;3;393;100;122;17;0;76;0;1;36;7;1;0;11;1;4;0;0;7;0;2
005;Alcalá de Henares;2;013;U;573;0;0;573;326;1;3;2;327;61;126;14;0;66;0;0;22;3;1;0;18;0;1;0;3;5;0;2
005;Alcalá de Henares;2;014;U;667;0;0;667;395;1;8;3;396;102;106;9;1;101;0;1;36;3;1;0;17;1;2;0;1;1;0;3
005;Alcalá de Henares;2;015;U;639;0;0;639;338;2;2;5;340;66;141;14;0;61;1;0;32;3;0;0;10;0;0;2;0;2;0;1
005;Alcalá de Henares;2;016;U;983;0;0;983;628;2;2;14;630;134;169;17;0;161;1;0;74;9;1;0;30;1;0;1;0;9;1;6
005;Alcalá de Henares;2;017;U;767;0;0;767;432;1;0;1;433;60;154;26;0;95;0;3;41;10;0;0;26;0;2;0;2;7;2;4
005;Alcalá de Henares;2;018;A;668;0;0;668;450;1;1;6;451;114;134;6;0;106;0;0;47;9;0;0;18;1;0;0;0;7;0;2
005;Alcalá de Henares;2;018;B;637;0;0;637;405;2;1;9;407;99;125;8;0;95;0;1;37;8;0;0;12;0;1;0;0;6;0;5
005;Alcalá de Henares;2;019;A;785;0;0;785;510;2;6;2;512;129;171;9;0;102;0;0;44;6;0;1;31;0;0;1;0;7;0;3
005;Alcalá de Henares;2;019;B;689;0;0;689;462;1;2;6;463;115;168;2;0;93;0;0;41;2;0;0;25;0;0;2;0;7;0;0
005;Alcalá de Henares;2;020;A;673;0;0;673;456;3;6;1;459;116;148;8;0;104;0;0;36;3;0;0;23;0;2;2;2;5;0;3
005;Alcalá de Henares;2;020;B;632;0;0;632;410;2;8;8;412;114;125;11;0;67;0;0;49;6;1;4;11;1;0;2;0;3;0;2
005;Alcalá de Henares;2;021;A;549;0;0;549;360;1;6;8;361;75;117;7;0;89;1;0;29;8;0;0;16;0;0;0;1;3;1;0
005;Alcalá de Henares;2;021;B;551;0;0;551;349;2;5;6;351;69;107;10;0;89;0;1;22;13;0;0;22;0;0;0;1;4;2;0
005;Alcalá de Henares;2;022;U;885;0;0;885;574;2;5;6;576;133;180;23;0;123;0;0;44;5;1;0;38;0;2;0;1;10;5;0
005;Alcalá de Henares;2;023;U;718;0;0;718;435;2;4;2;437;85;190;12;0;77;0;0;38;5;0;0;19;0;0;2;0;3;0;0
005;Alcalá de Henares;2;024;A;540;0;0;540;322;1;1;3;323;49;123;23;1;65;0;1;30;3;0;0;19;0;0;1;0;2;0;2
005;Alcalá de Henares;2;024;B;593;0;0;593;360;1;3;2;361;59;138;21;1;76;0;0;28;7;0;1;19;0;0;0;2;3;0;1
005;Alcalá de Henares;2;025;U;988;0;0;988;616;2;3;7;618;116;206;20;0;124;0;2;83;15;0;0;34;0;0;0;1;5;0;2
005;Alcalá de Henares;2;026;A;602;0;0;602;389;1;7;5;390;126;97;6;0;89;0;0;37;6;0;0;9;0;0;0;2;4;0;2
005;Alcalá de Henares;2;026;B;603;0;0;603;419;0;1;1;419;125;127;5;0;80;0;0;44;6;0;1;24;0;1;0;0;2;0;2
005;Alcalá de Henares;2;027;A;582;0;0;582;330;2;4;3;332;59;98;10;0;92;0;0;32;11;0;0;18;0;0;0;0;4;0;1
005;Alcalá de Henares;2;027;B;579;0;0;579;323;1;4;4;324;70;87;16;0;84;0;0;36;6;0;0;15;0;0;0;0;2;0;0
005;Alcalá de Henares;2;028;A;700;0;0;700;496;1;8;7;497;122;134;6;0;112;0;1;65;17;0;0;24;0;0;0;0;1;0;0
005;Alcalá de Henares;2;028;B;642;0;0;642;459;1;6;2;460;125;112;9;0;102;0;0;56;14;1;0;22;0;1;1;0;7;0;2
005;Alcalá de Henares;2;029;A;558;0;0;558;431;1;3;8;432;87;124;4;0;99;0;0;63;22;0;0;11;0;0;0;0;11;0;0
005;Alcalá de Henares;2;029;B;549;0;0;549;428;0;3;4;428;111;120;2;0;82;0;0;62;11;0;0;28;0;1;0;0;3;1;0
005;Alcalá de Henares;2;030;U;715;0;0;715;466;2;4;0;468;93;123;22;0;115;0;0;58;7;0;0;32;0;1;0;3;10;0;0
005;Alcalá de Henares;2;031;A;779;0;0;779;575;1;2;1;576;164;123;7;0;124;0;0;96;22;2;0;29;0;0;0;0;4;0;2
005;Alcalá de Henares;2;031;B;716;0;0;716;530;1;7;8;531;138;110;9;0;116;0;2;84;16;0;0;32;0;1;0;1;5;1;1
005;Alcalá de Henares;2;032;A;533;0;0;533;352;2;1;3;354;79;82;6;0;97;0;0;43;11;0;4;18;0;1;0;1;5;1;2
005;Alcalá de Henares;2;032;B;534;0;0;534;359;1;7;6;360;83;84;16;0;93;0;1;39;5;0;0;19;0;0;0;2;4;1;0
005;Alcalá de Henares;2;033;U;1004;0;0;1004;706;2;18;11;708;158;185;16;0;179;1;0;83;15;0;0;26;0;0;1;1;8;1;5
005;Alcalá de Henares;2;034;A;510;0;0;510;327;1;4;6;328;73;85;4;0;92;0;0;40;6;0;0;14;0;0;1;1;2;0;0
005;Alcalá de Henares;2;034;B;582;0;0;582;398;0;4;12;398;70;111;7;0;96;0;2;47;13;0;0;27;0;0;1;1;6;0;1
005;Alcalá de Henares;2;035;A;625;0;0;625;403;1;7;11;404;58;115;6;0;109;0;0;62;8;0;0;18;0;1;0;0;6;2;1
005;Alcalá de Henares;2;035;B;673;0;0;673;456;2;9;7;458;71;130;10;0;119;0;2;66;10;0;0;28;0;1;0;0;2;1;2
005;Alcalá de Henares;2;036;A;666;0;0;666;466;1;8;6;467;101;114;10;0;128;0;0;52;12;1;0;26;1;0;0;1;5;0;2
005;Alcalá de Henares;2;036;B;650;0;0;650;433;1;7;5;434;89;112;11;1;112;0;0;42;12;0;2;29;0;1;2;0;4;0;5
005;Alcalá de Henares;2;037;U;750;0;0;750;504;2;11;7;506;105;137;17;0;129;0;2;55;11;0;0;22;2;1;0;0;5;0;2
005;Alcalá de Henares;3;001;A;572;0;0;572;365;2;2;3;367;70;120;14;0;100;0;0;32;3;0;0;14;0;0;0;3;5;0;1
005;Alcalá de Henares;3;001;B;524;0;0;524;347;1;2;3;348;67;111;14;0;67;0;0;49;9;0;0;15;1;0;1;2;6;1;0
005;Alcalá de Henares;3;002;U;796;0;0;796;531;1;4;10;532;118;187;19;0;114;0;2;41;7;0;0;20;2;1;0;2;3;0;2
005;Alcalá de Henares;3;003;U;688;0;0;688;427;2;7;1;429;99;138;14;0;85;0;2;50;8;0;0;14;0;1;0;0;6;1;3
005;Alcalá de Henares;3;004;A;527;0;0;527;379;0;4;0;379;120;96;4;0;74;0;0;42;12;2;1;21;0;0;0;0;2;0;1
005;Alcalá de Henares;3;004;B;498;0;0;498;368;0;0;5;368;84;100;5;0;86;0;0;52;15;0;0;18;0;0;0;1;2;0;0
005;Alcalá de Henares;3;005;U;636;0;0;636;409;0;2;6;409;83;150;24;0;58;1;1;44;5;2;1;16;1;4;1;0;8;0;2
005;Alcalá de Henares;3;006;A;604;0;0;604;390;0;6;3;390;72;130;12;0;98;0;0;38;7;0;1;16;0;1;0;0;3;0;3
005;Alcalá de Henares;3;006;B;605;0;0;605;367;0;4;4;367;92;132;15;0;61;0;1;34;6;0;0;5;0;0;0;2;5;1;5
005;Alcalá de Henares;3;007;A;802;0;0;802;565;0;4;5;565;131;134;23;1;135;1;0;81;16;1;1;27;0;0;0;0;4;0;1
005;Alcalá de Henares;3;007;B;771;0;0;771;527;0;8;2;527;110;156;15;0;108;0;0;79;11;1;0;25;3;0;0;2;6;1;0
005;Alcalá de Henares;3;008;U;860;0;0;860;564;1;4;11;565;135;171;10;0;129;0;0;59;17;0;0;19;3;0;1;0;5;1;0
005;Alcalá de Henares;3;009;U;982;0;0;982;571;1;7;9;572;136;184;27;2;122;0;0;35;8;0;0;34;1;0;0;0;4;0;3
005;Alcalá de Henares;3;011;A;553;1;0;554;385;1;1;4;386;96;135;4;1;70;0;0;40;3;0;0;23;0;0;2;0;3;1;3
005;Alcalá de Henares;3;011;B;545;0;0;545;398;2;3;6;400;95;138;8;0;78;0;0;36;8;0;0;20;1;2;1;0;3;0;1
005;Alcalá de Henares;3;012;U;980;0;0;980;554;2;8;1;556;103;156;13;0;127;0;0;83;16;3;2;33;0;1;0;1;8;0;1
005;Alcalá de Henares;3;013;U;984;0;0;984;759;0;6;13;759;235;140;10;0;123;0;1;173;20;0;0;22;0;1;0;0;5;1;9
005;Alcalá de Henares;3;014;A;910;0;0;910;603;1;9;0;604;159;157;14;1;127;0;0;86;9;0;0;24;1;0;1;2;5;1;8
005;Alcalá de Henares;3;014;B;998;0;0;998;656;1;3;9;657;161;152;15;0;165;0;1;96;16;1;0;22;1;1;0;1;10;1;2
005;Alcalá de Henares;3;015;A;811;0;0;811;578;0;5;9;578;119;120;10;0;136;0;1;104;24;0;0;35;0;0;2;1;5;0;7
005;Alcalá de Henares;3;015;B;759;0;0;759;522;1;10;7;523;129;105;4;0;110;0;1;104;15;0;0;24;1;0;0;1;7;1;4
005;Alcalá de Henares;3;016;A;772;0;0;772;563;1;5;10;564;189;102;6;0;81;0;1;117;22;0;1;14;0;0;1;0;4;1;10
005;Alcalá de Henares;3;016;B;720;0;0;720;527;1;8;6;528;175;100;6;2;83;0;0;103;15;0;0;15;0;0;0;0;11;1;3
005;Alcalá de Henares;3;017;A;658;0;0;658;498;1;1;12;499;139;93;5;0;98;0;0;111;19;0;0;14;0;1;0;0;4;0;2
005;Alcalá de Henares;3;017;B;685;0;0;685;505;1;3;11;506;150;94;7;0;84;0;1;115;20;0;0;10;0;0;0;0;7;0;4
005;Alcalá de Henares;4;001;A;924;0;0;924;541;2;8;12;543;196;93;5;0;79;0;0;114;12;0;0;14;2;0;0;0;4;0;4
005;Alcalá de Henares;4;001;B;990;0;0;990;572;2;8;7;574;212;113;7;0;74;0;0;112;17;1;0;11;0;0;0;1;6;0;5
005;Alcalá de Henares;4;002;A;594;0;0;594;459;1;7;4;460;119;90;6;0;84;0;0;96;16;1;0;24;0;0;0;0;6;2;5
005;Alcalá de Henares;4;002;B;601;0;0;601;470;1;6;9;471;121;101;4;0;97;0;0;92;13;0;1;19;0;0;0;0;2;1;5
005;Alcalá de Henares;4;003;A;681;0;0;681;514;1;4;9;515;150;102;6;0;91;0;0;100;17;0;1;21;2;1;0;0;6;3;2
005;Alcalá de Henares;4;003;B;669;0;0;669;534;2;6;7;536;136;134;6;1;107;0;0;81;25;0;0;20;0;2;0;0;5;0;6
005;Alcalá de Henares;4;004;A;526;0;0;526;377;1;3;6;378;131;84;4;1;44;0;0;74;13;0;0;14;0;0;0;0;2;0;2
005;Alcalá de Henares;4;004;B;506;0;0;506;367;1;3;3;368;116;73;5;2;53;0;0;87;5;0;0;15;0;0;0;0;1;0;5
005;Alcalá de Henares;4;005;A;589;0;0;589;383;1;11;1;384;71;88;8;0;102;0;0;67;10;1;0;21;1;0;0;0;1;1;1
005;Alcalá de Henares;4;005;B;547;0;0;547;367;0;5;2;367;62;100;6;0;88;1;2;62;10;0;0;23;0;0;0;0;5;0;1
005;Alcalá de Henares;4;006;A;671;0;0;671;459;2;3;2;461;96;107;16;0;122;0;0;77;12;0;0;17;1;0;0;0;4;2;2
005;Alcalá de Henares;4;006;B;614;0;0;614;454;0;2;8;454;89;109;19;0;123;0;0;57;19;0;0;19;0;2;0;2;4;0;1
005;Alcalá de Henares;4;007;A;773;0;0;773;558;1;3;4;559;176;97;5;0;91;2;0;112;24;1;0;31;0;0;0;0;5;0;8
005;Alcalá de Henares;4;007;B;783;0;0;783;550;1;1;9;551;149;124;9;0;89;0;2;117;13;0;0;29;0;0;0;0;3;1;5
005;Alcalá de Henares;4;008;A;721;0;0;721;521;1;3;7;522;149;89;6;1;109;1;0;116;11;0;0;19;0;0;0;0;5;1;5
005;Alcalá de Henares;4;008;B;829;0;0;829;615;1;5;8;616;168;116;14;0;123;0;1;123;15;0;0;27;0;0;0;1;6;0;9
005;Alcalá de Henares;4;009;A;706;0;0;706;504;0;5;9;504;86;116;16;0;118;0;0;110;9;0;0;20;3;0;1;1;6;0;4
005;Alcalá de Henares;4;009;B;741;0;0;741;521;0;8;7;521;106;116;15;0;115;0;2;92;14;0;0;32;0;0;1;2;5;0;6
005;Alcalá de Henares;4;010;A;754;0;0;754;570;1;10;5;571;131;128;9;1;102;0;0;129;22;0;0;19;0;1;1;0;5;1;7
005;Alcalá de Henares;4;010;B;845;0;0;845;653;1;9;5;654;184;139;12;3;109;0;0;122;36;0;0;24;0;1;2;0;4;0;4
005;Alcalá de Henares;4;011;A;772;0;0;772;595;1;4;8;596;137;143;11;0;125;0;0;109;23;0;0;30;0;0;0;0;5;0;1
005;Alcalá de Henares;4;011;B;819;0;0;819;626;2;3;9;628;143;169;9;0;124;0;0;123;12;1;0;25;0;0;1;1;2;0;6
005;Alcalá de Henares;4;012;A;546;0;0;546;327;0;2;4;327;61;57;8;0;105;0;2;52;0;0;0;22;0;0;0;3;9;0;2
005;Alcalá de Henares;4;012;B;527;0;0;527;326;1;2;4;327;51;74;6;0;97;0;0;60;6;0;0;14;0;0;0;2;6;2;3
005;Alcalá de Henares;4;013;A;704;0;0;704;526;1;8;10;527;138;112;5;1;91;0;0;111;14;0;2;28;0;1;0;0;3;0;3
005;Alcalá de Henares;4;013;B;657;0;0;657;498;1;5;10;499;133;112;7;2;71;0;0;111;11;0;0;23;0;1;1;0;4;1;7
005;Alcalá de Henares;4;014;A;672;0;0;672;526;1;0;7;527;129;113;6;0;136;0;0;87;14;0;0;19;0;2;1;1;7;3;2
005;Alcalá de Henares;4;014;B;635;0;0;635;483;2;7;8;485;124;90;11;0;103;0;0;91;17;0;0;17;0;0;1;3;4;3;6
005;Alcalá de Henares;4;015;U;824;0;0;824;439;1;2;6;440;84;124;9;0;110;0;0;46;12;0;0;27;1;2;1;3;11;0;2
005;Alcalá de Henares;4;016;A;550;0;0;550;404;1;2;1;405;91;103;4;0;72;0;0;74;21;0;1;27;2;0;0;1;4;1;1
005;Alcalá de Henares;4;016;B;594;0;0;594;434;1;4;6;435;78;113;5;0;105;0;0;73;10;0;0;19;0;0;0;1;10;0;11
005;Alcalá de Henares;4;017;A;587;0;0;587;437;1;6;5;438;49;75;8;0;127;0;0;111;15;0;0;26;0;1;0;1;8;2;4
005;Alcalá de Henares;4;017;B;756;0;0;756;544;1;5;4;545;73;95;4;0;177;0;0;134;18;0;0;26;0;1;0;1;5;1;1
005;Alcalá de Henares;4;017;C;682;0;0;682;505;1;7;5;506;89;94;6;0;146;0;1;105;19;0;0;23;0;0;1;1;7;0;2
005;Alcalá de Henares;5;001;U;702;0;0;702;416;2;2;2;418;129;122;5;0;62;1;0;43;10;0;0;27;3;0;0;2;2;0;8
005;Alcalá de Henares;5;002;A;591;0;0;591;414;0;3;6;414;167;92;4;3;53;0;0;45;9;0;0;28;0;1;0;0;1;0;2
005;Alcalá de Henares;5;002;B;621;0;0;621;411;1;3;6;412;175;83;5;0;53;0;0;48;9;0;0;17;0;0;0;1;5;0;7
005;Alcalá de Henares;5;003;A;537;0;0;537;378;1;1;3;379;107;124;4;0;66;0;0;45;3;0;0;21;0;0;1;0;2;0;2
005;Alcalá de Henares;5;003;B;593;0;0;593;400;0;5;9;400;130;107;3;0;72;0;0;41;12;0;0;15;0;1;0;1;3;1;0
005;Alcalá de Henares;5;004;U;950;0;0;950;632;1;3;6;633;145;238;9;1;115;0;0;65;9;0;0;35;0;2;0;0;1;0;4
005;Alcalá de Henares;5;005;U;925;0;0;925;624;2;5;4;626;206;168;12;1;113;0;1;81;5;0;0;19;0;6;0;0;1;0;4
005;Alcalá de Henares;5;006;U;676;0;0;676;500;1;6;6;501;182;118;8;0;77;0;0;66;14;0;0;16;0;0;0;0;2;1;5
005;Alcalá de Henares;5;007;A;709;0;0;709;479;1;3;4;480;149;92;5;1;105;1;1;68;14;0;0;28;0;1;1;0;2;1;4
005;Alcalá de Henares;5;007;B;789;0;0;789;521;1;8;6;522;182;112;8;0;98;0;2;65;11;1;1;20;0;0;1;1;5;1;0
005;Alcalá de Henares;5;008;U;796;0;0;796;567;0;5;4;567;169;137;2;0;125;0;0;83;7;0;0;24;1;1;0;1;4;0;4
005;Alcalá de Henares;5;009;U;986;0;0;986;562;2;3;7;564;99;191;20;0;131;1;0;55;7;1;0;35;2;1;0;0;6;3;2
005;Alcalá de Henares;5;010;U;580;0;0;580;403;2;5;1;405;112;126;9;0;80;0;0;38;4;0;0;28;0;0;0;0;2;0;0
005;Alcalá de Henares;5;011;U;947;0;0;947;630;0;5;3;630;156;169;9;0;168;0;0;65;4;0;0;33;2;1;2;0;6;1;6
005;Alcalá de Henares;5;012;A;601;0;0;601;370;1;4;1;371;81;98;9;0;91;0;0;43;10;0;0;22;0;2;1;1;6;1;1
005;Alcalá de Henares;5;012;B;642;0;0;642;402;1;4;3;403;95;106;12;1;113;0;0;40;6;0;1;13;1;2;0;0;4;1;1
005;Alcalá de Henares;5;013;U;923;0;0;923;710;0;6;5;710;333;141;1;0;89;0;1;83;17;0;0;19;0;2;0;0;5;0;8
005;Alcalá de Henares;5;014;A;819;0;0;819;542;0;8;3;542;122;139;14;0;120;0;0;71;14;0;0;36;0;0;1;2;7;0;5
005;Alcalá de Henares;5;014;B;887;0;0;887;611;0;4;5;611;121;180;18;0;142;0;0;76;11;0;0;34;2;0;0;3;10;0;5
005;Alcalá de Henares;5;015;A;576;0;0;576;434;1;4;5;435;167;91;5;2;57;0;1;71;11;0;1;10;0;0;1;0;5;0;4
005;Alcalá de Henares;5;015;B;632;0;0;632;461;1;5;7;462;153;102;2;0;77;0;0;71;15;0;1;17;1;0;0;1;3;0;7
005;Alcalá de Henares;5;016;U;811;0;0;811;604;0;6;10;604;233;110;4;0;101;0;0;90;12;0;0;22;0;1;0;0;2;0;13
005;Alcalá de Henares;5;017;A;592;0;0;592;375;1;5;3;376;110;106;9;0;67;0;0;32;5;0;0;27;0;0;1;1;6;2;2
005;Alcalá de Henares;5;017;B;544;0;0;544;329;2;1;3;331;78;102;10;0;62;0;1;35;5;0;0;27;0;2;0;0;2;0;3
005;Alcalá de Henares;5;018;U;756;0;0;756;540;1;9;7;541;122;142;6;0;125;0;0;67;12;0;0;33;2;0;4;0;8;1;3
005;Alcalá de Henares;5;019;U;529;0;0;529;355;1;4;6;356;114;115;6;0;53;0;1;33;2;0;0;17;0;0;0;1;3;0;1
005;Alcalá de Henares;5;020;A;598;0;0;598;383;2;1;3;385;82;130;11;0;76;0;2;37;7;0;0;26;1;0;0;0;8;1;0
005;Alcalá de Henares;5;020;B;633;0;0;633;424;1;4;7;425;107;141;9;0;81;0;0;42;12;0;0;12;1;0;0;0;6;0;3
005;Alcalá de Henares;5;021;A;651;0;0;651;472;0;3;8;472;80;161;9;0;117;0;0;39;10;0;1;29;1;3;0;0;6;2;3
005;Alcalá de Henares;5;021;B;712;0;0;712;481;1;11;4;482;98;165;7;0;98;0;1;47;6;0;0;35;0;2;1;0;4;0;3
005;Alcalá de Henares;5;022;A;775;0;0;775;559;1;4;6;560;172;139;5;0;118;0;0;68;13;0;0;26;0;0;2;0;4;0;3
005;Alcalá de Henares;5;022;B;785;0;0;785;583;0;4;4;583;179;154;6;0;104;0;0;96;14;0;0;15;1;0;0;0;6;0;0
005;Alcalá de Henares;5;023;A;666;0;0;666;447;1;4;2;448;96;153;6;0;106;0;0;35;10;0;0;28;0;0;2;1;3;2;0
005;Alcalá de Henares;5;023;B;630;0;0;630;416;0;6;2;416;113;119;2;0;89;0;1;42;9;0;0;20;0;0;1;0;8;0;4
005;Alcalá de Henares;5;024;A;529;0;0;529;325;0;1;3;325;88;109;7;0;49;0;0;36;6;1;1;18;0;0;0;0;4;0;2
005;Alcalá de Henares;5;024;B;525;0;0;525;329;0;5;1;329;77;117;5;0;69;0;0;25;7;0;1;16;0;1;0;1;2;0;2
